score,relative_path,suffix,size,sha1_head,name_hits,content_hits,snippets
45,content/release64/scripting/gringo/commonscripts/chop_chickens.wsc,.wsc,8861,1F0F6F9F8E38004B3F8EC169403554B219CD25F6,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/climb_help.wsc,.wsc,9006,7A461DA691E8CC876013C6DAB31578EED981BB67,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/climb_help_both.wsc,.wsc,7917,9F13C16F73562DE9B928144B4256490FA43B3C46,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/clockgringo.wsc,.wsc,616,467B429A869B194B3B5941D3C379749B0C1D0D2B,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/cougar_eating.wsc,.wsc,9097,0C5521D376155B726E28CC61ECA4DD2AFAEF0067,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/cutfreepot_gringo.wsc,.wsc,9238,5E0F520A3F87EA544A2D84797343B0076A70D4B5,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/destroyonuse.wsc,.wsc,8755,3A447E2B27A9CD66182F7070D8F65255F0801F62,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/disarmbomb.wsc,.wsc,8883,73B5066327732653EA15CBAB5D517F711814E49B,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/door_locked.wsc,.wsc,8632,37DC99052ADD2C7BA6171C861ABA3C7FA54589F0,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/doorkick.wsc,.wsc,8810,7F51F0CE1B052992BACB7F844DD7D22D1AEBA068,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/duck_hunt.wsc,.wsc,10105,6187F46186E4044EB846462177D2C5014CC3AE7E,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/dynamitecrate.wsc,.wsc,8716,CA5528505A5AA33B8C32B073EA85D729F32CEF81,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/fake_liars_dice.wsc,.wsc,8172,95E52748EDA98BAF4CBBC7A51C0FB44B16C14A45,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/fake_poker.wsc,.wsc,8172,95E52748EDA98BAF4CBBC7A51C0FB44B16C14A45,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/gatlingattachgringo.wsc,.wsc,8408,570B63D03878143AA347637231E01124C242EBAE,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/genericgringo.wsc,.wsc,9080,DCCAFA3E3391503E5FF950EA8F5C7EBBDCFA4483,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/getwantedposterground.wsc,.wsc,8750,5062AFA6FE8FA6B9E641D274C46E527C96C1B9E3,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/giveaway_footlocker.wsc,.wsc,9573,7A913BE39046E3768E8B3E66E2DA00875058AA7F,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/gringo_actorhasweapon.wsc,.wsc,8898,269BFB4698CEE48BDD269A8A0130111591062491,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/gringo_disablegossip.wsc,.wsc,8761,61A0A469D5E65BF9C4FDFA1F7C1CD3D45DBF6735,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/gringo_nocamera.wsc,.wsc,8188,261296DD527F6FB2BC8A8582E0FA1E97027B9D80,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/gringoattachmover.wsc,.wsc,8945,9A2BD63131ACE607F073E6BD6E30CE51BBC7288D,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/gun_giveaway_pistol.wsc,.wsc,8856,57693EA544537D2833AA20F7235BCB9FA0410BE3,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/gun_giveaway_rifle.wsc,.wsc,8773,71E54EE7C2CD91079A8DDB4116BAC1BAA5FFC595,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/handoffgringoattach.wsc,.wsc,8290,580000DBD8F2F57C0014052E73A60A949D242923,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/handoverletter.wsc,.wsc,8728,0D6BA9E752BA55E638FFFB812FC1781C055DC2A8,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/hitchingpostscript.wsc,.wsc,9473,017A0B3B3828B8D6819A43D59DE244C890970638,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/horse_saddle.wsc,.wsc,8834,8BF02E255436CBE19438092788F2BD28BC365B0A,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/horsehitching.wsc,.wsc,8669,72319B62E5C8BAECBE31892316A5C8D20E241BCC,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/hostage_kneel.wsc,.wsc,8823,5344388BABCB04135388456A4FAEC6E8D03425E5,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/item_bait.wsc,.wsc,8633,2D57415E074C19885D5ED6E552E4153E59B31B64,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/jumpuse.wsc,.wsc,816,CDA9D8D3293B8189A1D5517502563B4277CB0E3F,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/lassogringo.wsc,.wsc,10956,44534E956BA0DD12B37AED19423A49DD7A76A657,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/lean_rail.wsc,.wsc,8704,4BA0E4AC8AC95070155D6C9C1420C58675C3AFE7,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/locatorattachengineer.wsc,.wsc,8438,1258A580CB5877F45846D578E041AD016468B071,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/locatorattachgringo.wsc,.wsc,8897,E4DD4396CBA97E704339CFA7F0A2425E31C0227D,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/locatorattachmover.wsc,.wsc,8729,BEFF6D6D56BCD196387AAA8F477EEEF1301E1742,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/lockpickambientfootlocker.wsc,.wsc,18464,11AE1EA56F3F8D32ADCC41AD1B7E629E516929A8,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/lockpickdoorgeneric.wsc,.wsc,8747,7F7A5C83076DF97A112F787EA0E6E2FA5B2A7CD9,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/lockpicksafegeneric.wsc,.wsc,21964,858763D55F0D3CCE940F74AF85669338F6661CB7,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/lootcorpsegenericnoanim.wsc,.wsc,17402,E0F8236C7BE86F0A64C86B41DF304E3AA16E305B,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/map_on_ground.wsc,.wsc,8875,D920FD250CD3AA7DC90B21E16E8366F365723DBC,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/mex_beatingdanger.wsc,.wsc,8885,1CCEF5400042C4E5E0559CFC2B9711C56C41173E,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/minegold.wsc,.wsc,3752,48DD3050B87EB8A56405937D7B8A1A28C50EF87E,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/missionend_marstonsmoke.wsc,.wsc,8234,B0ADCD8A9B1E27A808628560BFD89F3ACD395654,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/molotovcrate.wsc,.wsc,8799,FE3593B0961B0861C3A0D4635CA623A3FAF6B59F,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/movebarrel.wsc,.wsc,8499,2C4E672F9DC6113EB6449E26C2A10C09D1E489FA,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/moveobject.wsc,.wsc,9039,69C36D19DCE492805E2C4B8F4CE4DF1AE7C9F0A2,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/moveobjectgenericwanim.wsc,.wsc,9063,51DF94CA3CFD89E03472FC745607FD706A598F06,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/mp_fakelockpick.wsc,.wsc,9140,2EF6F8A405B3AD3E751649173EFF34AA59ED254A,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/mp_ignite_bomb.wsc,.wsc,8759,5961B8814F0E913ACF8D6053D8821A3C6175390A,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/mp_rezbuddy.wsc,.wsc,9543,0793C539753105DFB89A954C6699CA4855A2DA15,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/mp_rig_tnt.wsc,.wsc,8793,C9DD1E15F968B6DBCF45A62E51A7D72647EA2C5F,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/musicgringo.wsc,.wsc,8897,D8F20A7613F7F457F944553899FA036286F7F9BF,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/nocameragringo.wsc,.wsc,8188,261296DD527F6FB2BC8A8582E0FA1E97027B9D80,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/npc_lockpicking_door.wsc,.wsc,8920,A43539533ABF6D50D6AE55A6021490A04ACB42E4,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/oldwinch_gringo.wsc,.wsc,9660,3E8041D50A7AB95FA4F165242D22F927EE794D79,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/openbigdoor.wsc,.wsc,9060,58FFD600ED7EE9D00944909245AA2A8B67A6653D,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/opengate.wsc,.wsc,1618,AEA0BB6077FD4469D8E97DE3A4D7BC9A1ACF94CB,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/pet_dog.wsc,.wsc,8713,40AD024D878BFD28FB4601B5F32691E0CD3EEA4D,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/pickuphogtiedgringo.wsc,.wsc,13728,F64CFA5EF08DE7ED714BBBC670AD6FA0B9206FCA,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/pitch_hay.wsc,.wsc,8772,C2BAD2F0D3BF715012255244D7E7AA6EF6F740C1,content;gringo;release64;script;wsc,,
45,content/release64/scripting/gringo/commonscripts/plant_dynamite.wsc,.wsc,9028,7303D5085C5AEC3934CBA57859586F0BD7163CDD,content;gringo;release64;script;wsc,,
