string_offset,string_offset_hex,string_text,string_class,reference_instruction_offset,reference_instruction_offset_hex,owner_function_index,owner_function,owner_function_offset_range
49,0x31,********************************************,unknown,47,0x2F,0,main,0x0..0x48C8
102,0x66,                 MAIN.SC,debug/display text,100,0x64,0,main,0x0..0x48C8
135,0x87,SCRIPTS ARE COMPILED WITH STANDALONE DEFINED,debug/display text,133,0x85,0,main,0x0..0x48C8
188,0xBC,********************************************,unknown,186,0xBA,0,main,0x0..0x48C8
241,0xF1,RDRUNDEADNGHTPAK,unknown,239,0xEF,0,main,0x0..0x48C8
336,0x150,PM_Stats,unknown,334,0x14E,0,main,0x0..0x48C8
350,0x15E,JournalTab_Complete,unknown,348,0x15C,0,main,0x0..0x48C8
378,0x17A,PM_Stats,unknown,376,0x178,0,main,0x0..0x48C8
392,0x188,JournalTab_Complete,unknown,390,0x186,0,main,0x0..0x48C8
641,0x281,pressDemo,unknown,639,0x27F,0,main,0x0..0x48C8
663,0x297,pressDemo3,unknown,661,0x295,0,main,0x0..0x48C8
686,0x2AE,pax,unknown,684,0x2AC,0,main,0x0..0x48C8
710,0x2C6,devmode,unknown,708,0x2C4,0,main,0x0..0x48C8
734,0x2DE,d11CutsceneHack,unknown,732,0x2DC,0,main,0x0..0x48C8
767,0x2FF,d11KeyboardControls,unknown,765,0x2FD,0,main,0x0..0x48C8
842,0x34A,performanceTestHen,unknown,840,0x348,0,main,0x0..0x48C8
880,0x370,performanceTestArm,unknown,878,0x36E,0,main,0x0..0x48C8
918,0x396,performanceTestFire,unknown,916,0x394,0,main,0x0..0x48C8
957,0x3BD,performanceTestStream,unknown,955,0x3BB,0,main,0x0..0x48C8
998,0x3E6,performancetestgringo,unknown,996,0x3E4,0,main,0x0..0x48C8
1036,0x40C,soaktest,unknown,1034,0x40A,0,main,0x0..0x48C8
1058,0x422,soaktest,unknown,1056,0x420,0,main,0x0..0x48C8
1080,0x438,noDDA,unknown,1078,0x436,0,main,0x0..0x48C8
1117,0x45D,Initializing deed array,debug/display text,1115,0x45B,0,main,0x0..0x48C8
1173,0x495,Resetting from mission,likely logic anchor,1171,0x493,0,main,0x0..0x48C8
1486,0x5CE,randomstartloc,unknown,1484,0x5CC,0,main,0x0..0x48C8
1789,0x6FD,Cutscenes,unknown,1787,0x6FB,0,main,0x0..0x48C8
1808,0x710,Cutscenes,unknown,1806,0x70E,0,main,0x0..0x48C8
2306,0x902,$/content/scripting/DesignerDefined/Player,unknown,2304,0x900,0,main,0x0..0x48C8
2359,0x937,$/content/init/rdr2init_each_load,unknown,2357,0x935,0,main,0x0..0x48C8
2403,0x963,$/content/scripting/DesignerDefined/short_update_thread,unknown,2401,0x961,0,main,0x0..0x48C8
2469,0x9A5,$/content/scripting/DesignerDefined/medium_update_thread,unknown,2467,0x9A3,0,main,0x0..0x48C8
2536,0x9E8,$/content/scripting/DesignerDefined/long_update_thread,unknown,2534,0x9E6,0,main,0x0..0x48C8
2601,0xA29,$/content/scripting/DesignerDefined/UI/FuiEventMonitor,event/task name,2599,0xA27,0,main,0x0..0x48C8
2666,0xA6A,$/content/scripting/DesignerDefined/Pause,unknown,2664,0xA68,0,main,0x0..0x48C8
2726,0xAA6,$/content/multiplayer/multiplayer_update_thread,unknown,2724,0xAA4,0,main,0x0..0x48C8
2787,0xAE3,$/content/scripting/gringo/SimpleGringo/hogtie,unknown,2785,0xAE1,0,main,0x0..0x48C8
2844,0xB1C,$/content/scripting/gringo/SimpleGringo/hogtie_pickup,unknown,2842,0xB1A,0,main,0x0..0x48C8
2908,0xB5C,$/content/scripting/gringo/SimpleGringo/Loot_Corpse,unknown,2906,0xB5A,0,main,0x0..0x48C8
2970,0xB9A,$/content/scripting/gringo/SimpleGringo/Skin_Animal,event/task name,2968,0xB98,0,main,0x0..0x48C8
3032,0xBD8,$/content/scripting/gringo/SimpleGringo/Pluck_Feather,unknown,3030,0xBD6,0,main,0x0..0x48C8
3096,0xC18,$/content/scripting/gringo/GringoBrains/SmallBrains/Drunk,unknown,3094,0xC16,0,main,0x0..0x48C8
3170,0xC62,$/content/Multiplayer/Action_Areas/GenericMP_AA,event/task name,3168,0xC60,0,main,0x0..0x48C8
3297,0xCE1,scripting/DesignerDefined/Player,unknown,3295,0xCDF,0,main,0x0..0x48C8
3364,0xD24,PlayerLayout,unknown,3362,0xD22,0,main,0x0..0x48C8
3408,0xD50,PlayerLayout,unknown,3406,0xD4E,0,main,0x0..0x48C8
3426,0xD62,player,unknown,3424,0xD60,0,main,0x0..0x48C8
3459,0xD83,scripting/DesignerDefined/UI/FuiEventMonitor,event/task name,3457,0xD81,0,main,0x0..0x48C8
