index,name,offset,offset_hex,body_offset,parameters,locals,enter_name_length,end_hint
0,main,0,0x0,5,0,124,0,377
1,Function_1,377,0x179,382,0,2,0,390
2,Function_2,390,0x186,395,1,4,0,428
3,Function_3,428,0x1AC,433,2,4,0,730
4,Function_4,730,0x2DA,735,2,5,0,756
5,Function_5,756,0x2F4,761,2,5,0,785
6,Function_6,785,0x311,790,2,18,0,1119
7,Function_7,1119,0x45F,1124,2,5,0,1264
8,Function_8,1264,0x4F0,1269,2,4,0,1279
9,Function_9,1279,0x4FF,1284,2,4,0,1298
10,Function_10,1298,0x512,1303,2,4,0,1311
11,Function_11,1311,0x51F,1316,5,27,0,1624
12,Function_12,1624,0x658,1629,10,12,0,1709
13,Function_13,1709,0x6AD,1714,2,7,0,1735
14,Function_14,1735,0x6C7,1740,0,2,0,1782
15,Function_15,1782,0x6F6,1787,1,3,0,1794
16,Function_16,1794,0x702,1799,2,4,0,1827
17,Function_17,1827,0x723,1832,1,19,0,6110
18,Function_18,6110,0x17DE,6115,1,3,0,6138
19,Function_19,6138,0x17FA,6143,1,4,0,6379
20,Function_20,6379,0x18EB,6384,1,3,0,6391
21,Function_21,6391,0x18F7,6396,1,3,0,6600
22,Function_22,6600,0x19C8,6605,0,2,0,6613
23,Function_23,6613,0x19D5,6618,0,2,0,6622
24,Function_24,6622,0x19DE,6627,1,3,0,6635
25,Function_25,6635,0x19EB,6640,1,3,0,6648
26,Function_26,6648,0x19F8,6653,0,2,0,6662
27,Function_27,6662,0x1A06,6667,1,4,0,6826
28,Function_28,6826,0x1AAA,6831,2,6,0,6912
29,Function_29,6912,0x1B00,6917,1,3,0,6941
30,Function_30,6941,0x1B1D,6946,2,5,0,6958
31,Function_31,6958,0x1B2E,6963,0,2,0,6968
32,Function_32,6968,0x1B38,6973,0,4,0,7031
33,Function_33,7031,0x1B77,7036,1,3,0,7122
34,Function_34,7122,0x1BD2,7127,2,5,0,7150
35,Function_35,7150,0x1BEE,7155,1,3,0,7178
36,Function_36,7178,0x1C0A,7183,2,4,0,7193
37,Function_37,7193,0x1C19,7198,3,6,0,7460
38,Function_38,7460,0x1D24,7465,0,2,0,7469
39,Function_39,7469,0x1D2D,7474,1,3,0,7596
40,Function_40,7596,0x1DAC,7601,0,3,0,7701
41,Function_41,7701,0x1E15,7706,2,5,0,7724
42,Function_42,7724,0x1E2C,7729,1,3,0,7746
43,Function_43,7746,0x1E42,7751,6,11,0,7901
44,Function_44,7901,0x1EDD,7906,1,6,0,7918
45,Function_45,7918,0x1EEE,7923,1,5,0,7969
46,Function_46,7969,0x1F21,7974,4,44,0,8708
47,Function_47,8708,0x2204,8713,2,4,0,8743
48,Function_48,8743,0x2227,8748,3,6,0,8774
49,Function_49,8774,0x2246,8779,1,3,0,8786
