offset,offset_hex,length,text,population_term
68,0x44,6,<c:cRP,
132,0x84,4,+:cR,
192,0xC0,5,XpHud,
203,0xCB,18,MpLinearSuppressor,
274,0x112,22,net_player_left_region,
428,0x1AC,20,AAPrompts_PlayerList,
454,0x1C6,15,AAPrompts_Stats,
492,0x1EC,9,MP_Ticker,
507,0x1FB,10,WeaponAmmo,
532,0x214,10,WeaponAmmo,
548,0x224,12,HudGamerList,
628,0x274,14,XP_AA_complete,
753,0x2F1,65,Ho?STAT_INCREASE_INT_NOW: Attempting to use a Stat out of bounds.,
839,0x347,79,oNSTAT_INCREASE_INT_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ,
934,0x3A6,112,"!onSTAT_INCREASE_INT_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!",
1059,0x423,96,jo^STAT_INCREASE_INT_NOW: iIncreaseValue < 0 - I am turning this into a positive number for you!,
1524,0x5F4,4, lbs,
1588,0x634,4, ton,
1673,0x689,5,"@<@<,",
1741,0x6CD,5, days,
1763,0x6E3,4, day,
1888,0x760,4, min,
1951,0x79F,4, sec,
1991,0x7C7,4, min,
2061,0x80D,4, sec,
2095,0x82F,4, sec,
2346,0x92A,5, days,
2368,0x940,4, day,
2397,0x95D,7,stat_of,
2682,0xA7A,11,Common_Null,
2905,0xB59,4,lvl_,
2924,0xB6C,5,_icon,
2947,0xB83,20,icon_prestige_award_,
2991,0xBAF,14,icon_prestige_,
3039,0xBDF,21,icon_prestige_award_4,
3070,0xBFE,20,icon_prestige_award_,
3113,0xC29,6,_color,
3228,0xC9C,4,0%d8,
3304,0xCE8,50,8o0STAT_CALCULATE_PROGRESSBAR_VALUES: STAT_INVALID,
3636,0xE34,28,STAT_GET_VALUE: STAT_INVALID,
3680,0xE60,35,(o!STAT_GET_MAX_VALUE: STAT_INVALID,
3770,0xEBA,75,oJSTAT_CHECK_RANGES: Attempting to decrement a STAT out of its fMaxRange - ,
3861,0xF15,73,!oGSTAT_CHECK_RANGES: Attempting to increment a STAT out of its fMaxRange,
3972,0xF84,75,oJSTAT_CHECK_RANGES: Attempting to decrement a STAT out of its fMinRange - ,
4063,0xFDF,73,!oGSTAT_CHECK_RANGES: Attempting to decrement a STAT out of its fMinRange,
4157,0x103D,72,MoFSTAT_UPDATE_MY_LIFETIME_STAT: Attempting to use a Stat out of bounds.,
4265,0x10A9,80,UoNSTAT_UPDATE_MY_LIFETIME_STAT: Attempting to use a LifetimeStat out of bounds.,
4460,0x116C,93,po[STAT_UPDATE_MY_LIFETIME_STAT: Attempting to increment a LifetimeStat out of its fMaxRange.,
4606,0x11FE,93,po[STAT_UPDATE_MY_LIFETIME_STAT: Attempting to decrement a LifetimeStat out of its fMinRange.,
4859,0x12FB,17,mp_aa_vote_replay,
4888,0x1318,6,"2<Z;Y,",
4902,0x1326,15,mp_aa_vote_skip,
4929,0x1341,5,2<Yz-,
5162,0x142A,21,DISABLE_HORSE_WHISTLE,
5195,0x144B,21,DISABLE_HORSE_WHISTLE,
5219,0x1463,4,5+~-,
5263,0x148F,14,INVALID REGION,
5387,0x150B,8,v_region,
5559,0x15B7,21,DISABLE_HORSE_WHISTLE,
5584,0x15D0,4,8+~-,
5654,0x1616,5,:T3~-,
5762,0x1682,5,/<1~-,
5846,0x16D6,67,oBERROR: Trying to get value of NETTIMER that has not been started!,
5917,0x171D,84,oTWARNING: Trying to get value of NETTIMER that has not been started! Returning 0.0 ,
6417,0x1911,5,ArmUp,
6438,0x1926,5,ArmUp,
6573,0x19AD,59,?o9Failed to create iterator to release actors to netLayout,
6709,0x1A35,9,netLayout,
6748,0x1A5C,4,Q+~-,
7226,0x1C3A,5,:c:~m,
7244,0x1C4C,4,{:c>,
7296,0x1C80,4,R)Db,
7397,0x1CE5,4,::c=,
7425,0x1D01,17,AM_MH_9_wolf_help,
7528,0x1D68,5,%j:c?,
7570,0x1D92,4,R!37,
7615,0x1DBF,4,R!&c,
7643,0x1DDB,13,Game LockStep,
7657,0x1DE9,68,"oC--- LOCAL PLAYER %s, #%s, is moving on, assumably to state #%s ---",
7805,0x1E7D,13,Game LockStep,
7819,0x1E8B,87,"oV--- LOCAL PLAYER %s (#%s), the host, is sending go-ahead to state #%s with ID: %s ---",
7937,0x1F01,4,R v7,
8020,0x1F54,14,Lockstep Ditch,
8035,0x1F63,70,oEI have the authority as lowest-numbered valid slot to order a ditch.,
8175,0x1FEF,4,R ic,
8227,0x2023,4,R [8,
8250,0x203A,4,R L7,
8406,0x20D6,4,R ic,
8515,0x2143,4,R C8,
8547,0x2163,43,Zo)Next lockstep state same as last state (,
8606,0x219E,15,). May be fine.,
8646,0x21C6,13,Game LockStep,
8660,0x21D4,48,"o/LOCAL PLAYER %s, #%s, wants to go to state #%s",
