offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
5,0x5,82,call_candidate,call2,3,52 16 2B,5675,5683
17,0x11,82,call_candidate,call2,3,52 16 2B,5675,5695
37,0x25,98,branch_candidate,unconditional_jump,3,62 00 1B,27,67
1166,0x48E,98,branch_candidate,unconditional_jump,3,62 02 0E,526,1695
1177,0x499,99,branch_candidate,jump_false,3,63 00 4A,74,1254
1251,0x4E3,98,branch_candidate,unconditional_jump,3,62 01 B9,441,1695
1254,0x4E6,82,call_candidate,call2,3,52 0A 32,2610,3867
1276,0x4FC,99,branch_candidate,jump_false,3,63 00 47,71,1350
1347,0x543,98,branch_candidate,unconditional_jump,3,62 00 3B,59,1409
1419,0x58B,99,branch_candidate,jump_false,3,63 00 A4,164,1586
1485,0x5CD,82,call_candidate,call2,3,52 0A 25,2597,4085
1512,0x5E8,99,branch_candidate,jump_false,3,63 00 07,7,1522
1519,0x5EF,98,branch_candidate,unconditional_jump,3,62 FF F2,-14,1508
1526,0x5F6,99,branch_candidate,jump_false,3,63 00 07,7,1536
1533,0x5FD,98,branch_candidate,unconditional_jump,3,62 FF F2,-14,1522
1576,0x628,99,branch_candidate,jump_false,3,63 00 07,7,1586
1583,0x62F,98,branch_candidate,unconditional_jump,3,62 FF F3,-13,1573
1661,0x67D,82,call_candidate,call2,3,52 0A 25,2597,4261
1690,0x69A,82,call_candidate,call2,3,52 07 13,1811,3504
1768,0x6E8,99,branch_candidate,jump_false,3,63 00 09,9,1780
1777,0x6F1,98,branch_candidate,unconditional_jump,3,62 FF F0,-16,1764
1857,0x741,99,branch_candidate,jump_false,3,63 00 07,7,1867
1864,0x748,98,branch_candidate,unconditional_jump,3,62 FF F2,-14,1853
1871,0x74F,99,branch_candidate,jump_false,3,63 00 07,7,1881
1878,0x756,98,branch_candidate,unconditional_jump,3,62 FF F2,-14,1867
1912,0x778,99,branch_candidate,jump_false,3,63 00 07,7,1922
1919,0x77F,98,branch_candidate,unconditional_jump,3,62 FF D7,-41,1881
2017,0x7E1,100,branch_candidate,jump_ne,3,64 00 20,32,2052
2049,0x801,98,branch_candidate,unconditional_jump,3,62 00 26,38,2090
2055,0x807,100,branch_candidate,jump_ne,3,64 00 20,32,2090
2093,0x82D,100,branch_candidate,jump_ne,3,64 01 F2,498,2594
2099,0x833,99,branch_candidate,jump_false,3,63 01 66,358,2460
2200,0x898,99,branch_candidate,jump_false,3,63 00 8E,142,2345
2209,0x8A1,104,branch_candidate,jump_ge,3,68 00 21,33,2245
2230,0x8B6,99,branch_candidate,jump_false,3,63 00 03,3,2236
2242,0x8C2,98,branch_candidate,unconditional_jump,3,62 FF D9,-39,2206
2342,0x926,98,branch_candidate,unconditional_jump,3,62 00 70,112,2457
2376,0x948,99,branch_candidate,jump_false,3,63 00 4E,78,2457
2385,0x951,104,branch_candidate,jump_ge,3,68 00 21,33,2421
2406,0x966,99,branch_candidate,jump_false,3,63 00 03,3,2412
2418,0x972,98,branch_candidate,unconditional_jump,3,62 FF D9,-39,2382
2457,0x999,98,branch_candidate,unconditional_jump,3,62 00 03,3,2463
2466,0x9A2,100,branch_candidate,jump_ne,3,64 00 2E,46,2515
2477,0x9AD,101,branch_candidate,jump_eq,3,65 00 23,35,2515
2530,0x9E2,99,branch_candidate,jump_false,3,63 00 36,54,2587
2591,0xA1F,98,branch_candidate,unconditional_jump,3,62 FE 08,-504,2090
7576,0x1D98,95,call_candidate,call2,3,5F EB F8,-5128,2451
7581,0x1D9D,95,call_candidate,call2,3,5F 00 4A,74,7658
7596,0x1DAC,101,branch_candidate,jump_eq,3,65 D1 D0,-11824,-4225
7608,0x1DB8,98,branch_candidate,unconditional_jump,3,62 8F 08,-28920,-21309
7644,0x1DDC,100,branch_candidate,jump_ne,3,64 40 B7,16567,24214
7662,0x1DEE,101,branch_candidate,jump_eq,3,65 63 05,25349,33014
7701,0x1E15,83,call_candidate,call2,3,53 78 35,30773,38477
8196,0x2004,96,call_candidate,call2,3,60 1E 00,7680,15879
