package,logical_key,donor_path,staged_path,staged_content_path,donor_size,staged_size,donor_sha1,staged_sha1,donor_crc32,staged_crc32,sha1_match,crc32_match,raw_copy_bytes_match
import_test_both_csc,regions/ctf_arm/ctf_arm_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_arm\ctf_arm_single.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_arm/ctf_arm_single.csc,12984,12984,2EF2D88F799B7564A321CD2958401D6D7B9FF0E1,2EF2D88F799B7564A321CD2958401D6D7B9FF0E1,9EF42A80,9EF42A80,True,True,True
import_test_release_csc,regions/ctf_arm/ctf_arm_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_arm\ctf_arm_sym.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_arm/ctf_arm_sym.csc,12918,12918,F05D0903F2991CF41D6B6F51C97F555E1457D5BF,F05D0903F2991CF41D6B6F51C97F555E1457D5BF,39363CCD,39363CCD,True,True,True
import_test_release64_csc,regions/ctf_arm/ctf_arm_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_arm\ctf_arm_sym.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_arm/ctf_arm_sym.csc,12918,12918,F05D0903F2991CF41D6B6F51C97F555E1457D5BF,F05D0903F2991CF41D6B6F51C97F555E1457D5BF,39363CCD,39363CCD,True,True,True
import_test_both_csc,regions/ctf_arm/ctf_arm_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_arm\ctf_arm_sym.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_arm/ctf_arm_sym.csc,12918,12918,F05D0903F2991CF41D6B6F51C97F555E1457D5BF,F05D0903F2991CF41D6B6F51C97F555E1457D5BF,39363CCD,39363CCD,True,True,True
import_test_both_csc,regions/ctf_arm/ctf_arm_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_arm\ctf_arm_sym.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_arm/ctf_arm_sym.csc,12918,12918,F05D0903F2991CF41D6B6F51C97F555E1457D5BF,F05D0903F2991CF41D6B6F51C97F555E1457D5BF,39363CCD,39363CCD,True,True,True
import_test_release_csc,regions/ctf_chu/ctf_chu,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_chu\ctf_chu.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_chu/ctf_chu.csc,11939,11939,5A15EACA6D6DF076BA4FA16DE48C3E808D347315,5A15EACA6D6DF076BA4FA16DE48C3E808D347315,E1BBAC58,E1BBAC58,True,True,True
import_test_release64_csc,regions/ctf_chu/ctf_chu,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_chu\ctf_chu.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_chu/ctf_chu.csc,11939,11939,5A15EACA6D6DF076BA4FA16DE48C3E808D347315,5A15EACA6D6DF076BA4FA16DE48C3E808D347315,E1BBAC58,E1BBAC58,True,True,True
import_test_both_csc,regions/ctf_chu/ctf_chu,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_chu\ctf_chu.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_chu/ctf_chu.csc,11939,11939,5A15EACA6D6DF076BA4FA16DE48C3E808D347315,5A15EACA6D6DF076BA4FA16DE48C3E808D347315,E1BBAC58,E1BBAC58,True,True,True
import_test_both_csc,regions/ctf_chu/ctf_chu,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_chu\ctf_chu.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_chu/ctf_chu.csc,11939,11939,5A15EACA6D6DF076BA4FA16DE48C3E808D347315,5A15EACA6D6DF076BA4FA16DE48C3E808D347315,E1BBAC58,E1BBAC58,True,True,True
import_test_release_csc,regions/ctf_chu/ctf_chu_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_chu\ctf_chu_single.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_chu/ctf_chu_single.csc,11958,11958,C2B8A2A172BBB9A09F678A03278C7A6E8D2D1BAE,C2B8A2A172BBB9A09F678A03278C7A6E8D2D1BAE,E2C2707F,E2C2707F,True,True,True
import_test_release64_csc,regions/ctf_chu/ctf_chu_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_chu\ctf_chu_single.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_chu/ctf_chu_single.csc,11958,11958,C2B8A2A172BBB9A09F678A03278C7A6E8D2D1BAE,C2B8A2A172BBB9A09F678A03278C7A6E8D2D1BAE,E2C2707F,E2C2707F,True,True,True
import_test_both_csc,regions/ctf_chu/ctf_chu_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_chu\ctf_chu_single.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_chu/ctf_chu_single.csc,11958,11958,C2B8A2A172BBB9A09F678A03278C7A6E8D2D1BAE,C2B8A2A172BBB9A09F678A03278C7A6E8D2D1BAE,E2C2707F,E2C2707F,True,True,True
import_test_both_csc,regions/ctf_chu/ctf_chu_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_chu\ctf_chu_single.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_chu/ctf_chu_single.csc,11958,11958,C2B8A2A172BBB9A09F678A03278C7A6E8D2D1BAE,C2B8A2A172BBB9A09F678A03278C7A6E8D2D1BAE,E2C2707F,E2C2707F,True,True,True
import_test_release_csc,regions/ctf_chu/ctf_chu_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_chu\ctf_chu_sym.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_chu/ctf_chu_sym.csc,11912,11912,1468BFF54CADCBA4EBAC0013BD87727F89C48665,1468BFF54CADCBA4EBAC0013BD87727F89C48665,B16B7B9B,B16B7B9B,True,True,True
import_test_release64_csc,regions/ctf_chu/ctf_chu_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_chu\ctf_chu_sym.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_chu/ctf_chu_sym.csc,11912,11912,1468BFF54CADCBA4EBAC0013BD87727F89C48665,1468BFF54CADCBA4EBAC0013BD87727F89C48665,B16B7B9B,B16B7B9B,True,True,True
import_test_both_csc,regions/ctf_chu/ctf_chu_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_chu\ctf_chu_sym.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_chu/ctf_chu_sym.csc,11912,11912,1468BFF54CADCBA4EBAC0013BD87727F89C48665,1468BFF54CADCBA4EBAC0013BD87727F89C48665,B16B7B9B,B16B7B9B,True,True,True
import_test_both_csc,regions/ctf_chu/ctf_chu_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_chu\ctf_chu_sym.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_chu/ctf_chu_sym.csc,11912,11912,1468BFF54CADCBA4EBAC0013BD87727F89C48665,1468BFF54CADCBA4EBAC0013BD87727F89C48665,B16B7B9B,B16B7B9B,True,True,True
import_test_release_csc,regions/ctf_dzc/ctf_dzc_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_dzc\ctf_dzc_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_dzc\ctf_dzc_sym.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_dzc/ctf_dzc_sym.csc,12251,12251,45DF618BBB88E5CC347D5A2DFCDCAFB28320F7A9,45DF618BBB88E5CC347D5A2DFCDCAFB28320F7A9,9FB23546,9FB23546,True,True,True
import_test_release64_csc,regions/ctf_dzc/ctf_dzc_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_dzc\ctf_dzc_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_dzc\ctf_dzc_sym.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_dzc/ctf_dzc_sym.csc,12251,12251,45DF618BBB88E5CC347D5A2DFCDCAFB28320F7A9,45DF618BBB88E5CC347D5A2DFCDCAFB28320F7A9,9FB23546,9FB23546,True,True,True
import_test_both_csc,regions/ctf_dzc/ctf_dzc_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_dzc\ctf_dzc_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_dzc\ctf_dzc_sym.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_dzc/ctf_dzc_sym.csc,12251,12251,45DF618BBB88E5CC347D5A2DFCDCAFB28320F7A9,45DF618BBB88E5CC347D5A2DFCDCAFB28320F7A9,9FB23546,9FB23546,True,True,True
import_test_both_csc,regions/ctf_dzc/ctf_dzc_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_dzc\ctf_dzc_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_dzc\ctf_dzc_sym.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_dzc/ctf_dzc_sym.csc,12251,12251,45DF618BBB88E5CC347D5A2DFCDCAFB28320F7A9,45DF618BBB88E5CC347D5A2DFCDCAFB28320F7A9,9FB23546,9FB23546,True,True,True
import_test_release_csc,regions/ctf_hen/ctf_hen,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_hen\ctf_hen.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_hen\ctf_hen.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_hen/ctf_hen.csc,12979,12979,A92E82616BA47F42F0B777A2141FDF7011D3D4AD,A92E82616BA47F42F0B777A2141FDF7011D3D4AD,DD9D60D1,DD9D60D1,True,True,True
import_test_release64_csc,regions/ctf_hen/ctf_hen,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_hen\ctf_hen.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_hen\ctf_hen.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_hen/ctf_hen.csc,12979,12979,A92E82616BA47F42F0B777A2141FDF7011D3D4AD,A92E82616BA47F42F0B777A2141FDF7011D3D4AD,DD9D60D1,DD9D60D1,True,True,True
import_test_both_csc,regions/ctf_hen/ctf_hen,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_hen\ctf_hen.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_hen\ctf_hen.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_hen/ctf_hen.csc,12979,12979,A92E82616BA47F42F0B777A2141FDF7011D3D4AD,A92E82616BA47F42F0B777A2141FDF7011D3D4AD,DD9D60D1,DD9D60D1,True,True,True
import_test_both_csc,regions/ctf_hen/ctf_hen,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_hen\ctf_hen.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_hen\ctf_hen.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_hen/ctf_hen.csc,12979,12979,A92E82616BA47F42F0B777A2141FDF7011D3D4AD,A92E82616BA47F42F0B777A2141FDF7011D3D4AD,DD9D60D1,DD9D60D1,True,True,True
import_test_release_csc,regions/ctf_lsh/ctf_lsh,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_lsh\ctf_lsh.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_lsh/ctf_lsh.csc,14025,14025,BF83228AF8F33B60A1528C5AF1200BD100C96860,BF83228AF8F33B60A1528C5AF1200BD100C96860,097DF475,097DF475,True,True,True
import_test_release64_csc,regions/ctf_lsh/ctf_lsh,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_lsh/ctf_lsh.csc,14025,14025,BF83228AF8F33B60A1528C5AF1200BD100C96860,BF83228AF8F33B60A1528C5AF1200BD100C96860,097DF475,097DF475,True,True,True
import_test_both_csc,regions/ctf_lsh/ctf_lsh,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_lsh\ctf_lsh.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_lsh/ctf_lsh.csc,14025,14025,BF83228AF8F33B60A1528C5AF1200BD100C96860,BF83228AF8F33B60A1528C5AF1200BD100C96860,097DF475,097DF475,True,True,True
import_test_both_csc,regions/ctf_lsh/ctf_lsh,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_lsh/ctf_lsh.csc,14025,14025,BF83228AF8F33B60A1528C5AF1200BD100C96860,BF83228AF8F33B60A1528C5AF1200BD100C96860,097DF475,097DF475,True,True,True
import_test_release_csc,regions/ctf_lsh/ctf_lsh_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_lsh\ctf_lsh_sym.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_lsh/ctf_lsh_sym.csc,11885,11885,1FBE3542972B295B63E95E999C77A7749ED04399,1FBE3542972B295B63E95E999C77A7749ED04399,A04D0C88,A04D0C88,True,True,True
import_test_release64_csc,regions/ctf_lsh/ctf_lsh_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_lsh/ctf_lsh_sym.csc,11885,11885,1FBE3542972B295B63E95E999C77A7749ED04399,1FBE3542972B295B63E95E999C77A7749ED04399,A04D0C88,A04D0C88,True,True,True
import_test_both_csc,regions/ctf_lsh/ctf_lsh_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_lsh\ctf_lsh_sym.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_lsh/ctf_lsh_sym.csc,11885,11885,1FBE3542972B295B63E95E999C77A7749ED04399,1FBE3542972B295B63E95E999C77A7749ED04399,A04D0C88,A04D0C88,True,True,True
import_test_both_csc,regions/ctf_lsh/ctf_lsh_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_lsh/ctf_lsh_sym.csc,11885,11885,1FBE3542972B295B63E95E999C77A7749ED04399,1FBE3542972B295B63E95E999C77A7749ED04399,A04D0C88,A04D0C88,True,True,True
import_test_release_csc,regions/ctf_tes/ctf_tes_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_tes\ctf_tes_single.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_tes/ctf_tes_single.csc,11222,11222,4234628BB4525AAA2D6550298BBF7586F244A254,4234628BB4525AAA2D6550298BBF7586F244A254,1C60FC81,1C60FC81,True,True,True
import_test_release64_csc,regions/ctf_tes/ctf_tes_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_tes/ctf_tes_single.csc,11222,11222,4234628BB4525AAA2D6550298BBF7586F244A254,4234628BB4525AAA2D6550298BBF7586F244A254,1C60FC81,1C60FC81,True,True,True
import_test_both_csc,regions/ctf_tes/ctf_tes_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_tes\ctf_tes_single.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_tes/ctf_tes_single.csc,11222,11222,4234628BB4525AAA2D6550298BBF7586F244A254,4234628BB4525AAA2D6550298BBF7586F244A254,1C60FC81,1C60FC81,True,True,True
import_test_both_csc,regions/ctf_tes/ctf_tes_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_tes/ctf_tes_single.csc,11222,11222,4234628BB4525AAA2D6550298BBF7586F244A254,4234628BB4525AAA2D6550298BBF7586F244A254,1C60FC81,1C60FC81,True,True,True
import_test_release_csc,regions/ctf_tes/ctf_tes_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_tes\ctf_tes_sym.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_tes/ctf_tes_sym.csc,11170,11170,A74EEBD9978B06D820F4560B383A85CDCC329821,A74EEBD9978B06D820F4560B383A85CDCC329821,F05E186F,F05E186F,True,True,True
import_test_release64_csc,regions/ctf_tes/ctf_tes_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_tes/ctf_tes_sym.csc,11170,11170,A74EEBD9978B06D820F4560B383A85CDCC329821,A74EEBD9978B06D820F4560B383A85CDCC329821,F05E186F,F05E186F,True,True,True
import_test_both_csc,regions/ctf_tes/ctf_tes_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_tes\ctf_tes_sym.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_tes/ctf_tes_sym.csc,11170,11170,A74EEBD9978B06D820F4560B383A85CDCC329821,A74EEBD9978B06D820F4560B383A85CDCC329821,F05E186F,F05E186F,True,True,True
import_test_both_csc,regions/ctf_tes/ctf_tes_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_tes/ctf_tes_sym.csc,11170,11170,A74EEBD9978B06D820F4560B383A85CDCC329821,A74EEBD9978B06D820F4560B383A85CDCC329821,F05E186F,F05E186F,True,True,True
import_test_release_csc,regions/ctf_tum/ctf_tum_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_tum\ctf_tum_single.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_tum/ctf_tum_single.csc,12747,12747,0D991D11E971DC0862674A6EC9290533BAB2CCC5,0D991D11E971DC0862674A6EC9290533BAB2CCC5,12308A35,12308A35,True,True,True
import_test_release64_csc,regions/ctf_tum/ctf_tum_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_tum/ctf_tum_single.csc,12747,12747,0D991D11E971DC0862674A6EC9290533BAB2CCC5,0D991D11E971DC0862674A6EC9290533BAB2CCC5,12308A35,12308A35,True,True,True
import_test_both_csc,regions/ctf_tum/ctf_tum_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_tum\ctf_tum_single.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_tum/ctf_tum_single.csc,12747,12747,0D991D11E971DC0862674A6EC9290533BAB2CCC5,0D991D11E971DC0862674A6EC9290533BAB2CCC5,12308A35,12308A35,True,True,True
import_test_both_csc,regions/ctf_tum/ctf_tum_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_tum/ctf_tum_single.csc,12747,12747,0D991D11E971DC0862674A6EC9290533BAB2CCC5,0D991D11E971DC0862674A6EC9290533BAB2CCC5,12308A35,12308A35,True,True,True
import_test_release_csc,regions/ctf_upr/ctf_upr,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_upr\ctf_upr.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_upr\ctf_upr.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_upr/ctf_upr.csc,12105,12105,0531172BF3EF64C1E3E0D666FF38C14C25330380,0531172BF3EF64C1E3E0D666FF38C14C25330380,67D1836A,67D1836A,True,True,True
