package,logical_key,donor_path,staged_path,staged_content_path,donor_size,staged_size,donor_sha1,staged_sha1,donor_crc32,staged_crc32,sha1_match,crc32_match,raw_copy_bytes_match
import_test_release64_csc,action_areas/wilderness/cougarwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\cougarwildernessaa.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\action_areas\wilderness\cougarwildernessaa.csc,import_test_release64_csc/content/release64/multiplayer/action_areas/wilderness/cougarwildernessaa.csc,13049,13049,9B410E83BC29DA293F4F9D13D40645FEA92DCD62,9B410E83BC29DA293F4F9D13D40645FEA92DCD62,58169875,58169875,True,True,True
import_test_both_csc,action_areas/wilderness/cougarwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\cougarwildernessaa.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\action_areas\wilderness\cougarwildernessaa.csc,import_test_both_csc/content/release/multiplayer/action_areas/wilderness/cougarwildernessaa.csc,13049,13049,9B410E83BC29DA293F4F9D13D40645FEA92DCD62,9B410E83BC29DA293F4F9D13D40645FEA92DCD62,58169875,58169875,True,True,True
import_test_both_csc,action_areas/wilderness/cougarwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\cougarwildernessaa.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\action_areas\wilderness\cougarwildernessaa.csc,import_test_both_csc/content/release64/multiplayer/action_areas/wilderness/cougarwildernessaa.csc,13049,13049,9B410E83BC29DA293F4F9D13D40645FEA92DCD62,9B410E83BC29DA293F4F9D13D40645FEA92DCD62,58169875,58169875,True,True,True
import_test_release_csc,action_areas/wilderness/wolfwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\wolfwildernessaa.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\action_areas\wilderness\wolfwildernessaa.csc,import_test_release_csc/content/release/multiplayer/action_areas/wilderness/wolfwildernessaa.csc,13038,13038,467865D3E3EB2CB19D1F101CA33D62F77D02D9CC,467865D3E3EB2CB19D1F101CA33D62F77D02D9CC,4DAEB359,4DAEB359,True,True,True
import_test_release64_csc,action_areas/wilderness/wolfwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\wolfwildernessaa.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\action_areas\wilderness\wolfwildernessaa.csc,import_test_release64_csc/content/release64/multiplayer/action_areas/wilderness/wolfwildernessaa.csc,13038,13038,467865D3E3EB2CB19D1F101CA33D62F77D02D9CC,467865D3E3EB2CB19D1F101CA33D62F77D02D9CC,4DAEB359,4DAEB359,True,True,True
import_test_both_csc,action_areas/wilderness/wolfwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\wolfwildernessaa.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\action_areas\wilderness\wolfwildernessaa.csc,import_test_both_csc/content/release/multiplayer/action_areas/wilderness/wolfwildernessaa.csc,13038,13038,467865D3E3EB2CB19D1F101CA33D62F77D02D9CC,467865D3E3EB2CB19D1F101CA33D62F77D02D9CC,4DAEB359,4DAEB359,True,True,True
import_test_both_csc,action_areas/wilderness/wolfwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\wolfwildernessaa.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\action_areas\wilderness\wolfwildernessaa.csc,import_test_both_csc/content/release64/multiplayer/action_areas/wilderness/wolfwildernessaa.csc,13038,13038,467865D3E3EB2CB19D1F101CA33D62F77D02D9CC,467865D3E3EB2CB19D1F101CA33D62F77D02D9CC,4DAEB359,4DAEB359,True,True,True
import_test_release_csc,ctf/ctf_base_game,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\ctf\ctf_base_game.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\ctf\ctf_base_game.csc,import_test_release_csc/content/release/multiplayer/ctf/ctf_base_game.csc,49087,49087,AC7C093773FE09EEEEE4C2596FC240BFC57643A2,AC7C093773FE09EEEEE4C2596FC240BFC57643A2,42B3FF50,42B3FF50,True,True,True
import_test_release64_csc,ctf/ctf_base_game,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\ctf\ctf_base_game.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\ctf\ctf_base_game.csc,import_test_release64_csc/content/release64/multiplayer/ctf/ctf_base_game.csc,49087,49087,AC7C093773FE09EEEEE4C2596FC240BFC57643A2,AC7C093773FE09EEEEE4C2596FC240BFC57643A2,42B3FF50,42B3FF50,True,True,True
import_test_both_csc,ctf/ctf_base_game,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\ctf\ctf_base_game.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\ctf\ctf_base_game.csc,import_test_both_csc/content/release/multiplayer/ctf/ctf_base_game.csc,49087,49087,AC7C093773FE09EEEEE4C2596FC240BFC57643A2,AC7C093773FE09EEEEE4C2596FC240BFC57643A2,42B3FF50,42B3FF50,True,True,True
import_test_both_csc,ctf/ctf_base_game,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\ctf\ctf_base_game.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\ctf\ctf_base_game.csc,import_test_both_csc/content/release64/multiplayer/ctf/ctf_base_game.csc,49087,49087,AC7C093773FE09EEEEE4C2596FC240BFC57643A2,AC7C093773FE09EEEEE4C2596FC240BFC57643A2,42B3FF50,42B3FF50,True,True,True
import_test_release_csc,deathmatch/deathmatch,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\deathmatch\deathmatch.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\deathmatch\deathmatch.csc,import_test_release_csc/content/release/multiplayer/deathmatch/deathmatch.csc,37135,37135,DD24E432C08D25D17B09A64D29331FDC23646505,DD24E432C08D25D17B09A64D29331FDC23646505,BDE20FFB,BDE20FFB,True,True,True
import_test_release64_csc,deathmatch/deathmatch,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\deathmatch\deathmatch.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\deathmatch\deathmatch.csc,import_test_release64_csc/content/release64/multiplayer/deathmatch/deathmatch.csc,37135,37135,DD24E432C08D25D17B09A64D29331FDC23646505,DD24E432C08D25D17B09A64D29331FDC23646505,BDE20FFB,BDE20FFB,True,True,True
import_test_both_csc,deathmatch/deathmatch,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\deathmatch\deathmatch.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\deathmatch\deathmatch.csc,import_test_both_csc/content/release/multiplayer/deathmatch/deathmatch.csc,37135,37135,DD24E432C08D25D17B09A64D29331FDC23646505,DD24E432C08D25D17B09A64D29331FDC23646505,BDE20FFB,BDE20FFB,True,True,True
import_test_both_csc,deathmatch/deathmatch,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\deathmatch\deathmatch.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\deathmatch\deathmatch.csc,import_test_both_csc/content/release64/multiplayer/deathmatch/deathmatch.csc,37135,37135,DD24E432C08D25D17B09A64D29331FDC23646505,DD24E432C08D25D17B09A64D29331FDC23646505,BDE20FFB,BDE20FFB,True,True,True
import_test_release_csc,deathmatch/testmatch,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\deathmatch\testmatch.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\deathmatch\testmatch.csc,import_test_release_csc/content/release/multiplayer/deathmatch/testmatch.csc,7875,7875,282B9963BAA2C8E307B8FC257C037F55B1E501C9,282B9963BAA2C8E307B8FC257C037F55B1E501C9,A3187040,A3187040,True,True,True
import_test_release64_csc,deathmatch/testmatch,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\deathmatch\testmatch.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\deathmatch\testmatch.csc,import_test_release64_csc/content/release64/multiplayer/deathmatch/testmatch.csc,7875,7875,282B9963BAA2C8E307B8FC257C037F55B1E501C9,282B9963BAA2C8E307B8FC257C037F55B1E501C9,A3187040,A3187040,True,True,True
import_test_both_csc,deathmatch/testmatch,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\deathmatch\testmatch.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\deathmatch\testmatch.csc,import_test_both_csc/content/release/multiplayer/deathmatch/testmatch.csc,7875,7875,282B9963BAA2C8E307B8FC257C037F55B1E501C9,282B9963BAA2C8E307B8FC257C037F55B1E501C9,A3187040,A3187040,True,True,True
import_test_both_csc,deathmatch/testmatch,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\deathmatch\testmatch.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\deathmatch\testmatch.csc,import_test_both_csc/content/release64/multiplayer/deathmatch/testmatch.csc,7875,7875,282B9963BAA2C8E307B8FC257C037F55B1E501C9,282B9963BAA2C8E307B8FC257C037F55B1E501C9,A3187040,A3187040,True,True,True
import_test_release_csc,freemode/freemode,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\freemode\freemode.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\freemode\freemode.csc,import_test_release_csc/content/release/multiplayer/freemode/freemode.csc,52662,52662,39EB147487968B55BFA814C1754E4AB4B609BEFF,39EB147487968B55BFA814C1754E4AB4B609BEFF,D9B7B993,D9B7B993,True,True,True
import_test_release64_csc,freemode/freemode,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\freemode\freemode.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\freemode\freemode.csc,import_test_release64_csc/content/release64/multiplayer/freemode/freemode.csc,52662,52662,39EB147487968B55BFA814C1754E4AB4B609BEFF,39EB147487968B55BFA814C1754E4AB4B609BEFF,D9B7B993,D9B7B993,True,True,True
import_test_both_csc,freemode/freemode,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\freemode\freemode.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\freemode\freemode.csc,import_test_both_csc/content/release/multiplayer/freemode/freemode.csc,52662,52662,39EB147487968B55BFA814C1754E4AB4B609BEFF,39EB147487968B55BFA814C1754E4AB4B609BEFF,D9B7B993,D9B7B993,True,True,True
import_test_both_csc,freemode/freemode,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\freemode\freemode.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\freemode\freemode.csc,import_test_both_csc/content/release64/multiplayer/freemode/freemode.csc,52662,52662,39EB147487968B55BFA814C1754E4AB4B609BEFF,39EB147487968B55BFA814C1754E4AB4B609BEFF,D9B7B993,D9B7B993,True,True,True
import_test_release_csc,mp_idle,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\mp_idle.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\mp_idle.csc,import_test_release_csc/content/release/multiplayer/mp_idle.csc,44631,44631,836DA3EB1E388C2C12A0DBAE31B61EA11E93133E,836DA3EB1E388C2C12A0DBAE31B61EA11E93133E,B5A846BD,B5A846BD,True,True,True
import_test_release64_csc,mp_idle,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\mp_idle.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\mp_idle.csc,import_test_release64_csc/content/release64/multiplayer/mp_idle.csc,44631,44631,836DA3EB1E388C2C12A0DBAE31B61EA11E93133E,836DA3EB1E388C2C12A0DBAE31B61EA11E93133E,B5A846BD,B5A846BD,True,True,True
import_test_both_csc,mp_idle,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\mp_idle.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\mp_idle.csc,import_test_both_csc/content/release/multiplayer/mp_idle.csc,44631,44631,836DA3EB1E388C2C12A0DBAE31B61EA11E93133E,836DA3EB1E388C2C12A0DBAE31B61EA11E93133E,B5A846BD,B5A846BD,True,True,True
import_test_both_csc,mp_idle,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\mp_idle.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\mp_idle.csc,import_test_both_csc/content/release64/multiplayer/mp_idle.csc,44631,44631,836DA3EB1E388C2C12A0DBAE31B61EA11E93133E,836DA3EB1E388C2C12A0DBAE31B61EA11E93133E,B5A846BD,B5A846BD,True,True,True
import_test_release_csc,multiplayer_system_thread,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\multiplayer_system_thread.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\multiplayer_system_thread.csc,import_test_release_csc/content/release/multiplayer/multiplayer_system_thread.csc,31765,31765,BCE3CD2CD1979BC827360BD76C3835FC608E41D2,BCE3CD2CD1979BC827360BD76C3835FC608E41D2,A27B51DE,A27B51DE,True,True,True
import_test_release64_csc,multiplayer_system_thread,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\multiplayer_system_thread.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\multiplayer_system_thread.csc,import_test_release64_csc/content/release64/multiplayer/multiplayer_system_thread.csc,31765,31765,BCE3CD2CD1979BC827360BD76C3835FC608E41D2,BCE3CD2CD1979BC827360BD76C3835FC608E41D2,A27B51DE,A27B51DE,True,True,True
import_test_both_csc,multiplayer_system_thread,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\multiplayer_system_thread.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\multiplayer_system_thread.csc,import_test_both_csc/content/release/multiplayer/multiplayer_system_thread.csc,31765,31765,BCE3CD2CD1979BC827360BD76C3835FC608E41D2,BCE3CD2CD1979BC827360BD76C3835FC608E41D2,A27B51DE,A27B51DE,True,True,True
import_test_both_csc,multiplayer_system_thread,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\multiplayer_system_thread.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\multiplayer_system_thread.csc,import_test_both_csc/content/release64/multiplayer/multiplayer_system_thread.csc,31765,31765,BCE3CD2CD1979BC827360BD76C3835FC608E41D2,BCE3CD2CD1979BC827360BD76C3835FC608E41D2,A27B51DE,A27B51DE,True,True,True
import_test_release_csc,multiplayer_update_thread,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\multiplayer_update_thread.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\multiplayer_update_thread.csc,import_test_release_csc/content/release/multiplayer/multiplayer_update_thread.csc,24419,24419,230CB503BBBE0F54BF2AA0BC8D34CAEDE42EF7C7,230CB503BBBE0F54BF2AA0BC8D34CAEDE42EF7C7,3DB12DCB,3DB12DCB,True,True,True
import_test_release64_csc,multiplayer_update_thread,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\multiplayer_update_thread.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\multiplayer_update_thread.csc,import_test_release64_csc/content/release64/multiplayer/multiplayer_update_thread.csc,24419,24419,230CB503BBBE0F54BF2AA0BC8D34CAEDE42EF7C7,230CB503BBBE0F54BF2AA0BC8D34CAEDE42EF7C7,3DB12DCB,3DB12DCB,True,True,True
import_test_both_csc,multiplayer_update_thread,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\multiplayer_update_thread.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\multiplayer_update_thread.csc,import_test_both_csc/content/release/multiplayer/multiplayer_update_thread.csc,24419,24419,230CB503BBBE0F54BF2AA0BC8D34CAEDE42EF7C7,230CB503BBBE0F54BF2AA0BC8D34CAEDE42EF7C7,3DB12DCB,3DB12DCB,True,True,True
import_test_both_csc,multiplayer_update_thread,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\multiplayer_update_thread.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\multiplayer_update_thread.csc,import_test_both_csc/content/release64/multiplayer/multiplayer_update_thread.csc,24419,24419,230CB503BBBE0F54BF2AA0BC8D34CAEDE42EF7C7,230CB503BBBE0F54BF2AA0BC8D34CAEDE42EF7C7,3DB12DCB,3DB12DCB,True,True,True
import_test_release_csc,pr_multiplayer,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\pr_multiplayer.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\pr_multiplayer.csc,import_test_release_csc/content/release/multiplayer/pr_multiplayer.csc,15043,15043,8EDD0E69B621DF58B2B7F66D744BAC8EE696C364,8EDD0E69B621DF58B2B7F66D744BAC8EE696C364,69A3548B,69A3548B,True,True,True
import_test_release64_csc,pr_multiplayer,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\pr_multiplayer.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\pr_multiplayer.csc,import_test_release64_csc/content/release64/multiplayer/pr_multiplayer.csc,15043,15043,8EDD0E69B621DF58B2B7F66D744BAC8EE696C364,8EDD0E69B621DF58B2B7F66D744BAC8EE696C364,69A3548B,69A3548B,True,True,True
import_test_both_csc,pr_multiplayer,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\pr_multiplayer.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\pr_multiplayer.csc,import_test_both_csc/content/release/multiplayer/pr_multiplayer.csc,15043,15043,8EDD0E69B621DF58B2B7F66D744BAC8EE696C364,8EDD0E69B621DF58B2B7F66D744BAC8EE696C364,69A3548B,69A3548B,True,True,True
import_test_both_csc,pr_multiplayer,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\pr_multiplayer.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\pr_multiplayer.csc,import_test_both_csc/content/release64/multiplayer/pr_multiplayer.csc,15043,15043,8EDD0E69B621DF58B2B7F66D744BAC8EE696C364,8EDD0E69B621DF58B2B7F66D744BAC8EE696C364,69A3548B,69A3548B,True,True,True
import_test_release_csc,regions/coop/coopbasic,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\coop\coopbasic.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\coop\coopbasic.csc,import_test_release_csc/content/release/multiplayer/regions/coop/coopbasic.csc,9706,9706,A89C2CE2247F437211E639CCD6EE1459B598C12C,A89C2CE2247F437211E639CCD6EE1459B598C12C,0BA9F362,0BA9F362,True,True,True
import_test_release64_csc,regions/coop/coopbasic,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\coop\coopbasic.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\coop\coopbasic.csc,import_test_release64_csc/content/release64/multiplayer/regions/coop/coopbasic.csc,9706,9706,A89C2CE2247F437211E639CCD6EE1459B598C12C,A89C2CE2247F437211E639CCD6EE1459B598C12C,0BA9F362,0BA9F362,True,True,True
import_test_both_csc,regions/coop/coopbasic,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\coop\coopbasic.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\coop\coopbasic.csc,import_test_both_csc/content/release/multiplayer/regions/coop/coopbasic.csc,9706,9706,A89C2CE2247F437211E639CCD6EE1459B598C12C,A89C2CE2247F437211E639CCD6EE1459B598C12C,0BA9F362,0BA9F362,True,True,True
import_test_both_csc,regions/coop/coopbasic,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\coop\coopbasic.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\coop\coopbasic.csc,import_test_both_csc/content/release64/multiplayer/regions/coop/coopbasic.csc,9706,9706,A89C2CE2247F437211E639CCD6EE1459B598C12C,A89C2CE2247F437211E639CCD6EE1459B598C12C,0BA9F362,0BA9F362,True,True,True
import_test_release_csc,regions/ctf_arm/ctf_arm,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_arm\ctf_arm.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_arm/ctf_arm.csc,13342,13342,E8CB5EFBBFE52FB5266790579E59A3C80DB78165,E8CB5EFBBFE52FB5266790579E59A3C80DB78165,899300CF,899300CF,True,True,True
import_test_release64_csc,regions/ctf_arm/ctf_arm,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_arm\ctf_arm.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_arm/ctf_arm.csc,13342,13342,E8CB5EFBBFE52FB5266790579E59A3C80DB78165,E8CB5EFBBFE52FB5266790579E59A3C80DB78165,899300CF,899300CF,True,True,True
import_test_both_csc,regions/ctf_arm/ctf_arm,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_arm\ctf_arm.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_arm/ctf_arm.csc,13342,13342,E8CB5EFBBFE52FB5266790579E59A3C80DB78165,E8CB5EFBBFE52FB5266790579E59A3C80DB78165,899300CF,899300CF,True,True,True
import_test_both_csc,regions/ctf_arm/ctf_arm,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release64\multiplayer\regions\ctf_arm\ctf_arm.csc,import_test_both_csc/content/release64/multiplayer/regions/ctf_arm/ctf_arm.csc,13342,13342,E8CB5EFBBFE52FB5266790579E59A3C80DB78165,E8CB5EFBBFE52FB5266790579E59A3C80DB78165,899300CF,899300CF,True,True,True
import_test_release_csc,regions/ctf_arm/ctf_arm_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release_csc\content\release\multiplayer\regions\ctf_arm\ctf_arm_single.csc,import_test_release_csc/content/release/multiplayer/regions/ctf_arm/ctf_arm_single.csc,12984,12984,2EF2D88F799B7564A321CD2958401D6D7B9FF0E1,2EF2D88F799B7564A321CD2958401D6D7B9FF0E1,9EF42A80,9EF42A80,True,True,True
import_test_release64_csc,regions/ctf_arm/ctf_arm_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_release64_csc\content\release64\multiplayer\regions\ctf_arm\ctf_arm_single.csc,import_test_release64_csc/content/release64/multiplayer/regions/ctf_arm/ctf_arm_single.csc,12984,12984,2EF2D88F799B7564A321CD2958401D6D7B9FF0E1,2EF2D88F799B7564A321CD2958401D6D7B9FF0E1,9EF42A80,9EF42A80,True,True,True
import_test_both_csc,regions/ctf_arm/ctf_arm_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_single.csc,D:\Games\Red Dead Redemption\Code_RED\build\mp_content_restore_pass2\import_test_both_csc\content\release\multiplayer\regions\ctf_arm\ctf_arm_single.csc,import_test_both_csc/content/release/multiplayer/regions/ctf_arm/ctf_arm_single.csc,12984,12984,2EF2D88F799B7564A321CD2958401D6D7B9FF0E1,2EF2D88F799B7564A321CD2958401D6D7B9FF0E1,9EF42A80,9EF42A80,True,True,True
