source,path,relative_path,path_family,name,extension,is_hash_named,size,size_mod_4,header_family,magic_hex_4,head_hex_16,head_hex_32,head_ascii_16,zstd_marker_in_first_512,zstd_marker_offset_in_first_512,compression_encryption_note,sha1,crc32,resource_type,resource_flag1_hex,resource_flag2_hex
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\beacons\beacon_escort_criminals.wsc,release64/ambient/beacons/beacon_escort_criminals.wsc,content/release64,beacon_escort_criminals.wsc,.wsc,False,31112,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 13 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 13 00 00 80 5C 75 7D E8 9E CF 53 9D 93 A1 26 D5 D9 5B 32 1B,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,7C7B08386565AAA383367BA2DDA9CBB5A8E046A5,B85B02C4,2,0x80000000,0x80000013
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\beacons\beacon_escort_wavedown.wsc,release64/ambient/beacons/beacon_escort_wavedown.wsc,content/release64,beacon_escort_wavedown.wsc,.wsc,False,29403,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80 2A 07 5A CF F2 E4 05 24 62 0A 9B 8B EB EB 83 24,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,C67F455B39E7DA8CE1B77BEC513C8B3B3AA9F60A,6F4CC2EC,2,0x80000000,0x80000011
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\beacons\beacon_transport_dynomite.wsc,release64/ambient/beacons/beacon_transport_dynomite.wsc,content/release64,beacon_transport_dynomite.wsc,.wsc,False,31307,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 13 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 13 00 00 80 ED E5 01 0C 6A C5 2F 6A AB 5A 7B D0 62 A6 AA 07,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,7B825F1A44C4E834589E94D9E17E3DD3BEFD86B0,63D29237,2,0x80000000,0x80000013
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_first_pay_cutscene.wsc,release64/ambient/crimeresponse/event_first_pay_cutscene.wsc,content/release64,event_first_pay_cutscene.wsc,.wsc,False,5324,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 05 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 05 00 00 80 4F FE 22 F2 18 E1 97 19 62 F4 ED FD 78 08 FE 7B,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,6EBC55B2BCCA95B966C69DDF8512916216911A61,82178E5D,2,0x80000000,0x80000005
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_law_report_crime.wsc,release64/ambient/crimeresponse/event_law_report_crime.wsc,content/release64,event_law_report_crime.wsc,.wsc,False,15619,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80 87 3A 29 6C 94 E1 1C F3 B6 A7 14 57 11 88 5D 2C,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,FEE176308B8C4285ADB93B8CB6B112337D6B7224,A854BC30,2,0x80000000,0x80000009
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_law_repsonse_ai.wsc,release64/ambient/crimeresponse/event_law_repsonse_ai.wsc,content/release64,event_law_repsonse_ai.wsc,.wsc,False,21806,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80 35 8B 9E 7C 64 C1 94 E4 0B 33 F4 96 02 CE 87 14,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,0913BDB1F10CD97D19C277A71DF4E3F22DD5D73D,46797481,2,0x80000000,0x8000000D
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_law_repsonse_bounty.wsc,release64/ambient/crimeresponse/event_law_repsonse_bounty.wsc,content/release64,event_law_repsonse_bounty.wsc,.wsc,False,23143,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0E 00 00 90,52 53 43 85 02 00 00 00 00 00 00 80 0E 00 00 90 F3 3C 6D 0F 2A 6F 0C 49 DE D8 D2 A9 88 61 18 B3,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,4AF4ED0F508927C6FD7EC36F01D47EFCC3A63C1D,0D728453,2,0x80000000,0x9000000E
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_law_repsonse_local.wsc,release64/ambient/crimeresponse/event_law_repsonse_local.wsc,content/release64,event_law_repsonse_local.wsc,.wsc,False,27549,1,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80 0E 60 CC 31 DD 1B AC 0C C8 A0 5A 1B 58 4B 81 11,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,52A4A47C92CA8A3866373B332D9E30BDBA7A663B,C6F4C505,2,0x80000000,0x80000011
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_law_repsonse_posse.wsc,release64/ambient/crimeresponse/event_law_repsonse_posse.wsc,content/release64,event_law_repsonse_posse.wsc,.wsc,False,25566,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80 93 A6 D4 48 D5 40 C4 F5 37 2A 22 5E C5 A1 22 37,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,D1D6E67E7474C110E50C2F8F87C13794978696DB,9F8A7F02,2,0x80000000,0x80000011
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_law_repsonse_special.wsc,release64/ambient/crimeresponse/event_law_repsonse_special.wsc,content/release64,event_law_repsonse_special.wsc,.wsc,False,23283,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0E 00 00 90,52 53 43 85 02 00 00 00 00 00 00 80 0E 00 00 90 5D 81 1E 13 1B EF 1C 06 C5 C5 D0 D2 DE C9 36 6D,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,309A3BC595888CA55CC64EE1846A0F10B21E7977,FAA2781D,2,0x80000000,0x9000000E
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_law_repsonse_stickup.wsc,release64/ambient/crimeresponse/event_law_repsonse_stickup.wsc,content/release64,event_law_repsonse_stickup.wsc,.wsc,False,14573,1,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80 04 CA DC FF 29 98 7E BE 40 57 19 F3 B0 1B A3 6B,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,DF75B6ABA34E23CB2F6C96F26FF53154366B5B04,FD709555,2,0x80000000,0x80000009
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_law_repsonse_wild.wsc,release64/ambient/crimeresponse/event_law_repsonse_wild.wsc,content/release64,event_law_repsonse_wild.wsc,.wsc,False,21442,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80 F8 DB E0 3D 27 A9 DD B9 36 EA C0 CA 7F 67 1F 6C,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,FB1667924A8FF1EBAECABB8B0530DC9ABAAF100C,0DD71B2C,2,0x80000000,0x8000000D
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_pay_bounty.wsc,release64/ambient/crimeresponse/event_pay_bounty.wsc,content/release64,event_pay_bounty.wsc,.wsc,False,10044,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 06 00 00 90,52 53 43 85 02 00 00 00 00 00 00 80 06 00 00 90 B2 88 52 D5 AE 38 C7 96 F7 24 E5 D5 7A 0C C2 EB,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,1B104808C9975D8D66B7471A42439362812CBDD6,9637FF82,2,0x80000000,0x90000006
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\event_player_in_jail.wsc,release64/ambient/crimeresponse/event_player_in_jail.wsc,content/release64,event_player_in_jail.wsc,.wsc,False,17851,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0B 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 0B 00 00 80 82 62 4E 22 37 22 CE B8 71 72 2A 9F 27 95 D1 67,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,77231DA3EF5B001BC9BE0C4280ABFC82AA6ABCCD,BFD1D15E,2,0x80000000,0x8000000B
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\crimeresponse\mplaw_response_thread.wsc,release64/ambient/crimeresponse/mplaw_response_thread.wsc,content/release64,mplaw_response_thread.wsc,.wsc,False,4370,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 03 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 03 00 00 80 BE CA 58 16 D9 63 40 39 A8 BC 17 17 7B A1 A2 B3,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,83E6834FF25C440D642A667E959EDBD1C1BDE4F1,413651F3,2,0x80000000,0x80000003
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\deadposter\event_dead_poster2.wsc,release64/ambient/deadposter/event_dead_poster2.wsc,content/release64,event_dead_poster2.wsc,.wsc,False,21859,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80 85 00 39 F9 31 42 7B F0 A9 57 D3 35 72 90 5D 3A,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,92B5235D31826C2B015143CC8D402DB8B27BCEAD,56D85908,2,0x80000000,0x8000000D
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\jobsystem\genericjob_main.wsc,release64/ambient/jobsystem/genericjob_main.wsc,content/release64,genericjob_main.wsc,.wsc,False,4261,1,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 05 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 05 00 00 80 0C EA B9 95 E0 53 62 89 FC 8D 21 FF E8 5F 38 93,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,ECD639E9BA2B8DAB98D37F1F8FC2D83E2967AD25,BF30B0A9,2,0x80000000,0x80000005
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\jobsystem\job_horsebreaking.wsc,release64/ambient/jobsystem/job_horsebreaking.wsc,content/release64,job_horsebreaking.wsc,.wsc,False,23744,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0E 00 00 90,52 53 43 85 02 00 00 00 00 00 00 80 0E 00 00 90 6D 8B D9 7D 59 A4 4F 0E 23 CD 45 63 DA DE E4 9A,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,2F2E5BFEACCF1ADF8639210D4D071846DA3AF624,E2B621DA,2,0x80000000,0x9000000E
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\jobsystem\job_nightwatch.wsc,release64/ambient/jobsystem/job_nightwatch.wsc,content/release64,job_nightwatch.wsc,.wsc,False,40383,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 1C 00 00 A0,52 53 43 85 02 00 00 00 00 00 00 80 1C 00 00 A0 C8 BF 80 88 1B 24 91 CB E7 D9 BB F4 4C 1C D7 93,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,C01732E2139E392AF25F8DD872828252B2F34449,EF244EA4,2,0x80000000,0xA000001C
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\mexicanrevolution\mexican_rev_rally.wsc,release64/ambient/mexicanrevolution/mexican_rev_rally.wsc,content/release64,mexican_rev_rally.wsc,.wsc,False,14941,1,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80 22 F5 CA ED FA B4 2C 93 B1 DF 7D 57 8A DB FC 87,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,40E188F0158A72F0318BA12BA6A266D58018CF09,6065BEC8,2,0x80000000,0x80000009
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\mexicanrevolution\mexrev_phase1b.wsc,release64/ambient/mexicanrevolution/mexrev_phase1b.wsc,content/release64,mexrev_phase1b.wsc,.wsc,False,108,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 01 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 01 00 00 80 96 82 68 85 AC 14 AB 8F 60 F8 58 BD C1 25 B4 76,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,1DF7AAAE4CE914F3E41D5EF328ED589AE7F7C710,43DD0274,2,0x80000000,0x80000001
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\mexicanrevolution\mexrev_phase2.wsc,release64/ambient/mexicanrevolution/mexrev_phase2.wsc,content/release64,mexrev_phase2.wsc,.wsc,False,2042,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 03 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 03 00 00 80 36 AC 41 85 1C CB E4 2E AC 4E 18 70 AA B1 59 C2,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,830BD23D0AD475BBC434FA748598AFE4D86E7F47,0272A477,2,0x80000000,0x80000003
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\mexicanrevolution\mexrev_phase3.wsc,release64/ambient/mexicanrevolution/mexrev_phase3.wsc,content/release64,mexrev_phase3.wsc,.wsc,False,2066,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 03 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 03 00 00 80 B1 0D 47 3B 84 05 3A F3 D0 0D F7 C6 68 F4 37 89,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,7245441D68A2F6D1441C0EA02B4AC0FA7C94D136,AA5412E5,2,0x80000000,0x80000003
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\mexicanrevolution\mexrevp1b.wsc,release64/ambient/mexicanrevolution/mexrevp1b.wsc,content/release64,mexrevp1b.wsc,.wsc,False,18546,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80 BC E3 53 EC 1E 0D E3 87 94 3D 52 CC F3 C3 22 78,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,7307104380753205253D55800C7DD72BCE800107,9771C7E7,2,0x80000000,0x8000000D
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\mexicanrevolution\mexrevp2.wsc,release64/ambient/mexicanrevolution/mexrevp2.wsc,content/release64,mexrevp2.wsc,.wsc,False,18546,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80 BC E3 53 EC 1E 0D E3 87 94 3D 52 CC F3 C3 22 78,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,66A9342189D48CA73580560967C63E5ECD7E861F,21356F3C,2,0x80000000,0x8000000D
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\mexicanrevolution\mexrevp3.wsc,release64/ambient/mexicanrevolution/mexrevp3.wsc,content/release64,mexrevp3.wsc,.wsc,False,18551,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80 C9 3F 88 78 B2 07 AA 28 AC 59 77 E3 F1 68 48 A5,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,CD32BB677E8D202E926E77ACD94B0E24F5500F0F,852184EB,2,0x80000000,0x8000000D
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\passenger\passenger_camp.wsc,release64/ambient/passenger/passenger_camp.wsc,content/release64,passenger_camp.wsc,.wsc,False,7260,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 05 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 05 00 00 80 EE 7D 09 4F 36 6F 6E D0 F3 A3 17 E7 1E 8C 9E F7,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,8C8BD18519A79568DCBD2055AE9B071FB0F1E6B0,003765D5,2,0x80000000,0x80000005
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\passenger\passenger_coach.wsc,release64/ambient/passenger/passenger_coach.wsc,content/release64,passenger_coach.wsc,.wsc,False,15055,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80 96 B1 34 36 F7 3F 81 A4 B2 03 FF D3 47 70 6F CD,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,1D3158D0B9865E5D01553DE1857F89CDA0ED306C,F48C1017,2,0x80000000,0x80000009
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\pointofinterest\event_bountyhunter.wsc,release64/ambient/pointofinterest/event_bountyhunter.wsc,content/release64,event_bountyhunter.wsc,.wsc,False,51387,3,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 22 00 00 90,52 53 43 85 02 00 00 00 00 00 00 80 22 00 00 90 AF 72 C0 99 AF F0 87 DC E5 28 2F 94 30 E8 9F C0,"RSC.........""...",False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,2A49D6B18ED4B0A55BB2DF7558B62C6F42AB3444,678485DF,2,0x80000000,0x90000022
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\pointofinterest\event_wanted_poster.wsc,release64/ambient/pointofinterest/event_wanted_poster.wsc,content/release64,event_wanted_poster.wsc,.wsc,False,14466,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80 93 BD 96 0F FE 0F 50 BB E5 D4 CF 33 EB E9 4A 62,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,4E5AAFA6C985EE5ABE8EC5E6C6ACB3B9A401ABB1,96679177,2,0x80000000,0x80000009
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\regional\esc\escalera_revolution.wsc,release64/ambient/regional/esc/escalera_revolution.wsc,content/release64,escalera_revolution.wsc,.wsc,False,9476,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 07 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 07 00 00 80 E6 33 BE 84 9E FD AA F2 F3 81 E9 77 CF 58 AA 55,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,58ED2BED6D07DA49A0C843CDFE1F55148B27B55F,D0A5C0A4,2,0x80000000,0x80000007
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\regional\rio\event_rio_fortmercerkickoff.wsc,release64/ambient/regional/rio/event_rio_fortmercerkickoff.wsc,content/release64,event_rio_fortmercerkickoff.wsc,.wsc,False,15845,1,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80 D5 B0 EC 2E 1B 9B 51 DA 88 CE 97 A5 D3 95 D4 52,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,711138C169869F3F2D608857619D67AB7A91CB46,C5722C11,2,0x80000000,0x80000009
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\regional\sol\sol_firsttimeevent.wsc,release64/ambient/regional/sol/sol_firsttimeevent.wsc,content/release64,sol_firsttimeevent.wsc,.wsc,False,42612,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 1A 00 00 90,52 53 43 85 02 00 00 00 00 00 00 80 1A 00 00 90 F6 B9 4A 4F B8 9F E9 6B 57 3B C8 BE B9 79 95 A8,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,1608850D58202558B504B2CF56E37929F26DB34C,C03E2D04,2,0x80000000,0x9000001A
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\regional\tes\event_tes_boss.wsc,release64/ambient/regional/tes/event_tes_boss.wsc,content/release64,event_tes_boss.wsc,.wsc,False,11189,1,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 07 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 07 00 00 80 A0 D9 0C 98 6C F4 BC 63 E6 59 2C 1C F2 88 71 F1,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,E60887FCE0E8488515BF5EE8D916A917B9CA9AE0,7AE4F20A,2,0x80000000,0x80000007
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\regional\tes\event_tes_mb_prea.wsc,release64/ambient/regional/tes/event_tes_mb_prea.wsc,content/release64,event_tes_mb_prea.wsc,.wsc,False,10493,1,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 07 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 07 00 00 80 02 9F 55 77 E7 6E 5A 3F DD A3 55 1C D6 DA 3C CB,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,1C1B2D827A2EB11BA82CFA23FAFA7B07883AC111,D0FCA331,2,0x80000000,0x80000007
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\regional\twr\event_twr_bossdrop.wsc,release64/ambient/regional/twr/event_twr_bossdrop.wsc,content/release64,event_twr_bossdrop.wsc,.wsc,False,3684,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 03 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 03 00 00 80 74 B5 47 2A 97 AE D5 52 A3 8A 9F F2 99 4F 40 4D,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,A4D45A58DACBB9426DBA82B4D43E2740671BE44C,5D0EE05C,2,0x80000000,0x80000003
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\regional\twr\twinrocks_escort.wsc,release64/ambient/regional/twr/twinrocks_escort.wsc,content/release64,twinrocks_escort.wsc,.wsc,False,3394,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 03 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 03 00 00 80 77 F0 B0 67 76 5B 5C 05 B5 08 A7 E7 47 FB 19 52,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,955CFF8A4DEF43CDE9BC39B0E6C8EC360EE46DEB,10C1167C,2,0x80000000,0x80000003
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\roaming\beat_crime_holdup.wsc,release64/ambient/roaming/beat_crime_holdup.wsc,content/release64,beat_crime_holdup.wsc,.wsc,False,9908,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 06 00 00 90,52 53 43 85 02 00 00 00 00 00 00 80 06 00 00 90 E9 B3 7F 22 CC 7E CA 58 6C A1 AC 9C AD 48 0E DE,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,1B0A2469309D9A761CCFCC9370D9C22FE458894D,810E4423,2,0x80000000,0x90000006
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\roaming\beat_crime_wagonthief.wsc,release64/ambient/roaming/beat_crime_wagonthief.wsc,content/release64,beat_crime_wagonthief.wsc,.wsc,False,9908,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 06 00 00 90,52 53 43 85 02 00 00 00 00 00 00 80 06 00 00 90 E9 B3 7F 22 CC 7E CA 58 6C A1 AC 9C AD 48 0E DE,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,1B0A2469309D9A761CCFCC9370D9C22FE458894D,810E4423,2,0x80000000,0x90000006
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\roaming\beat_roadside_robbery.wsc,release64/ambient/roaming/beat_roadside_robbery.wsc,content/release64,beat_roadside_robbery.wsc,.wsc,False,27014,2,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80 DD F7 3E D6 4B B9 39 8B 74 6C 27 20 B3 BF 79 98,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,5053674EFA3203F389A94B87AFD63D68473DEFD9,641EE0A0,2,0x80000000,0x80000011
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\roaming\event_coyote_chase.wsc,release64/ambient/roaming/event_coyote_chase.wsc,content/release64,event_coyote_chase.wsc,.wsc,False,16288,0,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 09 00 00 80 21 E1 A0 31 5F B8 11 43 68 7A 1A 6E 29 8B 5C 9B,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,38C2CFE57E788C6396420FC56CEE76DE130C3CC7,ACC2B3BD,2,0x80000000,0x80000009
pc_current,D:\Games\Red Dead Redemption\Code_RED\game\content_extracted\release64\ambient\roaming\event_crazy_hermit.wsc,release64/ambient/roaming/event_crazy_hermit.wsc,content/release64,event_crazy_hermit.wsc,.wsc,False,22085,1,RSC85,52 53 43 85,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80,52 53 43 85 02 00 00 00 00 00 00 80 0D 00 00 80 C7 F7 C1 62 F5 4D 93 D3 91 32 F1 C8 A6 72 AE F1,RSC.............,False,,resource wrapper; payload is normally encrypted before compressed bytes are visible,AB17E6C8FC82F82F77D6F13327308E0B5121A544,79FCD2BF,2,0x80000000,0x8000000D
