logical_key,csc_path,csc_size,csc_size_mod_4,csc_header_family,csc_head_hex_16,csc_compression_encryption_note,csc_resource_type,csc_resource_flag1_hex,csc_resource_flag2_hex,csc_sha1,csc_crc32,xsc_path,xsc_size,xsc_size_mod_4,xsc_header_family,xsc_head_hex_16,xsc_compression_encryption_note,xsc_resource_type,xsc_resource_flag1_hex,xsc_resource_flag2_hex,xsc_sha1,xsc_crc32,headers_match,bytes_match
regions/ctf_lsh/ctf_lsh_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.csc,11885,1,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000007,1FBE3542972B295B63E95E999C77A7749ED04399,A04D0C88,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.xsc,11318,2,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000007,BC5E94D03F83E627BDFA266F0E76407F6A4B6EE4,7B00DD67,False,False
regions/ctf_tes/ctf_tes_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.csc,11222,2,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 90 00 00 06,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x90000006,4234628BB4525AAA2D6550298BBF7586F244A254,1C60FC81,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.xsc,10708,0,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 90 00 00 06,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x90000006,F3325B9F7A9F191439B076C3F6C4C922A3CC5BA9,EE17430E,False,False
regions/ctf_tes/ctf_tes_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.csc,11170,2,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 90 00 00 06,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x90000006,A74EEBD9978B06D820F4560B383A85CDCC329821,F05E186F,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.xsc,10650,2,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 90 00 00 06,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x90000006,D2446B7424193219B7489037286816970715AE26,0D6FD45D,False,False
regions/ctf_tum/ctf_tum_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.csc,12747,3,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000007,0D991D11E971DC0862674A6EC9290533BAB2CCC5,12308A35,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.xsc,12094,2,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000007,196BB257C93ECFC87B6BA38A85AC5A3E630E61F7,ED4E45BD,False,False
regions/ctf_upr/ctf_upr,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_upr\ctf_upr.csc,12105,1,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000007,0531172BF3EF64C1E3E0D666FF38C14C25330380,67D1836A,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_upr\ctf_upr.xsc,11536,0,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000007,8CEF0509EDC82C3E70D4DD3E34CE6537CFA6D4B8,6BED6AFA,False,False
regions/ctf_w2/ctf_w2_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_w2\ctf_w2_single.csc,9555,3,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 05,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000005,D79302A2DA70182950C82B2CF028E03049570571,8497178A,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_w2\ctf_w2_single.xsc,9144,0,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 05,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000005,966B5EAE70BCCEA5BCAD8E420D0876D984DF211D,4E9B8BAF,False,False
regions/dm_arm/deathmatch_arm,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\dm_arm\deathmatch_arm.csc,13315,3,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000009,DF7CD2F22971BF213B35CE030D26851DFCEC8C49,8010FCAC,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_arm\deathmatch_arm.xsc,12592,0,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000009,83C23C9A531845C578969E8CAF03DF2303363A19,F68D6149,False,False
regions/dm_chu/deathmatch_chu,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\dm_chu\deathmatch_chu.csc,12338,2,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000007,503110D06267891E3A61A55307F96294F84436BA,926227ED,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_chu\deathmatch_chu.xsc,11718,2,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000007,C6C913E4F15F3A2411E842E7E4110D7F9242C306,475DD157,False,False
regions/dm_hen/deathmatch_hen,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\dm_hen\deathmatch_hen.csc,13599,3,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000009,6C6741C57BAA6BAF7D5DC6FEAB3AFEBA149B3169,0E42F4BC,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_hen\deathmatch_hen.xsc,12868,0,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000009,1B4EB57AB28CD9B32A053A3E96A1F2ED51071E52,C30E3126,False,False
regions/dm_lsh/deathmatch_lsh,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\dm_lsh\deathmatch_lsh.csc,13710,2,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000009,A840B93F284F4C84A14A9B266581F0F1971D1637,00E871B2,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_lsh\deathmatch_lsh.xsc,12918,2,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000009,55AF2F4DFB70935422157BCF252CE0E0ABB1987F,45BE930A,False,False
regions/dm_tum/deathmatch_tum,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\dm_tum\deathmatch_tum.csc,13193,1,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000007,78E14990F74ECF66869653E092D61AEB8536B1D9,2ECB052E,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_tum\deathmatch_tum.xsc,12548,0,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000007,0E9AB0D30BC3CE3FE5A10FC95624FAF1FE2CA9A1,FFDD0735,False,False
regions/minigames/liarsdice_sb,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\minigames\liarsdice_sb.csc,2666,2,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000003,23C220C282522D356A4C4DD8F66952BD103CB9F5,5987111B,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\minigames\liarsdice_sb.xsc,2634,2,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000003,FE5A7EF51CA7B98F5FEE9A26B36981D65A34E5D0,56DC9F77,False,False
regions/minigames/poker_sb,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\minigames\poker_sb.csc,2685,1,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000003,4970EC2C4A906B2891B956094424896EDAD9CCFE,8EE8D943,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\minigames\poker_sb.xsc,2650,2,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000003,5227AD1C3B584E2B9F55EBAD42BFE0ABAF048A92,8981B399,False,False
spectator/mp_spectatormk2,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\spectator\mp_spectatormk2.csc,3660,0,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000003,240B7623CD384625E0DC8824EBC8C41AD1F6C8A5,3455A425,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\spectator\mp_spectatormk2.xsc,3618,2,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000003,C962C8EEFAECE5B841D0F08F47168D47E281AB35,8D0929DF,False,False
tutorial/mp_tutorial,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\tutorial\mp_tutorial.csc,2854,2,CSC_SWAPPED_RSC86,86 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03,32-bit word-swapped RSC86 family; PSN CSC raw import is not proven by extracted PC examples,2,0x80000000,0x80000003,94C820400D0045106566F2D2E95BB03B882D3628,E9183C87,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\tutorial\mp_tutorial.xsc,2804,0,XSC_SWAPPED_RSC85,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03,32-bit word-swapped RSC85 family; not raw-PC-proven by extracted examples,2,0x80000000,0x80000003,196860957F75EF27ED6E61C6874DF3895D639DB3,D51B045F,False,False
