candidate_kind,logical_key,path,extension,header_family,classification,pc_family_match,decision,format_reason
pass1_psn_csc,action_areas/wilderness/cougarwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\cougarwildernessaa.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,action_areas/wilderness/wolfwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\wolfwildernessaa.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,ctf/ctf_base_game,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\ctf\ctf_base_game.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,deathmatch/deathmatch,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\deathmatch\deathmatch.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,deathmatch/testmatch,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\deathmatch\testmatch.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,freemode/freemode,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\freemode\freemode.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,mp_idle,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\mp_idle.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,multiplayer_system_thread,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\multiplayer_system_thread.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,multiplayer_update_thread,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\multiplayer_update_thread.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,pr_multiplayer,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\pr_multiplayer.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/coop/coopbasic,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\coop\coopbasic.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_arm/ctf_arm,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_arm/ctf_arm_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_single.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_arm/ctf_arm_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_sym.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_chu/ctf_chu,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_chu/ctf_chu_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_single.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_chu/ctf_chu_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_sym.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_dzc/ctf_dzc_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_dzc\ctf_dzc_sym.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_hen/ctf_hen,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_hen\ctf_hen.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_lsh/ctf_lsh,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_lsh/ctf_lsh_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_tes/ctf_tes_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_tes/ctf_tes_sym,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_tum/ctf_tum_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_upr/ctf_upr,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_upr\ctf_upr.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/ctf_w2/ctf_w2_single,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\ctf_w2\ctf_w2_single.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/dm_arm/deathmatch_arm,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\dm_arm\deathmatch_arm.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/dm_chu/deathmatch_chu,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\dm_chu\deathmatch_chu.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/dm_hen/deathmatch_hen,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\dm_hen\deathmatch_hen.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/dm_lsh/deathmatch_lsh,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\dm_lsh\deathmatch_lsh.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/dm_tum/deathmatch_tum,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\dm_tum\deathmatch_tum.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/minigames/liarsdice_sb,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\minigames\liarsdice_sb.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,regions/minigames/poker_sb,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\regions\minigames\poker_sb.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,spectator/mp_spectatormk2,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\spectator\mp_spectatormk2.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
pass1_psn_csc,tutorial/mp_tutorial,D:\Games\Red Dead Redemption\Code_RED\imports\PSN MULTIPLAYER\content\release64\multiplayer\tutorial\mp_tutorial.csc,.csc,CSC_SWAPPED_RSC86,raw_import_candidate,False,stage raw in isolated CSC import packages; verify Magic RDR re-export before launch,CSC donor header family is not observed in current extracted PC WSC/SCO examples
xenon_xsc_review,action_areas/fort_mercer/fortmercermp,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\fort_mercer\fortmercermp.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/gaptooth_breach/gaptoothbreachmp,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\gaptooth_breach\gaptoothbreachmp.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/genericmp_aa,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\genericmp_aa.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/nosalida/nosalidamp,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\nosalida\nosalidamp.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/pikes_basin/pikesbasinmp,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\pikes_basin\pikesbasinmp.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/solomons_folly/solomonsfollymp,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\solomons_folly\solomonsfollymp.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/tesoro_azul/tesoroazulmp,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\tesoro_azul\tesoroazulmp.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/tumbleweed/tumbleweedmp,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\tumbleweed\tumbleweedmp.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/twin_rocks/twinrocksmp,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\twin_rocks\twinrocksmp.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/wilderness/bearwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\bearwildernessaa.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/wilderness/boarwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\boarwildernessaa.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/wilderness/cougarwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\cougarwildernessaa.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,action_areas/wilderness/wolfwildernessaa,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\wolfwildernessaa.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,ctf/ctf_base_game,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\ctf\ctf_base_game.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,deathmatch/deathmatch,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\deathmatch\deathmatch.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,deathmatch/testmatch,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\deathmatch\testmatch.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,freemode/freemode,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\freemode\freemode.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,mp_help_barker,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\mp_help_barker.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,mp_idle,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\mp_idle.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,mp_teleport,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\mp_teleport.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,multiplayer_system_thread,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\multiplayer_system_thread.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,multiplayer_update_thread,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\multiplayer_update_thread.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,playground/jt_mpplayground,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\jt_mpplayground.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,playground/mpplayground,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\mpplayground.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,playground/simple_mpplayground,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\simple_mpplayground.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,playground/test001,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\test001.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,pr_multiplayer,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\pr_multiplayer.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,regions/coop/coopbasic,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\coop\coopbasic.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
xenon_xsc_review,regions/ctf_arm/ctf_arm,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm.xsc,.xsc,XSC_SWAPPED_RSC85,conversion_blocked,False,word-swapped XSC wrapper is review-only until PC loader/import accepts raw XSC or a validated rewrap is proven,"current extracted PC tree exposes WSC/SCO, not XSC"
