source,relative_path,source_size,source_sha1,output,output_relative_path,status,error,decoded_size,decoded_sha256,output_size,output_sha1,bridge_stdout,bridge_stderr,runtime_compatibility,lzx_magic,lzx_compressed_size,expected_unpacked_size,codec,compressed_size,output_sha256,validate_ok,runtime_note
imports\XENON MULTIPLAYER\content\release64\multiplayer\multiplayer_system_thread.xsc,multiplayer_system_thread.xsc,29428,6DD6456F9F6DE374B52F1A7CEF48471805ECB62D,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\multiplayer_system_thread.wsc,multiplayer_system_thread.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,73728,D32FDA3707585DF928125D41A6EFE4D2B3D30B49BE3BB883137CD42CFFFE03F4,29531,833396B0CE310DE38A2B9A3F915663FD50C68C6D,"{""status"":""ok"",""hr"":0,""input_size"":29404,""output_size"":73728,""message"":""""}",,unproven,0x0FF512F1,29404,73728,zstd-level-22-no-content-size,29515,E17B24E7D1DC8633BA44FA52AFC14E2322DB06BED440CA176BDDF70393B82DB8,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\multiplayer_update_thread.xsc,multiplayer_update_thread.xsc,22824,AF254ECF5FB559A5C5A1BE063DF454ED5DDB231E,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\multiplayer_update_thread.wsc,multiplayer_update_thread.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,57344,E9A886A195036AD3D8DBFDCD161824D99788F3A694FD299126FA14C4D3EAEA49,22949,014A5BEDE62229250711D7A9F501E882D6DDF4BF,"{""status"":""ok"",""hr"":0,""input_size"":22800,""output_size"":57344,""message"":""""}",,unproven,0x0FF512F1,22800,57344,zstd-level-22-no-content-size,22933,BBC5FF2415FC738B103CA68D646C88303E6EE9F12ADF2293BA90550745CBC353,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\jt_mpplayground.xsc,playground/jt_mpplayground.xsc,43664,8DA39BF6AFE07AD5A418FDDD15534AA8ACBBBCDB,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\playground\jt_mpplayground.wsc,playground/jt_mpplayground.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,102400,85B7F7D8D775B90C48D072BB2648D5BBFD360D42D9D72A71C4CFC505B4FFFEB4,44245,2204871595CFFAC96D5E4482DD336207E812D89A,"{""status"":""ok"",""hr"":0,""input_size"":43640,""output_size"":102400,""message"":""""}",,unproven,0x0FF512F1,43640,102400,zstd-level-22-no-content-size,44229,27D4742264FAADFD3389FB8D798E07670FFC2915511519E28AC97BC3AEABD94B,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\mpplayground.xsc,playground/mpplayground.xsc,30432,7B66214EE11EC9A73E11BA78AEA7942BAAEBCA0F,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\playground\mpplayground.wsc,playground/mpplayground.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,77824,72C19A785AE7C895ECA558B20DB9EF84B8407CC1EDB9E5A6282119A004A14BAC,30585,77FACC80F82C24CE59893FA7843DD5E2325B1FD4,"{""status"":""ok"",""hr"":0,""input_size"":30408,""output_size"":77824,""message"":""""}",,unproven,0x0FF512F1,30408,77824,zstd-level-22-no-content-size,30569,735346D8E73D73129FB20FEBAE5F350A46D0E9EFE7DD32DB4DD3EF65C30E4FA4,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\simple_mpplayground.xsc,playground/simple_mpplayground.xsc,41326,611C2DE86E3255E5B933CED05B1CFE3E220F801C,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\playground\simple_mpplayground.wsc,playground/simple_mpplayground.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,102400,A2793F5BCE5492E84B6858DF868E4254D01BB933C09890B83BC662BC68978B8A,41595,75A6DB58B55C52D9A1BCBDC7D55108AEA84273A0,"{""status"":""ok"",""hr"":0,""input_size"":41302,""output_size"":102400,""message"":""""}",,unproven,0x0FF512F1,41302,102400,zstd-level-22-no-content-size,41579,7E35BE76C0BDB2319FDFB36610B60964FD3CB5D9C1AAA431328553A2C1BA3F50,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\test001.xsc,playground/test001.xsc,268,170E214980ED5B8B15AA8938468A160EF7997815,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\playground\test001.wsc,playground/test001.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,4096,D96789595023B46865C8091F6EDB02CBDA1A05F8D4455A2B9D90C419C2A9105E,200,503DE46FF22B47E916AABF3D94438BF1EE551D4F,"{""status"":""ok"",""hr"":0,""input_size"":244,""output_size"":4096,""message"":""""}",,unproven,0x0FF512F1,244,4096,zstd-level-22-no-content-size,184,7B645D84D65948B8E401E8DB0C23B1E28F00F2847EB3401FBCEB515D1B62400B,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\pr_multiplayer.xsc,pr_multiplayer.xsc,14510,1C47BE25F28029C96D4E0384CBDE3C3C11C82FC7,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\pr_multiplayer.wsc,pr_multiplayer.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,36864,F1C67B2989808F665101A57B35CD0E20A29D0B33F19A78556473D7A7808761AB,14522,1B205CE80FE1FE56F8A3DC91BFF11AB8A3E994B0,"{""status"":""ok"",""hr"":0,""input_size"":14486,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,14486,36864,zstd-level-22-no-content-size,14506,758751EB8442029057E8F4F8F367A0C6E349D460B8351DC125D6B60316B3D64F,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\coop\coopbasic.xsc,regions/coop/coopbasic.xsc,9324,DD91A3FCDCF1708EA8D945162EF4ADD2FD8264AF,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\coop\coopbasic.wsc,regions/coop/coopbasic.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,20480,A53959B564E3BAB4827A0418C11EFC76BABB96D044C3C37B14A429BAE43BB94D,9339,3703790BF7488A899CB69E563C2C298EF5D28A53,"{""status"":""ok"",""hr"":0,""input_size"":9300,""output_size"":20480,""message"":""""}",,unproven,0x0FF512F1,9300,20480,zstd-level-22-no-content-size,9323,39834C14F88D4C1CD792EBB8A357D93878741F41D9DE21CA08C36D4E7D096A32,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm.xsc,regions/ctf_arm/ctf_arm.xsc,12574,FAEFFE82714FF7F5BAEB3CCE94F564E9C5D6835B,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_arm\ctf_arm.wsc,regions/ctf_arm/ctf_arm.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,36864,EBD674F8A8B01CBD4BA719D7872C1668CB15496EB36F221600013FB43C5AEB92,12683,5EBAED740D79D7C6B12EC469EEFBBA0C56D2B1F3,"{""status"":""ok"",""hr"":0,""input_size"":12550,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,12550,36864,zstd-level-22-no-content-size,12667,AB377F8A262CEDA0CBDBB6631776E8457A2F336834A8945559011CD32E88197C,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_single.xsc,regions/ctf_arm/ctf_arm_single.xsc,12312,275426CA9C6FDDB60B086953B3EB10C3933CCC5A,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_arm\ctf_arm_single.wsc,regions/ctf_arm/ctf_arm_single.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,2DE7311241AE4842403D947DD98162409ABD9C1C95404A4C6953FF839BB358BE,12438,E659DDC3480B37E9884B9B7B23D05AAAFCD0BE27,"{""status"":""ok"",""hr"":0,""input_size"":12288,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,12288,28672,zstd-level-22-no-content-size,12422,F86EE946A8A5229A6784B18298875621B47B3F1B7902A9DE800A8D8774A2A0E6,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_sym.xsc,regions/ctf_arm/ctf_arm_sym.xsc,12246,EEDB3A84BF1FECD8399CA576E33DB09C295CEC24,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_arm\ctf_arm_sym.wsc,regions/ctf_arm/ctf_arm_sym.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,210B6BEA132E2E963C10C3F0A1FE69065B8D09E0535B0A3893AB720965701179,12366,210AE1BB4F829CCFCB89E6C9508532CDD7DCD0A7,"{""status"":""ok"",""hr"":0,""input_size"":12222,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,12222,28672,zstd-level-22-no-content-size,12350,18E502D64A4C4DB581083A2AF161F9014BE1E4EE87040EA0C2C55E77156C25C4,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu.xsc,regions/ctf_chu/ctf_chu.xsc,11364,36727DCDB3C22F91DAFB126151D057B0CA2606FB,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_chu\ctf_chu.wsc,regions/ctf_chu/ctf_chu.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,BC16D76BDCCE29197C28782D2CD69A6E673CF3E1D5BE5F220143D9A98946607C,11422,47A28C9C9BEF5BC6CA1EDF13826F70411B6890BD,"{""status"":""ok"",""hr"":0,""input_size"":11340,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11340,28672,zstd-level-22-no-content-size,11406,FAAFE02567F0674BB1AE7CB2EE63B2B63BC89822B0B619541C5833DFC3BC8A13,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_single.xsc,regions/ctf_chu/ctf_chu_single.xsc,11380,0A76CF9D328BA2A0E36F0FC09BA2770C3349FDA5,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_chu\ctf_chu_single.wsc,regions/ctf_chu/ctf_chu_single.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,8F8EFBB52517956D4D5F428F99846AD45740C68C981CD428D0AB85792DF129D4,11447,FC030B0AD3864C94A25163C35D587A2BA5B9DC94,"{""status"":""ok"",""hr"":0,""input_size"":11356,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11356,28672,zstd-level-22-no-content-size,11431,5BC802E9EBF587470634F08EF18F6DFF15D879E363C33FDAE0A8550BF3F4CFE0,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_sym.xsc,regions/ctf_chu/ctf_chu_sym.xsc,11328,236FC9BCD7E7DA643A8BF9E13083551D8D1FD459,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_chu\ctf_chu_sym.wsc,regions/ctf_chu/ctf_chu_sym.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,39A908359AC2FD81576B14A76C386F37C91022A0CCFB9FD028732D5BC1E29C5E,11399,A63FE39900A02F9B87068DC36306A96CBDD8FD13,"{""status"":""ok"",""hr"":0,""input_size"":11304,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11304,28672,zstd-level-22-no-content-size,11383,A0B9E6A3B3A58073877C41609DE7E60A5BCECDD70EB480E7081829C7F75390EB,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_dzc\ctf_dzc_sym.xsc,regions/ctf_dzc/ctf_dzc_sym.xsc,11638,8BA12DA3B5FFD317BCD13E8A31D4DB0422CAEBE5,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_dzc\ctf_dzc_sym.wsc,regions/ctf_dzc/ctf_dzc_sym.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,32B208CF07631C1CFC6E393E3234231C0010C0C107C0B17C4CE0DCA264AF037D,11738,9E7A1944149885F9E81D0A1D0401EF69F9D96D87,"{""status"":""ok"",""hr"":0,""input_size"":11614,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11614,28672,zstd-level-22-no-content-size,11722,E23259ECDDE94DD50D476D0771313E1131A7601838520E7B6B84E1BA1D1BCA4F,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_hen\ctf_hen.xsc,regions/ctf_hen/ctf_hen.xsc,12280,41AF485242108E179179939142D43A74BA587627,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_hen\ctf_hen.wsc,regions/ctf_hen/ctf_hen.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,36864,10C3D501B12B741104607BE9066C51249F792403F4956FC538FD50DE9CCA9852,12297,025AC014EB7E850B42E753CB3B11B16B058406B5,"{""status"":""ok"",""hr"":0,""input_size"":12256,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,12256,36864,zstd-level-22-no-content-size,12281,1B1621926177A0CC3509F09F2E49609B872C2140503FD7A1C784121B1C419D4F,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.xsc,regions/ctf_lsh/ctf_lsh.xsc,13236,4CF69A6A122E94069F0CF3F84EC6EC455650ACF4,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_lsh\ctf_lsh.wsc,regions/ctf_lsh/ctf_lsh.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,36864,CB61C825143B87BD878A3F24A72ACE2BE2127BF89F51B321343CDBEF0675F3E8,13277,619953F010282DDF6EA87480A218739A6F6420E7,"{""status"":""ok"",""hr"":0,""input_size"":13212,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,13212,36864,zstd-level-22-no-content-size,13261,8D4687E424E4C9976E30C8AB19D25EAF5419AEF530DE7E4F782B2910865D4833,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.xsc,regions/ctf_lsh/ctf_lsh_sym.xsc,11318,BC5E94D03F83E627BDFA266F0E76407F6A4B6EE4,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_lsh\ctf_lsh_sym.wsc,regions/ctf_lsh/ctf_lsh_sym.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,33CF79DF804FA7F54CC322ACF3F093154934379E2E61EDC14309C270EF5C32A3,11386,D5C0D24FA25AF29A75E5BA54E952017D1BCF7C8C,"{""status"":""ok"",""hr"":0,""input_size"":11294,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11294,28672,zstd-level-22-no-content-size,11370,0AC168B4CEB61C2CD17005A42B074DC9DACEF262BA35E31E8B684E73664E9298,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.xsc,regions/ctf_tes/ctf_tes_single.xsc,10708,F3325B9F7A9F191439B076C3F6C4C922A3CC5BA9,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_tes\ctf_tes_single.wsc,regions/ctf_tes/ctf_tes_single.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,24576,7A0D7BB78DDEE20F8ECC30AFC428FA14C8E90281C2A2F702043CA5C02F94F454,10769,82C14FC21412228B95FF91E85012041DC872E0E0,"{""status"":""ok"",""hr"":0,""input_size"":10684,""output_size"":24576,""message"":""""}",,unproven,0x0FF512F1,10684,24576,zstd-level-22-no-content-size,10753,6C0F9731BAB4849323D5B5B921FA7512CB3AE75FEB8D916786137C2B802261DE,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.xsc,regions/ctf_tes/ctf_tes_sym.xsc,10650,D2446B7424193219B7489037286816970715AE26,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_tes\ctf_tes_sym.wsc,regions/ctf_tes/ctf_tes_sym.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,24576,FBA1A532F26C35B6C5ADB374D2DA5553B7F484D254174B2ED753CE621FCC0A37,10715,3AD97BDBFC677D50195352185ED4372E21EAFD42,"{""status"":""ok"",""hr"":0,""input_size"":10626,""output_size"":24576,""message"":""""}",,unproven,0x0FF512F1,10626,24576,zstd-level-22-no-content-size,10699,07C131EAB8D89608DE801DF4A3144EA1F15FAB8840DD3422AA1555AA070E073F,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.xsc,regions/ctf_tum/ctf_tum_single.xsc,12094,196BB257C93ECFC87B6BA38A85AC5A3E630E61F7,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_tum\ctf_tum_single.wsc,regions/ctf_tum/ctf_tum_single.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,60EFCA4E18D439D4516BCA3CCA8963C63FACC223EB079EEB2DA66D58892F8672,12212,C4BD576D195D5D12B51EB87C07CA9181A781E95C,"{""status"":""ok"",""hr"":0,""input_size"":12070,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,12070,28672,zstd-level-22-no-content-size,12196,CD3F6A1EB48325F0A53E6000B2D4A1CD523C6A0B39BCF3E78142DBBD54BF36BF,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_upr\ctf_upr.xsc,regions/ctf_upr/ctf_upr.xsc,11536,8CEF0509EDC82C3E70D4DD3E34CE6537CFA6D4B8,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_upr\ctf_upr.wsc,regions/ctf_upr/ctf_upr.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,C8E5D71BAF4F66E8F6D158F78B1638C86FC26DCB8283B51251AE3DC0794DA788,11585,89F4E225245917178C724A6698A34B467FA7AF27,"{""status"":""ok"",""hr"":0,""input_size"":11512,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11512,28672,zstd-level-21-no-content-size,11569,EF22937A0C406984A4E5B9206642CC9FD3ECD3B919483F1537A050E6DE7EAB17,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_w2\ctf_w2_single.xsc,regions/ctf_w2/ctf_w2_single.xsc,9144,966B5EAE70BCCEA5BCAD8E420D0876D984DF211D,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\ctf_w2\ctf_w2_single.wsc,regions/ctf_w2/ctf_w2_single.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,20480,DD2D8382BAF185C03BA6764D133A3F8FD8969D1724A94DE88A0BABAFFB711506,9209,4D0C9776698392E89429935CE8E6AE8CF9B8399F,"{""status"":""ok"",""hr"":0,""input_size"":9120,""output_size"":20480,""message"":""""}",,unproven,0x0FF512F1,9120,20480,zstd-level-22-no-content-size,9193,9B95F9F03A117FE1DCC8787CE1A40D04F9879111FF760D8BD27C1CB51D8FAA63,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_arm\deathmatch_arm.xsc,regions/dm_arm/deathmatch_arm.xsc,12592,83C23C9A531845C578969E8CAF03DF2303363A19,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\dm_arm\deathmatch_arm.wsc,regions/dm_arm/deathmatch_arm.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,36864,3DF41F58A8334D48AEC4BCD5D101A867C70DB4CECF3CDC3F211DDA1FA8062D87,12681,F47AEBF2F239BE1FC2D39A073304251BF750E329,"{""status"":""ok"",""hr"":0,""input_size"":12568,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,12568,36864,zstd-level-22-no-content-size,12665,DCC06013D654DE31103E7ED72BA3C1316DACDD8B8FCF50730DC3C1A12E4E0748,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_chu\deathmatch_chu.xsc,regions/dm_chu/deathmatch_chu.xsc,11718,C6C913E4F15F3A2411E842E7E4110D7F9242C306,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\dm_chu\deathmatch_chu.wsc,regions/dm_chu/deathmatch_chu.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,329CCCA4270B283AAE40D7BEF262F5D6259239823DFF043A8E80B8D7ECFDAF55,11809,FF22F4348455E55544054B07ECC398794F8BB0EA,"{""status"":""ok"",""hr"":0,""input_size"":11694,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11694,28672,zstd-level-22-no-content-size,11793,30038054ED63D5BAA156342C82C5A8967DCDD891DE49E6AC37AE9FCBD079670C,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_hen\deathmatch_hen.xsc,regions/dm_hen/deathmatch_hen.xsc,12868,1B4EB57AB28CD9B32A053A3E96A1F2ED51071E52,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\dm_hen\deathmatch_hen.wsc,regions/dm_hen/deathmatch_hen.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,36864,4154EF5400277CF361A05445DB257C40F081E5AEDE1BFBEE54C0156C30CB8674,12900,434F50DD1B9AEAA2BBDD469CB6A9B1A4872C6BDC,"{""status"":""ok"",""hr"":0,""input_size"":12844,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,12844,36864,zstd-level-22-no-content-size,12884,13EBCCDF6CF330ED994E0BB563E856100C813AE3CB9676A86F250019295DE73F,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_lsh\deathmatch_lsh.xsc,regions/dm_lsh/deathmatch_lsh.xsc,12918,55AF2F4DFB70935422157BCF252CE0E0ABB1987F,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\dm_lsh\deathmatch_lsh.wsc,regions/dm_lsh/deathmatch_lsh.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,36864,FFC62F04EFC179CECF3D6991B0D960C1A2911DC81BE4D45BD483E9EDCBDE112C,13001,4C521CCB71237F54E8ADEF20065225B480A5CACF,"{""status"":""ok"",""hr"":0,""input_size"":12894,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,12894,36864,zstd-level-22-no-content-size,12985,821AC40CA8DA082BC16C48912A660DE385CE67E0A93BECACA1A5F60FDD96A894,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_tum\deathmatch_tum.xsc,regions/dm_tum/deathmatch_tum.xsc,12548,0E9AB0D30BC3CE3FE5A10FC95624FAF1FE2CA9A1,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\dm_tum\deathmatch_tum.wsc,regions/dm_tum/deathmatch_tum.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,28672,3F8EB9620AFFFD1EF891A38A228AF2233455413CB45CB5D28ADD1F1A5C0906DE,12617,79C6F26B7B001D97CA02CD8B990045EE60DE0407,"{""status"":""ok"",""hr"":0,""input_size"":12524,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,12524,28672,zstd-level-22-no-content-size,12601,48D29597B165EEDE8C76BFCCB9C8BA0DE715C0F67829979EB45E84150EF6B3ED,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\minigames\liarsdice_sb.xsc,regions/minigames/liarsdice_sb.xsc,2634,FE5A7EF51CA7B98F5FEE9A26B36981D65A34E5D0,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_lzx_pc_wsc_converted\regions\minigames\liarsdice_sb.wsc,regions/minigames/liarsdice_sb.wsc,pc_wsc_candidate_decode_ok_runtime_unproven,,12288,EE9871A8AB87EBC6CC6B9030B54E2E4DB98828B1C590A93C651BB26DCAE72EE2,2578,9C25B64953A33D6741020395DB564CF7AE34711A,"{""status"":""ok"",""hr"":0,""input_size"":2610,""output_size"":12288,""message"":""""}",,unproven,0x0FF512F1,2610,12288,zstd-level-19-no-content-size,2562,CD80F40EDAB0E8FABA871C7FAD8B6DFDBA4B05FB5A4A7A1178F83363C7FC5CD8,True,"PC wrapper validates, but Xbox bytecode/platform compatibility is still runtime-unproven."
