function_index,function_name,start_decoded_offset,start_decoded_offset_hex,end_decoded_offset,end_decoded_offset_hex,size,string_reference_count,native_call_count,constant_count,branch_count,table_block_count,purpose_tags
47,Function_47,83859,0x14793,84017,0x14831,158,0,11,6,1,0,[]
48,Function_48,84017,0x14831,84455,0x149E7,438,0,32,21,0,0,[]
49,Function_49,84455,0x149E7,84971,0x14BEB,516,0,37,37,2,0,[]
50,Function_50,84971,0x14BEB,85194,0x14CCA,223,0,24,15,0,0,[]
51,Function_51,85194,0x14CCA,85260,0x14D0C,66,0,6,6,0,0,[]
52,Function_52,85260,0x14D0C,85511,0x14E07,251,0,18,17,0,0,[]
53,Function_53,85511,0x14E07,85560,0x14E38,49,0,1,1,4,0,[]
54,Function_54,85560,0x14E38,85669,0x14EA5,109,0,7,6,0,0,[]
55,Function_55,85669,0x14EA5,85739,0x14EEB,70,0,4,4,0,0,[]
56,Function_56,85739,0x14EEB,85777,0x14F11,38,0,2,2,0,0,[]
57,Function_57,85777,0x14F11,85943,0x14FB7,166,0,11,11,0,0,[]
58,Function_58,85943,0x14FB7,86069,0x15035,126,0,9,6,0,0,[]
59,Function_59,86069,0x15035,87249,0x154D1,1180,0,90,76,9,0,[]
60,Function_60,87249,0x154D1,87455,0x1559F,206,0,14,9,1,0,[]
61,Function_61,87455,0x1559F,87594,0x1562A,139,0,9,9,1,0,[]
62,Function_62,87594,0x1562A,87852,0x1572C,258,0,17,12,1,0,[]
63,Function_63,87852,0x1572C,88078,0x1580E,226,0,15,10,1,0,[]
64,Function_64,88078,0x1580E,88362,0x1592A,284,0,20,13,1,0,[]
65,Function_65,88362,0x1592A,88585,0x15A09,223,0,16,8,1,0,[]
66,Function_66,88585,0x15A09,88841,0x15B09,256,0,16,13,1,0,[]
67,Function_67,88841,0x15B09,89075,0x15BF3,234,0,17,12,1,0,[]
68,Function_68,89075,0x15BF3,89195,0x15C6B,120,0,7,8,1,0,[]
69,Function_69,89195,0x15C6B,89370,0x15D1A,175,2,3,8,5,0,[]
70,Function_70,89370,0x15D1A,89444,0x15D64,74,0,0,5,11,0,[]
71,Function_71,89444,0x15D64,89493,0x15D95,49,0,2,6,4,0,[]
72,Function_72,89493,0x15D95,89637,0x15E25,144,0,11,8,0,0,[]
73,Function_73,89637,0x15E25,89709,0x15E6D,72,0,4,10,6,0,[]
74,Function_74,89709,0x15E6D,89987,0x15F83,278,0,19,16,0,0,[]
75,Function_75,89987,0x15F83,90112,0x16000,125,0,7,4,3,0,[]
76,Function_76,90112,0x16000,90256,0x16090,144,0,0,12,14,0,[]
77,Function_77,90256,0x16090,90285,0x160AD,29,0,1,0,1,0,[]
78,Function_78,90285,0x160AD,90308,0x160C4,23,0,1,0,1,0,[]
79,Function_79,90308,0x160C4,90358,0x160F6,50,0,3,3,0,0,[]
80,Function_80,90358,0x160F6,90408,0x16128,50,0,3,3,0,0,[]
81,Function_81,90408,0x16128,90543,0x161AF,135,0,7,14,7,0,[]
82,Function_82,90543,0x161AF,90588,0x161DC,45,0,1,0,3,0,[]
83,Function_83,90588,0x161DC,90635,0x1620B,47,0,2,2,1,0,[]
84,Function_84,90635,0x1620B,90693,0x16245,58,0,4,4,0,0,[]
85,Function_85,90693,0x16245,90708,0x16254,15,0,0,0,1,0,[]
86,Function_86,90708,0x16254,90756,0x16284,48,0,2,3,1,0,[]
87,Function_87,90756,0x16284,90971,0x1635B,215,0,14,26,6,0,[]
88,Function_88,90971,0x1635B,91145,0x16409,174,0,15,10,0,0,[]
89,Function_89,91145,0x16409,91198,0x1643E,53,0,1,0,4,0,[]
90,Function_90,91198,0x1643E,91236,0x16464,38,0,2,2,0,0,[]
91,Function_91,91236,0x16464,91274,0x1648A,38,0,2,2,0,0,[]
92,Function_92,91274,0x1648A,91328,0x164C0,54,0,3,3,0,0,[]
93,Function_93,91328,0x164C0,91595,0x165CB,267,0,21,15,0,0,[]
94,Function_94,91595,0x165CB,91670,0x16616,75,0,1,8,7,0,[]
95,Function_95,91670,0x16616,92000,0x16760,330,6,6,12,6,0,[]
96,Function_96,92000,0x16760,92030,0x1677E,30,0,0,0,3,0,[]
97,Function_97,92030,0x1677E,92294,0x16886,264,4,7,15,6,0,[]
98,Function_98,92294,0x16886,92421,0x16905,127,2,4,9,5,0,[]
99,Function_99,92421,0x16905,92558,0x1698E,137,0,8,16,6,0,[]
100,Function_100,92558,0x1698E,92781,0x16A6D,223,0,13,24,9,0,[]
101,Function_101,92781,0x16A6D,92925,0x16AFD,144,0,10,2,0,0,[]
102,Function_102,92925,0x16AFD,93262,0x16C4E,337,0,25,36,9,0,[]
103,Function_103,93262,0x16C4E,93341,0x16C9D,79,0,5,3,0,0,[]
104,Function_104,93341,0x16C9D,93587,0x16D93,246,4,4,10,6,0,[]
105,Function_105,93587,0x16D93,93728,0x16E20,141,0,8,16,6,0,[]
106,Function_106,93728,0x16E20,94003,0x16F33,275,3,3,17,14,0,[]
107,Function_107,94003,0x16F33,94096,0x16F90,93,0,6,3,0,0,[]
108,Function_108,94096,0x16F90,94350,0x1708E,254,0,17,17,1,0,[]
109,Function_109,94350,0x1708E,94380,0x170AC,30,0,0,0,3,0,[]
110,Function_110,94380,0x170AC,94436,0x170E4,56,0,2,2,2,0,[]
111,Function_111,94436,0x170E4,94476,0x1710C,40,0,2,2,0,0,[]
112,Function_112,94476,0x1710C,94500,0x17124,24,0,0,0,2,0,[]
113,Function_113,94500,0x17124,94558,0x1715E,58,0,2,4,2,0,[]
114,Function_114,94558,0x1715E,94760,0x17228,202,2,7,16,7,0,[]
115,Function_115,94760,0x17228,94998,0x17316,238,4,3,9,6,0,[]
116,Function_116,94998,0x17316,95036,0x1733C,38,0,1,5,4,0,[]
117,Function_117,95036,0x1733C,96059,0x1773B,1023,8,60,94,23,0,[]
118,Function_118,96059,0x1773B,96104,0x17768,45,0,1,0,3,0,[]
119,Function_119,96104,0x17768,97041,0x17B11,937,6,62,93,21,0,[]
120,Function_120,97041,0x17B11,97429,0x17C95,388,6,12,21,7,0,[]
121,Function_121,97429,0x17C95,97472,0x17CC0,43,0,1,6,5,0,[]
122,Function_122,97472,0x17CC0,98180,0x17F84,708,11,21,40,15,0,[]
123,Function_123,98180,0x17F84,98368,0x18040,188,0,12,23,7,0,[]
124,Function_124,98368,0x18040,98453,0x18095,85,0,4,5,2,0,[]
125,Function_125,98453,0x18095,98597,0x18125,144,0,10,2,0,0,[]
126,Function_126,98597,0x18125,98995,0x182B3,398,3,15,35,18,0,[]
127,Function_127,98995,0x182B3,99043,0x182E3,48,0,3,3,0,0,[]
128,Function_128,99043,0x182E3,99377,0x18431,334,0,24,40,10,0,[]
129,Function_129,99377,0x18431,99557,0x184E5,180,0,12,23,9,0,[]
130,Function_130,99557,0x184E5,99688,0x18568,131,0,10,9,0,0,[]
131,Function_131,99688,0x18568,100001,0x186A1,313,0,22,42,10,0,[]
132,Function_132,100001,0x186A1,100256,0x187A0,255,2,4,3,16,0,[]
133,Function_133,100256,0x187A0,100461,0x1886D,205,0,13,10,10,0,[]
134,Function_134,100461,0x1886D,100713,0x18969,252,2,13,8,7,0,[]
135,Function_135,100713,0x18969,100776,0x189A8,63,0,1,0,7,0,[]
136,Function_136,100776,0x189A8,101281,0x18BA1,505,2,31,26,18,0,[]
137,Function_137,101281,0x18BA1,101318,0x18BC6,37,0,1,0,5,0,[]
138,Function_138,101318,0x18BC6,101618,0x18CF2,300,6,4,0,7,0,[]
139,Function_139,101618,0x18CF2,101629,0x18CFD,11,0,1,1,0,0,[]
140,Function_140,101629,0x18CFD,104519,0x19847,2890,100,102,81,0,0,"['mission', 'law']"
141,Function_141,104519,0x19847,104726,0x19916,207,7,12,0,6,0,[]
142,Function_142,104726,0x19916,104845,0x1998D,119,0,17,19,2,0,[]
143,Function_143,104845,0x1998D,105742,0x19D0E,897,0,0,112,0,0,[]
144,Function_144,105742,0x19D0E,107698,0x1A4B2,1956,15,15,155,0,0,[]
145,Function_145,107698,0x1A4B2,133156,0x20824,25458,764,278,552,29,0,"['ped', 'flee', 'mission', 'law']"
146,Function_146,133156,0x20824,134483,0x20D53,1327,56,2,24,24,0,"['actor', 'ped']"
147,Function_147,134483,0x20D53,134502,0x20D66,19,0,1,1,0,0,[]
148,Function_148,134502,0x20D66,142126,0x22B2E,7624,238,0,86,83,0,['ped']
149,Function_149,142126,0x22B2E,142145,0x22B41,19,0,1,1,0,0,[]
150,Function_150,142145,0x22B41,142164,0x22B54,19,0,1,1,0,0,[]
151,Function_151,142164,0x22B54,142183,0x22B67,19,0,1,1,0,0,[]
152,Function_152,142183,0x22B67,142202,0x22B7A,19,0,1,1,0,0,[]
153,Function_153,142202,0x22B7A,142221,0x22B8D,19,0,1,1,0,0,[]
154,Function_154,142221,0x22B8D,232912,0x38DD0,90691,2787,0,170,166,0,"['actor', 'ped', 'law']"
155,Function_155,232912,0x38DD0,232929,0x38DE1,17,0,1,0,0,0,[]
156,Function_156,232929,0x38DE1,236606,0x39C3E,3677,76,0,20,4,0,[]
157,Function_157,236606,0x39C3E,236623,0x39C4F,17,0,1,0,0,0,[]
158,Function_158,236623,0x39C4F,244036,0x3B944,7413,144,0,22,8,0,[]
159,Function_159,244036,0x3B944,244053,0x3B955,17,0,1,0,0,0,[]
160,Function_160,244053,0x3B955,245745,0x3BFF1,1692,78,86,61,1,0,['wanted']
161,Function_161,245745,0x3BFF1,738800,0xB45F0,493055,15129,0,1291,1033,0,"['vehicle', 'actor', 'ped', 'driver', 'law', 'gang']"
162,Function_162,738800,0xB45F0,738819,0xB4603,19,0,1,1,0,0,[]
163,Function_163,738819,0xB4603,738838,0xB4616,19,0,1,1,0,0,[]
164,Function_164,738838,0xB4616,738857,0xB4629,19,0,1,1,0,0,[]
165,Function_165,738857,0xB4629,738876,0xB463C,19,0,1,1,0,0,[]
166,Function_166,738876,0xB463C,738895,0xB464F,19,0,1,1,0,0,[]
167,Function_167,738895,0xB464F,738914,0xB4662,19,0,1,1,0,0,[]
168,Function_168,738914,0xB4662,738933,0xB4675,19,0,1,1,0,0,[]
169,Function_169,738933,0xB4675,739409,0xB4851,476,36,38,29,0,0,[]
170,Function_170,739409,0xB4851,742479,0xB544F,3070,70,70,70,0,0,[]
171,Function_171,742479,0xB544F,743773,0xB595D,1294,74,74,74,0,0,"['mission', 'law']"
172,Function_172,743773,0xB595D,743788,0xB596C,15,0,0,0,3,0,[]
173,Function_173,743788,0xB596C,747622,0xB6866,3834,104,0,24,26,0,[]
174,Function_174,747622,0xB6866,747836,0xB693C,214,0,8,4,7,0,[]
175,Function_175,747836,0xB693C,748644,0xB6C64,808,18,18,0,0,0,[]
176,Function_176,748644,0xB6C64,751797,0xB78B5,3153,53,53,0,0,0,['law']
177,Function_177,751797,0xB78B5,752372,0xB7AF4,575,20,20,0,0,0,[]
178,Function_178,752372,0xB7AF4,769354,0xBBD4A,16982,662,662,308,1,0,"['vehicle', 'ped', 'driver', 'wanted', 'law']"
179,Function_179,769354,0xBBD4A,769363,0xBBD53,9,0,0,0,1,0,[]
180,Function_180,769363,0xBBD53,769547,0xBBE0B,184,1,27,17,0,0,[]
181,Function_181,769547,0xBBE0B,787811,0xC0563,18264,327,327,0,2,0,"['mission', 'wanted', 'law', 'gang']"
182,Function_182,787811,0xC0563,875874,0xD5D62,88063,1618,1341,32,8,0,"['vehicle', 'actor', 'ped', 'mission', 'spawn', 'wanted', 'law', 'gang']"
183,Function_183,875874,0xD5D62,875922,0xD5D92,48,1,3,1,2,0,[]
184,Function_184,875922,0xD5D92,875935,0xD5D9F,13,0,0,0,0,0,[]
185,Function_185,875935,0xD5D9F,901308,0xDC0BC,25373,677,669,2,11,0,['wanted']
186,Function_186,901308,0xDC0BC,901322,0xDC0CA,14,0,1,0,0,0,[]
187,Function_187,901322,0xDC0CA,901328,0xDC0D0,6,0,0,0,0,0,[]
188,Function_188,901328,0xDC0D0,906228,0xDD3F4,4900,236,237,237,0,0,"['driver', 'wanted', 'law']"
189,Function_189,906228,0xDD3F4,906239,0xDD3FF,11,0,1,1,0,0,[]
190,Function_190,906239,0xDD3FF,913408,0xDF000,7169,0,1,1,12,0,[]
