archive,archive_path,entry_count,file_count,dir_count,encrypted_toc,extensions_json
terrainboundres.rpf,D:\Games\Red Dead Redemption\game\terrainboundres.rpf,5381,5378,3,True,"{"".txt"": 2, "".wtb"": 5376}"
