index,type,path,name,extension,offset,size_in_archive,total_size,is_resource,is_compressed,resource_type
1538,file,root/content/release64/mini_games/dueling/dueling_tutorial.wsc,dueling_tutorial.wsc,.wsc,10643456,1207,4096,True,False,2
1539,file,root/content/release64/mini_games/dueling/dueling.wsc,dueling.wsc,.wsc,10610688,30796,77824,True,False,2
1540,file,root/content/release64/mini_games/blackjack01/blackjack01.wsc,blackjack01.wsc,.wsc,10573824,35519,118784,True,False,2
1541,file,root/content/release64/mini_games/fivefingerfillet/fivefingerfillet.wsc,fivefingerfillet.wsc,.wsc,10645504,29870,86016,True,False,2
1542,file,root/content/release64/mini_games/poker01/poker01.wsc,poker01.wsc,.wsc,10749952,52746,159744,True,False,2
1543,file,root/content/release64/mini_games/horsebreaking/wrestlebull.wsc,wrestlebull.wsc,.wsc,10676224,3079,12288,True,False,2
1544,file,root/content/release64/mini_games/armwrestling/armwrestling.wsc,armwrestling.wsc,.wsc,10545152,26765,69632,True,False,2
1545,dir,root/content/release64/ambient/jobsystem,jobsystem,,,,,,,
1546,dir,root/content/release64/ambient/regional,regional,,,,,,,
1547,dir,root/content/release64/ambient/town,town,,,,,,,
1548,dir,root/content/release64/ambient/roaming,roaming,,,,,,,
1549,dir,root/content/release64/ambient/pointofinterest,pointofinterest,,,,,,,
1550,dir,root/content/release64/ambient/beacons,beacons,,,,,,,
1551,dir,root/content/release64/ambient/deadposter,deadposter,,,,,,,
1552,dir,root/content/release64/ambient/passenger,passenger,,,,,,,
1553,dir,root/content/release64/ambient/traffic,traffic,,,,,,,
1554,dir,root/content/release64/ambient/mexicanrevolution,mexicanrevolution,,,,,,,
1555,dir,root/content/release64/ambient/crimeresponse,crimeresponse,,,,,,,
1556,file,root/content/release64/ambient/jobsystem/job_horsebreaking.wsc,job_horsebreaking.wsc,.wsc,1384448,23744,57344,True,False,2
1557,file,root/content/release64/ambient/jobsystem/job_nightwatch.wsc,job_nightwatch.wsc,.wsc,1409024,40383,114688,True,False,2
1558,file,root/content/release64/ambient/jobsystem/genericjob_main.wsc,genericjob_main.wsc,.wsc,1378304,4261,20480,True,False,2
1559,dir,root/content/release64/ambient/regional/sol,sol,,,,,,,
1560,dir,root/content/release64/ambient/regional/esc,esc,,,,,,,
1561,dir,root/content/release64/ambient/regional/rio,rio,,,,,,,
1562,dir,root/content/release64/ambient/regional/tes,tes,,,,,,,
1563,dir,root/content/release64/ambient/regional/twr,twr,,,,,,,
1564,file,root/content/release64/ambient/regional/sol/sol_firsttimeevent.wsc,sol_firsttimeevent.wsc,.wsc,1656832,42612,106496,True,False,2
1565,file,root/content/release64/ambient/regional/esc/escalera_revolution.wsc,escalera_revolution.wsc,.wsc,1630208,9476,28672,True,False,2
1566,file,root/content/release64/ambient/regional/rio/event_rio_fortmercerkickoff.wsc,event_rio_fortmercerkickoff.wsc,.wsc,1640448,15845,36864,True,False,2
1567,file,root/content/release64/ambient/regional/tes/event_tes_boss.wsc,event_tes_boss.wsc,.wsc,1699840,11189,28672,True,False,2
1568,file,root/content/release64/ambient/regional/tes/event_tes_mb_prea.wsc,event_tes_mb_prea.wsc,.wsc,1712128,10493,28672,True,False,2
1569,file,root/content/release64/ambient/regional/twr/twinrocks_escort.wsc,twinrocks_escort.wsc,.wsc,1728512,24244,61440,True,False,2
1570,file,root/content/release64/ambient/regional/twr/event_twr_bossdrop.wsc,event_twr_bossdrop.wsc,.wsc,1724416,3684,12288,True,False,2
1571,file,root/content/release64/ambient/town/beat_escalera_firesquad.wsc,beat_escalera_firesquad.wsc,.wsc,2562048,17472,45056,True,False,2
1572,file,root/content/release64/ambient/town/beat_dog_fetch.wsc,beat_dog_fetch.wsc,.wsc,2459648,10200,24576,True,False,2
1573,file,root/content/release64/ambient/town/beat_crime_holdup.wsc,beat_crime_holdup.wsc,.wsc,2385920,24244,61440,True,False,2
1574,file,root/content/release64/ambient/town/beat_duel_notoriety.wsc,beat_duel_notoriety.wsc,.wsc,2500608,30175,77824,True,False,2
1575,file,root/content/release64/ambient/town/beat_crime_horsethief.wsc,beat_crime_horsethief.wsc,.wsc,2410496,24244,61440,True,False,2
1576,file,root/content/release64/ambient/town/event_ultra_high_fame.wsc,event_ultra_high_fame.wsc,.wsc,2605056,14732,36864,True,False,2
1577,file,root/content/release64/ambient/town/beat_duel_rude.wsc,beat_duel_rude.wsc,.wsc,2531328,30488,77824,True,False,2
1578,file,root/content/release64/ambient/town/first_time_duel.wsc,first_time_duel.wsc,.wsc,2684928,17924,40960,True,False,2
1579,file,root/content/release64/ambient/town/beat_duel_lowhonor.wsc,beat_duel_lowhonor.wsc,.wsc,2469888,30123,77824,True,False,2
1580,file,root/content/release64/ambient/town/beat_crime_wagonthief.wsc,beat_crime_wagonthief.wsc,.wsc,2435072,24244,61440,True,False,2
1581,file,root/content/release64/ambient/town/mission_event_merchantsleep.wsc,mission_event_merchantsleep.wsc,.wsc,2723840,6900,20480,True,False,2
1582,file,root/content/release64/ambient/town/first_time_manzanita.wsc,first_time_manzanita.wsc,.wsc,2703360,19810,53248,True,False,2
1583,file,root/content/release64/ambient/town/event_unforgiven.wsc,event_unforgiven.wsc,.wsc,2641920,14140,36864,True,False,2
1584,file,root/content/release64/ambient/town/beat_town_abduction.wsc,beat_town_abduction.wsc,.wsc,2580480,24244,61440,True,False,2
