# Code RED source/decompiled export
# Source: data/codered/faction_wars_targets.csv
# SHA1: b37f585be34a741f127b9af9c307ae0cd6b7a692

score,category,path,source_kind,regions,groups,high_value_terms,size 
57,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__README.md.decompiled_source.txt,manifest/text,,factions:1|scripting:17|spawning:33|war_behavior:6,,5989
56,archive patch lane,related_apps/Code_RED_ScriptHookRDR_AI_Menu/README.md,repo/text,,factions:1|scripting:16|spawning:33|war_behavior:6,,5636
56,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__README.md.fullread.txt,manifest/text,,factions:1|scripting:16|spawning:33|war_behavior:6,,5835
56,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/README.md,manifest/text,,factions:1|scripting:16|spawning:33|war_behavior:6,,5636
55,script/native candidate,tools/Apply_CodeRED_SCCL_Lane_Sort_From_Repo.ps1,repo/text,,scripting:31|spawning:16,create_actor,7442
55,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/read/tools__Apply_CodeRED_SCCL_Lane_Sort_From_Repo.ps1.fullread.txt,manifest/text,,scripting:31|spawning:16,create_actor,7667
55,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/edit/tools/Apply_CodeRED_SCCL_Lane_Sort_From_Repo.ps1,manifest/text,,scripting:31|spawning:16,create_actor,7442
55,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__Apply_CodeRED_SCCL_Lane_Sort_From_Repo.ps1.decompiled_source.txt,manifest/text,,scripting:31|spawning:16,create_actor,7816
54,tune/template pressure,scratch/script_workshop_pipeline/read_full/docs__CodeRED_Living_World_Station_Prep.md.fullread.txt,repo/text,blackwater,factions:14|spawning:14|weapons_pressure:3|world_hosts:2,population|refgroup,3021
54,tune/template pressure,scratch/script_workshop_pipeline/import_queue/docs/CodeRED_Living_World_Station_Prep.md,repo/text,blackwater,factions:14|spawning:14|weapons_pressure:3|world_hosts:2,population|refgroup,3021
54,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/docs/CodeRED_Living_World_Station_Prep.md,manifest/text,blackwater,factions:14|spawning:14|weapons_pressure:3|world_hosts:2,population|refgroup,3021
54,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/docs__CodeRED_Living_World_Station_Prep.md.decompiled.txt,repo/text,blackwater,factions:14|spawning:14|weapons_pressure:3|world_hosts:2,population|refgroup,3196
54,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/docs__CodeRED_Living_World_Station_Prep.md.fullread.txt,manifest/text,blackwater,factions:14|spawning:14|weapons_pressure:3|world_hosts:2,population|refgroup,3107
54,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/docs/CodeRED_Living_World_Station_Prep.md,manifest/text,blackwater,factions:14|spawning:14|weapons_pressure:3|world_hosts:2,population|refgroup,3021
54,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__docs__codered__actor_enum_editing_workflow.md.decompiled_source.txt,manifest/text,,factions:9|scripting:2|spawning:43,,4567
54,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__CodeRED_Living_World_Station_Prep.md.decompiled_source.txt,manifest/text,blackwater,factions:14|spawning:14|weapons_pressure:3|world_hosts:2,population|refgroup,3249
54,tune/template pressure,docs/CodeRED_Living_World_Station_Prep.md,repo/text,blackwater,factions:14|spawning:14|weapons_pressure:3|world_hosts:2,population|refgroup,3021
52,script/native candidate,tools/codered_ai_menu_doctor.py,repo/text,,scripting:7|spawning:5|world_hosts:32,create_actor,8223
52,research/reference,related_apps/Code_RED_ScriptHookRDR_AI_Menu/docs/codered/actor_enum_editing_workflow.md,repo/text,,factions:9|scripting:1|spawning:42,,4168
52,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/read/tools__codered_ai_menu_doctor.py.fullread.txt,manifest/text,,scripting:7|spawning:5|world_hosts:32,create_actor,8442
52,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__docs__codered__actor_enum_editing_workflow.md.fullread.txt,manifest/text,,factions:9|scripting:1|spawning:42,,4379
52,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/edit/tools/codered_ai_menu_doctor.py,manifest/text,,scripting:7|spawning:5|world_hosts:32,create_actor,8223
52,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/docs/codered/actor_enum_editing_workflow.md,manifest/text,,factions:9|scripting:1|spawning:42,,4168
52,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_ai_menu_doctor.py.decompiled_source.txt,manifest/text,,scripting:7|spawning:5|world_hosts:32,create_actor,8574
52,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_wsi_gringo_correlation_outputs__wsi_gringo_correlation_master.json.decompiled_source.txt,manifest/text,blackwater,spawning:1|weapons_pressure:3|world_hosts:43,,1316
52,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__CodeRED_Cutscene_Placement_Pass15_Build__README_PASS15_CUTSCENE_PLACEMENT_FINDINGS.txt.decompiled_source.txt,manifest/text,blackwater,scripting:5|spawning:17|world_hosts:17,refgroup,2687
50,tune/template pressure,research/CodeRED_Cutscene_Placement_Pass15_Build/README_PASS15_CUTSCENE_PLACEMENT_FINDINGS.txt,repo/text,blackwater,scripting:5|spawning:15|world_hosts:17,refgroup,2439
50,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__CodeRED_Cutscene_Placement_Pass15_Build__README_PASS15_CUTSCENE_PLACEMENT_FINDINGS.txt.fullread.txt,manifest/text,blackwater,scripting:5|spawning:15|world_hosts:17,refgroup,2492
50,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/CodeRED_Cutscene_Placement_Pass15_Build/README_PASS15_CUTSCENE_PLACEMENT_FINDINGS.txt,manifest/text,blackwater,scripting:5|spawning:15|world_hosts:17,refgroup,2439
49,tune/template pressure,research/car_truck_inventory/reference_entries.csv,repo/text,,weapons_pressure:6|world_hosts:43,,22458
49,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__car_truck_inventory__reference_entries.csv.fullread.txt,manifest/text,,weapons_pressure:6|world_hosts:43,,22542
49,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/car_truck_inventory/reference_entries.csv,manifest/text,,weapons_pressure:6|world_hosts:43,,22458
49,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__car_truck_inventory__reference_entries.csv.decompiled_source.txt,manifest/text,,weapons_pressure:6|world_hosts:43,,22693
49,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__script_workflow__native_registry__candidate_natives.csv.decompiled_source.txt,manifest/text,,scripting:9|spawning:14|world_hosts:10,create_actor|task_follow,1471
48,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/read/docs__script_workflow__native_registry__candidate_natives.csv.fullread.txt,manifest/text,,scripting:8|spawning:14|world_hosts:10,create_actor|task_follow,1312
48,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/edit/docs/script_workflow/native_registry/candidate_natives.csv,manifest/text,,scripting:8|spawning:14|world_hosts:10,create_actor|task_follow,1305
48,script/native candidate,docs/script_workflow/native_registry/candidate_natives.csv,repo/text,,scripting:8|spawning:14|world_hosts:10,create_actor|task_follow,1305
47,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__dualgun_left_hand_bypass__smic_player_hand_rows.csv.decompiled_source.txt,manifest/text,,factions:45|weapons_pressure:2,,15979
46,tune/template pressure,research/wft_wedt_attachment_lab/smic_player_hand_rows.csv,repo/text,,factions:45|weapons_pressure:1,,15714
46,tune/template pressure,research/dualgun_left_hand_bypass/smic_player_hand_rows.csv,repo/text,,factions:45|weapons_pressure:1,,15714
46,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__wft_wedt_attachment_lab__smic_player_hand_rows.csv.fullread.txt,manifest/text,,factions:45|weapons_pressure:1,,15819
46,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__dualgun_left_hand_bypass__smic_player_hand_rows.csv.fullread.txt,manifest/text,,factions:45|weapons_pressure:1,,15819
46,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/wft_wedt_attachment_lab/smic_player_hand_rows.csv,manifest/text,,factions:45|weapons_pressure:1,,15714
46,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/dualgun_left_hand_bypass/smic_player_hand_rows.csv,manifest/text,,factions:45|weapons_pressure:1,,15714
46,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__smic_player_hand_rows.csv.decompiled_source.txt,manifest/text,,factions:45|weapons_pressure:1,,15978
46,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__patches__CodeRED_native_bridge_merge_notes.md.decompiled_source.txt,manifest/text,,scripting:2|spawning:36,create_actor,2520
45,tune/template pressure,scratch/script_workshop_pipeline/decompiled_export/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__scripts__validate_vehicle_menu_probe.py.decompiled.txt,repo/text,,scripting:6|spawning:23,create_actor|streaming_request_actor,2274
45,script/native candidate,related_apps/Code_RED_ScriptHookRDR_AI_Menu/patches/CodeRED_native_bridge_merge_notes.md,repo/text,,scripting:1|spawning:36,create_actor,2242
45,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__patches__CodeRED_native_bridge_merge_notes.md.fullread.txt,manifest/text,,scripting:1|spawning:36,create_actor,2331
45,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/patches/CodeRED_native_bridge_merge_notes.md,manifest/text,,scripting:1|spawning:36,create_actor,2242
45,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_host_placement_resolver_outputs__single_placement_experiment_plan.md.decompiled_source.txt,manifest/text,blackwater,scripting:8|spawning:6|world_hosts:18,vehicle_generator,1916
45,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__CodeRED_Cutscene_Placement_Pass15_Build__reports__pass15_cutscene_placement_summary.json.decompiled_source.txt,manifest/text,blackwater,scripting:3|spawning:11|world_hosts:18,refgroup,3444
44,tune/template pressure,tools/codered_ui_update_mix_research.py,repo/text,,scripting:34|spawning:10,,10958
44,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/tools__codered_ui_update_mix_research.py.fullread.txt,manifest/text,,scripting:34|spawning:10,,11211
44,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/tools/codered_ui_update_mix_research.py,manifest/text,,scripting:34|spawning:10,,10958
44,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_ui_update_mix_research.py.decompiled_source.txt,manifest/text,,scripting:34|spawning:10,,11351
43,tune/template pressure,scratch/script_workshop_pipeline/read_full/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__scripts__validate_vehicle_menu_probe.py.fullread.txt,repo/text,,scripting:4|spawning:23,create_actor|streaming_request_actor,2026
43,tune/template pressure,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/scripts/validate_vehicle_menu_probe.py,repo/text,,scripting:4|spawning:23,create_actor|streaming_request_actor,2026
43,tune/template pressure,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/scripts/validate_vehicle_menu_probe.py,manifest/text,,scripting:4|spawning:23,create_actor|streaming_request_actor,2026
43,world host / gringo,research/blackwater_wsi_gringo_correlation_outputs/wsi_gringo_correlation_master.json,repo/text,,spawning:1|weapons_pressure:3|world_hosts:39,,1107
43,world host / gringo,research/blackwater_host_placement_resolver_outputs/single_placement_experiment_plan.md,repo/text,blackwater,scripting:8|spawning:4|world_hosts:18,vehicle_generator,1692
43,tune/template pressure,research/CodeRED_Cutscene_Placement_Pass15_Build/reports/pass15_cutscene_placement_summary.json,repo/text,blackwater,scripting:3|spawning:9|world_hosts:18,refgroup,3167
43,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__blackwater_wsi_gringo_correlation_outputs__wsi_gringo_correlation_master.json.fullread.txt,manifest/text,,spawning:1|weapons_pressure:3|world_hosts:39,,1130
43,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__blackwater_host_placement_resolver_outputs__single_placement_experiment_plan.md.fullread.txt,manifest/text,blackwater,scripting:8|spawning:4|world_hosts:18,vehicle_generator,1728
43,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__CodeRED_Cutscene_Placement_Pass15_Build__reports__pass15_cutscene_placement_summary.json.fullread.txt,manifest/text,blackwater,scripting:3|spawning:9|world_hosts:18,refgroup,3248
43,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/blackwater_wsi_gringo_correlation_outputs/wsi_gringo_correlation_master.json,manifest/text,,spawning:1|weapons_pressure:3|world_hosts:39,,1107
43,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/blackwater_host_placement_resolver_outputs/single_placement_experiment_plan.md,manifest/text,blackwater,scripting:8|spawning:4|world_hosts:18,vehicle_generator,1692
43,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/CodeRED_Cutscene_Placement_Pass15_Build/reports/pass15_cutscene_placement_summary.json,manifest/text,blackwater,scripting:3|spawning:9|world_hosts:18,refgroup,3167
42,research/reference,research/io_import_nr/gui_templ.py,repo/text,,scripting:36|spawning:6,,11271
42,research/reference,research/io_import_nr/gui1.py,repo/text,,scripting:36|spawning:6,,11188
42,research/reference,research/io_import_nr/gui0.py,repo/text,,scripting:36|spawning:6,,11188
42,tune/template pressure,research/CodeRED_VR_Motion_Controls_Research_Status_2026-04-30.md,repo/text,,scripting:1|spawning:1|war_behavior:5|weapons_pressure:32|world_hosts:3,,5753
42,research/reference,research/3D Ripper/importers/io_import_nr/gui_templ.py,repo/text,,scripting:36|spawning:6,,11271
42,research/reference,research/3D Ripper/importers/io_import_nr/gui1.py,repo/text,,scripting:36|spawning:6,,11188
42,research/reference,research/3D Ripper/importers/io_import_nr/gui0.py,repo/text,,scripting:36|spawning:6,,11188
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__io_import_nr__gui_templ.py.fullread.txt,manifest/text,,scripting:36|spawning:6,,11426
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__io_import_nr__gui1.py.fullread.txt,manifest/text,,scripting:36|spawning:6,,11343
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__io_import_nr__gui0.py.fullread.txt,manifest/text,,scripting:36|spawning:6,,11343
42,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__CodeRED_VR_Motion_Controls_Research_Status_2026-04-30.md.fullread.txt,manifest/text,,scripting:1|spawning:1|war_behavior:5|weapons_pressure:32|world_hosts:3,,5960
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__3D__Ripper__importers__io_import_nr__gui_templ.py.fullread.txt,manifest/text,,scripting:36|spawning:6,,11426
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__3D__Ripper__importers__io_import_nr__gui1.py.fullread.txt,manifest/text,,scripting:36|spawning:6,,11343
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__3D__Ripper__importers__io_import_nr__gui0.py.fullread.txt,manifest/text,,scripting:36|spawning:6,,11343
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/io_import_nr/gui_templ.py,manifest/text,,scripting:36|spawning:6,,11271
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/io_import_nr/gui1.py,manifest/text,,scripting:36|spawning:6,,11188
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/io_import_nr/gui0.py,manifest/text,,scripting:36|spawning:6,,11188
42,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/CodeRED_VR_Motion_Controls_Research_Status_2026-04-30.md,manifest/text,,scripting:1|spawning:1|war_behavior:5|weapons_pressure:32|world_hosts:3,,5753
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/3D Ripper/importers/io_import_nr/gui_templ.py,manifest/text,,scripting:36|spawning:6,,11271
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/3D Ripper/importers/io_import_nr/gui1.py,manifest/text,,scripting:36|spawning:6,,11188
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/3D Ripper/importers/io_import_nr/gui0.py,manifest/text,,scripting:36|spawning:6,,11188
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__io_import_nr__gui_templ.py.decompiled_source.txt,manifest/text,,scripting:36|spawning:6,,11561
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__io_import_nr__gui1.py.decompiled_source.txt,manifest/text,,scripting:36|spawning:6,,11473
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__io_import_nr__gui0.py.decompiled_source.txt,manifest/text,,scripting:36|spawning:6,,11473
42,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__CodeRED_VR_Motion_Controls_Research_Status_2026-04-30.md.decompiled_source.txt,manifest/text,,scripting:1|spawning:1|war_behavior:5|weapons_pressure:32|world_hosts:3,,6126
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__3D__Ripper__importers__io_import_nr__gui_templ.py.decompiled_source.txt,manifest/text,,scripting:36|spawning:6,,11581
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__3D__Ripper__importers__io_import_nr__gui1.py.decompiled_source.txt,manifest/text,,scripting:36|spawning:6,,11493
42,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__3D__Ripper__importers__io_import_nr__gui0.py.decompiled_source.txt,manifest/text,,scripting:36|spawning:6,,11493
42,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__code-red-script-workflow__SCRIPT_FEATURE_STATUS.md.decompiled_source.txt,manifest/text,,factions:1|scripting:13|spawning:12|war_behavior:2|world_hosts:14,,3084
40,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/docs__code-red-script-workflow__SCRIPT_FEATURE_STATUS.md.fullread.txt,manifest/text,,factions:1|scripting:11|spawning:12|war_behavior:2|world_hosts:14,,2929
40,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/docs/code-red-script-workflow/SCRIPT_FEATURE_STATUS.md,manifest/text,,factions:1|scripting:11|spawning:12|war_behavior:2|world_hosts:14,,2883
40,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__docs__codered__trainer_ai_control_handoff_v1.md.decompiled_source.txt,manifest/text,,factions:3|scripting:2|spawning:9|war_behavior:1|weapons_pressure:1|world_hosts:24,,3816
40,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__code-red-script-workflow__ACTOR_TRAVEL_MENU_PLAN.md.decompiled_source.txt,manifest/text,,factions:1|scripting:1|spawning:33|war_behavior:4|world_hosts:1,,3261
40,tune/template pressure,docs/code-red-script-workflow/SCRIPT_FEATURE_STATUS.md,repo/text,,factions:1|scripting:11|spawning:12|war_behavior:2|world_hosts:14,,2883
38,archive patch lane,related_apps/Code_RED_ScriptHookRDR_AI_Menu/docs/codered/trainer_ai_control_handoff_v1.md,repo/text,,factions:3|scripting:1|spawning:9|war_behavior:1|weapons_pressure:1|world_hosts:23,,3513
38,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__docs__codered__trainer_ai_control_handoff_v1.md.fullread.txt,manifest/text,,factions:3|scripting:1|spawning:9|war_behavior:1|weapons_pressure:1|world_hosts:23,,3626
38,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/docs__code-red-script-workflow__ACTOR_TRAVEL_MENU_PLAN.md.fullread.txt,manifest/text,,factions:1|spawning:32|war_behavior:4|world_hosts:1,,3105
38,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/docs/codered/trainer_ai_control_handoff_v1.md,manifest/text,,factions:3|scripting:1|spawning:9|war_behavior:1|weapons_pressure:1|world_hosts:23,,3513
38,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/docs/code-red-script-workflow/ACTOR_TRAVEL_MENU_PLAN.md,manifest/text,,factions:1|spawning:32|war_behavior:4|world_hosts:1,,2977
38,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__dualgun_left_hand_bypass__source_script_hook_dualgun_attachment_plan.json.decompiled_source.txt,manifest/text,,scripting:5|spawning:2|war_behavior:1|weapons_pressure:30,,5725
38,research/reference,docs/code-red-script-workflow/ACTOR_TRAVEL_MENU_PLAN.md,repo/text,,factions:1|spawning:32|war_behavior:4|world_hosts:1,,2977
37,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__script_hook_dualgun_attachment_plan.json.decompiled_source.txt,manifest/text,,scripting:5|spawning:2|war_behavior:1|weapons_pressure:29,,5717
37,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__multiplayer_update_thread_audit.json.decompiled_source.txt,manifest/text,fort mercer|gaptooth,scripting:20|spawning:3|war_behavior:3|world_hosts:1,,13370
37,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_539_0x18C43.txt.decompiled_source.txt,manifest/text,,scripting:6|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7991
37,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_369_0x10C43.txt.decompiled_source.txt,manifest/text,,scripting:6|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7991
36,research/reference,research/multiplayer_update_thread_audit.json,repo/text,fort mercer|gaptooth,scripting:19|spawning:3|war_behavior:3|world_hosts:1,,12889
36,world host / gringo,research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_539_0x18C43.txt,repo/text,,scripting:5|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7597
36,world host / gringo,research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_369_0x10C43.txt,repo/text,,scripting:5|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7597
36,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__multiplayer_update_thread_audit.json.fullread.txt,manifest/text,fort mercer|gaptooth,scripting:19|spawning:3|war_behavior:3|world_hosts:1,,13224
36,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_539_0x18C43.txt.fullread.txt,manifest/text,,scripting:5|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7809
36,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__Code_RED_CarTruck_MissionRecipe_Pass29__evidence__Function_369_0x10C43.txt.fullread.txt,manifest/text,,scripting:5|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7809
36,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/multiplayer_update_thread_audit.json,manifest/text,fort mercer|gaptooth,scripting:19|spawning:3|war_behavior:3|world_hosts:1,,12889
36,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_539_0x18C43.txt,manifest/text,,scripting:5|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7597
36,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/Code_RED_CarTruck_MissionRecipe_Pass29/evidence/Function_369_0x10C43.txt,manifest/text,,scripting:5|spawning:19|weapons_pressure:3|world_hosts:1,task_stand,7597
35,tune/template pressure,research/wft_wedt_attachment_lab/script_hook_dualgun_attachment_plan.json,repo/text,,scripting:4|spawning:2|war_behavior:1|weapons_pressure:28,,5384
35,tune/template pressure,research/dualgun_left_hand_bypass/source_script_hook_dualgun_attachment_plan.json,repo/text,,scripting:4|spawning:2|war_behavior:1|weapons_pressure:28,,5384
35,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__wft_wedt_attachment_lab__script_hook_dualgun_attachment_plan.json.fullread.txt,manifest/text,,scripting:4|spawning:2|war_behavior:1|weapons_pressure:28,,5543
35,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__dualgun_left_hand_bypass__source_script_hook_dualgun_attachment_plan.json.fullread.txt,manifest/text,,scripting:4|spawning:2|war_behavior:1|weapons_pressure:28,,5543
35,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/wft_wedt_attachment_lab/script_hook_dualgun_attachment_plan.json,manifest/text,,scripting:4|spawning:2|war_behavior:1|weapons_pressure:28,,5384
35,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/dualgun_left_hand_bypass/source_script_hook_dualgun_attachment_plan.json,manifest/text,,scripting:4|spawning:2|war_behavior:1|weapons_pressure:28,,5384
34,archive patch lane,research/wft_wedt_attachment_lab/complete_fragment_bundles_sample.csv,repo/text,,factions:30|weapons_pressure:4,,4052
34,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/read/research__wft_wedt_attachment_lab__complete_fragment_bundles_sample.csv.fullread.txt,manifest/text,,factions:30|weapons_pressure:4,,4073
34,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/edit/research/wft_wedt_attachment_lab/complete_fragment_bundles_sample.csv,manifest/text,,factions:30|weapons_pressure:4,,4052
34,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__complete_fragment_bundles_sample.csv.decompiled_source.txt,manifest/text,,factions:30|weapons_pressure:4,,4243
34,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_host_placement_resolver_outputs__host_reference_summary.csv.decompiled_source.txt,manifest/text,blackwater,spawning:1|world_hosts:28,,2070
33,world host / gringo,research/blackwater_host_placement_resolver_outputs/host_reference_summary.csv,repo/text,blackwater,world_hosts:28,,1879
33,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__blackwater_host_placement_resolver_outputs__host_reference_summary.csv.fullread.txt,manifest/text,blackwater,world_hosts:28,,1891
33,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/blackwater_host_placement_resolver_outputs/host_reference_summary.csv,manifest/text,blackwater,world_hosts:28,,1879
33,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/docs__script_workflow__README.md.decompiled_source.txt,manifest/text,,scripting:9|spawning:13|war_behavior:2|world_hosts:9,,2902
32,archive patch lane,tools/codered_override_menu_finder.py,repo/text,,factions:1|scripting:29|spawning:2,,10583
