# Code RED source/decompiled export
# Source: data/codered/faction_wars_targets.csv
# SHA1: b37f585be34a741f127b9af9c307ae0cd6b7a692

score,category,path,source_kind,regions,groups,high_value_terms,size 
1136,script/native candidate,scratch/script_workshop_pipeline/recompile_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/RDR/natives32.h,repo/text,tumbleweed,factions:32|scripting:183|spawning:540|war_behavior:76|weapons_pressure:87|world_hosts:133,ai_is_hostile|create_actor|get_actor_faction|population|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander,207484
1136,script/native candidate,scratch/script_workshop_pipeline/read_full/related_apps__code_red_sccl_attempt_bundle_v1__code_red_script_compile_lab_v1__include__RDR__natives32.h.fullread.txt,repo/text,tumbleweed,factions:32|scripting:183|spawning:540|war_behavior:76|weapons_pressure:87|world_hosts:133,ai_is_hostile|create_actor|get_actor_faction|population|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander,207484
1136,script/native candidate,scratch/script_workshop_pipeline/import_queue/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/RDR/natives32.h,repo/text,tumbleweed,factions:32|scripting:183|spawning:540|war_behavior:76|weapons_pressure:87|world_hosts:133,ai_is_hostile|create_actor|get_actor_faction|population|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander,207484
1136,script/native candidate,scratch/script_workshop_pipeline/edit_workspace/related_apps/code_red_sccl_attempt_bundle_v1/code_red_script_compile_lab_v1/include/RDR/natives32.h,manifest/text,tumbleweed,factions:32|scripting:183|spawning:540|war_behavior:76|weapons_pressure:87|world_hosts:133,ai_is_hostile|create_actor|get_actor_faction|population|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander,207484
1125,archive patch lane,research/wft_wedt_attachment_lab/candidate_transforms.csv,repo/text,,factions:921|weapons_pressure:204,,376839
1125,research/reference,research/extracted_root_research/cutscenes_findings.csv,repo/text,,factions:23|scripting:25|spawning:271|war_behavior:7|weapons_pressure:252|world_hosts:523,commongringos|gringobrain|vehicle_generator,250190
1125,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/read/research__wft_wedt_attachment_lab__candidate_transforms.csv.fullread.txt,manifest/text,,factions:921|weapons_pressure:204,,377774
1125,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/research__extracted_root_research__cutscenes_findings.csv.fullread.txt,manifest/text,,factions:23|scripting:25|spawning:271|war_behavior:7|weapons_pressure:252|world_hosts:523,commongringos|gringobrain|vehicle_generator,250306
1125,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/edit/research/wft_wedt_attachment_lab/candidate_transforms.csv,manifest/text,,factions:921|weapons_pressure:204,,376839
1125,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/research/extracted_root_research/cutscenes_findings.csv,manifest/text,,factions:23|scripting:25|spawning:271|war_behavior:7|weapons_pressure:252|world_hosts:523,commongringos|gringobrain|vehicle_generator,250190
1125,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__candidate_transforms.csv.decompiled_source.txt,manifest/text,,factions:921|weapons_pressure:204,,377932
1125,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__extracted_root_research__cutscenes_findings.csv.decompiled_source.txt,manifest/text,,factions:23|scripting:25|spawning:271|war_behavior:7|weapons_pressure:252|world_hosts:523,commongringos|gringobrain|vehicle_generator,250462
1088,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__data__codered__rosters__npc_roster_law_gang_companion.txt.decompiled_source.txt,manifest/text,,factions:655|scripting:1|spawning:418|weapons_pressure:2|world_hosts:12,,22953
1087,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/data__codered__rosters__npc_roster_law_gang_companion.txt.decompiled_source.txt,manifest/text,,factions:655|spawning:418|weapons_pressure:2|world_hosts:12,,22909
1085,research/reference,related_apps/Code_RED_ScriptHookRDR_AI_Menu/data/codered/rosters/npc_roster_law_gang_companion.txt,repo/text,,factions:653|spawning:418|weapons_pressure:2|world_hosts:12,,22336
1085,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__data__codered__rosters__npc_roster_law_gang_companion.txt.fullread.txt,manifest/text,,factions:653|spawning:418|weapons_pressure:2|world_hosts:12,,22754
1085,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/data__codered__rosters__npc_roster_law_gang_companion.txt.fullread.txt,manifest/text,,factions:653|spawning:418|weapons_pressure:2|world_hosts:12,,22754
1085,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/data/codered/rosters/npc_roster_law_gang_companion.txt,manifest/text,,factions:653|spawning:418|weapons_pressure:2|world_hosts:12,,22336
1085,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/data/codered/rosters/npc_roster_law_gang_companion.txt,manifest/text,,factions:653|spawning:418|weapons_pressure:2|world_hosts:12,,22336
1085,research/reference,data/codered/rosters/npc_roster_law_gang_companion.txt,repo/text,,factions:653|spawning:418|weapons_pressure:2|world_hosts:12,,22336
1061,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Tune__-__Mirage__Spawner__Prop__List.xml.decompiled_source.txt,manifest/text,armadillo|blackwater|gaptooth|manzanita|mexico|tumbleweed,factions:531|scripting:29|spawning:36|war_behavior:65|weapons_pressure:185|world_hosts:185,,113235
1060,tune/template pressure,research/Tune - Mirage Spawner/Prop List.xml,repo/text,armadillo|blackwater|gaptooth|manzanita|mexico|tumbleweed,factions:531|scripting:29|spawning:35|war_behavior:65|weapons_pressure:185|world_hosts:185,,108541
1060,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__Tune__-__Mirage__Spawner__Prop__List.xml.fullread.txt,manifest/text,armadillo|blackwater|gaptooth|manzanita|mexico|tumbleweed,factions:531|scripting:29|spawning:35|war_behavior:65|weapons_pressure:185|world_hosts:185,,113090
1060,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/Tune - Mirage Spawner/Prop List.xml,manifest/text,armadillo|blackwater|gaptooth|manzanita|mexico|tumbleweed,factions:531|scripting:29|spawning:35|war_behavior:65|weapons_pressure:185|world_hosts:185,,108541
1002,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/data__codered__script_workshop_compile_candidates.json.decompiled_source.txt,manifest/text,armadillo|blackwater,factions:26|scripting:181|spawning:473|war_behavior:77|weapons_pressure:94|world_hosts:69,ai_is_hostile|create_actor|get_actor_faction|population|set_actor_faction|task_follow|task_kill|task_stand|task_wander,134465
1001,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/read/data__codered__script_workshop_compile_candidates.json.fullread.txt,manifest/text,armadillo|blackwater,factions:26|scripting:180|spawning:473|war_behavior:77|weapons_pressure:94|world_hosts:69,ai_is_hostile|create_actor|get_actor_faction|population|set_actor_faction|task_follow|task_kill|task_stand|task_wander,134312
1001,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/edit/data/codered/script_workshop_compile_candidates.json,manifest/text,armadillo|blackwater,factions:26|scripting:180|spawning:473|war_behavior:77|weapons_pressure:94|world_hosts:69,ai_is_hostile|create_actor|get_actor_faction|population|set_actor_faction|task_follow|task_kill|task_stand|task_wander,129184
1001,script/native candidate,data/codered/script_workshop_compile_candidates.json,repo/text,armadillo|blackwater,factions:26|scripting:180|spawning:473|war_behavior:77|weapons_pressure:94|world_hosts:69,ai_is_hostile|create_actor|get_actor_faction|population|set_actor_faction|task_follow|task_kill|task_stand|task_wander,129184
987,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__modified_xml__placementglobals_15_50_rival_gang_towns.xml.decompiled_source.txt,manifest/text,blackwater|landing|thieves,factions:196|scripting:23|spawning:435|war_behavior:145|weapons_pressure:11|world_hosts:162,,32183
984,tune/template pressure,research/modified_xml/placementglobals_15_50_rival_gang_towns.xml,repo/text,blackwater|landing|thieves,factions:195|scripting:23|spawning:434|war_behavior:145|weapons_pressure:11|world_hosts:161,,31145
984,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__modified_xml__placementglobals_15_50_rival_gang_towns.xml.fullread.txt,manifest/text,blackwater|landing|thieves,factions:195|scripting:23|spawning:434|war_behavior:145|weapons_pressure:11|world_hosts:161,,32017
984,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/modified_xml/placementglobals_15_50_rival_gang_towns.xml,manifest/text,blackwater|landing|thieves,factions:195|scripting:23|spawning:434|war_behavior:145|weapons_pressure:11|world_hosts:161,,31145
955,tune/template pressure,research/wft_wedt_attachment_lab/smic_attachment_map.csv,repo/text,,factions:45|spawning:18|weapons_pressure:838|world_hosts:54,,119028
955,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__wft_wedt_attachment_lab__smic_attachment_map.csv.fullread.txt,manifest/text,,factions:45|spawning:18|weapons_pressure:838|world_hosts:54,,119920
955,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/wft_wedt_attachment_lab/smic_attachment_map.csv,manifest/text,,factions:45|spawning:18|weapons_pressure:838|world_hosts:54,,119028
955,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__smic_attachment_map.csv.decompiled_source.txt,manifest/text,,factions:45|spawning:18|weapons_pressure:838|world_hosts:54,,120077
939,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__faction_wars__FW_TARGET_PLAN.md.decompiled_source.txt,manifest/text,armadillo|blackwater|chuparosa|escalera|fort mercer|gaptooth|henningan|landing|macfarlane|manzanita|mexico|new austin|nuevo paraiso|plainview|rathskeller|ridgewood|rio bravo|tall trees|thieves|tumbleweed,factions:64|scripting:149|spawning:284|war_behavior:11|weapons_pressure:43|world_hosts:176,ai_is_hostile|commongringos|create_actor|get_actor_faction|gringobrain|population|refgroup|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander|vehicle_generator,45376
938,tune/template pressure,research/faction_wars/FW_TARGET_PLAN.md,repo/text,armadillo|blackwater|chuparosa|escalera|fort mercer|gaptooth|henningan|landing|macfarlane|manzanita|mexico|new austin|nuevo paraiso|plainview|rathskeller|ridgewood|rio bravo|tall trees|thieves|tumbleweed,factions:63|scripting:149|spawning:284|war_behavior:11|weapons_pressure:43|world_hosts:176,ai_is_hostile|commongringos|create_actor|get_actor_faction|gringobrain|population|refgroup|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander|vehicle_generator,44920
938,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__faction_wars__FW_TARGET_PLAN.md.fullread.txt,manifest/text,armadillo|blackwater|chuparosa|escalera|fort mercer|gaptooth|henningan|landing|macfarlane|manzanita|mexico|new austin|nuevo paraiso|plainview|rathskeller|ridgewood|rio bravo|tall trees|thieves|tumbleweed,factions:63|scripting:149|spawning:284|war_behavior:11|weapons_pressure:43|world_hosts:176,ai_is_hostile|commongringos|create_actor|get_actor_faction|gringobrain|population|refgroup|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander|vehicle_generator,45236
938,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/faction_wars/FW_TARGET_PLAN.md,manifest/text,armadillo|blackwater|chuparosa|escalera|fort mercer|gaptooth|henningan|landing|macfarlane|manzanita|mexico|new austin|nuevo paraiso|plainview|rathskeller|ridgewood|rio bravo|tall trees|thieves|tumbleweed,factions:63|scripting:149|spawning:284|war_behavior:11|weapons_pressure:43|world_hosts:176,ai_is_hostile|commongringos|create_actor|get_actor_faction|gringobrain|population|refgroup|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander|vehicle_generator,44920
912,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__dualgun_left_hand_bypass__smic_gunbelt_rows.csv.decompiled_source.txt,manifest/text,,spawning:18|weapons_pressure:840|world_hosts:54,,103177
911,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__wft_wedt_attachment_lab__smic_gunbelt_rows.csv.decompiled_source.txt,manifest/text,,spawning:18|weapons_pressure:839|world_hosts:54,,103176
910,tune/template pressure,research/wft_wedt_attachment_lab/smic_gunbelt_rows.csv,repo/text,,spawning:18|weapons_pressure:838|world_hosts:54,,102243
910,tune/template pressure,research/dualgun_left_hand_bypass/smic_gunbelt_rows.csv,repo/text,,spawning:18|weapons_pressure:838|world_hosts:54,,102243
910,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__wft_wedt_attachment_lab__smic_gunbelt_rows.csv.fullread.txt,manifest/text,,spawning:18|weapons_pressure:838|world_hosts:54,,103021
910,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__dualgun_left_hand_bypass__smic_gunbelt_rows.csv.fullread.txt,manifest/text,,spawning:18|weapons_pressure:838|world_hosts:54,,103021
910,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/wft_wedt_attachment_lab/smic_gunbelt_rows.csv,manifest/text,,spawning:18|weapons_pressure:838|world_hosts:54,,102243
910,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/dualgun_left_hand_bypass/smic_gunbelt_rows.csv,manifest/text,,spawning:18|weapons_pressure:838|world_hosts:54,,102243
833,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_wsi_gringo_correlation_outputs__wsi_wgd_correlations.csv.decompiled_source.txt,manifest/text,blackwater,world_hosts:828,,89551
832,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__CodeRED_AI_Menu.bridge_candidate.cpp.decompiled_source.txt,manifest/text,,factions:112|scripting:102|spawning:511|war_behavior:38|weapons_pressure:4|world_hosts:1,ai_is_hostile|create_actor|get_actor_faction|set_actor_faction|task_follow|task_kill|task_stand|task_wander,61581
831,script/native candidate,related_apps/Code_RED_ScriptHookRDR_AI_Menu/CodeRED_AI_Menu.bridge_candidate.cpp,repo/text,,factions:112|scripting:101|spawning:511|war_behavior:38|weapons_pressure:4|world_hosts:1,ai_is_hostile|create_actor|get_actor_faction|set_actor_faction|task_follow|task_kill|task_stand|task_wander,59828
831,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__CodeRED_AI_Menu.bridge_candidate.cpp.fullread.txt,manifest/text,,factions:112|scripting:101|spawning:511|war_behavior:38|weapons_pressure:4|world_hosts:1,ai_is_hostile|create_actor|get_actor_faction|set_actor_faction|task_follow|task_kill|task_stand|task_wander,61400
831,script/native candidate,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/CodeRED_AI_Menu.bridge_candidate.cpp,manifest/text,,factions:112|scripting:101|spawning:511|war_behavior:38|weapons_pressure:4|world_hosts:1,ai_is_hostile|create_actor|get_actor_faction|set_actor_faction|task_follow|task_kill|task_stand|task_wander,59828
829,world host / gringo,research/blackwater_wsi_gringo_correlation_outputs/wsi_wgd_correlations.csv,repo/text,blackwater,world_hosts:824,,89103
829,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__blackwater_wsi_gringo_correlation_outputs__wsi_wgd_correlations.csv.fullread.txt,manifest/text,blackwater,world_hosts:824,,89375
829,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/blackwater_wsi_gringo_correlation_outputs/wsi_wgd_correlations.csv,manifest/text,blackwater,world_hosts:824,,89103
705,archive patch lane,research/Code_RED_Car_Truck_FBI_Pass26_RESEARCH/reports/fbi_car_truck_raw_hits.csv,repo/text,,scripting:496|spawning:174|weapons_pressure:2|world_hosts:33,,79639
705,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/read/research__Code_RED_Car_Truck_FBI_Pass26_RESEARCH__reports__fbi_car_truck_raw_hits.csv.fullread.txt,manifest/text,,scripting:496|spawning:174|weapons_pressure:2|world_hosts:33,,79863
705,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/edit/research/Code_RED_Car_Truck_FBI_Pass26_RESEARCH/reports/fbi_car_truck_raw_hits.csv,manifest/text,,scripting:496|spawning:174|weapons_pressure:2|world_hosts:33,,79639
705,archive patch lane,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__Code_RED_Car_Truck_FBI_Pass26_RESEARCH__reports__fbi_car_truck_raw_hits.csv.decompiled_source.txt,manifest/text,,scripting:496|spawning:174|weapons_pressure:2|world_hosts:33,,80046
652,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_wsi_gringo_correlation_outputs__wsi_annotation_candidate_hosts.csv.decompiled_source.txt,manifest/text,blackwater,spawning:92|world_hosts:555,,38136
649,world host / gringo,research/blackwater_wsi_gringo_correlation_outputs/wsi_annotation_candidate_hosts.csv,repo/text,blackwater,spawning:92|world_hosts:552,,37857
649,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__blackwater_wsi_gringo_correlation_outputs__wsi_annotation_candidate_hosts.csv.fullread.txt,manifest/text,blackwater,spawning:92|world_hosts:552,,37950
649,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/blackwater_wsi_gringo_correlation_outputs/wsi_annotation_candidate_hosts.csv,manifest/text,blackwater,spawning:92|world_hosts:552,,37857
561,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_wsi_gringo_correlation_outputs__wsi_keyword_string_hits.csv.decompiled_source.txt,manifest/text,blackwater,world_hosts:556,,82497
558,world host / gringo,research/blackwater_wsi_gringo_correlation_outputs/wsi_keyword_string_hits.csv,repo/text,blackwater,world_hosts:553,,82046
558,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__blackwater_wsi_gringo_correlation_outputs__wsi_keyword_string_hits.csv.fullread.txt,manifest/text,blackwater,world_hosts:553,,82318
558,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/blackwater_wsi_gringo_correlation_outputs/wsi_keyword_string_hits.csv,manifest/text,blackwater,world_hosts:553,,82046
494,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__data__codered__rosters__npc_roster_gangs.txt.decompiled_source.txt,manifest/text,,factions:352|scripting:1|spawning:141,,8099
493,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/data__codered__rosters__npc_roster_gangs.txt.decompiled_source.txt,manifest/text,,factions:352|spawning:141,,8055
492,research/reference,related_apps/Code_RED_ScriptHookRDR_AI_Menu/data/codered/rosters/npc_roster_gangs.txt,repo/text,,factions:351|spawning:141,,7772
492,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__data__codered__rosters__npc_roster_gangs.txt.fullread.txt,manifest/text,,factions:351|spawning:141,,7913
492,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/data__codered__rosters__npc_roster_gangs.txt.fullread.txt,manifest/text,,factions:351|spawning:141,,7913
492,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/data/codered/rosters/npc_roster_gangs.txt,manifest/text,,factions:351|spawning:141,,7772
492,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/data/codered/rosters/npc_roster_gangs.txt,manifest/text,,factions:351|spawning:141,,7772
492,research/reference,data/codered/rosters/npc_roster_gangs.txt,repo/text,,factions:351|spawning:141,,7772
467,tune/template pressure,research/IMPORTANT_readable_root_index_2026-05-02/ai_readable_root_index.md,repo/text,,factions:122|scripting:45|spawning:163|war_behavior:38|weapons_pressure:3|world_hosts:80,population|task_follow,18657
467,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__IMPORTANT_readable_root_index_2026-05-02__ai_readable_root_index.md.fullread.txt,manifest/text,,factions:122|scripting:45|spawning:163|war_behavior:38|weapons_pressure:3|world_hosts:80,population|task_follow,18785
467,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/IMPORTANT_readable_root_index_2026-05-02/ai_readable_root_index.md,manifest/text,,factions:122|scripting:45|spawning:163|war_behavior:38|weapons_pressure:3|world_hosts:80,population|task_follow,18657
467,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__IMPORTANT_readable_root_index_2026-05-02__ai_readable_root_index.md.decompiled_source.txt,manifest/text,,factions:122|scripting:45|spawning:163|war_behavior:38|weapons_pressure:3|world_hosts:80,population|task_follow,18961
466,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/tools__codered_faction_wars_pipeline.py.decompiled_source.txt,manifest/text,armadillo|blackwater|chuparosa|escalera|fort mercer|gaptooth|henningan|landing|macfarlane|manzanita|mexico|new austin|nuevo paraiso|plainview|rathskeller|ridgewood|rio bravo|tall trees|thieves|tumbleweed,factions:59|scripting:45|spawning:55|war_behavior:22|weapons_pressure:21|world_hosts:52,ai_is_hostile|commongringos|create_actor|get_actor_faction|gringobrain|population|refgroup|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander|vehicle_generator,19542
465,tune/template pressure,tools/codered_faction_wars_pipeline.py,repo/text,armadillo|blackwater|chuparosa|escalera|fort mercer|gaptooth|henningan|landing|macfarlane|manzanita|mexico|new austin|nuevo paraiso|plainview|rathskeller|ridgewood|rio bravo|tall trees|thieves|tumbleweed,factions:58|scripting:45|spawning:55|war_behavior:22|weapons_pressure:21|world_hosts:52,ai_is_hostile|commongringos|create_actor|get_actor_faction|gringobrain|population|refgroup|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander|vehicle_generator,18928
465,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/tools__codered_faction_wars_pipeline.py.fullread.txt,manifest/text,armadillo|blackwater|chuparosa|escalera|fort mercer|gaptooth|henningan|landing|macfarlane|manzanita|mexico|new austin|nuevo paraiso|plainview|rathskeller|ridgewood|rio bravo|tall trees|thieves|tumbleweed,factions:58|scripting:45|spawning:55|war_behavior:22|weapons_pressure:21|world_hosts:52,ai_is_hostile|commongringos|create_actor|get_actor_faction|gringobrain|population|refgroup|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander|vehicle_generator,19403
465,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/tools/codered_faction_wars_pipeline.py,manifest/text,armadillo|blackwater|chuparosa|escalera|fort mercer|gaptooth|henningan|landing|macfarlane|manzanita|mexico|new austin|nuevo paraiso|plainview|rathskeller|ridgewood|rio bravo|tall trees|thieves|tumbleweed,factions:58|scripting:45|spawning:55|war_behavior:22|weapons_pressure:21|world_hosts:52,ai_is_hostile|commongringos|create_actor|get_actor_faction|gringobrain|population|refgroup|set_actor_faction|streaming_request_actor|task_follow|task_kill|task_stand|task_wander|vehicle_generator,18928
452,tune/template pressure,research/CodeRED_Project_Research_Master_Chat_Source_2026-04-29.md,repo/text,blackwater,factions:4|scripting:58|spawning:42|war_behavior:6|weapons_pressure:12|world_hosts:293,commongringos|gringobrain|refgroup|vehicle_generator,28857
452,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/read/research__CodeRED_Project_Research_Master_Chat_Source_2026-04-29.md.fullread.txt,manifest/text,blackwater,factions:4|scripting:58|spawning:42|war_behavior:6|weapons_pressure:12|world_hosts:293,commongringos|gringobrain|refgroup|vehicle_generator,30041
452,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/edit/research/CodeRED_Project_Research_Master_Chat_Source_2026-04-29.md,manifest/text,blackwater,factions:4|scripting:58|spawning:42|war_behavior:6|weapons_pressure:12|world_hosts:293,commongringos|gringobrain|refgroup|vehicle_generator,28857
452,tune/template pressure,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__CodeRED_Project_Research_Master_Chat_Source_2026-04-29.md.decompiled_source.txt,manifest/text,blackwater,factions:4|scripting:58|spawning:42|war_behavior:6|weapons_pressure:12|world_hosts:293,commongringos|gringobrain|refgroup|vehicle_generator,30208
424,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/related_apps__Code_RED_ScriptHookRDR_AI_Menu__data__codered__rosters__npc_roster_lawmen.txt.decompiled_source.txt,manifest/text,,factions:299|scripting:1|spawning:112|world_hosts:12,,6457
423,research/reference,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/data__codered__rosters__npc_roster_lawmen.txt.decompiled_source.txt,manifest/text,,factions:299|spawning:112|world_hosts:12,,6413
421,research/reference,related_apps/Code_RED_ScriptHookRDR_AI_Menu/data/codered/rosters/npc_roster_lawmen.txt,repo/text,,factions:297|spawning:112|world_hosts:12,,6158
421,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/related_apps__Code_RED_ScriptHookRDR_AI_Menu__data__codered__rosters__npc_roster_lawmen.txt.fullread.txt,manifest/text,,factions:297|spawning:112|world_hosts:12,,6270
421,research/reference,related_apps/CodeRED_Script_Workshop/workspace/read/data__codered__rosters__npc_roster_lawmen.txt.fullread.txt,manifest/text,,factions:297|spawning:112|world_hosts:12,,6270
421,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/related_apps/Code_RED_ScriptHookRDR_AI_Menu/data/codered/rosters/npc_roster_lawmen.txt,manifest/text,,factions:297|spawning:112|world_hosts:12,,6158
421,research/reference,related_apps/CodeRED_Script_Workshop/workspace/edit/data/codered/rosters/npc_roster_lawmen.txt,manifest/text,,factions:297|spawning:112|world_hosts:12,,6158
421,research/reference,data/codered/rosters/npc_roster_lawmen.txt,repo/text,,factions:297|spawning:112|world_hosts:12,,6158
419,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_wsi_gringo_correlation_outputs__wsi_gringo_annotation_hosts.csv.decompiled_source.txt,manifest/text,blackwater,spawning:99|world_hosts:315,,31756
415,world host / gringo,research/blackwater_wsi_gringo_correlation_outputs/wsi_gringo_annotation_hosts.csv,repo/text,blackwater,spawning:99|world_hosts:311,,31473
415,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__blackwater_wsi_gringo_correlation_outputs__wsi_gringo_annotation_hosts.csv.fullread.txt,manifest/text,blackwater,spawning:99|world_hosts:311,,31573
415,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/blackwater_wsi_gringo_correlation_outputs/wsi_gringo_annotation_hosts.csv,manifest/text,blackwater,spawning:99|world_hosts:311,,31473
335,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/decompiled_export/research__blackwater_host_placement_resolver_outputs__blackwater_host_candidates.json.decompiled_source.txt,manifest/text,blackwater,spawning:43|world_hosts:287,,62651
334,world host / gringo,research/blackwater_host_placement_resolver_outputs/blackwater_host_candidates.json,repo/text,blackwater,spawning:42|world_hosts:287,,61203
334,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/read/research__blackwater_host_placement_resolver_outputs__blackwater_host_candidates.json.fullread.txt,manifest/text,blackwater,spawning:42|world_hosts:287,,62467
334,world host / gringo,related_apps/CodeRED_Script_Workshop/workspace/edit/research/blackwater_host_placement_resolver_outputs/blackwater_host_candidates.json,manifest/text,blackwater,spawning:42|world_hosts:287,,61203
295,tune/template pressure,research/car_truck_inventory/car_truck_inventory.json,repo/text,,factions:6|scripting:55|spawning:22|weapons_pressure:10|world_hosts:186,gringobrain|vehicle_generator,159932
