index,type,path,name,extension,offset,size_in_archive,total_size,is_resource,is_compressed,resource_type
0,dir,root,root,,,,,,,
1,dir,root/content,content,,,,,,,
2,dir,root/content/dlc,dlc,,,,,,,
3,dir,root/content/ai,ai,,,,,,,
4,dir,root/content/init,init,,,,,,,
5,dir,root/content/ui,ui,,,,,,,
6,file,root/content/rdr2_achievements.xml,rdr2_achievements.xml,.xml,877672,1293,20499,False,True,
7,dir,root/content/release64,release64,,,,,,,
8,dir,root/content/ambient,ambient,,,,,,,
9,file,root/content/rdr2_challenges.xml,rdr2_challenges.xml,.xml,878968,604,6915,False,True,
10,dir,root/content/release,release,,,,,,,
11,dir,root/content/dlc/zombiepack,zombiepack,,,,,,,
12,dir,root/content/dlc/ultimate,ultimate,,,,,,,
13,dir,root/content/dlc/mooutfitspack,mooutfitspack,,,,,,,
14,file,root/content/dlc/zombiepack/zombie.tr,zombie.tr,.tr,19831992,1911,8684,False,True,
15,file,root/content/dlc/zombiepack/description.txt,description.txt,.txt,19717584,142,153,False,True,
16,file,root/content/dlc/zombiepack/dlctuerrormsg.strtbl,dlctuerrormsg.strtbl,.strtbl,19717728,2422,2422,False,False,
17,file,root/content/dlc/zombiepack/zombiepack.strtbl,zombiepack.strtbl,.strtbl,19834880,883572,883572,False,False,
18,file,root/content/dlc/zombiepack/zombiepack_statoverload.strtbl,zombiepack_statoverload.strtbl,.strtbl,22304968,18425,18425,False,False,
19,file,root/content/dlc/zombiepack/zombiepack_mp.strtbl,zombiepack_mp.strtbl,.strtbl,20875264,160426,160426,False,False,
20,file,root/content/dlc/zombiepack/zombiepack_sp_fix_ps3.strtbl,zombiepack_sp_fix_ps3.strtbl,.strtbl,22139976,27209,27209,False,False,
21,file,root/content/dlc/zombiepack/zombiepack_sp_fix.txt,zombiepack_sp_fix.txt,.txt,22132256,7717,35900,False,True,
22,file,root/content/dlc/zombiepack/zombiepack_statoverload.txt,zombiepack_statoverload.txt,.txt,22323400,2595,30262,False,True,
23,file,root/content/dlc/zombiepack/zombiepack_standalone_ps3.strtbl,zombiepack_standalone_ps3.strtbl,.strtbl,22243736,61228,61228,False,False,
24,file,root/content/dlc/zombiepack/zombiepack_ps3.strtbl,zombiepack_ps3.strtbl,.strtbl,21221376,883688,883688,False,False,
25,file,root/content/dlc/zombiepack/zombiepack_standalone.strtbl,zombiepack_standalone.strtbl,.strtbl,22167192,61228,61228,False,False,
26,file,root/content/dlc/zombiepack/zombiepack_mp_ps3.strtbl,zombiepack_mp_ps3.strtbl,.strtbl,21059584,160544,160544,False,False,
27,file,root/content/dlc/zombiepack/zombiepack_mp.txt,zombiepack_mp.txt,.txt,21035696,23871,256506,False,True,
28,file,root/content/dlc/zombiepack/dlctuerrormsg_ps3.strtbl,dlctuerrormsg_ps3.strtbl,.strtbl,19721312,2610,2610,False,False,
29,dir,root/content/dlc/zombiepack/gringos,gringos,,,,,,,
30,file,root/content/dlc/zombiepack/zombiepack_standalone.txt,zombiepack_standalone.txt,.txt,22228424,15305,106296,False,True,
31,file,root/content/dlc/zombiepack/zombiepack_statoverload_ps3.strtbl,zombiepack_statoverload_ps3.strtbl,.strtbl,22326000,18425,18425,False,False,
32,file,root/content/dlc/zombiepack/dlctuerrormsg.txt,dlctuerrormsg.txt,.txt,19720152,1158,5570,False,True,
33,file,root/content/dlc/zombiepack/zombiepack.txt,zombiepack.txt,.txt,20719616,155457,1626656,False,True,
34,file,root/content/dlc/zombiepack/zombiepack_sp_fix.strtbl,zombiepack_sp_fix.strtbl,.strtbl,22105072,27183,27183,False,False,
35,file,root/content/dlc/zombiepack/gringos/dlc_rand_idle_sit_ground_player.xml,dlc_rand_idle_sit_ground_player.xml,.xml,19774104,1380,5359,False,True,
36,file,root/content/dlc/zombiepack/gringos/dlc_survivor_stand_rfl.xml,dlc_survivor_stand_rfl.xml,.xml,19786200,1274,5037,False,True,
37,file,root/content/dlc/zombiepack/gringos/zombiepack_player_sleep_bed_l.xml,zombiepack_player_sleep_bed_l.xml,.xml,19806640,1317,5667,False,True,
38,file,root/content/dlc/zombiepack/gringos/dlc_player_burn_coffin.xml,dlc_player_burn_coffin.xml,.xml,19772736,1363,10554,False,True,
39,file,root/content/dlc/zombiepack/gringos/dlc_mexico_crossing3.xml,dlc_mexico_crossing3.xml,.xml,19754864,1282,5049,False,True,
40,file,root/content/dlc/zombiepack/gringos/dlc_fenway4_others.xml,dlc_fenway4_others.xml,.xml,19743080,1258,4750,False,True,
41,file,root/content/dlc/zombiepack/gringos/zombie_treasure_hunting_4.xml,zombie_treasure_hunting_4.xml,.xml,19815600,1516,8191,False,True,
42,file,root/content/dlc/zombiepack/gringos/dlc_mexico_crossing1.xml,dlc_mexico_crossing1.xml,.xml,19752296,1277,5049,False,True,
43,file,root/content/dlc/zombiepack/gringos/dlc_survivor_kneel_rfl.xml,dlc_survivor_kneel_rfl.xml,.xml,19782360,1274,5037,False,True,
44,file,root/content/dlc/zombiepack/gringos/dlc_dead_rise_again2a.xml,dlc_dead_rise_again2a.xml,.xml,19730632,1599,9053,False,True,
45,file,root/content/dlc/zombiepack/gringos/dlc_outbreak3.xml,dlc_outbreak3.xml,.xml,19771480,1254,4750,False,True,
46,file,root/content/dlc/zombiepack/gringos/dlc_dead_rise_again1b.xml,dlc_dead_rise_again1b.xml,.xml,19729200,1430,6433,False,True,
47,file,root/content/dlc/zombiepack/gringos/zombiepack_placeposter.xml,zombiepack_placeposter.xml,.xml,19805256,1377,6381,False,True,
48,file,root/content/dlc/zombiepack/gringos/dlc_mexico_crossing_b1.xml,dlc_mexico_crossing_b1.xml,.xml,19756152,1291,5074,False,True,
49,file,root/content/dlc/zombiepack/gringos/dlc_survivor_fight.xml,dlc_survivor_fight.xml,.xml,19781080,1276,5046,False,True,
50,file,root/content/dlc/zombiepack/gringos/dlc_fenway2b.xml,dlc_fenway2b.xml,.xml,19741808,1265,4758,False,True,
51,file,root/content/dlc/zombiepack/gringos/dlc_cannibal_man.xml,dlc_cannibal_man.xml,.xml,19726160,1565,6890,False,True,
52,file,root/content/dlc/zombiepack/gringos/zombiebaitkit.xml,zombiebaitkit.xml,.xml,19796888,438,1242,False,True,
53,file,root/content/dlc/zombiepack/gringos/phosphorous.xml,phosphorous.xml,.xml,19794648,467,1387,False,True,
54,file,root/content/dlc/zombiepack/gringos/dlc_nun_bencha.xml,dlc_nun_bencha.xml,.xml,19767616,1281,5029,False,True,
55,file,root/content/dlc/zombiepack/gringos/zombiepack_player_sleep_ground.xml,zombiepack_player_sleep_ground.xml,.xml,19809280,1263,5028,False,True,
56,file,root/content/dlc/zombiepack/gringos/z_dlc_z_overrun_suicide.xml,z_dlc_z_overrun_suicide.xml,.xml,19830712,1277,5033,False,True,
57,file,root/content/dlc/zombiepack/gringos/horse_deed_death_z.xml,horse_deed_death_z.xml,.xml,19790872,399,1111,False,True,
58,file,root/content/dlc/zombiepack/gringos/dlc_survivor_window_rfl.xml,dlc_survivor_window_rfl.xml,.xml,19787480,1275,5040,False,True,
59,file,root/content/dlc/zombiepack/gringos/missing_persons_poster.xml,missing_persons_poster.xml,.xml,19792480,691,2707,False,True,
60,file,root/content/dlc/zombiepack/gringos/zombiepack_getmissingposter.xml,zombiepack_getmissingposter.xml,.xml,19799952,1421,5848,False,True,
61,file,root/content/dlc/zombiepack/gringos/zombiepack_footlocker.xml,zombiepack_footlocker.xml,.xml,19798480,1467,6290,False,True,
62,file,root/content/dlc/zombiepack/gringos/zombie_treasure_hunting_5.xml,zombie_treasure_hunting_5.xml,.xml,19817120,1516,8191,False,True,
63,file,root/content/dlc/zombiepack/gringos/dlc_female_cower.xml,dlc_female_cower.xml,.xml,19738960,1255,4763,False,True,
64,file,root/content/dlc/zombiepack/gringos/mp_opencoffin.xml,mp_opencoffin.xml,.xml,19793176,1470,24153,False,True,
65,file,root/content/dlc/zombiepack/gringos/dlc_eating_multi.xml,dlc_eating_multi.xml,.xml,19736256,1399,14861,False,True,
66,file,root/content/dlc/zombiepack/gringos/dlc_eating_dynamic.xml,dlc_eating_dynamic.xml,.xml,19734968,1283,5054,False,True,
67,file,root/content/dlc/zombiepack/gringos/zombiepackmpgringos.txt,zombiepackmpgringos.txt,.txt,19798424,52,52,False,False,
68,file,root/content/dlc/zombiepack/gringos/zombieboomkit.xml,zombieboomkit.xml,.xml,19797328,438,1242,False,True,
69,file,root/content/dlc/zombiepack/gringos/dlc_mexico_crossing2.xml,dlc_mexico_crossing2.xml,.xml,19753576,1281,5049,False,True,
70,file,root/content/dlc/zombiepack/gringos/dlc_mourn_suicide_original.xml,dlc_mourn_suicide_original.xml,.xml,19766112,1503,5754,False,True,
71,file,root/content/dlc/zombiepack/gringos/blunderbussammokit.xml,blunderbussammokit.xml,.xml,19723928,450,1257,False,True,
72,file,root/content/dlc/zombiepack/gringos/zombie_treasure_hunting_2.xml,zombie_treasure_hunting_2.xml,.xml,19812560,1516,8191,False,True,
73,file,root/content/dlc/zombiepack/gringos/horse_deed_pestilence_z.xml,horse_deed_pestilence_z.xml,.xml,19791672,400,1126,False,True,
74,file,root/content/dlc/zombiepack/gringos/dlc_nun_benchb.xml,dlc_nun_benchb.xml,.xml,19768904,1282,5029,False,True,
75,file,root/content/dlc/zombiepack/gringos/dlc_fenway2a.xml,dlc_fenway2a.xml,.xml,19740216,1589,8994,False,True,
76,file,root/content/dlc/zombiepack/gringos/holyrelic.xml,holyrelic.xml,.xml,19790432,435,1230,False,True,
77,file,root/content/dlc/zombiepack/gringos/zombie_camp02.xml,zombie_camp02.xml,.xml,19810544,245,421,False,True,
78,file,root/content/dlc/zombiepack/gringos/zombiepack_player_sleep_bed_r.xml,zombiepack_player_sleep_bed_r.xml,.xml,19807960,1317,5667,False,True,
79,file,root/content/dlc/zombiepack/gringos/dlc_mexico_crossing_z2.xml,dlc_mexico_crossing_z2.xml,.xml,19760016,1264,4785,False,True,
80,file,root/content/dlc/zombiepack/gringos/dlc_bonnie_sit_rifle.xml,dlc_bonnie_sit_rifle.xml,.xml,19724744,1412,5946,False,True,
81,file,root/content/dlc/zombiepack/gringos/treasure_hunter_handoff_z.xml,treasure_hunter_handoff_z.xml,.xml,19795120,1766,9979,False,True,
82,file,root/content/dlc/zombiepack/gringos/z_dlc_z_climb.xml,z_dlc_z_climb.xml,.xml,19821608,1274,5031,False,True,
83,file,root/content/dlc/zombiepack/gringos/dlc_escalera_fema_sit_crying.xml,dlc_escalera_fema_sit_crying.xml,.xml,19737656,1296,5092,False,True,
84,file,root/content/dlc/zombiepack/gringos/zombie_camp03.xml,zombie_camp03.xml,.xml,19810792,245,421,False,True,
85,file,root/content/dlc/zombiepack/gringos/zombiepack_horsehitch.xml,zombiepack_horsehitch.xml,.xml,19801376,1319,5246,False,True,
86,file,root/content/dlc/zombiepack/gringos/dlc_mexico_crossing_b2.xml,dlc_mexico_crossing_b2.xml,.xml,19757448,1290,5071,False,True,
87,file,root/content/dlc/zombiepack/gringos/dlc_stand_kneelvomit_n_any.xml,dlc_stand_kneelvomit_n_any.xml,.xml,19779992,1083,3848,False,True,
88,file,root/content/dlc/zombiepack/gringos/dlc_unforgiven.xml,dlc_unforgiven.xml,.xml,19788760,1668,9868,False,True,
89,file,root/content/dlc/zombiepack/gringos/dlc_mexico_crossing_z1.xml,dlc_mexico_crossing_z1.xml,.xml,19758744,1264,4785,False,True,
90,file,root/content/dlc/zombiepack/gringos/dlc_dead_rise_again1.xml,dlc_dead_rise_again1.xml,.xml,19727728,1466,5799,False,True,
91,file,root/content/dlc/zombiepack/gringos/zombie_treasure_hunting_3.xml,zombie_treasure_hunting_3.xml,.xml,19814080,1516,8191,False,True,
92,file,root/content/dlc/zombiepack/gringos/dlc_merchant_2_a.xml,dlc_merchant_2_a.xml,.xml,19749672,1306,5067,False,True,
93,file,root/content/dlc/zombiepack/gringos/dlc_mother_superior_waiting.xml,dlc_mother_superior_waiting.xml,.xml,19761288,1445,5772,False,True,
94,file,root/content/dlc/zombiepack/gringos/zombie_treasure_hunting_1.xml,zombie_treasure_hunting_1.xml,.xml,19811040,1513,8189,False,True,
95,file,root/content/dlc/zombiepack/gringos/dlc_landon_sitting.xml,dlc_landon_sitting.xml,.xml,19747024,1438,5776,False,True,
96,file,root/content/dlc/zombiepack/gringos/horse_deed_war_z.xml,horse_deed_war_z.xml,.xml,19792080,399,1105,False,True,
97,file,root/content/dlc/zombiepack/gringos/dlc_mckenna1.xml,dlc_mckenna1.xml,.xml,19748464,1200,4899,False,True,
98,file,root/content/dlc/zombiepack/gringos/z_dlc_family_overrun.xml,z_dlc_family_overrun.xml,.xml,19818640,1682,9927,False,True,
