index,name,offset,offset_hex,body_offset,parameters,locals,enter_name_length,end_hint
0,Function_0,48,0x30,53,0,2,0,140
1,Function_1,140,0x8C,145,0,2,0,196
2,Function_2,196,0xC4,201,0,2,0,217
3,Function_3,217,0xD9,222,0,2,0,249
4,Function_4,249,0xF9,254,2,4,0,308
5,Function_5,308,0x134,313,2,4,0,327
6,Function_6,327,0x147,332,2,4,0,342
7,Function_7,342,0x156,347,0,3,0,632
8,Function_8,632,0x278,637,2,4,0,646
9,Function_9,646,0x286,651,2,4,0,666
10,Function_10,666,0x29A,671,2,4,0,695
11,Function_11,695,0x2B7,700,0,2,0,708
12,Function_12,708,0x2C4,713,0,2,0,717
13,Function_13,717,0x2CD,722,1,3,0,737
14,Function_14,737,0x2E1,742,1,3,0,946
15,Function_15,946,0x3B2,951,1,3,0,959
16,Function_16,959,0x3BF,964,2,4,0,972
17,Function_17,972,0x3CC,977,1,3,0,985
18,Function_18,985,0x3D9,990,0,2,0,1049
19,Function_19,1049,0x419,1054,0,2,0,1191
20,Function_20,1191,0x4A7,1196,1,8,0,1301
21,Function_21,1301,0x515,1306,3,5,0,1369
22,Function_22,1369,0x559,1374,1,19,0,1530
23,Function_23,1530,0x5FA,1535,0,2,0,1553
24,Function_24,1553,0x611,1558,0,2,0,1563
25,Function_25,1563,0x61B,1568,1,3,0,1578
26,Function_26,1578,0x62A,1583,2,4,0,1593
27,Function_27,1593,0x639,1598,0,2,0,1639
28,Function_28,1639,0x667,1644,1,8,0,1751
29,Function_29,1751,0x6D7,1756,3,22,0,1880
30,Function_30,1880,0x758,1885,1,3,0,2673
31,Function_31,2673,0xA71,2678,2,5,0,2705
32,Function_32,2705,0xA91,2710,1,3,0,2727
33,Function_33,2727,0xAA7,2732,0,2,0,2813
34,Function_34,2813,0xAFD,2818,0,5,0,2878
35,Function_35,2878,0xB3E,2883,1,3,0,3410
36,Function_36,3410,0xD52,3415,0,2,0,3456
37,Function_37,3456,0xD80,3461,0,2,0,3680
38,Function_38,3680,0xE60,3685,0,2,0,3727
39,Function_39,3727,0xE8F,3732,0,2,0,3736
40,Function_40,3736,0xE98,3741,1,6,0,3753
41,Function_41,3753,0xEA9,3758,0,2,0,
