index,path,raw_size,rsc,resource_type,codec,decoded_size,decode_error,score,reasons
951,root\content\release64\scripting\gringo\0xB834ADD2\0x53A1577A,8290,True,2,zstd,20480,,216,path:gringo
952,root\content\release64\scripting\gringo\0xB834ADD2\0x547061B2,8796,True,2,zstd,20480,,207,path:gringo
953,root\content\release64\scripting\gringo\0xB834ADD2\0x54CFCC5E,14365,True,2,zstd,36864,,325,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
954,root\content\release64\scripting\gringo\0xB834ADD2\0x56054514,10964,True,2,zstd,28672,,257,path:gringo
955,root\content\release64\scripting\gringo\0xB834ADD2\0x56813787,9853,True,2,zstd,20480,,195,path:gringo
956,root\content\release64\scripting\gringo\0xB834ADD2\0x5910062A,9037,True,2,zstd,20480,,203,path:gringo
957,root\content\release64\scripting\gringo\0xB834ADD2\0x5962990B,9097,True,2,zstd,20480,,191,path:gringo
958,root\content\release64\scripting\gringo\0xB834ADD2\0x5A2E3DD1,9919,True,2,zstd,24576,,295,path:gringo;u16be:1194:4
959,root\content\release64\scripting\gringo\0xB834ADD2\0x5A461508,8920,True,2,zstd,20480,,206,path:gringo
960,root\content\release64\scripting\gringo\0xB834ADD2\climbontowagon.wsc,8712,True,2,zstd,20480,,246,path:wagon;path:gringo
961,root\content\release64\scripting\gringo\0xB834ADD2\0x5DF5F06D,16124,True,2,zstd,36864,,258,path:gringo
962,root\content\release64\scripting\gringo\0xB834ADD2\0x5E1A1A95,1573,True,2,zstd,4096,,79,path:gringo
963,root\content\release64\scripting\gringo\0xB834ADD2\0x5ECB73FA,12540,True,2,zstd,28672,,246,path:gringo
964,root\content\release64\scripting\gringo\0xB834ADD2\0x6327A14E,10639,True,2,zstd,24576,,284,path:gringo
965,root\content\release64\scripting\gringo\0xB834ADD2\0x634BFE50,8669,True,2,zstd,20480,,260,path:gringo;u16be:1194:2
966,root\content\release64\scripting\gringo\0xB834ADD2\0x6353EA62,9105,True,2,zstd,20480,,202,path:gringo
967,root\content\release64\scripting\gringo\0xB834ADD2\0x63B9E3B7,8883,True,2,zstd,20480,,332,path:gringo;u16be:1193:1;u16be:1194:1
968,root\content\release64\scripting\gringo\0xB834ADD2\0x647C7D5C,83,True,2,zstd,4096,,35,path:gringo
969,root\content\release64\scripting\gringo\0xB834ADD2\0x64BE3C1E,8229,True,2,zstd,20480,,208,path:gringo
970,root\content\release64\scripting\gringo\0xB834ADD2\0x658C9BEA,8883,True,2,zstd,20480,,202,path:gringo
971,root\content\release64\scripting\gringo\0xB834ADD2\0x66164473,8841,True,2,zstd,20480,,210,path:gringo
972,root\content\release64\scripting\gringo\0xB834ADD2\0x66E0CFAA,14216,True,2,zstd,36864,,467,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
973,root\content\release64\scripting\gringo\0xB834ADD2\0x6A229F60,7917,True,2,zstd,20480,,251,path:gringo;u16be:1193:1
974,root\content\release64\scripting\gringo\0xB834ADD2\0x6A2990DB,10726,True,2,zstd,28672,,332,path:gringo;u16be:1193:11
975,root\content\release64\scripting\gringo\0xB834ADD2\0x6AF98857,8755,True,2,zstd,20480,,202,path:gringo
976,root\content\release64\scripting\gringo\0xB834ADD2\0x6E638495,8747,True,2,zstd,20480,,202,path:gringo
977,root\content\release64\scripting\gringo\0xB834ADD2\0x71307C99,14378,True,2,zstd,36864,,325,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
978,root\content\release64\scripting\gringo\0xB834ADD2\0x71D8FA1B,8305,True,2,zstd,20480,,248,path:gringo;u16be:1194:2
979,root\content\release64\scripting\gringo\0xB834ADD2\0x71EC0585,10561,True,2,zstd,24576,,288,path:gringo
980,root\content\release64\scripting\gringo\0xB834ADD2\0x72550069,13875,True,2,zstd,36864,,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
981,root\content\release64\scripting\gringo\0xB834ADD2\0x7286D436,2528,True,2,zstd,12288,,70,path:gringo
982,root\content\release64\scripting\gringo\0xB834ADD2\0x7292F42F,14118,True,2,zstd,36864,,339,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
983,root\content\release64\scripting\gringo\0xB834ADD2\0x73D1F563,14065,True,2,zstd,36864,,319,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
984,root\content\release64\scripting\gringo\0xB834ADD2\0x74153046,8823,True,2,zstd,20480,,231,path:gringo
985,root\content\release64\scripting\gringo\0xB834ADD2\0x74758DE0,14552,True,2,zstd,36864,,301,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
986,root\content\release64\scripting\gringo\0xB834ADD2\0x76E2718F,8729,True,2,zstd,20480,,186,path:gringo
987,root\content\release64\scripting\gringo\0xB834ADD2\0x77F56044,8957,True,2,zstd,20480,,205,path:gringo
988,root\content\release64\scripting\gringo\0xB834ADD2\0x782F112B,12733,True,2,zstd,36864,,519,path:gringo;u16be:1193:26
989,root\content\release64\scripting\gringo\0xB834ADD2\0x7913C564,14196,True,2,zstd,36864,,387,path:gringo;u16be:1194:4;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
990,root\content\release64\scripting\gringo\0xB834ADD2\0x792AC59A,129,True,2,zstd,4096,,35,path:gringo
991,root\content\release64\scripting\gringo\0xB834ADD2\0x79E34D50,10791,True,2,zstd,28672,,284,path:gringo
992,root\content\release64\scripting\gringo\0xB834ADD2\0x7AE0645B,14421,True,2,zstd,36864,,454,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
993,root\content\release64\scripting\gringo\0xB834ADD2\0x7D6E4638,2413,True,2,zstd,8192,,91,path:gringo
994,root\content\release64\scripting\gringo\0xB834ADD2\0x7E27D204,8172,True,2,zstd,20480,,248,path:gringo;u16be:1194:2
995,root\content\release64\scripting\gringo\0xB834ADD2\0x819EF124,8861,True,2,zstd,20480,,202,path:gringo
996,root\content\release64\scripting\gringo\0xB834ADD2\0x823BB656,14657,True,2,zstd,36864,,386,path:gringo;u16be:1194:4;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
997,root\content\release64\scripting\gringo\0xB834ADD2\0x83831EF2,13959,True,2,zstd,36864,,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
998,root\content\release64\scripting\gringo\0xB834ADD2\0x892C89ED,9140,True,2,zstd,20480,,251,path:gringo;u16be:1194:2
999,root\content\release64\scripting\gringo\0xB834ADD2\0x915E316D,8875,True,2,zstd,20480,,202,path:gringo
1000,root\content\release64\scripting\gringo\0xB834ADD2\vehicle_generator.wsc,2372,True,2,zstd,4096,,231,path:vehicle;path:gringo;string:vehiclelist;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1001,root\content\release64\scripting\gringo\0xB834ADD2\0x93F18622,14091,True,2,zstd,36864,,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1002,root\content\release64\scripting\gringo\0xB834ADD2\0x96658B6B,14605,True,2,zstd,36864,,228,path:gringo
1003,root\content\release64\scripting\gringo\0xB834ADD2\0x97734E51,8959,True,2,zstd,20480,,207,path:gringo
1004,root\content\release64\scripting\gringo\0xB834ADD2\0x97966545,8188,True,2,zstd,20480,,248,path:gringo;u16be:1194:2
1005,root\content\release64\scripting\gringo\0xB834ADD2\0x990A4C5F,8897,True,2,zstd,20480,,205,path:gringo
1006,root\content\release64\scripting\gringo\0xB834ADD2\0x9A14FD28,8704,True,2,zstd,20480,,191,path:gringo
1007,root\content\release64\scripting\gringo\0xB834ADD2\0x9BA606A9,15832,True,2,zstd,36864,,330,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1008,root\content\release64\scripting\gringo\0xB834ADD2\0x9F71735A,8716,True,2,zstd,20480,,212,path:gringo
1009,root\content\release64\scripting\gringo\0xB834ADD2\0xA1CFD53D,17402,True,2,zstd,40960,,433,path:gringo;u16be:1193:2
1010,root\content\release64\scripting\gringo\0xB834ADD2\0xA288188D,18464,True,2,zstd,45056,,390,path:gringo;u16be:1193:1
1011,root\content\release64\scripting\gringo\0xB834ADD2\0xA2BA4204,8761,True,2,zstd,20480,,202,path:gringo
1012,root\content\release64\scripting\gringo\0xB834ADD2\0xA3C4DCE8,8499,True,2,zstd,20480,,194,path:gringo
1013,root\content\release64\scripting\gringo\0xB834ADD2\0xA44A4A90,9028,True,2,zstd,20480,,198,path:gringo
1014,root\content\release64\scripting\gringo\0xB834ADD2\0xA5EA413A,9391,True,2,zstd,20480,,195,path:gringo
1015,root\content\release64\scripting\gringo\0xB834ADD2\0xA6A551C7,10777,True,2,zstd,28672,,284,path:gringo
1016,root\content\release64\scripting\gringo\0xB834ADD2\0xA6EEF879,2248,True,2,zstd,4096,,70,path:gringo
1017,root\content\release64\scripting\gringo\0xB834ADD2\0xA715BE55,8885,True,2,zstd,20480,,206,path:gringo
1018,root\content\release64\scripting\gringo\0xB834ADD2\0xA79A153C,8773,True,2,zstd,20480,,230,path:gringo
1019,root\content\release64\scripting\gringo\0xB834ADD2\0xA928F231,8855,True,2,zstd,20480,,209,path:gringo
1020,root\content\release64\scripting\gringo\0xB834ADD2\0xA9EA95A1,8772,True,2,zstd,20480,,206,path:gringo
1021,root\content\release64\scripting\gringo\0xB834ADD2\0xAA514E33,9119,True,2,zstd,20480,,487,path:gringo;u16be:1194:9;u16le:1194:1
1022,root\content\release64\scripting\gringo\0xB834ADD2\0xAC7D9507,10847,True,2,zstd,28672,,235,path:gringo
1023,root\content\release64\scripting\gringo\0xB834ADD2\0xAD658488,16085,True,2,zstd,36864,,330,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1024,root\content\release64\scripting\gringo\0xB834ADD2\0xAD9B30CE,9543,True,2,zstd,20480,,197,path:gringo
1025,root\content\release64\scripting\gringo\0xB834ADD2\0xB0286C53,14740,True,2,zstd,36864,,464,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1026,root\content\release64\scripting\gringo\0xB834ADD2\0xB1577B43,2301,True,2,zstd,8192,,70,path:gringo
1027,root\content\release64\scripting\gringo\0xB834ADD2\0xB19300E8,8656,True,2,zstd,20480,,205,path:gringo
1028,root\content\release64\scripting\gringo\0xB834ADD2\0xB60F4434,13754,True,2,zstd,36864,,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1029,root\content\release64\scripting\gringo\0xB834ADD2\0xB6B28111,8322,True,2,zstd,20480,,220,path:gringo
1030,root\content\release64\scripting\gringo\0xB834ADD2\0xBA585C6B,12516,True,2,zstd,28672,,208,path:gringo
1031,root\content\release64\scripting\gringo\0xB834ADD2\0xBDF3782B,9208,True,2,zstd,20480,,324,path:gringo;u16be:1193:1;u16be:1194:1
1032,root\content\release64\scripting\gringo\0xB834ADD2\0xBE84455E,13864,True,2,zstd,36864,,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1033,root\content\release64\scripting\gringo\0xB834ADD2\0xBF4824BB,8759,True,2,zstd,20480,,205,path:gringo
1034,root\content\release64\scripting\gringo\0xB834ADD2\0xC016743B,14262,True,2,zstd,36864,,451,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1035,root\content\release64\scripting\gringo\0xB834ADD2\0xC325361F,3752,True,2,zstd,12288,,66,path:gringo
1036,root\content\release64\scripting\gringo\0xB834ADD2\0xC3643CFF,8696,True,2,zstd,20480,,202,path:gringo
1037,root\content\release64\scripting\gringo\0xB834ADD2\0xC63B4EB5,10679,True,2,zstd,28672,,272,path:gringo
1038,root\content\release64\scripting\gringo\0xB834ADD2\0xC668995F,8842,True,2,zstd,20480,,202,path:gringo
1039,root\content\release64\scripting\gringo\0xB834ADD2\0xC69298B1,8810,True,2,zstd,20480,,209,path:gringo
1040,root\content\release64\scripting\gringo\0xB834ADD2\0xC79B589C,8729,True,2,zstd,20480,,226,path:gringo
1041,root\content\release64\scripting\gringo\0xB834ADD2\0xC94E7AF1,1146,True,2,zstd,4096,,83,path:gringo
1042,root\content\release64\scripting\gringo\0xB834ADD2\0xCBE1D6CA,8633,True,2,zstd,20480,,206,path:gringo
1043,root\content\release64\scripting\gringo\0xB834ADD2\playercar.wsc,9919,True,2,zstd,24576,,355,path:playercar;path:gringo;u16be:1194:4
1044,root\content\release64\scripting\gringo\0xB834ADD2\0xCD875220,8954,True,2,zstd,20480,,368,path:gringo;u16be:1193:1;u16be:1194:1
1045,root\content\release64\scripting\gringo\0xB834ADD2\0xCEA76D89,2288,True,2,zstd,8192,,70,path:gringo
1046,root\content\release64\scripting\gringo\0xB834ADD2\0xD08B07A7,14155,True,2,zstd,36864,,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1047,root\content\release64\scripting\gringo\0xB834ADD2\0xD0DD7057,8781,True,2,zstd,20480,,202,path:gringo
1048,root\content\release64\scripting\gringo\0xB834ADD2\0xD1DF537C,9080,True,2,zstd,20480,,265,path:gringo;u16be:1194:2
1049,root\content\release64\scripting\gringo\0xB834ADD2\0xD3914E27,8713,True,2,zstd,20480,,198,path:gringo
1050,root\content\release64\scripting\gringo\0xB834ADD2\0xD4554054,8783,True,2,zstd,20480,,202,path:gringo
1051,root\content\release64\scripting\gringo\0xB834ADD2\0xD69C1B75,13742,True,2,zstd,36864,,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1052,root\content\release64\scripting\gringo\0xB834ADD2\0xD753A4D3,11454,True,2,zstd,28672,,276,path:gringo
1053,root\content\release64\scripting\gringo\0xB834ADD2\0xDA3FD3F5,9473,True,2,zstd,24576,,344,path:gringo;u16be:1194:1
1054,root\content\release64\scripting\gringo\0xB834ADD2\0xDA678F7E,2390,True,2,zstd,8192,,70,path:gringo
1055,root\content\release64\scripting\gringo\0xB834ADD2\0xDDAD1ECB,816,True,2,zstd,4096,,66,path:gringo
1056,root\content\release64\scripting\gringo\0xB834ADD2\0xDDF236FA,10562,True,2,zstd,24576,,288,path:gringo
1057,root\content\release64\scripting\gringo\0xB834ADD2\0xDF485D39,2292,True,2,zstd,8192,,70,path:gringo
1058,root\content\release64\scripting\gringo\0xB834ADD2\0xDF9F07AE,10322,True,2,zstd,24576,,244,path:gringo
1059,root\content\release64\scripting\gringo\0xB834ADD2\0xE0A9B60A,8730,True,2,zstd,20480,,209,path:gringo
1060,root\content\release64\scripting\gringo\0xB834ADD2\0xE370BB63,8866,True,2,zstd,20480,,202,path:gringo
1061,root\content\release64\scripting\gringo\0xB834ADD2\0xE3BCCF34,16435,True,2,zstd,36864,,313,path:gringo
1062,root\content\release64\scripting\gringo\0xB834ADD2\0xE660479C,14302,True,2,zstd,36864,,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1063,root\content\release64\scripting\gringo\0xB834ADD2\0xE85093DC,9060,True,2,zstd,20480,,269,path:gringo;u16be:1193:1
1064,root\content\release64\scripting\gringo\0xB834ADD2\0xE8A26C79,8747,True,2,zstd,20480,,202,path:gringo
1065,root\content\release64\scripting\gringo\0xB834ADD2\0xE9684407,8370,True,2,zstd,20480,,189,path:gringo
1066,root\content\release64\scripting\gringo\0xB834ADD2\0xF0490E54,8313,True,2,zstd,20480,,196,path:gringo
1067,root\content\release64\scripting\gringo\0xB834ADD2\0xF0F60B7F,14363,True,2,zstd,36864,,374,path:gringo;u16be:1194:4;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1068,root\content\release64\scripting\gringo\0xB834ADD2\0xF2DA97BC,10832,True,2,zstd,28672,,284,path:gringo
1069,root\content\release64\scripting\gringo\0xB834ADD2\0xF3578780,9660,True,2,zstd,24576,,205,path:gringo
1070,root\content\release64\scripting\gringo\0xB834ADD2\0xF4033392,14375,True,2,zstd,36864,,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1071,root\content\release64\scripting\gringo\0xB834ADD2\0xF5802943,9039,True,2,zstd,20480,,204,path:gringo
1072,root\content\release64\scripting\gringo\0xB834ADD2\0xF86C8E72,10862,True,2,zstd,28672,,287,path:gringo
1073,root\content\release64\scripting\gringo\0xB834ADD2\0xF8A26B13,13217,True,2,zstd,36864,,259,path:gringo
1074,root\content\release64\scripting\gringo\0xB834ADD2\0xF977B781,8728,True,2,zstd,20480,,206,path:gringo
1075,root\content\release64\scripting\gringo\0xB834ADD2\0xFC373FC1,8188,True,2,zstd,20480,,248,path:gringo;u16be:1194:2
1076,root\content\release64\scripting\gringo\0xB834ADD2\0xFD7BADE6,13865,True,2,zstd,36864,,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1077,root\content\release64\scripting\gringo\0xB834ADD2\0xFD89F4C0,24244,True,2,zstd,61440,,627,path:gringo;u16be:1193:4;u16be:1194:5;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1078,root\content\release64\scripting\gringo\0xB834ADD2\0xFEB7647F,8747,True,2,zstd,20480,,202,path:gringo
1079,root\content\release64\scripting\gringo\itemscripts\0x0CC6A004,6634,True,2,zstd,20480,,175,path:gringo
1080,root\content\release64\scripting\gringo\itemscripts\0x2B7B63A4,6749,True,2,zstd,20480,,178,path:gringo
1081,root\content\release64\scripting\gringo\itemscripts\0x2E682BCE,7004,True,2,zstd,20480,,181,path:gringo
1082,root\content\release64\scripting\gringo\itemscripts\0x33A46FCC,5825,True,2,zstd,20480,,178,path:gringo
1083,root\content\release64\scripting\gringo\itemscripts\0x45D2E87A,7921,True,2,zstd,20480,,195,path:gringo
1084,root\content\release64\scripting\gringo\itemscripts\0x6E718696,6628,True,2,zstd,20480,,175,path:gringo
1085,root\content\release64\scripting\gringo\itemscripts\0x702D3047,6529,True,2,zstd,20480,,175,path:gringo
1086,root\content\release64\scripting\gringo\itemscripts\0x703064A2,5733,True,2,zstd,20480,,175,path:gringo
1087,root\content\release64\scripting\gringo\itemscripts\0x727C1AD1,5787,True,2,zstd,20480,,178,path:gringo
1088,root\content\release64\scripting\gringo\itemscripts\0x9134AB92,6294,True,2,zstd,20480,,175,path:gringo
1089,root\content\release64\scripting\gringo\itemscripts\0x954C860D,6225,True,2,zstd,20480,,178,path:gringo
1090,root\content\release64\scripting\gringo\itemscripts\0x9FB15D2A,7488,True,2,zstd,20480,,189,path:gringo
1091,root\content\release64\scripting\gringo\itemscripts\0xA0952634,6524,True,2,zstd,20480,,178,path:gringo
1092,root\content\release64\scripting\gringo\itemscripts\0xA0B61404,6580,True,2,zstd,20480,,178,path:gringo
1093,root\content\release64\scripting\gringo\itemscripts\0xC1C5DD76,7639,True,2,zstd,20480,,188,path:gringo
1094,root\content\release64\scripting\gringo\itemscripts\0xD120D74A,8785,True,2,zstd,20480,,236,path:gringo
1095,root\content\release64\scripting\gringo\itemscripts\0xF2B5230E,6335,True,2,zstd,20480,,175,path:gringo
1096,root\content\release64\scripting\gringo\itemscripts\0xF6DE86AC,8732,True,2,zstd,20480,,239,path:gringo
1097,root\content\release64\scripting\gringo\itemscripts\0xFF0D825C,6255,True,2,zstd,20480,,178,path:gringo
1100,root\content\release64\scripting\gringo\0xCF6B36EF\0x2562623A\0x582C8715,1141,True,2,zstd,4096,,92,path:gringo
1101,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0x547C8BB7,5830,True,2,zstd,20480,,131,path:gringo
1102,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0x7EBA7CFD,7754,True,2,zstd,20480,,342,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1103,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0x89068DDA,5682,True,2,zstd,20480,,115,path:gringo
1104,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0x94E144CD,6387,True,2,zstd,20480,,117,path:gringo
1105,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0xA7D3DA61,7696,True,2,zstd,20480,,185,path:gringo
1106,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0xA9DA82C7,23545,True,2,zstd,61440,,322,path:gringo
1107,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0xB9E4E7AA,5482,True,2,zstd,20480,,103,path:gringo
1108,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0xFD81AC66,8712,True,2,zstd,20480,,226,path:gringo
1109,root\content\release64\0x431C38DA\0x582BB5FD,3266,True,2,zstd,12288,,35,
1110,root\content\release64\0x431C38DA\0xD4980189,23830,True,2,zstd,61440,,354,
1111,root\content\release64\mexico\0x0EE1D635,679,True,2,zstd,4096,,31,
1127,root\content\release64\mexico\0x96E04D47\0x0BEFD7E2\0x7DDD9C77,666,True,2,zstd,4096,,62,
1128,root\content\release64\mexico\0x96E04D47\0x0BEFD7E2\0xCB33D963,5057,True,2,zstd,20480,,176,
1129,root\content\release64\mexico\0x96E04D47\0x0BEFD7E2\0xDF533FFE,3293,True,2,zstd,12288,,94,
1130,root\content\release64\mexico\0x96E04D47\0x4AD3766F\0x022F77E5,4876,True,2,zstd,20480,,169,
1131,root\content\release64\mexico\0x96E04D47\0x4AD3766F\0xA96B1810,666,True,2,zstd,4096,,62,
1132,root\content\release64\mexico\0x96E04D47\0x4AD3766F\0xAAF8496C,2867,True,2,zstd,12288,,77,
1133,root\content\release64\mexico\0x96E04D47\0x681963C7\0x4D4CF4C4,666,True,2,zstd,4096,,62,
1134,root\content\release64\mexico\0x96E04D47\0x681963C7\0xC3C8CC0F,2563,True,2,zstd,12288,,92,
1135,root\content\release64\mexico\0x96E04D47\0x87C0E20F\0x489FA8AF,666,True,2,zstd,4096,,62,
1136,root\content\release64\mexico\0x96E04D47\0x87C0E20F\0x6A18681D,2797,True,2,zstd,12288,,76,
1137,root\content\release64\mexico\0x96E04D47\0x9674E4FB\0x20E4FFC4,4910,True,2,zstd,20480,,177,
1138,root\content\release64\mexico\0x96E04D47\0x9674E4FB\0x49B02EC3,667,True,2,zstd,4096,,62,
1139,root\content\release64\mexico\0x96E04D47\0x9674E4FB\0xBD01C0F8,2871,True,2,zstd,12288,,77,
1140,root\content\release64\mexico\0x96E04D47\0xBA7BFA3B\0x955B9FD4,675,True,2,zstd,4096,,65,
1141,root\content\release64\mexico\0x96E04D47\0xBA7BFA3B\0xBA7F25F9,2749,True,2,zstd,12288,,96,
1142,root\content\release64\mexico\0x96E04D47\0xBAA5848F\0x0D8AE394,2611,True,2,zstd,8192,,92,
1143,root\content\release64\mexico\0x96E04D47\0xBAA5848F\0xF290B991,1247,True,2,zstd,4096,,92,
1144,root\content\release64\mexico\0x96E04D47\0xDA4A2117\0x11D0725E,2562,True,2,zstd,12288,,92,
1145,root\content\release64\mexico\0x96E04D47\0xDA4A2117\0x5429EB47,666,True,2,zstd,4096,,62,
1146,root\content\release64\mexico\0x96E04D47\0xED235679\0x1C738935,2689,True,2,zstd,12288,,96,
1147,root\content\release64\mexico\0x96E04D47\0xED235679\0x96253E05,666,True,2,zstd,4096,,62,
1148,root\content\release64\mexico\0x96E04D47\0xED591571\0x1AE7C08C,666,True,2,zstd,4096,,62,
1149,root\content\release64\mexico\0x96E04D47\0xED591571\0x6CB8C648,3291,True,2,zstd,12288,,94,
1150,root\content\release64\mexico\0x96E04D47\0xED591571\0xBD3A9B6F,5084,True,2,zstd,20480,,176,
1153,root\content\release64\mexico\0xB1531168\0x43124D93,17962,True,2,zstd,69632,,269,
1154,root\content\release64\mexico\0xB1531168\0x88241426,6819,True,2,zstd,20480,,154,
1156,root\content\release64\mexico\0xB1531168\0x14E29558\0x276CB9B1,12025,True,2,zstd,36864,,230,
1157,root\content\release64\mexico\0xB1531168\0x14E29558\0xCAFC4FB0,7927,True,2,zstd,20480,,160,
1158,root\content\release64\mexico\0xB1531168\0x154805E6\0x19A555AC,8898,True,2,zstd,24576,,177,
1159,root\content\release64\mexico\0xB1531168\0x154805E6\0x23DD37ED,13471,True,2,zstd,40960,,204,
1160,root\content\release64\mexico\0xB1531168\0xB86B8818\0x4383819E,20586,True,2,zstd,65536,,371,u16le:1194:2
1161,root\content\release64\mexico\0xB1531168\0xB86B8818\0x521E18A4,11887,True,2,zstd,36864,,250,u16be:1194:1
1166,root\content\release64\mexico\0xC98E26B5\0xB3CED795,15199,True,2,zstd,53248,,238,
1167,root\content\release64\mexico\0xC98E26B5\0xBC63E8E6,6592,True,2,zstd,20480,,160,
1168,root\content\release64\mexico\0xC98E26B5\0x32336E73\0x615E53AA,14073,True,2,zstd,45056,,196,
1169,root\content\release64\mexico\0xC98E26B5\0x32336E73\0xD876B227,8885,True,2,zstd,24576,,160,
1170,root\content\release64\mexico\0xC98E26B5\0x581EA76C\0x0DB58894,17339,True,2,zstd,57344,,349,u16le:1194:1
1171,root\content\release64\mexico\0xC98E26B5\0x581EA76C\0x17F51C60,9721,True,2,zstd,28672,,205,
1172,root\content\release64\mexico\0xC98E26B5\0x86B4F8A8\0x00BC3BFE,8402,True,2,zstd,20480,,228,u16be:1194:1
1173,root\content\release64\mexico\0xC98E26B5\0x86B4F8A8\0x84099302,9911,True,2,zstd,36864,,162,
1174,root\content\release64\mexico\0xC98E26B5\0xADA32AC4\0x99AA6919,11165,True,2,zstd,36864,,189,
1175,root\content\release64\mexico\0xC98E26B5\0xADA32AC4\0xA0A339D6,7636,True,2,zstd,20480,,171,
1176,root\content\release64\mexico\0xD8416B09\0x22BA8B98,7666,True,2,zstd,20480,,170,
1180,root\content\release64\mexico\0xD8416B09\0xD2894B29,14337,True,2,zstd,53248,,265,
1181,root\content\release64\mexico\0xD8416B09\0xA15A0CF1\0x0634EF00,7154,True,2,zstd,20480,,153,
1182,root\content\release64\mexico\0xD8416B09\0xA15A0CF1\0xD0764EB5,38163,True,2,zstd,110592,,839,u16be:1193:3;u16be:1194:2
1183,root\content\release64\mexico\0xD8416B09\0xBF6244D7\0x40978773,7558,True,2,zstd,20480,,160,
1184,root\content\release64\mexico\0xD8416B09\0xBF6244D7\0x6E4FA7C8,31936,True,2,zstd,81920,,426,
1185,root\content\release64\mexico\0xD8416B09\0xC5F5E231\0x571D9BE4,19842,True,2,zstd,69632,,318,
1186,root\content\release64\mexico\0xD8416B09\0xC5F5E231\0xAD729E98,11553,True,2,zstd,36864,,189,
1203,root\content\release64\mexico\0xDCF649E3\0x018D7747\0x8B2AA8DB,60969,True,2,zstd,159744,,815,u16be:1193:12;u16le:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
1204,root\content\release64\mexico\0xDCF649E3\0x0876851D\0xB10703B2,51838,True,2,zstd,143360,,487,
