index,path,raw_size,rsc,resource_type,codec,decoded_size,decode_error,score,reasons
655,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xEAC23D8A,13457,True,2,zstd,36864,,313,u16be:1194:1
656,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xEE608CF3,6702,True,2,zstd,20480,,174,
657,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xEF2FCFA2,19138,False,,,,,136,u16be:1194:1
658,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xF00CAC9C,15936,False,,,,,94,
659,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xFA6BA1A4,13026,True,2,zstd,36864,,427,u16be:1193:5;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
660,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xFB95AEFD,14031,False,,,,,82,
665,root\content\release64\dlc\0x22398628\0xDCF649E3\0x0BF94A26\0x0B43F927,53835,True,2,zstd,143360,,821,u16be:1193:4;u16be:1194:2
666,root\content\release64\dlc\0x22398628\0xDCF649E3\0x0BF94A26\0xE0955792,59042,False,,,,,374,u16be:1194:1;u16le:1194:1
667,root\content\release64\dlc\0x22398628\0xDCF649E3\0x3EBF2FB1\0x49D0AF27,66465,False,,,,,453,u16be:1194:3;u16be:1193:1
668,root\content\release64\dlc\0x22398628\0xDCF649E3\0x3EBF2FB1\0xEDA5CCCB,59831,True,2,zstd,159744,,524,
669,root\content\release64\dlc\0x22398628\0xDCF649E3\0x618AF548\0x3734F615,34225,False,,,,,349,u16be:1193:1;u16le:1193:1;u16le:1194:1
670,root\content\release64\dlc\0x22398628\0xDCF649E3\0x618AF548\0xD6F79C39,32555,True,2,zstd,77824,,427,
671,root\content\release64\dlc\0x22398628\0xDCF649E3\0x988DE351\0x5359A143,48333,False,,,,,309,u16le:1194:1;u16le:1193:1
672,root\content\release64\dlc\0x22398628\0xDCF649E3\0x988DE351\0xB0D34864,45185,True,2,zstd,114688,,546,hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
677,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0x0ADB8CB8,25098,False,,,,,250,u16be:1193:1;u16le:1193:1
678,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0x34A3B17E,22927,True,2,zstd,77824,,314,
684,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0x3795066A\0x546886FE,42265,False,,,,,366,u16be:1194:1;u16be:1193:2
685,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0x3795066A\0x9748BBB7,39104,True,2,zstd,102400,,526,u16be:1193:2;u16be:1194:1
686,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0x817F8050\0x025A5E19,45430,False,,,,,405,u16be:1193:1;u16be:1194:1;u16le:1193:1
687,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0x817F8050\0xEC1417C5,41986,True,2,zstd,106496,,472,u16be:1193:2
688,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xB63984C3\0x330587D6,30788,False,,,,,262,u16be:1194:1;u16le:1194:2
689,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xB63984C3\0xCCEAEAFE,28861,True,2,zstd,73728,,415,u16be:1193:2
690,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xD39FE932\0xD88B89C4,33811,True,2,zstd,94208,,457,u16be:1194:2
691,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xD39FE932\0xE1418A2D,36469,False,,,,,143,
692,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xE5F2D605\0xE03ED383,28334,False,,,,,248,u16be:1193:1;u16le:1194:1
693,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xE5F2D605\0xF1AF0240,26676,True,2,zstd,69632,,396,u16be:1193:2
695,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0x7869B897,16377,False,,,,,221,u16be:1194:1;u16le:1193:1
696,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0x921247D3,15182,True,2,zstd,53248,,223,
698,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0x3E7DCFFC\0x0C052A57,32952,True,2,zstd,94208,,415,
699,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0x3E7DCFFC\0x746D885E,35749,False,,,,,279,u16be:1193:1
700,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0xECEAA34D\0x086ACA29,29421,False,,,,,346,u16be:1193:1;u16be:1194:1;u16le:1193:3
701,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0xECEAA34D\0xF9F86D7A,27604,True,2,zstd,69632,,381,u16be:1194:2
707,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0xB49D4680,17031,False,,,,,205,u16be:1194:1;u16le:1193:1
708,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0xEA40CE83,15752,True,2,zstd,53248,,305,
709,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\rathskeller_fork\0xCFB54E3F,30639,False,,,,,191,u16be:1194:1
710,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\rathskeller_fork\0xD08CE3AE,28655,True,2,zstd,73728,,404,u16be:1193:2
711,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\benedict_point\0x68B30360,27747,True,2,zstd,69632,,388,u16be:1193:2
712,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\benedict_point\0xB70C40A3,29596,False,,,,,295,u16be:1194:1;u16be:1193:1;u16le:1193:1
713,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0x5091EDC3\0x912EC36C,27927,False,,,,,376,u16be:1193:1;u16le:1194:1;u16le:1193:1
714,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0x5091EDC3\0xCFAACFAB,26291,True,2,zstd,69632,,387,u16be:1193:2
715,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0x7D5CC750\0xC46EE56F,30380,False,,,,,272,u16be:1194:1;u16le:1194:1
716,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0x7D5CC750\0xEEFA2A2F,28495,True,2,zstd,73728,,384,u16be:1193:2
717,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0xA51AF855\0x498048D4,44364,True,2,zstd,118784,,648,u16be:1193:2;u16be:1194:1
718,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0xA51AF855\0xA740DF5A,47827,False,,,,,298,u16le:1194:1
722,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0xC4B02D17,21916,False,,,,,295,u16be:1193:2;u16le:1193:1;u16le:1194:1
723,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0xD29FD57B,20098,True,2,zstd,69632,,276,
724,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0x08204053\0x399E792B,32842,True,2,zstd,86016,,407,
725,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0x08204053\0xD5820AB0,35209,False,,,,,275,u16le:1193:1
726,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0x12480F65\0x1FF2027B,33147,True,2,zstd,94208,,499,u16be:1194:13;u16be:1193:1
727,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0x12480F65\0x429CB7C4,35765,False,,,,,305,u16be:1194:1;u16le:1193:2
728,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0x3E6DF577\0x111AF314,37524,False,,,,,326,u16le:1194:2;u16le:1193:3
729,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0x3E6DF577\0x8938AA60,34607,True,2,zstd,94208,,535,u16be:1193:1;u16le:1194:1
730,root\content\release64\dlc\ultimate\0xB00908EC,7920,True,2,zstd,20480,,169,
731,root\content\release64\dlc\ultimate\0xB9399580,8130,False,,,,,31,
732,root\content\release64\dlc\0xC449A0AF\0x9FD18BD1,6886,False,,,,,30,
733,root\content\release64\dlc\0xC449A0AF\0xAC1B6A0F,6724,True,2,zstd,20480,,152,
734,root\content\release64\dlc\0xCE6734E6\0x2A43D2A3,825,True,2,zstd,4096,,21,
735,root\content\release64\dlc\0xCE6734E6\0xBF8B5E44,796,False,,,,,0,
736,root\content\release64\dlc\0xD60F443A\0x2C5D6E56,499,False,,,,,0,
737,root\content\release64\dlc\0xD60F443A\0x3EFB9CE5,529,True,2,zstd,4096,,10,
738,root\content\release64\dlc\0xD7D5259C\0x615AC3EA,14382,True,2,zstd,36864,,231,
739,root\content\release64\dlc\0xD7D5259C\0x7B765022,14932,True,2,zstd,36864,,243,
740,root\content\release64\dlc\0xD7D5259C\0x9ECB171D,3300,False,,,,,79,u16le:1194:1
741,root\content\release64\dlc\0xD7D5259C\0xA97BE987,1468,False,,,,,3,
742,root\content\release64\dlc\0xD7D5259C\0xC05495A3,14997,False,,,,,210,u16be:1194:2;u16le:1194:1
743,root\content\release64\dlc\0xD7D5259C\0xE10BF278,15574,False,,,,,153,u16le:1194:1
744,root\content\release64\dlc\0xD7D5259C\0xF59E86A3,3278,True,2,zstd,12288,,31,
745,root\content\release64\dlc\0xD7D5259C\0xFFD7A049,1476,True,2,zstd,4096,,54,
746,root\content\release64\dlc\0xEB639858\0x53195242,2821,True,2,zstd,20480,,10,
747,root\content\release64\dlc\0xEB639858\0x8AE80FC9,9738,True,2,zstd,24576,,205,
748,root\content\release64\dlc\0xEB639858\0xAE491BFE,2926,False,,,,,10,
749,root\content\release64\dlc\0xEB639858\0xF546618B,10023,False,,,,,37,
753,root\content\release64\multiplayer\0x7720E180,25471,True,2,zstd,57344,,277,
759,root\content\release64\multiplayer\0xD0C4902C,14522,True,2,zstd,36864,,289,u16be:1193:2;u16be:1194:2
761,root\content\release64\multiplayer\0xD47D26D6,29529,True,2,zstd,73728,,284,
780,root\content\release64\multiplayer\freemode\0x14F31BB0,47932,True,2,zstd,114688,,390,
790,root\content\release64\0x1230F707\0x30E29994,363,False,,,,,0,
791,root\content\release64\0x1230F707\0x318C70F9,99642,True,2,zstd,913408,,509,u16be:1194:2;u16be:1193:2
792,root\content\release64\0x1230F707\0x37C068B7,1212,False,,,,,13,
793,root\content\release64\0x1230F707\0x3B4D5038,404,True,2,zstd,4096,,10,
794,root\content\release64\0x1230F707\0x4CB41C1F,378,False,,,,,0,
795,root\content\release64\0x1230F707\0x732FDBF6,6797,False,,,,,25,
796,root\content\release64\0x1230F707\0x81E9BBB7,103080,False,,,,,757,u16be:1194:1;u16be:1193:2;u16le:1194:1
797,root\content\release64\0x1230F707\0x8C432A20,1183,True,2,zstd,4096,,41,
798,root\content\release64\0x1230F707\0x8DDC566D,1381,False,,,,,7,
799,root\content\release64\0x1230F707\0xA677A0FC,1335,True,2,zstd,12288,,22,
801,root\content\release64\0x1230F707\0xB50F6109,369,False,,,,,3,
802,root\content\release64\0x1230F707\0xBCDEEB2F,6198,True,2,zstd,20480,,99,
803,root\content\release64\0x1230F707\0xC5C34889,398,True,2,zstd,4096,,10,
804,root\content\release64\0x1230F707\0xE0EDCB1E,394,True,2,zstd,4096,,10,
805,root\content\release64\0x1230F707\0xB3388FBE\0x08698DA3,3064,True,2,zstd,12288,,142,u16be:1194:1
806,root\content\release64\0x1230F707\0xB3388FBE\0x09534DCE,3322,True,2,zstd,20480,,64,
807,root\content\release64\0x1230F707\0xB3388FBE\0x1FFB3526,1792,True,2,zstd,8192,,89,
808,root\content\release64\0x1230F707\0xB3388FBE\0x23BFCCDB,3064,True,2,zstd,12288,,142,u16be:1194:1
809,root\content\release64\0x1230F707\0xB3388FBE\0x27F0B951,1819,True,2,zstd,12288,,97,
810,root\content\release64\0x1230F707\0xB3388FBE\0x28E2E3B8,3057,True,2,zstd,12288,,178,u16be:1194:15
811,root\content\release64\0x1230F707\0xB3388FBE\0x325F80B3,1791,True,2,zstd,8192,,61,
812,root\content\release64\0x1230F707\0xB3388FBE\0x3F5E3CAA,1937,True,2,zstd,12288,,85,
813,root\content\release64\0x1230F707\0xB3388FBE\0x417A0F5D,2264,True,2,zstd,12288,,85,
814,root\content\release64\0x1230F707\0xB3388FBE\0x447DC10E,2000,True,2,zstd,8192,,45,
815,root\content\release64\0x1230F707\0xB3388FBE\0x4AEB6D82,1513,True,2,zstd,4096,,57,
816,root\content\release64\0x1230F707\0xB3388FBE\0x5365DFB9,3425,True,2,zstd,20480,,95,
817,root\content\release64\0x1230F707\0xB3388FBE\0x58A2D604,2174,True,2,zstd,12288,,73,
818,root\content\release64\0x1230F707\0xB3388FBE\0x58F489EB,2330,True,2,zstd,12288,,86,
819,root\content\release64\0x1230F707\0xB3388FBE\0x5969CAE7,2385,True,2,zstd,12288,,77,
820,root\content\release64\0x1230F707\0xB3388FBE\0x670BDFDA,3064,True,2,zstd,12288,,142,u16be:1194:1
821,root\content\release64\0x1230F707\0xB3388FBE\0x6BC20FA3,3381,True,2,zstd,20480,,91,
822,root\content\release64\0x1230F707\0xB3388FBE\0x6EF600D1,2702,True,2,zstd,12288,,84,
823,root\content\release64\0x1230F707\0xB3388FBE\0x759D79F4,2128,True,2,zstd,12288,,83,
824,root\content\release64\0x1230F707\0xB3388FBE\0x820A4314,3064,True,2,zstd,12288,,142,u16be:1194:1
825,root\content\release64\0x1230F707\0xB3388FBE\0x8256C728,2666,True,2,zstd,12288,,76,
826,root\content\release64\0x1230F707\0xB3388FBE\0x8601D750,1887,True,2,zstd,12288,,84,
827,root\content\release64\0x1230F707\0xB3388FBE\0x8B823AF7,2723,True,2,zstd,12288,,91,
828,root\content\release64\0x1230F707\0xB3388FBE\0x923C0C7D,3349,True,2,zstd,20480,,79,
829,root\content\release64\0x1230F707\0xB3388FBE\0x925FEBC9,2225,True,2,zstd,12288,,79,
830,root\content\release64\0x1230F707\0xB3388FBE\0x99E5043B,2502,True,2,zstd,12288,,88,
831,root\content\release64\0x1230F707\0xB3388FBE\0x9E121ACD,1777,True,2,zstd,4096,,31,
832,root\content\release64\0x1230F707\0xB3388FBE\0x9E998AF8,3057,True,2,zstd,12288,,178,u16be:1194:15
833,root\content\release64\0x1230F707\0xB3388FBE\0xAAECB983,2672,True,2,zstd,12288,,94,
834,root\content\release64\0x1230F707\0xB3388FBE\0xAB21E757,2676,True,2,zstd,12288,,77,
835,root\content\release64\0x1230F707\0xB3388FBE\0xBF49EC65,2259,True,2,zstd,12288,,81,
836,root\content\release64\0x1230F707\0xB3388FBE\0xC74F1CCA,3064,True,2,zstd,12288,,142,u16be:1194:1
837,root\content\release64\0x1230F707\0xB3388FBE\0xC8438700,1809,True,2,zstd,8192,,61,
838,root\content\release64\0x1230F707\0xB3388FBE\0xD16B9DB1,1976,True,2,zstd,12288,,79,
839,root\content\release64\0x1230F707\0xB3388FBE\0xD3979097,2504,True,2,zstd,12288,,81,
840,root\content\release64\0x1230F707\0xB3388FBE\0xD4F68325,3064,True,2,zstd,12288,,142,u16be:1194:1
841,root\content\release64\0x1230F707\0xB3388FBE\0xD72699CF,2546,True,2,zstd,12288,,85,
842,root\content\release64\0x1230F707\0xB3388FBE\0xD7A5C46F,1848,True,2,zstd,12288,,97,
843,root\content\release64\0x1230F707\0xB3388FBE\0xE6294E75,2395,True,2,zstd,12288,,80,
844,root\content\release64\0x1230F707\0xB3388FBE\0xEF561027,3064,True,2,zstd,12288,,142,u16be:1194:1
845,root\content\release64\0x1230F707\0xB3388FBE\0xF0F9DAFC,2786,True,2,zstd,12288,,87,
846,root\content\release64\0x1230F707\0xB3388FBE\0xF6E07907,3064,True,2,zstd,12288,,142,u16be:1194:1
847,root\content\release64\0x1230F707\0xB3388FBE\0xFE068BBD,2768,True,2,zstd,12288,,79,
851,root\content\release64\scripting\0x59E057B6\0x835D7FC7,16654,True,2,zstd,45056,,354,
852,root\content\release64\scripting\designerdefined\0x0054CA13,43263,True,2,zstd,143360,,495,u16be:1193:1
853,root\content\release64\scripting\designerdefined\short_update_thread.wsc,37950,True,2,zstd,102400,,1398,path:short_update;string:maximshoottruck;string:gatlingshoottruck;string:gatlingshoot;string:maximshoot;string:gattling_attach;string:stagegat_attach;u16be:1194:1;u16be:1193:5;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
855,root\content\release64\scripting\designerdefined\0x2A7FD8D4,40800,True,2,zstd,106496,,621,
856,root\content\release64\scripting\designerdefined\long_update_thread.wsc,84419,True,2,zstd,225280,,1026,path:long_update;u16be:1194:3;u16be:1193:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
857,root\content\release64\scripting\designerdefined\0x7803D3D2,18812,True,2,zstd,53248,,271,
860,root\content\release64\scripting\designerdefined\0xC60A0C2F,10089,True,2,zstd,24576,,249,
861,root\content\release64\scripting\designerdefined\0xC79B79A7,34839,True,2,zstd,102400,,470,hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
862,root\content\release64\scripting\designerdefined\ui\0x53E6E467,7818,True,2,zstd,20480,,56,
864,root\content\release64\scripting\designerdefined\0x925E7C84\0x3AEDF117,844,True,2,zstd,4096,,25,
865,root\content\release64\scripting\designerdefined\0x925E7C84\0x5983EA0E,4259,True,2,zstd,20480,,48,
866,root\content\release64\scripting\designerdefined\0x925E7C84\0x6A7511DB,3055,True,2,zstd,12288,,65,
867,root\content\release64\scripting\designerdefined\0x925E7C84\0x70A6E163,4509,True,2,zstd,20480,,69,
868,root\content\release64\scripting\designerdefined\0x925E7C84\0x7EEC4597,3570,True,2,zstd,12288,,51,
869,root\content\release64\scripting\designerdefined\0x925E7C84\0xC318140B,2669,True,2,zstd,12288,,78,
870,root\content\release64\scripting\designerdefined\0x925E7C84\0xCFFBE20F,3136,True,2,zstd,12288,,93,
872,root\content\release64\scripting\designerdefined\0x925E7C84\0xED0CB93A,2950,True,2,zstd,12288,,47,
873,root\content\release64\scripting\designerdefined\0x925E7C84\0xFAACDB27,4533,True,2,zstd,20480,,94,
875,root\content\release64\scripting\designerdefined\0x925E7C84\multiplayer\0x9252EBA9\0xA107D9D4,2997,True,2,zstd,12288,,72,
877,root\content\release64\scripting\designerdefined\0x925E7C84\0xDC923A4B\0x9252EBA9\0x5BD49649,14185,True,2,zstd,45056,,355,
878,root\content\release64\scripting\designerdefined\0xBEF91890\0xA7B9591C,257,True,2,zstd,4096,,10,
884,root\content\release64\scripting\gringo\0x0FBC2F77\0xF9C92EA3,9434,True,2,zstd,20480,,215,path:gringo
885,root\content\release64\scripting\gringo\0x39780E1B\0x5FB273EB,10207,True,2,zstd,24576,,215,path:gringo
886,root\content\release64\scripting\gringo\0x39780E1B\0xA85B9D21,10545,True,2,zstd,24576,,215,path:gringo
887,root\content\release64\scripting\gringo\0x39780E1B\0xFE4D6D94,10516,True,2,zstd,24576,,215,path:gringo
888,root\content\release64\scripting\gringo\0xB834ADD2\0x03A3E1F1,3062,True,2,zstd,12288,,105,path:gringo
889,root\content\release64\scripting\gringo\0xB834ADD2\0x047EFE5E,8834,True,2,zstd,20480,,202,path:gringo
890,root\content\release64\scripting\gringo\0xB834ADD2\0x052FD303,8962,True,2,zstd,20480,,205,path:gringo
891,root\content\release64\scripting\gringo\0xB834ADD2\0x06AE42EB,13924,True,2,zstd,36864,,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
892,root\content\release64\scripting\gringo\0xB834ADD2\0x0A63C625,14179,True,2,zstd,36864,,306,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
893,root\content\release64\scripting\gringo\0xB834ADD2\0x0AE66F00,8172,True,2,zstd,20480,,248,path:gringo;u16be:1194:2
894,root\content\release64\scripting\gringo\0xB834ADD2\0x0C20DF34,8777,True,2,zstd,20480,,208,path:gringo
895,root\content\release64\scripting\gringo\0xB834ADD2\0x0DC93816,8895,True,2,zstd,20480,,211,path:gringo
896,root\content\release64\scripting\gringo\0xB834ADD2\0x0DD366EF,8793,True,2,zstd,20480,,261,path:gringo
897,root\content\release64\scripting\gringo\0xB834ADD2\0x12151C84,9063,True,2,zstd,20480,,206,path:gringo
898,root\content\release64\scripting\gringo\0xB834ADD2\0x1510A047,8762,True,2,zstd,20480,,205,path:gringo
899,root\content\release64\scripting\gringo\0xB834ADD2\0x15AC22EB,10777,True,2,zstd,28672,,284,path:gringo
900,root\content\release64\scripting\gringo\0xB834ADD2\0x1605CC4E,14059,True,2,zstd,36864,,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
901,root\content\release64\scripting\gringo\0xB834ADD2\0x179DBF01,9006,True,2,zstd,20480,,229,path:gringo
902,root\content\release64\scripting\gringo\0xB834ADD2\0x19A39F41,14174,True,2,zstd,36864,,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
903,root\content\release64\scripting\gringo\0xB834ADD2\0x1A0E5133,9238,True,2,zstd,20480,,198,path:gringo
904,root\content\release64\scripting\gringo\0xB834ADD2\0x1BC98E81,10071,True,2,zstd,20480,,209,path:gringo
905,root\content\release64\scripting\gringo\0xB834ADD2\0x1C87BEF8,13683,True,2,zstd,36864,,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
906,root\content\release64\scripting\gringo\0xB834ADD2\0x1F2F504A,10956,True,2,zstd,28672,,215,path:gringo
907,root\content\release64\scripting\gringo\0xB834ADD2\0x1F6F2524,10562,True,2,zstd,24576,,288,path:gringo
908,root\content\release64\scripting\gringo\0xB834ADD2\0x2086E0FA,9573,True,2,zstd,20480,,250,path:gringo;u16be:1193:1
909,root\content\release64\scripting\gringo\0xB834ADD2\0x22339019,10752,True,2,zstd,28672,,284,path:gringo
910,root\content\release64\scripting\gringo\0xB834ADD2\0x24C6326E,13783,True,2,zstd,36864,,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
911,root\content\release64\scripting\gringo\0xB834ADD2\0x26FE0443,1618,True,2,zstd,4096,,112,path:gringo
912,root\content\release64\scripting\gringo\0xB834ADD2\0x273E7361,13651,True,2,zstd,36864,,249,path:gringo
913,root\content\release64\scripting\gringo\0xB834ADD2\0x2ADA8295,10292,True,2,zstd,24576,,257,path:gringo
914,root\content\release64\scripting\gringo\0xB834ADD2\0x2B63D897,8799,True,2,zstd,20480,,221,path:gringo
915,root\content\release64\scripting\gringo\0xB834ADD2\0x2C639920,14628,True,2,zstd,36864,,475,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
916,root\content\release64\scripting\gringo\0xB834ADD2\0x2D3BDE91,8856,True,2,zstd,20480,,209,path:gringo
917,root\content\release64\scripting\gringo\0xB834ADD2\0x2E6D8A77,8438,True,2,zstd,20480,,255,path:gringo;u16be:1194:2
918,root\content\release64\scripting\gringo\0xB834ADD2\0x2EF6312C,8945,True,2,zstd,20480,,209,path:gringo
919,root\content\release64\scripting\gringo\0xB834ADD2\0x3001E0D6,2797,True,2,zstd,12288,,76,path:gringo
920,root\content\release64\scripting\gringo\0xB834ADD2\0x3041647C,8938,True,2,zstd,20480,,205,path:gringo
921,root\content\release64\scripting\gringo\0xB834ADD2\0x324840D6,10322,True,2,zstd,24576,,198,path:gringo
922,root\content\release64\scripting\gringo\0xB834ADD2\0x32660789,10887,True,2,zstd,28672,,250,path:gringo
923,root\content\release64\scripting\gringo\0xB834ADD2\0x33412FFA,8806,True,2,zstd,20480,,265,path:gringo;u16be:1194:2
924,root\content\release64\scripting\gringo\0xB834ADD2\0x33795215,14011,True,2,zstd,36864,,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
925,root\content\release64\scripting\gringo\0xB834ADD2\0x3394ABD0,9919,True,2,zstd,24576,,295,path:gringo;u16be:1194:4
926,root\content\release64\scripting\gringo\0xB834ADD2\0x34D69767,14893,True,2,zstd,36864,,478,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
927,root\content\release64\scripting\gringo\0xB834ADD2\0x3510A3A2,13728,True,2,zstd,36864,,253,path:gringo
928,root\content\release64\scripting\gringo\0xB834ADD2\0x368CB554,10563,True,2,zstd,24576,,288,path:gringo
929,root\content\release64\scripting\gringo\0xB834ADD2\0x36D7ADC7,8803,True,2,zstd,20480,,217,path:gringo
930,root\content\release64\scripting\gringo\0xB834ADD2\0x3A15B3E8,8897,True,2,zstd,20480,,186,path:gringo
931,root\content\release64\scripting\gringo\0xB834ADD2\0x3A5EBB49,11513,True,2,zstd,28672,,267,path:gringo
932,root\content\release64\scripting\gringo\0xB834ADD2\0x3C09B76F,8898,True,2,zstd,20480,,202,path:gringo
933,root\content\release64\scripting\gringo\0xB834ADD2\0x3CDF1D4F,2654,True,2,zstd,8192,,77,path:gringo
934,root\content\release64\scripting\gringo\0xB834ADD2\0x3CFE623B,14477,True,2,zstd,36864,,283,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
935,root\content\release64\scripting\gringo\0xB834ADD2\0x3DFF2BFA,8234,True,2,zstd,20480,,248,path:gringo;u16be:1194:2
936,root\content\release64\scripting\gringo\0xB834ADD2\0x407D1766,3281,True,2,zstd,12288,,97,path:gringo
937,root\content\release64\scripting\gringo\0xB834ADD2\0x41A93067,10686,True,2,zstd,24576,,281,path:gringo
938,root\content\release64\scripting\gringo\0xB834ADD2\0x4353F78F,8750,True,2,zstd,20480,,215,path:gringo
939,root\content\release64\scripting\gringo\0xB834ADD2\0x448286F8,14442,True,2,zstd,36864,,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
940,root\content\release64\scripting\gringo\0xB834ADD2\0x455AD11D,10105,True,2,zstd,24576,,309,path:gringo;u16be:1194:1
941,root\content\release64\scripting\gringo\0xB834ADD2\0x464FF351,8888,True,2,zstd,20480,,206,path:gringo
942,root\content\release64\scripting\gringo\0xB834ADD2\0x47AC79ED,8632,True,2,zstd,20480,,210,path:gringo
943,root\content\release64\scripting\gringo\0xB834ADD2\0x48E5F636,15003,True,2,zstd,36864,,465,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
944,root\content\release64\scripting\gringo\0xB834ADD2\0x4946DEA7,14384,True,2,zstd,36864,,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
945,root\content\release64\scripting\gringo\0xB834ADD2\0x49593F9F,21964,True,2,zstd,53248,,407,path:gringo
946,root\content\release64\scripting\gringo\0xB834ADD2\0x496E5606,11435,True,2,zstd,28672,,242,path:gringo
947,root\content\release64\scripting\gringo\0xB834ADD2\0x4AD4A624,8819,True,2,zstd,20480,,205,path:gringo
948,root\content\release64\scripting\gringo\0xB834ADD2\0x4B37DF57,14646,True,2,zstd,36864,,459,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT
949,root\content\release64\scripting\gringo\0xB834ADD2\0x4BDA969F,8408,True,2,zstd,20480,,190,path:gringo
950,root\content\release64\scripting\gringo\0xB834ADD2\0x512FD466,616,True,2,zstd,4096,,62,path:gringo
