index,path,name,size,resource_type,resource_type_hint,score,reasons,decoded_size,decode_error
1161,root\content\release64\mexico\0xB1531168\0xB86B8818\0x521E18A4,0x521E18A4,11887,2,.wsc/.csc script,250,u16be:1194:1,36864,
860,root\content\release64\scripting\designerdefined\0xC60A0C2F,0xC60A0C2F,10089,2,.wsc/.csc script,249,,24576,
912,root\content\release64\scripting\gringo\0xB834ADD2\0x273E7361,0x273E7361,13651,2,.wsc/.csc script,249,path:gringo,36864,
692,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xE5F2D605\0xE03ED383,0xE03ED383,28334,,,248,u16be:1193:1;u16le:1194:1,,
893,root\content\release64\scripting\gringo\0xB834ADD2\0x0AE66F00,0x0AE66F00,8172,2,.wsc/.csc script,248,path:gringo;u16be:1194:2,20480,
935,root\content\release64\scripting\gringo\0xB834ADD2\0x3DFF2BFA,0x3DFF2BFA,8234,2,.wsc/.csc script,248,path:gringo;u16be:1194:2,20480,
978,root\content\release64\scripting\gringo\0xB834ADD2\0x71D8FA1B,0x71D8FA1B,8305,2,.wsc/.csc script,248,path:gringo;u16be:1194:2,20480,
994,root\content\release64\scripting\gringo\0xB834ADD2\0x7E27D204,0x7E27D204,8172,2,.wsc/.csc script,248,path:gringo;u16be:1194:2,20480,
1004,root\content\release64\scripting\gringo\0xB834ADD2\0x97966545,0x97966545,8188,2,.wsc/.csc script,248,path:gringo;u16be:1194:2,20480,
1075,root\content\release64\scripting\gringo\0xB834ADD2\0xFC373FC1,0xFC373FC1,8188,2,.wsc/.csc script,248,path:gringo;u16be:1194:2,20480,
1443,root\content\release64\0xC06BF8AB\0x43DCBEC5\0x01F62FE2,0x01F62FE2,17472,2,.wsc/.csc script,248,,45056,
1234,root\content\release64\0x72440E09\0x0C925868\0x9A2C155A\0xFC932A9F,0xFC932A9F,10797,2,.wsc/.csc script,247,u16le:1194:1,36864,
1237,root\content\release64\0x72440E09\0x65BC9DB1\0x6F91BFFE,0x6F91BFFE,15508,2,.wsc/.csc script,247,,53248,
1642,root\content\release64\frontier\gaptooth_ridge\0xD7383434,0xD7383434,12356,2,.wsc/.csc script,247,,40960,
485,root\content\release64\dlc\0x22398628\system\0x761AD352,0x761AD352,48473,,,246,u16le:1194:1,,
960,root\content\release64\scripting\gringo\0xB834ADD2\climbontowagon.wsc,climbontowagon.wsc,8712,2,.wsc/.csc script,246,path:wagon;path:gringo,20480,
963,root\content\release64\scripting\gringo\0xB834ADD2\0x5ECB73FA,0x5ECB73FA,12540,2,.wsc/.csc script,246,path:gringo,28672,
1225,root\content\release64\0x72440E09\0x0C925868\0x42E6534C,0x42E6534C,12323,2,.wsc/.csc script,246,,36864,
1648,root\content\release64\frontier\gaptooth_ridge\0x5091EDC3\0xBE74ED11,0xBE74ED11,18171,2,.wsc/.csc script,246,,45056,
604,root\content\release64\dlc\0x22398628\0xC5C07009\0x8AA4025C,0x8AA4025C,15016,2,.wsc/.csc script,245,,36864,
1350,root\content\release64\0x93896EB6\0x88CD6187\0xF91E66E8,0xF91E66E8,11935,2,.wsc/.csc script,245,,36864,
535,root\content\release64\dlc\0x22398628\0x93896EB6\0x444FC437\0x83FFB304,0x83FFB304,20469,,,244,u16be:1193:1;u16be:1194:1,,
1058,root\content\release64\scripting\gringo\0xB834ADD2\0xDF9F07AE,0xDF9F07AE,10322,2,.wsc/.csc script,244,path:gringo,24576,
529,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x54FCA7DE,0x54FCA7DE,22208,,,243,u16be:1194:1;u16le:1193:1,,
739,root\content\release64\dlc\0xD7D5259C\0x7B765022,0x7B765022,14932,2,.wsc/.csc script,243,,36864,
946,root\content\release64\scripting\gringo\0xB834ADD2\0x496E5606,0x496E5606,11435,2,.wsc/.csc script,242,path:gringo,28672,
1359,root\content\release64\0x93896EB6\0x9156BC25\0xB3E9A8F7,0xB3E9A8F7,12440,2,.wsc/.csc script,242,,36864,
429,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x6FD51A58,0x6FD51A58,16099,2,.wsc/.csc script,240,,53248,
1096,root\content\release64\scripting\gringo\itemscripts\0xF6DE86AC,0xF6DE86AC,8732,2,.wsc/.csc script,239,path:gringo,20480,
599,root\content\release64\dlc\0x22398628\0xC5C07009\0x57AB4A94,0x57AB4A94,15370,2,.wsc/.csc script,238,,36864,
1166,root\content\release64\mexico\0xC98E26B5\0xB3CED795,0xB3CED795,15199,2,.wsc/.csc script,238,,53248,
1438,root\content\release64\0xC06BF8AB\0x18DF302B\0x668452E1\0x621BF22D,0x621BF22D,15845,2,.wsc/.csc script,237,,36864,
596,root\content\release64\dlc\0x22398628\0xC5C07009\0x4BF8EA71,0x4BF8EA71,15533,2,.wsc/.csc script,236,,36864,
1094,root\content\release64\scripting\gringo\itemscripts\0xD120D74A,0xD120D74A,8785,2,.wsc/.csc script,236,path:gringo,20480,
508,root\content\release64\dlc\0x22398628\0x93896EB6\return\0x06D951E9,0x06D951E9,15706,,,235,u16be:1194:1;u16le:1193:1,,
1022,root\content\release64\scripting\gringo\0xB834ADD2\0xAC7D9507,0xAC7D9507,10847,2,.wsc/.csc script,235,path:gringo,28672,
1536,root\content\release64\frontier\0x2BE0ECA6\0x817F8050\0xDDC98734,0xDDC98734,10549,2,.wsc/.csc script,235,,36864,
469,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x6AA21F8E,0x6AA21F8E,17691,2,.wsc/.csc script,233,,57344,
1362,root\content\release64\0x93896EB6\0xA478703E\0x3E2D594D,0x3E2D594D,10321,2,.wsc/.csc script,233,,28672,
738,root\content\release64\dlc\0xD7D5259C\0x615AC3EA,0x615AC3EA,14382,2,.wsc/.csc script,231,,36864,
984,root\content\release64\scripting\gringo\0xB834ADD2\0x74153046,0x74153046,8823,2,.wsc/.csc script,231,path:gringo,20480,
1000,root\content\release64\scripting\gringo\0xB834ADD2\vehicle_generator.wsc,vehicle_generator.wsc,2372,2,.wsc/.csc script,231,path:vehicle;path:gringo;string:vehiclelist;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,4096,
1018,root\content\release64\scripting\gringo\0xB834ADD2\0xA79A153C,0xA79A153C,8773,2,.wsc/.csc script,230,path:gringo,20480,
1156,root\content\release64\mexico\0xB1531168\0x14E29558\0x276CB9B1,0x276CB9B1,12025,2,.wsc/.csc script,230,,36864,
901,root\content\release64\scripting\gringo\0xB834ADD2\0x179DBF01,0x179DBF01,9006,2,.wsc/.csc script,229,path:gringo,20480,
1002,root\content\release64\scripting\gringo\0xB834ADD2\0x96658B6B,0x96658B6B,14605,2,.wsc/.csc script,228,path:gringo,36864,
1172,root\content\release64\mexico\0xC98E26B5\0x86B4F8A8\0x00BC3BFE,0x00BC3BFE,8402,2,.wsc/.csc script,228,u16be:1194:1,20480,
1230,root\content\release64\0x72440E09\0x0C925868\blackwater\0x9DAD1E9E,0x9DAD1E9E,14913,2,.wsc/.csc script,228,,45056,
1040,root\content\release64\scripting\gringo\0xB834ADD2\0xC79B589C,0xC79B589C,8729,2,.wsc/.csc script,226,path:gringo,20480,
1108,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0xFD81AC66,0xFD81AC66,8712,2,.wsc/.csc script,226,path:gringo,20480,
1539,root\content\release64\frontier\0x2BE0ECA6\0xD39FE932\0x7A868DDB,0x7A868DDB,12086,2,.wsc/.csc script,226,,36864,
486,root\content\release64\dlc\0x22398628\system\0xA95DF2DD,0xA95DF2DD,27680,,,225,u16be:1194:1;u16be:1193:1,,
572,root\content\release64\dlc\0x22398628\0x93896EB6\0xCF662134\0xB57E8AD6,0xB57E8AD6,21881,,,224,u16le:1193:3,,
584,root\content\release64\dlc\0x22398628\0xC5C07009\0x0511F895,0x0511F895,15504,2,.wsc/.csc script,223,,36864,
637,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x32F9A564,0x32F9A564,8280,2,.wsc/.csc script,223,u16be:1194:2,20480,
696,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0x921247D3,0x921247D3,15182,2,.wsc/.csc script,223,,53248,
695,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0x7869B897,0x7869B897,16377,,,221,u16be:1194:1;u16le:1193:1,,
914,root\content\release64\scripting\gringo\0xB834ADD2\0x2B63D897,0x2B63D897,8799,2,.wsc/.csc script,221,path:gringo,20480,
1659,root\content\release64\frontier\gaptooth_ridge\0xA51AF855\0x95997522\0x61F77FA2,0x61F77FA2,10815,2,.wsc/.csc script,221,,28672,
1029,root\content\release64\scripting\gringo\0xB834ADD2\0xB6B28111,0xB6B28111,8322,2,.wsc/.csc script,220,path:gringo,20480,
1437,root\content\release64\0xC06BF8AB\0x18DF302B\0x49F8A26D\0x7F1929B4,0x7F1929B4,9476,2,.wsc/.csc script,220,,28672,
1497,root\content\release64\0xC06BF8AB\0xB3EB27E8\0x3D8E63E3,0x3D8E63E3,7260,2,.wsc/.csc script,218,,20480,
929,root\content\release64\scripting\gringo\0xB834ADD2\0x36D7ADC7,0x36D7ADC7,8803,2,.wsc/.csc script,217,path:gringo,20480,
951,root\content\release64\scripting\gringo\0xB834ADD2\0x53A1577A,0x53A1577A,8290,2,.wsc/.csc script,216,path:gringo,20480,
1545,root\content\release64\frontier\rio_bravo\0xC4C5F136,0xC4C5F136,13526,2,.wsc/.csc script,216,,53248,
1662,root\content\release64\frontier\gaptooth_ridge\0xA51AF855\0x95997522\0xF848AE90,0xF848AE90,10919,2,.wsc/.csc script,216,,28672,
426,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x23368883,0x23368883,17416,,,215,u16be:1194:2;u16le:1193:1,,
621,root\content\release64\dlc\0x22398628\0xC5C07009\0xE69DB7C3,0xE69DB7C3,18195,2,.wsc/.csc script,215,,40960,
884,root\content\release64\scripting\gringo\0x0FBC2F77\0xF9C92EA3,0xF9C92EA3,9434,2,.wsc/.csc script,215,path:gringo,20480,
885,root\content\release64\scripting\gringo\0x39780E1B\0x5FB273EB,0x5FB273EB,10207,2,.wsc/.csc script,215,path:gringo,24576,
886,root\content\release64\scripting\gringo\0x39780E1B\0xA85B9D21,0xA85B9D21,10545,2,.wsc/.csc script,215,path:gringo,24576,
887,root\content\release64\scripting\gringo\0x39780E1B\0xFE4D6D94,0xFE4D6D94,10516,2,.wsc/.csc script,215,path:gringo,24576,
906,root\content\release64\scripting\gringo\0xB834ADD2\0x1F2F504A,0x1F2F504A,10956,2,.wsc/.csc script,215,path:gringo,28672,
938,root\content\release64\scripting\gringo\0xB834ADD2\0x4353F78F,0x4353F78F,8750,2,.wsc/.csc script,215,path:gringo,20480,
1538,root\content\release64\frontier\0x2BE0ECA6\0xB63984C3\0xB44E0DA7,0xB44E0DA7,13963,2,.wsc/.csc script,215,,45056,
1666,root\content\release64\frontier\0xFCCF2B76\0x57C78A81,0x57C78A81,14944,2,.wsc/.csc script,215,,53248,
448,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xBF6244D7\0x3CDB3A49,0x3CDB3A49,28963,,,213,u16le:1193:2,,
1657,root\content\release64\frontier\gaptooth_ridge\0xA51AF855\0x95997522\0x2B125865,0x2B125865,10528,2,.wsc/.csc script,213,,28672,
1658,root\content\release64\frontier\gaptooth_ridge\0xA51AF855\0x95997522\0x4B763615,0x4B763615,10393,2,.wsc/.csc script,213,,28672,
1667,root\content\release64\frontier\0xFCCF2B76\0x5960DA00,0x5960DA00,11241,2,.wsc/.csc script,213,,36864,
1008,root\content\release64\scripting\gringo\0xB834ADD2\0x9F71735A,0x9F71735A,8716,2,.wsc/.csc script,212,path:gringo,20480,
895,root\content\release64\scripting\gringo\0xB834ADD2\0x0DC93816,0x0DC93816,8895,2,.wsc/.csc script,211,path:gringo,20480,
1656,root\content\release64\frontier\gaptooth_ridge\0xA51AF855\0x95997522\0x252F3645,0x252F3645,10650,2,.wsc/.csc script,211,,28672,
742,root\content\release64\dlc\0xD7D5259C\0xC05495A3,0xC05495A3,14997,,,210,u16be:1194:2;u16le:1194:1,,
942,root\content\release64\scripting\gringo\0xB834ADD2\0x47AC79ED,0x47AC79ED,8632,2,.wsc/.csc script,210,path:gringo,20480,
971,root\content\release64\scripting\gringo\0xB834ADD2\0x66164473,0x66164473,8841,2,.wsc/.csc script,210,path:gringo,20480,
307,root\content\release64\dlc\0x22398628\0x0D5A1FA5\regions\0x3AC9FDF0,0x3AC9FDF0,10944,2,.wsc/.csc script,209,,24576,
308,root\content\release64\dlc\0x22398628\0x0D5A1FA5\regions\0x43FE6A09,0x43FE6A09,10941,2,.wsc/.csc script,209,,24576,
309,root\content\release64\dlc\0x22398628\0x0D5A1FA5\regions\0x588DF629,0x588DF629,10937,2,.wsc/.csc script,209,,24576,
310,root\content\release64\dlc\0x22398628\0x0D5A1FA5\regions\0xB687581D,0xB687581D,10941,2,.wsc/.csc script,209,,24576,
311,root\content\release64\dlc\0x22398628\0x0D5A1FA5\regions\0xEE6E59C1,0xEE6E59C1,10942,2,.wsc/.csc script,209,,24576,
419,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0x14E29558\0xF6658BC2,0xF6658BC2,30040,,,209,u16le:1194:1,,
595,root\content\release64\dlc\0x22398628\0xC5C07009\0x49EB2C2B,0x49EB2C2B,18895,,,209,u16be:1194:1;u16be:1193:1,,
904,root\content\release64\scripting\gringo\0xB834ADD2\0x1BC98E81,0x1BC98E81,10071,2,.wsc/.csc script,209,path:gringo,20480,
916,root\content\release64\scripting\gringo\0xB834ADD2\0x2D3BDE91,0x2D3BDE91,8856,2,.wsc/.csc script,209,path:gringo,20480,
918,root\content\release64\scripting\gringo\0xB834ADD2\0x2EF6312C,0x2EF6312C,8945,2,.wsc/.csc script,209,path:gringo,20480,
1019,root\content\release64\scripting\gringo\0xB834ADD2\0xA928F231,0xA928F231,8855,2,.wsc/.csc script,209,path:gringo,20480,
1039,root\content\release64\scripting\gringo\0xB834ADD2\0xC69298B1,0xC69298B1,8810,2,.wsc/.csc script,209,path:gringo,20480,
1059,root\content\release64\scripting\gringo\0xB834ADD2\0xE0A9B60A,0xE0A9B60A,8730,2,.wsc/.csc script,209,path:gringo,20480,
609,root\content\release64\dlc\0x22398628\0xC5C07009\0x9E4346F9,0x9E4346F9,18305,2,.wsc/.csc script,208,,45056,
894,root\content\release64\scripting\gringo\0xB834ADD2\0x0C20DF34,0x0C20DF34,8777,2,.wsc/.csc script,208,path:gringo,20480,
969,root\content\release64\scripting\gringo\0xB834ADD2\0x64BE3C1E,0x64BE3C1E,8229,2,.wsc/.csc script,208,path:gringo,20480,
1030,root\content\release64\scripting\gringo\0xB834ADD2\0xBA585C6B,0xBA585C6B,12516,2,.wsc/.csc script,208,path:gringo,28672,
1240,root\content\release64\0x72440E09\0x65BC9DB1\0x14EF9BBB\0x8832C0A0,0x8832C0A0,13707,2,.wsc/.csc script,208,,40960,
952,root\content\release64\scripting\gringo\0xB834ADD2\0x547061B2,0x547061B2,8796,2,.wsc/.csc script,207,path:gringo,20480,
1003,root\content\release64\scripting\gringo\0xB834ADD2\0x97734E51,0x97734E51,8959,2,.wsc/.csc script,207,path:gringo,20480,
592,root\content\release64\dlc\0x22398628\0xC5C07009\0x3A6E6B5A,0x3A6E6B5A,16242,,,206,u16be:1193:1;u16le:1194:2,,
897,root\content\release64\scripting\gringo\0xB834ADD2\0x12151C84,0x12151C84,9063,2,.wsc/.csc script,206,path:gringo,20480,
941,root\content\release64\scripting\gringo\0xB834ADD2\0x464FF351,0x464FF351,8888,2,.wsc/.csc script,206,path:gringo,20480,
959,root\content\release64\scripting\gringo\0xB834ADD2\0x5A461508,0x5A461508,8920,2,.wsc/.csc script,206,path:gringo,20480,
1017,root\content\release64\scripting\gringo\0xB834ADD2\0xA715BE55,0xA715BE55,8885,2,.wsc/.csc script,206,path:gringo,20480,
1020,root\content\release64\scripting\gringo\0xB834ADD2\0xA9EA95A1,0xA9EA95A1,8772,2,.wsc/.csc script,206,path:gringo,20480,
1042,root\content\release64\scripting\gringo\0xB834ADD2\0xCBE1D6CA,0xCBE1D6CA,8633,2,.wsc/.csc script,206,path:gringo,20480,
1074,root\content\release64\scripting\gringo\0xB834ADD2\0xF977B781,0xF977B781,8728,2,.wsc/.csc script,206,path:gringo,20480,
466,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x9A2C155A\0xBD1208EA,0xBD1208EA,6485,2,.wsc/.csc script,205,u16be:1194:1,20480,
707,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0xB49D4680,0xB49D4680,17031,,,205,u16be:1194:1;u16le:1193:1,,
747,root\content\release64\dlc\0xEB639858\0x8AE80FC9,0x8AE80FC9,9738,2,.wsc/.csc script,205,,24576,
890,root\content\release64\scripting\gringo\0xB834ADD2\0x052FD303,0x052FD303,8962,2,.wsc/.csc script,205,path:gringo,20480,
898,root\content\release64\scripting\gringo\0xB834ADD2\0x1510A047,0x1510A047,8762,2,.wsc/.csc script,205,path:gringo,20480,
920,root\content\release64\scripting\gringo\0xB834ADD2\0x3041647C,0x3041647C,8938,2,.wsc/.csc script,205,path:gringo,20480,
947,root\content\release64\scripting\gringo\0xB834ADD2\0x4AD4A624,0x4AD4A624,8819,2,.wsc/.csc script,205,path:gringo,20480,
987,root\content\release64\scripting\gringo\0xB834ADD2\0x77F56044,0x77F56044,8957,2,.wsc/.csc script,205,path:gringo,20480,
1005,root\content\release64\scripting\gringo\0xB834ADD2\0x990A4C5F,0x990A4C5F,8897,2,.wsc/.csc script,205,path:gringo,20480,
1027,root\content\release64\scripting\gringo\0xB834ADD2\0xB19300E8,0xB19300E8,8656,2,.wsc/.csc script,205,path:gringo,20480,
1033,root\content\release64\scripting\gringo\0xB834ADD2\0xBF4824BB,0xBF4824BB,8759,2,.wsc/.csc script,205,path:gringo,20480,
1069,root\content\release64\scripting\gringo\0xB834ADD2\0xF3578780,0xF3578780,9660,2,.wsc/.csc script,205,path:gringo,24576,
1171,root\content\release64\mexico\0xC98E26B5\0x581EA76C\0x17F51C60,0x17F51C60,9721,2,.wsc/.csc script,205,,28672,
1071,root\content\release64\scripting\gringo\0xB834ADD2\0xF5802943,0xF5802943,9039,2,.wsc/.csc script,204,path:gringo,20480,
1159,root\content\release64\mexico\0xB1531168\0x154805E6\0x23DD37ED,0x23DD37ED,13471,2,.wsc/.csc script,204,,40960,
1226,root\content\release64\0x72440E09\0x0C925868\0x4C247A8B,0x4C247A8B,8002,2,.wsc/.csc script,204,,20480,
956,root\content\release64\scripting\gringo\0xB834ADD2\0x5910062A,0x5910062A,9037,2,.wsc/.csc script,203,path:gringo,20480,
889,root\content\release64\scripting\gringo\0xB834ADD2\0x047EFE5E,0x047EFE5E,8834,2,.wsc/.csc script,202,path:gringo,20480,
932,root\content\release64\scripting\gringo\0xB834ADD2\0x3C09B76F,0x3C09B76F,8898,2,.wsc/.csc script,202,path:gringo,20480,
966,root\content\release64\scripting\gringo\0xB834ADD2\0x6353EA62,0x6353EA62,9105,2,.wsc/.csc script,202,path:gringo,20480,
970,root\content\release64\scripting\gringo\0xB834ADD2\0x658C9BEA,0x658C9BEA,8883,2,.wsc/.csc script,202,path:gringo,20480,
975,root\content\release64\scripting\gringo\0xB834ADD2\0x6AF98857,0x6AF98857,8755,2,.wsc/.csc script,202,path:gringo,20480,
976,root\content\release64\scripting\gringo\0xB834ADD2\0x6E638495,0x6E638495,8747,2,.wsc/.csc script,202,path:gringo,20480,
995,root\content\release64\scripting\gringo\0xB834ADD2\0x819EF124,0x819EF124,8861,2,.wsc/.csc script,202,path:gringo,20480,
999,root\content\release64\scripting\gringo\0xB834ADD2\0x915E316D,0x915E316D,8875,2,.wsc/.csc script,202,path:gringo,20480,
1011,root\content\release64\scripting\gringo\0xB834ADD2\0xA2BA4204,0xA2BA4204,8761,2,.wsc/.csc script,202,path:gringo,20480,
1036,root\content\release64\scripting\gringo\0xB834ADD2\0xC3643CFF,0xC3643CFF,8696,2,.wsc/.csc script,202,path:gringo,20480,
1038,root\content\release64\scripting\gringo\0xB834ADD2\0xC668995F,0xC668995F,8842,2,.wsc/.csc script,202,path:gringo,20480,
1047,root\content\release64\scripting\gringo\0xB834ADD2\0xD0DD7057,0xD0DD7057,8781,2,.wsc/.csc script,202,path:gringo,20480,
1050,root\content\release64\scripting\gringo\0xB834ADD2\0xD4554054,0xD4554054,8783,2,.wsc/.csc script,202,path:gringo,20480,
1060,root\content\release64\scripting\gringo\0xB834ADD2\0xE370BB63,0xE370BB63,8866,2,.wsc/.csc script,202,path:gringo,20480,
1064,root\content\release64\scripting\gringo\0xB834ADD2\0xE8A26C79,0xE8A26C79,8747,2,.wsc/.csc script,202,path:gringo,20480,
1078,root\content\release64\scripting\gringo\0xB834ADD2\0xFEB7647F,0xFEB7647F,8747,2,.wsc/.csc script,202,path:gringo,20480,
635,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x1E87E30D,0x1E87E30D,8636,2,.wsc/.csc script,201,,20480,
1509,root\content\release64\0xC06BF8AB\0xC51F85B7\0xECDD68C9,0xECDD68C9,14941,2,.wsc/.csc script,200,,36864,
569,root\content\release64\dlc\0x22398628\0x93896EB6\0xCF662134\0x41020E33,0x41020E33,20071,,,199,u16be:1194:1;u16le:1193:1,,
17,root\content\dlc\0x22398628\0x47DF250D,0x47DF250D,883572,,,198,,,
24,root\content\dlc\0x22398628\0x8B4E0980,0x8B4E0980,883688,,,198,,,
903,root\content\release64\scripting\gringo\0xB834ADD2\0x1A0E5133,0x1A0E5133,9238,2,.wsc/.csc script,198,path:gringo,20480,
921,root\content\release64\scripting\gringo\0xB834ADD2\0x324840D6,0x324840D6,10322,2,.wsc/.csc script,198,path:gringo,24576,
1013,root\content\release64\scripting\gringo\0xB834ADD2\0xA44A4A90,0xA44A4A90,9028,2,.wsc/.csc script,198,path:gringo,20480,
1049,root\content\release64\scripting\gringo\0xB834ADD2\0xD3914E27,0xD3914E27,8713,2,.wsc/.csc script,198,path:gringo,20480,
1024,root\content\release64\scripting\gringo\0xB834ADD2\0xAD9B30CE,0xAD9B30CE,9543,2,.wsc/.csc script,197,path:gringo,20480,
1537,root\content\release64\frontier\0x2BE0ECA6\0xB63984C3\0x0F007A05,0x0F007A05,8197,2,.wsc/.csc script,197,,20480,
1653,root\content\release64\frontier\gaptooth_ridge\0xA51AF855\0x6ED517A9,0x6ED517A9,8662,2,.wsc/.csc script,197,,20480,
1066,root\content\release64\scripting\gringo\0xB834ADD2\0xF0490E54,0xF0490E54,8313,2,.wsc/.csc script,196,path:gringo,20480,
1168,root\content\release64\mexico\0xC98E26B5\0x32336E73\0x615E53AA,0x615E53AA,14073,2,.wsc/.csc script,196,,45056,
955,root\content\release64\scripting\gringo\0xB834ADD2\0x56813787,0x56813787,9853,2,.wsc/.csc script,195,path:gringo,20480,
1014,root\content\release64\scripting\gringo\0xB834ADD2\0xA5EA413A,0xA5EA413A,9391,2,.wsc/.csc script,195,path:gringo,20480,
1083,root\content\release64\scripting\gringo\itemscripts\0x45D2E87A,0x45D2E87A,7921,2,.wsc/.csc script,195,path:gringo,20480,
553,root\content\release64\dlc\0x22398628\0x93896EB6\missing\0x6821D95A,0x6821D95A,26481,,,194,u16be:1194:2,,
1012,root\content\release64\scripting\gringo\0xB834ADD2\0xA3C4DCE8,0xA3C4DCE8,8499,2,.wsc/.csc script,194,path:gringo,20480,
1549,root\content\release64\frontier\rio_bravo\0xECEAA34D\0x2AC38411,0x2AC38411,12495,2,.wsc/.csc script,194,,40960,
1637,root\content\release64\frontier\gaptooth_ridge\0x377D3918,0x377D3918,8232,2,.wsc/.csc script,194,,20480,
514,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x0ED93702,0x0ED93702,18191,,,193,u16be:1193:1;u16le:1193:1,,
530,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x6BC0ADF4,0x6BC0ADF4,20885,,,193,u16le:1193:1,,
556,root\content\release64\dlc\0x22398628\0x93896EB6\missing\0xD5964A47,0xD5964A47,20994,,,191,u16le:1194:1,,
709,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\rathskeller_fork\0xCFB54E3F,0xCFB54E3F,30639,,,191,u16be:1194:1,,
957,root\content\release64\scripting\gringo\0xB834ADD2\0x5962990B,0x5962990B,9097,2,.wsc/.csc script,191,path:gringo,20480,
1006,root\content\release64\scripting\gringo\0xB834ADD2\0x9A14FD28,0x9A14FD28,8704,2,.wsc/.csc script,191,path:gringo,20480,
949,root\content\release64\scripting\gringo\0xB834ADD2\0x4BDA969F,0x4BDA969F,8408,2,.wsc/.csc script,190,path:gringo,20480,
1065,root\content\release64\scripting\gringo\0xB834ADD2\0xE9684407,0xE9684407,8370,2,.wsc/.csc script,189,path:gringo,20480,
1090,root\content\release64\scripting\gringo\itemscripts\0x9FB15D2A,0x9FB15D2A,7488,2,.wsc/.csc script,189,path:gringo,20480,
1174,root\content\release64\mexico\0xC98E26B5\0xADA32AC4\0x99AA6919,0x99AA6919,11165,2,.wsc/.csc script,189,,36864,
1186,root\content\release64\mexico\0xD8416B09\0xC5F5E231\0xAD729E98,0xAD729E98,11553,2,.wsc/.csc script,189,,36864,
1093,root\content\release64\scripting\gringo\itemscripts\0xC1C5DD76,0xC1C5DD76,7639,2,.wsc/.csc script,188,path:gringo,20480,
640,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x592BCA6F,0x592BCA6F,8895,2,.wsc/.csc script,186,,20480,
930,root\content\release64\scripting\gringo\0xB834ADD2\0x3A15B3E8,0x3A15B3E8,8897,2,.wsc/.csc script,186,path:gringo,20480,
986,root\content\release64\scripting\gringo\0xB834ADD2\0x76E2718F,0x76E2718F,8729,2,.wsc/.csc script,186,path:gringo,20480,
1105,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0xA7D3DA61,0xA7D3DA61,7696,2,.wsc/.csc script,185,path:gringo,20480,
516,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x1C654C6A,0x1C654C6A,13534,,,184,u16be:1194:1;u16be:1193:1,,
441,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xADE4FC13,0xADE4FC13,17416,,,183,u16le:1193:2,,
618,root\content\release64\dlc\0x22398628\0xC5C07009\0xE3A1A462,0xE3A1A462,22492,,,182,u16le:1194:1,,
625,root\content\release64\dlc\0x22398628\0xC5C07009\0xF71BCE61,0xF71BCE61,38111,,,182,,,
1081,root\content\release64\scripting\gringo\itemscripts\0x2E682BCE,0x2E682BCE,7004,2,.wsc/.csc script,181,path:gringo,20480,
1643,root\content\release64\frontier\gaptooth_ridge\rathskeller_fork\0x238F58D5,0x238F58D5,8489,2,.wsc/.csc script,181,,20480,
1672,root\content\release64\frontier\0xFCCF2B76\0x12480F65\0x2EA56433,0x2EA56433,10656,2,.wsc/.csc script,181,,28672,
1236,root\content\release64\0x72440E09\0x65BC9DB1\0x3BE9BC2D,0x3BE9BC2D,8143,2,.wsc/.csc script,180,,20480,
1529,root\content\release64\frontier\0x2BE0ECA6\0x759D3484,0x759D3484,8433,2,.wsc/.csc script,180,,20480,
550,root\content\release64\dlc\0x22398628\0x93896EB6\0x6766FCAB\0xB6C52F0B,0xB6C52F0B,20614,,,179,u16le:1194:2,,
576,root\content\release64\dlc\0x22398628\0x93896EB6\0xF52DBBF5\0x145A5CFC,0x145A5CFC,20253,,,179,u16le:1194:1,,
1498,root\content\release64\0xC06BF8AB\0xBEF91890\0x3509902E,0x3509902E,10824,2,.wsc/.csc script,179,,28672,
27,root\content\dlc\0x22398628\0xC12FAF41,0xC12FAF41,23871,,,178,u16be:1193:1;u16le:1193:1,,
