index,path,name,size,resource_type,resource_type_hint,score,reasons,decoded_size,decode_error
1297,root\content\release64\0x72440E09\0xDCF649E3\0xB58205E7\0x6802D058\0x011A06ED,0x011A06ED,50486,2,.wsc/.csc script,470,,135168,
318,root\content\release64\dlc\0x22398628\0x0D5A1FA5\0x953CB68D\0x5C819684\0x94E6260B,0x94E6260B,51043,2,.wsc/.csc script,467,,126976,
319,root\content\release64\dlc\0x22398628\0x0D5A1FA5\0x953CB68D\0x8E0ABB34\0x3A477E3B,0x3A477E3B,51237,2,.wsc/.csc script,467,,126976,
972,root\content\release64\scripting\gringo\0xB834ADD2\0x66E0CFAA,0x66E0CFAA,14216,2,.wsc/.csc script,467,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
943,root\content\release64\scripting\gringo\0xB834ADD2\0x48E5F636,0x48E5F636,15003,2,.wsc/.csc script,465,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1345,root\content\release64\0x93896EB6\0x88CD6187\0x0EB1436C,0x0EB1436C,18307,2,.wsc/.csc script,465,u16be:1193:1;u16be:1194:3,45056,
1025,root\content\release64\scripting\gringo\0xB834ADD2\0xB0286C53,0xB0286C53,14740,2,.wsc/.csc script,464,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1348,root\content\release64\0x93896EB6\0x88CD6187\0x878D4A48,0x878D4A48,18711,2,.wsc/.csc script,461,u16be:1193:1,45056,
948,root\content\release64\scripting\gringo\0xB834ADD2\0x4B37DF57,0x4B37DF57,14646,2,.wsc/.csc script,459,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
690,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xD39FE932\0xD88B89C4,0xD88B89C4,33811,2,.wsc/.csc script,457,u16be:1194:2,94208,
1492,root\content\release64\0xC06BF8AB\0x850784D2\0x4BDA5AD0,0x4BDA5AD0,31307,2,.wsc/.csc script,456,hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,77824,
320,root\content\release64\dlc\0x22398628\0x0D5A1FA5\0x953CB68D\0xC25BD633\0x09833A92,0x09833A92,51307,2,.wsc/.csc script,454,,126976,
992,root\content\release64\scripting\gringo\0xB834ADD2\0x7AE0645B,0x7AE0645B,14421,2,.wsc/.csc script,454,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
321,root\content\release64\dlc\0x22398628\0x0D5A1FA5\0x953CB68D\0xCA1EB3AD\0xDDD02386,0xDDD02386,51168,2,.wsc/.csc script,453,,126976,
667,root\content\release64\dlc\0x22398628\0xDCF649E3\0x3EBF2FB1\0x49D0AF27,0x49D0AF27,66465,,,453,u16be:1194:3;u16be:1193:1,,
900,root\content\release64\scripting\gringo\0xB834ADD2\0x1605CC4E,0x1605CC4E,14059,2,.wsc/.csc script,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
902,root\content\release64\scripting\gringo\0xB834ADD2\0x19A39F41,0x19A39F41,14174,2,.wsc/.csc script,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
924,root\content\release64\scripting\gringo\0xB834ADD2\0x33795215,0x33795215,14011,2,.wsc/.csc script,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
980,root\content\release64\scripting\gringo\0xB834ADD2\0x72550069,0x72550069,13875,2,.wsc/.csc script,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
997,root\content\release64\scripting\gringo\0xB834ADD2\0x83831EF2,0x83831EF2,13959,2,.wsc/.csc script,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1028,root\content\release64\scripting\gringo\0xB834ADD2\0xB60F4434,0xB60F4434,13754,2,.wsc/.csc script,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1046,root\content\release64\scripting\gringo\0xB834ADD2\0xD08B07A7,0xD08B07A7,14155,2,.wsc/.csc script,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1051,root\content\release64\scripting\gringo\0xB834ADD2\0xD69C1B75,0xD69C1B75,13742,2,.wsc/.csc script,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1062,root\content\release64\scripting\gringo\0xB834ADD2\0xE660479C,0xE660479C,14302,2,.wsc/.csc script,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1070,root\content\release64\scripting\gringo\0xB834ADD2\0xF4033392,0xF4033392,14375,2,.wsc/.csc script,452,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
317,root\content\release64\dlc\0x22398628\0x0D5A1FA5\0x953CB68D\0x109A0673\0x853639C9,0x853639C9,51107,2,.wsc/.csc script,451,,126976,
560,root\content\release64\dlc\0x22398628\0x93896EB6\0x9C250044\0x748F998F,0x748F998F,20769,2,.wsc/.csc script,451,hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,53248,
1034,root\content\release64\scripting\gringo\0xB834ADD2\0xC016743B,0xC016743B,14262,2,.wsc/.csc script,451,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
891,root\content\release64\scripting\gringo\0xB834ADD2\0x06AE42EB,0x06AE42EB,13924,2,.wsc/.csc script,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
905,root\content\release64\scripting\gringo\0xB834ADD2\0x1C87BEF8,0x1C87BEF8,13683,2,.wsc/.csc script,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
910,root\content\release64\scripting\gringo\0xB834ADD2\0x24C6326E,0x24C6326E,13783,2,.wsc/.csc script,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
939,root\content\release64\scripting\gringo\0xB834ADD2\0x448286F8,0x448286F8,14442,2,.wsc/.csc script,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
944,root\content\release64\scripting\gringo\0xB834ADD2\0x4946DEA7,0x4946DEA7,14384,2,.wsc/.csc script,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1001,root\content\release64\scripting\gringo\0xB834ADD2\0x93F18622,0x93F18622,14091,2,.wsc/.csc script,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1032,root\content\release64\scripting\gringo\0xB834ADD2\0xBE84455E,0xBE84455E,13864,2,.wsc/.csc script,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1076,root\content\release64\scripting\gringo\0xB834ADD2\0xFD7BADE6,0xFD7BADE6,13865,2,.wsc/.csc script,448,path:gringo;u16be:1193:4;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
1299,root\content\release64\0x72440E09\0xDCF649E3\0xB58205E7\0xCF80CF91\0xFA8FF8F1,0xFA8FF8F1,40666,2,.wsc/.csc script,443,,110592,
1393,root\content\release64\0x93896EB6\0xF0BE8E5D\0x76833D00,0x76833D00,19503,2,.wsc/.csc script,436,u16be:1193:1,53248,
1381,root\content\release64\0x93896EB6\0xDF1F4BEB\0xC906B250,0xC906B250,24349,2,.wsc/.csc script,435,u16be:1193:5,61440,
1009,root\content\release64\scripting\gringo\0xB834ADD2\0xA1CFD53D,0xA1CFD53D,17402,2,.wsc/.csc script,433,path:gringo;u16be:1193:2,40960,
1499,root\content\release64\0xC06BF8AB\0xBEF91890\0x8753B0C6,0x8753B0C6,27365,2,.wsc/.csc script,432,u16be:1193:1,69632,
460,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\blackwater\0x8ED3CEB7,0x8ED3CEB7,55249,,,431,u16be:1193:1;u16le:1193:1,,
1428,root\content\release64\0xC06BF8AB\0x03DF7989\0x710752A9,0x710752A9,23744,2,.wsc/.csc script,431,u16be:1193:1,57344,
1379,root\content\release64\0x93896EB6\0xDF1F4BEB\0x6D2A0634,0x6D2A0634,17772,2,.wsc/.csc script,429,u16be:1194:1,40960,
659,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0xFA6BA1A4,0xFA6BA1A4,13026,2,.wsc/.csc script,427,u16be:1193:5;u16be:1194:1;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
670,root\content\release64\dlc\0x22398628\0xDCF649E3\0x618AF548\0xD6F79C39,0xD6F79C39,32555,2,.wsc/.csc script,427,,77824,
1184,root\content\release64\mexico\0xD8416B09\0xBF6244D7\0x6E4FA7C8,0x6E4FA7C8,31936,2,.wsc/.csc script,426,,81920,
434,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x581EA76C\0x883B31B4,0x883B31B4,29863,2,.wsc/.csc script,425,u16be:1194:2,77824,
1547,root\content\release64\frontier\rio_bravo\0x3E7DCFFC\0xB2C9EAF1,0xB2C9EAF1,29386,2,.wsc/.csc script,425,,73728,
1351,root\content\release64\0x93896EB6\0x8C024AAA\0x029ED75E,0x029ED75E,18184,2,.wsc/.csc script,424,u16be:1193:1,45056,
421,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0x154805E6\0x634074C1,0x634074C1,30823,2,.wsc/.csc script,422,u16be:1193:2,86016,
541,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0xBA99F55F,0xBA99F55F,21320,2,.wsc/.csc script,422,,53248,
475,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x79A33999\0x7F82DCA0,0x7F82DCA0,28456,2,.wsc/.csc script,419,u16be:1193:3,73728,
481,root\content\release64\dlc\0x22398628\system\0x38444A6E,0x38444A6E,25504,2,.wsc/.csc script,418,,86016,
1416,root\content\release64\0x96E04D47\0xC755DA68\0xB3B1C655,0xB3B1C655,26765,2,.wsc/.csc script,417,,69632,
1392,root\content\release64\0x93896EB6\0xF0BE8E5D\0x74A1BCF9,0x74A1BCF9,17798,2,.wsc/.csc script,416,u16be:1194:2,45056,
689,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xB63984C3\0xCCEAEAFE,0xCCEAEAFE,28861,2,.wsc/.csc script,415,u16be:1193:2,73728,
698,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0x3E7DCFFC\0x0C052A57,0x0C052A57,32952,2,.wsc/.csc script,415,,94208,
1338,root\content\release64\0x93896EB6\0x701D8BF0\0x9931FF25,0x9931FF25,37125,2,.wsc/.csc script,415,,94208,
422,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xB86B8818\0x8D19AACF,0x8D19AACF,34240,2,.wsc/.csc script,414,u16be:1193:2,94208,
1327,root\content\release64\0x93896EB6\0x19F334A3\0xC840FEC1,0xC840FEC1,14634,2,.wsc/.csc script,413,u16be:1194:1,36864,
724,root\content\release64\dlc\0x22398628\frontier\0xFCCF2B76\0x08204053\0x399E792B,0x399E792B,32842,2,.wsc/.csc script,407,,86016,
945,root\content\release64\scripting\gringo\0xB834ADD2\0x49593F9F,0x49593F9F,21964,2,.wsc/.csc script,407,path:gringo,53248,
1365,root\content\release64\0x93896EB6\0xA478703E\0x5C4EA396,0x5C4EA396,18592,2,.wsc/.csc script,407,,45056,
555,root\content\release64\dlc\0x22398628\0x93896EB6\missing\0xCB28C4E8,0xCB28C4E8,25272,2,.wsc/.csc script,405,,65536,
686,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0x817F8050\0x025A5E19,0x025A5E19,45430,,,405,u16be:1193:1;u16be:1194:1;u16le:1193:1,,
710,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\rathskeller_fork\0xD08CE3AE,0xD08CE3AE,28655,2,.wsc/.csc script,404,u16be:1193:2,73728,
464,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x9A2C155A\0x4032DF91,0x4032DF91,29324,2,.wsc/.csc script,399,u16be:1193:2,73728,
1298,root\content\release64\0x72440E09\0xDCF649E3\0xB58205E7\0x994B993A\0x5A0DBD10,0x5A0DBD10,49382,2,.wsc/.csc script,399,,135168,
1520,root\content\release64\0xC06BF8AB\0xF0C82254\0xE34300E4,0xE34300E4,25566,2,.wsc/.csc script,398,,69632,
693,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0xE5F2D605\0xF1AF0240,0xF1AF0240,26676,2,.wsc/.csc script,396,u16be:1193:2,69632,
1495,root\content\release64\0xC06BF8AB\0xA51232E2\0xBD3CB854,0xBD3CB854,21859,2,.wsc/.csc script,396,u16be:1194:1,53248,
1451,root\content\release64\0xC06BF8AB\0x43DCBEC5\0xA9AD25A2,0xA9AD25A2,30123,2,.wsc/.csc script,393,,77824,
1467,root\content\release64\0xC06BF8AB\0x4555D910\0x458A1F1B,0x458A1F1B,21886,2,.wsc/.csc script,393,u16be:1194:1,53248,
780,root\content\release64\multiplayer\freemode\0x14F31BB0,0x14F31BB0,47932,2,.wsc/.csc script,390,,114688,
1010,root\content\release64\scripting\gringo\0xB834ADD2\0xA288188D,0xA288188D,18464,2,.wsc/.csc script,390,path:gringo;u16be:1193:1,45056,
1446,root\content\release64\0xC06BF8AB\0x43DCBEC5\0x33AD6270,0x33AD6270,30175,2,.wsc/.csc script,390,,77824,
474,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0x14EF9BBB\0xFEA11DBB,0xFEA11DBB,28208,2,.wsc/.csc script,389,u16be:1193:2,69632,
711,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\benedict_point\0x68B30360,0x68B30360,27747,2,.wsc/.csc script,388,u16be:1193:2,69632,
447,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xBF6244D7\0x1175A991,0x1175A991,27219,2,.wsc/.csc script,387,u16be:1193:2,69632,
478,root\content\release64\dlc\0x22398628\0x72440E09\0x65BC9DB1\0xDDDDA91E\0xFB2B2865,0xFB2B2865,26287,2,.wsc/.csc script,387,u16be:1193:2,69632,
714,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0x5091EDC3\0xCFAACFAB,0xCFAACFAB,26291,2,.wsc/.csc script,387,u16be:1193:2,69632,
989,root\content\release64\scripting\gringo\0xB834ADD2\0x7913C564,0x7913C564,14196,2,.wsc/.csc script,387,path:gringo;u16be:1194:4;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
580,root\content\release64\dlc\0x22398628\0x93896EB6\0xF52DBBF5\0xF141FF84,0xF141FF84,19343,2,.wsc/.csc script,386,u16be:1194:2,45056,
996,root\content\release64\scripting\gringo\0xB834ADD2\0x823BB656,0x823BB656,14657,2,.wsc/.csc script,386,path:gringo;u16be:1194:4;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
463,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x5B87BA10\0xBD883B52,0xBD883B52,28466,2,.wsc/.csc script,385,u16be:1193:2,73728,
418,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0x14E29558\0x45146106,0x45146106,28182,2,.wsc/.csc script,384,u16be:1193:2,69632,
433,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x32336E73\0x98F6F6DE,0x98F6F6DE,29532,2,.wsc/.csc script,384,u16be:1194:2,77824,
716,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0x7D5CC750\0xEEFA2A2F,0xEEFA2A2F,28495,2,.wsc/.csc script,384,u16be:1193:2,73728,
467,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x9A2C155A\0xBEFC70E1,0xBEFC70E1,31270,,,383,u16be:1194:1;u16be:1193:1;u16le:1194:1,,
1269,root\content\release64\0x72440E09\0x96E04D47\0xD27DEC26\0xADCB83CF,0xADCB83CF,16781,2,.wsc/.csc script,383,,45056,
574,root\content\release64\dlc\0x22398628\0x93896EB6\0xF52DBBF5\0x06A7EBA6,0x06A7EBA6,18362,2,.wsc/.csc script,382,u16be:1193:8,45056,
1670,root\content\release64\frontier\0xFCCF2B76\0x08204053\0xD38716B4,0xD38716B4,32832,2,.wsc/.csc script,382,,86016,
701,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0xECEAA34D\0xF9F86D7A,0xF9F86D7A,27604,2,.wsc/.csc script,381,u16be:1194:2,69632,
1458,root\content\release64\0xC06BF8AB\0x43DCBEC5\0xF6E3825D,0xF6E3825D,28160,2,.wsc/.csc script,381,hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,69632,
1512,root\content\release64\0xC06BF8AB\0xF0C82254\0x31114E31,0x31114E31,23143,2,.wsc/.csc script,381,u16be:1194:1,57344,
423,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xB86B8818\0xA68E62A4,0xA68E62A4,37033,,,380,u16be:1194:2;u16be:1193:1;u16le:1194:1,,
446,root\content\release64\dlc\0x22398628\mexico\0xD8416B09\0xA15A0CF1\0x8F4D988F,0x8F4D988F,27189,2,.wsc/.csc script,380,u16be:1194:2,69632,
526,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x11D6AB37,0x11D6AB37,19887,2,.wsc/.csc script,380,u16be:1194:1,53248,
603,root\content\release64\dlc\0x22398628\0xC5C07009\0x76592BD7,0x76592BD7,22459,2,.wsc/.csc script,377,u16be:1193:1,53248,
1660,root\content\release64\frontier\gaptooth_ridge\0xA51AF855\0x95997522\0x836A75EA,0x836A75EA,12648,2,.wsc/.csc script,377,u16be:1194:1,36864,
532,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0x7B06746D,0x7B06746D,21209,2,.wsc/.csc script,376,,53248,
557,root\content\release64\dlc\0x22398628\0x93896EB6\missing\0xE97C5B63,0xE97C5B63,20061,2,.wsc/.csc script,376,,53248,
713,root\content\release64\dlc\0x22398628\frontier\gaptooth_ridge\0x5091EDC3\0x912EC36C,0x912EC36C,27927,,,376,u16be:1193:1;u16le:1194:1;u16le:1193:1,,
1372,root\content\release64\0x93896EB6\0xCADD9676\0x0AD17B0F,0x0AD17B0F,18130,2,.wsc/.csc script,375,,45056,
1490,root\content\release64\0xC06BF8AB\0x4D9EA409\0x43F0163D,0x43F0163D,14466,2,.wsc/.csc script,375,u16be:1194:2,36864,
1500,root\content\release64\0xC06BF8AB\0xBEF91890\0x87EB0E89,0x87EB0E89,16373,2,.wsc/.csc script,375,u16be:1194:3,36864,
1502,root\content\release64\0xC06BF8AB\0xBEF91890\0x8BE579B3,0x8BE579B3,19263,2,.wsc/.csc script,375,u16be:1194:1,53248,
1514,root\content\release64\0xC06BF8AB\0xF0C82254\0x3CEC4CBF,0x3CEC4CBF,27549,2,.wsc/.csc script,375,,69632,
1651,root\content\release64\frontier\gaptooth_ridge\0x7D5CC750\0xAB888FF7,0xAB888FF7,34702,2,.wsc/.csc script,375,,94208,
666,root\content\release64\dlc\0x22398628\0xDCF649E3\0x0BF94A26\0xE0955792,0xE0955792,59042,,,374,u16be:1194:1;u16le:1194:1,,
1067,root\content\release64\scripting\gringo\0xB834ADD2\0xF0F60B7F,0xF0F60B7F,14363,2,.wsc/.csc script,374,path:gringo;u16be:1194:4;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,36864,
484,root\content\release64\dlc\0x22398628\system\0x6EE67FA4,0x6EE67FA4,18559,2,.wsc/.csc script,373,,53248,
1331,root\content\release64\0x93896EB6\0x6D27ED62\0x0978B857,0x0978B857,17799,2,.wsc/.csc script,373,,45056,
570,root\content\release64\dlc\0x22398628\0x93896EB6\0xCF662134\0x4515BA65,0x4515BA65,19870,2,.wsc/.csc script,372,,53248,
1160,root\content\release64\mexico\0xB1531168\0xB86B8818\0x4383819E,0x4383819E,20586,2,.wsc/.csc script,371,u16le:1194:2,65536,
439,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0xADA32AC4\0xF101C874,0xF101C874,31616,,,370,u16be:1193:1;u16le:1194:3;u16le:1193:1,,
533,root\content\release64\dlc\0x22398628\0x93896EB6\blackwater\0xABBA0E70,0xABBA0E70,19695,2,.wsc/.csc script,369,,53248,
425,root\content\release64\dlc\0x22398628\mexico\0xB1531168\0xCABD217C\0x7A8E503B,0x7A8E503B,42185,,,368,u16be:1193:2;u16le:1193:1,,
1044,root\content\release64\scripting\gringo\0xB834ADD2\0xCD875220,0xCD875220,8954,2,.wsc/.csc script,368,path:gringo;u16be:1193:1;u16be:1194:1,20480,
517,root\content\release64\dlc\0x22398628\0x93896EB6\0x34DC08E0\0x1C6D7992,0x1C6D7992,19788,2,.wsc/.csc script,367,u16be:1193:1,53248,
684,root\content\release64\dlc\0x22398628\frontier\0x2BE0ECA6\0x3795066A\0x546886FE,0x546886FE,42265,,,366,u16be:1194:1;u16be:1193:2,,
1675,root\content\release64\frontier\0xFCCF2B76\0x3E6DF577\0xA936457E,0xA936457E,17231,2,.wsc/.csc script,365,,53248,
462,root\content\release64\dlc\0x22398628\0x72440E09\0x0C925868\0x5B87BA10\0xAE719EF9,0xAE719EF9,30322,,,364,u16be:1194:2;u16be:1193:1;u16le:1194:1,,
537,root\content\release64\dlc\0x22398628\0x93896EB6\0x444FC437\0xD06C581C,0xD06C581C,19804,2,.wsc/.csc script,363,,53248,
1366,root\content\release64\0x93896EB6\0xB83FEA05\0x5D2C79BB,0x5D2C79BB,18227,2,.wsc/.csc script,363,,45056,
1382,root\content\release64\0x93896EB6\0xDF1F4BEB\0xF6B5F22F,0xF6B5F22F,14338,2,.wsc/.csc script,363,,36864,
1387,root\content\release64\0x93896EB6\0xE58C262D\0x632FA133,0x632FA133,18809,2,.wsc/.csc script,363,,45056,
437,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0x86B4F8A8\0x21FD5E53,0x21FD5E53,34577,2,.wsc/.csc script,362,,102400,
1429,root\content\release64\0xC06BF8AB\0x03DF7989\0x7A2F2C02,0x7A2F2C02,40383,2,.wsc/.csc script,362,,114688,
1457,root\content\release64\0xC06BF8AB\0x43DCBEC5\0xDBC76F6D,0xDBC76F6D,20083,2,.wsc/.csc script,361,u16be:1194:1,53248,
1449,root\content\release64\0xC06BF8AB\0x43DCBEC5\0x92DC973B,0x92DC973B,30488,2,.wsc/.csc script,360,,77824,
551,root\content\release64\dlc\0x22398628\0x93896EB6\0x6766FCAB\0xB6D08236,0xB6D08236,19782,2,.wsc/.csc script,356,,53248,
1229,root\content\release64\0x72440E09\0x0C925868\blackwater\0x374ADB27,0x374ADB27,29186,2,.wsc/.csc script,356,,94208,
1503,root\content\release64\0xC06BF8AB\0xC51F85B7\0x19204FEF,0x19204FEF,18551,2,.wsc/.csc script,356,,53248,
1504,root\content\release64\0xC06BF8AB\0xC51F85B7\0x1964538D,0x1964538D,18546,2,.wsc/.csc script,356,,53248,
1507,root\content\release64\0xC06BF8AB\0xC51F85B7\0xCDB92077,0xCDB92077,18546,2,.wsc/.csc script,356,,53248,
877,root\content\release64\scripting\designerdefined\0x925E7C84\0xDC923A4B\0x9252EBA9\0x5BD49649,0x5BD49649,14185,2,.wsc/.csc script,355,,45056,
1043,root\content\release64\scripting\gringo\0xB834ADD2\playercar.wsc,playercar.wsc,9919,2,.wsc/.csc script,355,path:playercar;path:gringo;u16be:1194:4,24576,
644,root\content\release64\dlc\0x22398628\0xD42AEB21\0x3E44440D\0x94045A94,0x94045A94,15178,2,.wsc/.csc script,354,u16be:1194:2,36864,
851,root\content\release64\scripting\0x59E057B6\0x835D7FC7,0x835D7FC7,16654,2,.wsc/.csc script,354,,45056,
1110,root\content\release64\0x431C38DA\0xD4980189,0xD4980189,23830,2,.wsc/.csc script,354,,61440,
573,root\content\release64\dlc\0x22398628\0x93896EB6\0xCF662134\0xC28A0A1B,0xC28A0A1B,19318,2,.wsc/.csc script,351,,45056,
1519,root\content\release64\0xC06BF8AB\0xF0C82254\0xC4A97034,0xC4A97034,21442,2,.wsc/.csc script,351,,53248,
1343,root\content\release64\0x93896EB6\0x8296713E\0xA3FD690E,0xA3FD690E,19604,2,.wsc/.csc script,350,u16be:1194:1,53248,
1383,root\content\release64\0x93896EB6\0xE545AD6D\0x2B0C6C37,0x2B0C6C37,20033,2,.wsc/.csc script,350,,53248,
669,root\content\release64\dlc\0x22398628\0xDCF649E3\0x618AF548\0x3734F615,0x3734F615,34225,,,349,u16be:1193:1;u16le:1193:1;u16le:1194:1,,
1170,root\content\release64\mexico\0xC98E26B5\0x581EA76C\0x0DB58894,0x0DB58894,17339,2,.wsc/.csc script,349,u16le:1194:1,57344,
536,root\content\release64\dlc\0x22398628\0x93896EB6\0x444FC437\0xA4AF4541,0xA4AF4541,19611,2,.wsc/.csc script,346,,53248,
700,root\content\release64\dlc\0x22398628\frontier\rio_bravo\0xECEAA34D\0x086ACA29,0x086ACA29,29421,,,346,u16be:1193:1;u16be:1194:1;u16le:1193:3,,
1378,root\content\release64\0x93896EB6\0xD939EC28\0xF417A6AC,0xF417A6AC,21776,2,.wsc/.csc script,346,,53248,
539,root\content\release64\dlc\0x22398628\0x93896EB6\0x4E0B11BA\0x6DC68066,0x6DC68066,19009,2,.wsc/.csc script,345,,45056,
1053,root\content\release64\scripting\gringo\0xB834ADD2\0xDA3FD3F5,0xDA3FD3F5,9473,2,.wsc/.csc script,344,path:gringo;u16be:1194:1,24576,
438,root\content\release64\dlc\0x22398628\mexico\0xC98E26B5\0xADA32AC4\0x3DD3BD2A,0x3DD3BD2A,29549,2,.wsc/.csc script,343,,77824,
587,root\content\release64\dlc\0x22398628\0xC5C07009\0x1AEA6E4E,0x1AEA6E4E,15747,2,.wsc/.csc script,343,u16be:1193:1;u16be:1194:1,36864,
1102,root\content\release64\scripting\gringo\0xCF6B36EF\0x8037461E\0x7EBA7CFD,0x7EBA7CFD,7754,2,.wsc/.csc script,342,path:gringo;hash:ENABLE_VEHICLE_SEAT;hash:ENABLE_VEHICLE_SEAT,20480,
1461,root\content\release64\0xC06BF8AB\0x4555D910\0x1967F4E5,0x1967F4E5,15792,2,.wsc/.csc script,342,u16be:1194:2,36864,
1399,root\content\release64\0x93896EB6\0xF9900054\0xAE63DD26,0xAE63DD26,17906,2,.wsc/.csc script,341,,45056,
