offset,offset_hex,opcode,width,value,actor_kind,operand_hex
10573,0x294D,37,1,56,eActorEnum_candidate,38
10583,0x2957,37,1,56,eActorEnum_candidate,38
10609,0x2971,37,1,54,eActorEnum_candidate,36
10617,0x2979,37,1,55,eActorEnum_candidate,37
10625,0x2981,37,1,55,eActorEnum_candidate,37
10632,0x2988,37,1,55,eActorEnum_candidate,37
10642,0x2992,37,1,55,eActorEnum_candidate,37
10668,0x29AC,37,1,27,eActorEnum_candidate,1B
10676,0x29B4,37,1,54,eActorEnum_candidate,36
10684,0x29BC,37,1,54,eActorEnum_candidate,36
10691,0x29C3,37,1,54,eActorEnum_candidate,36
10713,0x29D9,37,1,41,eActorEnum_candidate,29
10759,0x2A07,37,1,52,eActorEnum_candidate,34
10767,0x2A0F,37,1,53,eActorEnum_candidate,35
10775,0x2A17,37,1,53,eActorEnum_candidate,35
10782,0x2A1E,37,1,53,eActorEnum_candidate,35
10792,0x2A28,37,1,53,eActorEnum_candidate,35
10818,0x2A42,37,1,51,eActorEnum_candidate,33
10826,0x2A4A,37,1,52,eActorEnum_candidate,34
10834,0x2A52,37,1,52,eActorEnum_candidate,34
10841,0x2A59,37,1,52,eActorEnum_candidate,34
10858,0x2A6A,37,1,50,eActorEnum_candidate,32
10866,0x2A72,37,1,51,eActorEnum_candidate,33
10874,0x2A7A,37,1,51,eActorEnum_candidate,33
10881,0x2A81,37,1,51,eActorEnum_candidate,33
10898,0x2A92,37,1,49,eActorEnum_candidate,31
10906,0x2A9A,37,1,50,eActorEnum_candidate,32
10914,0x2AA2,37,1,50,eActorEnum_candidate,32
10921,0x2AA9,37,1,50,eActorEnum_candidate,32
10938,0x2ABA,37,1,17,eActorEnum_candidate,11
10947,0x2AC3,37,1,49,eActorEnum_candidate,31
10955,0x2ACB,37,1,49,eActorEnum_candidate,31
10962,0x2AD2,37,1,49,eActorEnum_candidate,31
10984,0x2AE8,37,1,57,eActorEnum_candidate,39
11024,0x2B10,37,1,19,eActorEnum_candidate,13
11032,0x2B18,37,1,20,eActorEnum_candidate,14
11040,0x2B20,37,1,20,eActorEnum_candidate,14
11047,0x2B27,37,1,20,eActorEnum_candidate,14
11064,0x2B38,37,1,18,eActorEnum_candidate,12
11072,0x2B40,37,1,19,eActorEnum_candidate,13
11080,0x2B48,37,1,19,eActorEnum_candidate,13
11087,0x2B4F,37,1,19,eActorEnum_candidate,13
11097,0x2B59,37,1,19,eActorEnum_candidate,13
11123,0x2B73,37,1,17,eActorEnum_candidate,11
11131,0x2B7B,37,1,18,eActorEnum_candidate,12
11139,0x2B83,37,1,18,eActorEnum_candidate,12
11146,0x2B8A,37,1,18,eActorEnum_candidate,12
11163,0x2B9B,37,1,16,eActorEnum_candidate,10
11171,0x2BA3,37,1,17,eActorEnum_candidate,11
11179,0x2BAB,37,1,17,eActorEnum_candidate,11
11186,0x2BB2,37,1,17,eActorEnum_candidate,11
11196,0x2BBC,37,1,17,eActorEnum_candidate,11
11222,0x2BD6,37,1,15,eActorEnum_candidate,0F
11230,0x2BDE,37,1,16,eActorEnum_candidate,10
11238,0x2BE6,37,1,16,eActorEnum_candidate,10
11245,0x2BED,37,1,16,eActorEnum_candidate,10
11262,0x2BFE,37,1,8,eActorEnum_candidate,08
11271,0x2C07,37,1,15,eActorEnum_candidate,0F
11279,0x2C0F,37,1,15,eActorEnum_candidate,0F
11286,0x2C16,37,1,15,eActorEnum_candidate,0F
11558,0x2D26,37,1,8,eActorEnum_candidate,08
11679,0x2D9F,37,1,32,eActorEnum_candidate,20
11699,0x2DB3,37,1,64,eActorEnum_candidate,40
11719,0x2DC7,37,1,128,eActorEnum_candidate,80
11739,0x2DDB,65,2,256,eActorEnum_candidate,01 00
11760,0x2DF0,65,2,512,gang_actor,02 00
11781,0x2E05,65,2,1024,eActorEnum_candidate,04 00
11921,0x2E91,65,2,275,eActorEnum_candidate,01 13
12098,0x2F42,37,1,58,eActorEnum_candidate,3A
12362,0x304A,37,1,30,eActorEnum_candidate,1E
12819,0x3213,65,2,457,law_actor,01 C9
12841,0x3229,37,1,23,eActorEnum_candidate,17
12850,0x3232,37,1,23,eActorEnum_candidate,17
13106,0x3332,37,1,199,eActorEnum_candidate,C7
13126,0x3346,37,1,199,eActorEnum_candidate,C7
13149,0x335D,65,2,372,eActorEnum_candidate,01 74
13161,0x3369,65,2,373,eActorEnum_candidate,01 75
13173,0x3375,65,2,374,eActorEnum_candidate,01 76
13185,0x3381,65,2,375,eActorEnum_candidate,01 77
13197,0x338D,65,2,376,eActorEnum_candidate,01 78
13209,0x3399,65,2,377,eActorEnum_candidate,01 79
13221,0x33A5,65,2,378,eActorEnum_candidate,01 7A
13233,0x33B1,65,2,379,eActorEnum_candidate,01 7B
13245,0x33BD,65,2,380,eActorEnum_candidate,01 7C
13257,0x33C9,65,2,381,eActorEnum_candidate,01 7D
13265,0x33D1,37,1,8,eActorEnum_candidate,08
13270,0x33D6,65,2,382,eActorEnum_candidate,01 7E
13278,0x33DE,37,1,9,eActorEnum_candidate,09
13283,0x33E3,65,2,383,eActorEnum_candidate,01 7F
13295,0x33EF,65,2,385,eActorEnum_candidate,01 81
13303,0x33F7,37,1,10,eActorEnum_candidate,0A
13308,0x33FC,65,2,387,eActorEnum_candidate,01 83
13316,0x3404,37,1,11,eActorEnum_candidate,0B
13321,0x3409,65,2,388,eActorEnum_candidate,01 84
13329,0x3411,37,1,12,eActorEnum_candidate,0C
13334,0x3416,65,2,394,eActorEnum_candidate,01 8A
13346,0x3422,37,1,44,eActorEnum_candidate,2C
13357,0x342D,65,2,392,eActorEnum_candidate,01 88
13369,0x3439,65,2,391,eActorEnum_candidate,01 87
13381,0x3445,65,2,393,eActorEnum_candidate,01 89
13393,0x3451,65,2,395,eActorEnum_candidate,01 8B
13510,0x34C6,37,1,49,eActorEnum_candidate,31
13819,0x35FB,37,1,49,eActorEnum_candidate,31
13913,0x3659,37,1,49,eActorEnum_candidate,31
14219,0x378B,37,1,49,eActorEnum_candidate,31
14324,0x37F4,37,1,39,eActorEnum_candidate,27
14356,0x3814,37,1,31,eActorEnum_candidate,1F
14366,0x381E,37,1,50,eActorEnum_candidate,32
14374,0x3826,37,1,183,eActorEnum_candidate,B7
14383,0x382F,37,1,90,eActorEnum_candidate,5A
14432,0x3860,37,1,182,eActorEnum_candidate,B6
14475,0x388B,65,2,696,eActorEnum_candidate,02 B8
15120,0x3B10,40,4,1077936128,,40 40 00 00
15257,0x3B99,37,1,21,eActorEnum_candidate,15
15412,0x3C34,37,1,8,eActorEnum_candidate,08
15467,0x3C6B,37,1,8,eActorEnum_candidate,08
15498,0x3C8A,37,1,60,eActorEnum_candidate,3C
15505,0x3C91,37,1,60,eActorEnum_candidate,3C
15512,0x3C98,37,1,60,eActorEnum_candidate,3C
15553,0x3CC1,37,1,24,eActorEnum_candidate,18
15560,0x3CC8,37,1,24,eActorEnum_candidate,18
15976,0x3E68,37,1,8,eActorEnum_candidate,08
16131,0x3F03,37,1,8,eActorEnum_candidate,08
16249,0x3F79,65,2,390,eActorEnum_candidate,01 86
16279,0x3F97,65,2,390,eActorEnum_candidate,01 86
16519,0x4087,37,1,49,eActorEnum_candidate,31
16581,0x40C5,37,1,8,eActorEnum_candidate,08
16805,0x41A5,37,1,8,eActorEnum_candidate,08
16849,0x41D1,37,1,8,eActorEnum_candidate,08
16887,0x41F7,37,1,8,eActorEnum_candidate,08
16901,0x4205,37,1,49,eActorEnum_candidate,31
16972,0x424C,37,1,8,eActorEnum_candidate,08
16996,0x4264,37,1,8,eActorEnum_candidate,08
17023,0x427F,37,1,8,eActorEnum_candidate,08
17067,0x42AB,37,1,100,eActorEnum_candidate,64
17104,0x42D0,37,1,100,eActorEnum_candidate,64
17288,0x4388,37,1,19,eActorEnum_candidate,13
17296,0x4390,37,1,17,eActorEnum_candidate,11
17305,0x4399,37,1,10,eActorEnum_candidate,0A
17314,0x43A2,37,1,9,eActorEnum_candidate,09
18032,0x4670,65,2,696,eActorEnum_candidate,02 B8
18140,0x46DC,65,2,696,eActorEnum_candidate,02 B8
18238,0x473E,65,2,500,gang_actor,01 F4
