offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
125743,0x1EB2F,83,call_candidate,call2,3,53 61 C8,25032,150778
125748,0x1EB34,83,call_candidate,call2,3,53 60 DB,24795,150546
125752,0x1EB38,83,call_candidate,call2,3,53 60 B3,24755,150510
125766,0x1EB46,98,branch_candidate,unconditional_jump,3,62 00 98,152,125921
125770,0x1EB4A,83,call_candidate,call2,3,53 75 42,30018,155791
125783,0x1EB57,83,call_candidate,call2,3,53 85 C5,-31291,94495
125792,0x1EB60,83,call_candidate,call2,3,53 87 A3,-30813,94982
125802,0x1EB6A,99,branch_candidate,jump_false,3,63 00 08,8,125813
125810,0x1EB72,98,branch_candidate,unconditional_jump,3,62 00 46,70,125883
125827,0x1EB83,99,branch_candidate,jump_false,3,63 00 06,6,125836
125867,0x1EBAB,99,branch_candidate,jump_false,3,63 00 0D,13,125883
125871,0x1EBAF,83,call_candidate,call2,3,53 60 B3,24755,150629
125883,0x1EBBB,98,branch_candidate,unconditional_jump,3,62 00 23,35,125921
125912,0x1EBD8,83,call_candidate,call2,3,53 ED 87,-4729,121186
125915,0x1EBDB,83,call_candidate,call2,3,53 CD A7,-12889,113029
125918,0x1EBDE,98,branch_candidate,unconditional_jump,3,62 00 00,0,125921
125921,0x1EBE1,98,branch_candidate,unconditional_jump,3,62 01 A0,416,126340
125948,0x1EBFC,98,branch_candidate,unconditional_jump,3,62 00 B3,179,126130
125952,0x1EC00,83,call_candidate,call2,3,53 61 C8,25032,150987
125957,0x1EC05,83,call_candidate,call2,3,53 60 DB,24795,150755
125961,0x1EC09,83,call_candidate,call2,3,53 60 B3,24755,150719
125975,0x1EC17,98,branch_candidate,unconditional_jump,3,62 00 98,152,126130
125979,0x1EC1B,83,call_candidate,call2,3,53 75 42,30018,156000
125992,0x1EC28,83,call_candidate,call2,3,53 85 C5,-31291,94704
126001,0x1EC31,83,call_candidate,call2,3,53 87 A3,-30813,95191
126011,0x1EC3B,99,branch_candidate,jump_false,3,63 00 08,8,126022
126019,0x1EC43,98,branch_candidate,unconditional_jump,3,62 00 46,70,126092
126036,0x1EC54,99,branch_candidate,jump_false,3,63 00 06,6,126045
126076,0x1EC7C,99,branch_candidate,jump_false,3,63 00 0D,13,126092
126080,0x1EC80,83,call_candidate,call2,3,53 60 B3,24755,150838
126092,0x1EC8C,98,branch_candidate,unconditional_jump,3,62 00 23,35,126130
126121,0x1ECA9,83,call_candidate,call2,3,53 ED 87,-4729,121395
