categories,relative_path,path,name,extension,size,sha1,match_reasons,matched_terms,line_hits,strings_sample,metadata
cutscenes;gringos;vehicle_spawning,act\0x9A8D126E,D:\Games\Red Dead Redemption\game\BACKUP BEFORE MODDING\rdr1\mods\root\act\0x9A8D126E,0x9A8D126E,<none>,239787,fd591418399448493d6d9faa0bb8b98e87f0580f,cutscenes:camera;cutscenes:cutscene;gringos:gringo;gringos:path_or_name;vehicle_spawning:ambient;vehicle_spawning:car;vehicle_spawning:passenger;vehicle_spawning:spawn;vehicle_spawning:stagecoach;vehicle_spawning:train;vehicle_spawning:truck;vehicle_spawning:vehicle;vehicle_spawning:wagon,ambient;camera;car;cutscene;gringo;passenger;spawn;stagecoach;train;truck;vehicle;wagon,"[{""line"": 33, ""text"": ""10d84ade,\""train_engineer\""""}, {""line"": 34, ""text"": ""10dec2c4,\""passengerfrontlefttoright\""""}, {""line"": 78, ""text"": ""1198790,\""surrender_scared_enter\""""}, {""line"": 112, ""text"": ""127a559c,\""passenger0\""""}, {""line"": 137, ""text"": ""13149f66,\""carvemeat_b_gup\""""}, {""line"": 155, ""text"": ""139c56a7,\""cutscene_marshal03\""""}, {""line"": 262, ""text"": ""15fd4c2c,\""idlewagon\""""}, {""line"": 308, ""text"": ""1758bc71,\""constrainarms\""""}, {""line"": 338, ""text"": ""184fce7e,\""hsvarietyspawns\""""}, {""line"": 354, ""text"": ""18a1bf53,\""reloadwagon\""""}, {""line"": 355, ""text"": ""18b7f1e1,\""train_climb\""""}, {""line"": 402, ""text"": ""1a3c08d2,\""passengertodriver\""""}, {""line"": 406, ""text"": ""1a4a9561,\""cartastloadingwait\""""}, {""line"": 419, ""text"": ""1a977032,\""wagon_unload\""""}, {""line"": 427, ""text"": ""1abf1852,\""scared_horse\""""}, {""line"": 436, ""text"": ""1aeac3b,\""train_sit_idle\""""}, {""line"": 442, ""text"": ""1b2e225d,\""drawminecart\""""}, {""line"": 454, ""text"": ""1b5a4f55,\""car_before\""""}, {""line"": 487, ""text"": ""1becbcc,\""strainedtest\""""}, {""line"": 490, ""text"": ""1c03d840,\""train_jump_right\""""}, {""line"": 496, ""text"": ""1c2eecc2,\""carry_navigate\""""}, {""line"": 517, ""text"": ""1cb9c406,\""carrying_sprint\""""}, {""line"": 529, ""text"": ""1d189206,\""mountgatlingwagoncameradefault\""""}, {""line"": 541, ""text"": ""1d410072,\""carry_crate\""""}, {""line"": 573, ""text"": ""1ddd504,\""trainengineer\""""}]","[""1006c9a7,\""springf_des\"""", ""1018bf2f,\""first_stop\"""", ""101a5709,\""pulsecheck\"""", ""10241f0e,\""stagger_0_n10\"""", ""102562ff,\""head_for_look_03\"""", ""1026494d,\""offscreenoptimization\"""", ""10287323,\""whore_flirt_mid\"""", ""102ada72,\""detatchlowlftrun\"""", ""10338940,\""hotspot_action_main_node\"""", ""1036426c,\""mid_processing\"""", ""10377ec6,\""flirting\"""", ""103a6e6b,\""talk_h\"""", ""10488b1e,\""graze_a_pst\"""", ""105da01,\""merchant_lay_bed\"""", ""10612f47,\""crcriflereload\"""", ""1076e445,\""hideprocessing\"""", ""10788a0c,\""gatlingoverride\"""", ""107bfe7b,\""comp_lw_01_p\"""", ""107e90da,\""head_idle_04\"""", ""108b76a1,\""firstcrc_1\"""", ""108f7e92,\""fidgets\"""", ""108f919f,\""organize_shelf_pst\"""", ""10905723,\""wave_mid\"""", ""10919f54,\""squak\"""", ""1091cbe9,\""mex_wash_cloth\"""", ""10a030bf,\""nevrous\"""", ""10a2d5ba,\""pistolaimwlk\"""", ""10a4e980,\""puff\"""", ""10abe4a7,\""sit_mid_with_idles\"""", ""10ad00cf,\""225_mid\"""", ""10b37e89,\""hs_an1_1_g\"""", ""10c5dcb5,\""tail_one_shot\"""", ""10d84ade,\""train_engineer\"""", ""10dec2c4,\""passengerfrontlefttoright\"""", ""10df41cb,\""pst_fem\"""", ""10e1ec57,\""blockedforwardstrikec\"""", ""10e22407,\""lassoswingstn\"""", ""10e670be,\""detatchrun\"""", ""10e6fbc6,\""stand_taunt\"""", ""10ebdede,\""knfhlslowright\""""]",{}
cutscenes;strings,camera\cutscenesfinal\defaultfocus.txt,D:\Games\Red Dead Redemption\game\BACKUP BEFORE MODDING\rdr1\mods\root\camera\cutscenesfinal\defaultfocus.txt,defaultfocus.txt,.txt,1160,4d2efdf51bbc755a22a22a7391f21adcfedc47df,cutscenes:camera;cutscenes:cinematic;cutscenes:cutscene;cutscenes:strong_path_or_extension;strings:string_extension_or_folder,camera;cinematic;cutscene,"[{""line"": 1, ""text"": ""CutsceneCameraTuning""}, {""line"": 5, ""text"": ""CutsceneIndex\t\t0""}, {""line"": 8, ""text"": ""CameraShotSequenceIndefinite""}, {""line"": 12, ""text"": ""CameraShotSequenceNone""}, {""line"": 16, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 37, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 51, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}]","[""CutsceneCameraTuning"", ""Name"", ""\""defaultFocus\"""", ""LightingScheme"", ""CutsceneIndex"", ""RecenterGameCam"", ""FinalOnly"", ""CameraShotSequenceIndefinite"", ""StartingShotIdx"", ""CameraShotSequenceNone"", ""CutsceneCameraShotTuning"", ""\""defaultFocus_0\"""", ""PositionParented"", ""InputTarget"", ""MiscGuid0"", ""OffsetLocal"", ""-0.136406 1.146846 -1.200502"", ""OffsetWorldSpace"", ""0.000000 0.000000 0.000000"", ""EulerOffset"", ""0.286171 -3.102284 -0.000000"", ""NoTarget"", ""NoDofTarget"", ""FocalLength"", ""35.000000"", ""CutoffDistance"", ""-1.000000"", ""FStop"", ""16.000000"", ""Smoothing"", ""0.000000"", ""FilterType"", ""\""dof9tap\"""", ""UseSoftDOF"", ""UseSoftDOFCinematic"", ""DofStrength"", ""OrthoPerspectiveParameters"", ""FOVDegrees"", ""42.979191"", ""AspectRatio""]","{""interesting_strings"": [""CutsceneCameraTuning"", ""CutsceneIndex"", ""CutsceneCameraShotTuning""], ""interesting_tokens"": [""CameraShotSequenceIndefinite"", ""CameraShotSequenceNone"", ""CutsceneCameraShotTuning"", ""CutsceneCameraTuning"", ""CutsceneIndex"", ""MappedCameraLensPreset""]}"
cutscenes;strings,camera\cutscenesfinal\dueling_tell_sequence_hostage.txt,D:\Games\Red Dead Redemption\game\BACKUP BEFORE MODDING\rdr1\mods\root\camera\cutscenesfinal\dueling_tell_sequence_hostage.txt,dueling_tell_sequence_hostage.txt,.txt,6041,5375bbab759617982c7b55f174f1995c5328730d,cutscenes:camera;cutscenes:cinematic;cutscenes:cutscene;cutscenes:strong_path_or_extension;strings:string_extension_or_folder,camera;cinematic;cutscene,"[{""line"": 1, ""text"": ""CutsceneCameraTuning""}, {""line"": 5, ""text"": ""CutsceneIndex\t\t0""}, {""line"": 8, ""text"": ""CameraShotSequenceEaseIn""}, {""line"": 14, ""text"": ""CameraShotSequenceLerped""}, {""line"": 20, ""text"": ""CameraShotSequenceEaseOut""}, {""line"": 26, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 47, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 61, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 67, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 88, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 102, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 108, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 129, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 143, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 149, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 170, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 184, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 190, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 211, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 225, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 231, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 257, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 271, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}]","[""CutsceneCameraTuning"", ""Name"", ""\""Dueling_Tell_Sequence_Hostage\"""", ""LightingScheme"", ""CutsceneIndex"", ""RecenterGameCam"", ""FinalOnly"", ""CameraShotSequenceEaseIn"", ""Duration"", ""5.000000"", ""StartingShotIdx"", ""EndingShotIdx"", ""CameraShotSequenceLerped"", ""CameraShotSequenceEaseOut"", ""CutsceneCameraShotTuning"", ""\""Dueling_Hostage_0\"""", ""PositionParented"", ""InputTarget"", ""MiscGuid0"", ""OffsetLocal"", ""1.118299 1.312934 -1.750223"", ""OffsetWorldSpace"", ""0.000000 0.000000 0.000000"", ""EulerOffset"", ""-0.044792 2.463293 -0.000001"", ""NoTarget"", ""NoDofTarget"", ""FocalLength"", ""35.000000"", ""CutoffDistance"", ""-1.000000"", ""FStop"", ""16.000000"", ""Smoothing"", ""0.000000"", ""FilterType"", ""\""dofcheap\"""", ""UseSoftDOF"", ""UseSoftDOFCinematic"", ""DofStrength""]","{""interesting_strings"": [""CutsceneCameraTuning"", ""CutsceneIndex"", ""CutsceneCameraShotTuning""], ""interesting_tokens"": [""CameraShotSequenceEaseIn"", ""CameraShotSequenceEaseOut"", ""CameraShotSequenceLerped"", ""CutsceneCameraShotTuning"", ""CutsceneCameraTuning"", ""CutsceneIndex"", ""MappedCameraLensPreset""]}"
cutscenes;strings,camera\cutscenesfinal\dueling_tell_sequence_tutorial.txt,D:\Games\Red Dead Redemption\game\BACKUP BEFORE MODDING\rdr1\mods\root\camera\cutscenesfinal\dueling_tell_sequence_tutorial.txt,dueling_tell_sequence_tutorial.txt,.txt,6045,7960f7f4a984a21ccdf794e5d4158b7cd8667c03,cutscenes:camera;cutscenes:cinematic;cutscenes:cutscene;cutscenes:strong_path_or_extension;strings:string_extension_or_folder,camera;cinematic;cutscene,"[{""line"": 1, ""text"": ""CutsceneCameraTuning""}, {""line"": 5, ""text"": ""CutsceneIndex\t\t0""}, {""line"": 8, ""text"": ""CameraShotSequenceEaseIn""}, {""line"": 14, ""text"": ""CameraShotSequenceLerped""}, {""line"": 20, ""text"": ""CameraShotSequenceEaseOut""}, {""line"": 26, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 47, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 61, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 67, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 88, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 102, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 108, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 129, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 143, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 149, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 170, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 184, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 190, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 211, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 225, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 231, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 257, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 271, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}]","[""CutsceneCameraTuning"", ""Name"", ""\""Dueling_Tell_Sequence_Tutorial\"""", ""LightingScheme"", ""CutsceneIndex"", ""RecenterGameCam"", ""FinalOnly"", ""CameraShotSequenceEaseIn"", ""Duration"", ""5.000000"", ""StartingShotIdx"", ""EndingShotIdx"", ""CameraShotSequenceLerped"", ""CameraShotSequenceEaseOut"", ""CutsceneCameraShotTuning"", ""\""Dueling_Tutorial_0\"""", ""PositionParented"", ""InputTarget"", ""MiscGuid0"", ""OffsetLocal"", ""0.111986 1.345286 -1.981241"", ""OffsetWorldSpace"", ""0.000000 0.000000 0.000000"", ""EulerOffset"", ""0.022411 3.139639 -0.000001"", ""NoTarget"", ""NoDofTarget"", ""FocalLength"", ""35.000000"", ""CutoffDistance"", ""-1.000000"", ""FStop"", ""16.000000"", ""Smoothing"", ""0.000000"", ""FilterType"", ""\""dofcheap\"""", ""UseSoftDOF"", ""UseSoftDOFCinematic"", ""DofStrength""]","{""interesting_strings"": [""CutsceneCameraTuning"", ""CutsceneIndex"", ""CutsceneCameraShotTuning""], ""interesting_tokens"": [""CameraShotSequenceEaseIn"", ""CameraShotSequenceEaseOut"", ""CameraShotSequenceLerped"", ""CutsceneCameraShotTuning"", ""CutsceneCameraTuning"", ""CutsceneIndex"", ""MappedCameraLensPreset""]}"
cutscenes;strings,camera\cutscenesfinal\horsedriverovershoulder.txt,D:\Games\Red Dead Redemption\game\BACKUP BEFORE MODDING\rdr1\mods\root\camera\cutscenesfinal\horsedriverovershoulder.txt,horsedriverovershoulder.txt,.txt,2562,a7a5f6eae52cdc71e0145861be268d1435496a52,cutscenes:camera;cutscenes:cinematic;cutscenes:cutscene;cutscenes:strong_path_or_extension;strings:string_extension_or_folder,camera;cinematic;cutscene,"[{""line"": 1, ""text"": ""CutsceneCameraTuning""}, {""line"": 5, ""text"": ""CutsceneIndex\t\t0""}, {""line"": 8, ""text"": ""CameraShotSequenceCut""}, {""line"": 13, ""text"": ""CameraShotSequenceEaseInOut""}, {""line"": 19, ""text"": ""CameraShotSequenceCut""}, {""line"": 24, ""text"": ""CameraShotSequenceIndefinite""}, {""line"": 28, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 52, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 66, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 72, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 96, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 110, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}]","[""CutsceneCameraTuning"", ""Name"", ""\""HorseDriverOverShoulder\"""", ""LightingScheme"", ""CutsceneIndex"", ""RecenterGameCam"", ""FinalOnly"", ""CameraShotSequenceCut"", ""Duration"", ""2.000000"", ""StartingShotIdx"", ""CameraShotSequenceEaseInOut"", ""5.000000"", ""EndingShotIdx"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""\""HorseDriverOverShoulder_0\"""", ""PositionParented"", ""InputTarget"", ""PlayerGuid"", ""OffsetLocal"", ""1.199197 0.821430 1.663493"", ""OffsetWorldSpace"", ""0.000000 0.000000 0.000000"", ""EulerOffset"", ""-0.237657 0.507180 0.061003"", ""TargetObject"", ""0.173403 0.309830 -0.182293"", ""NoDofTarget"", ""FocalLength"", ""35.000000"", ""CutoffDistance"", ""-1.000000"", ""FStop"", ""16.000000"", ""Smoothing"", ""0.000000"", ""FilterType"", ""\""dofcheap\"""", ""UseSoftDOF""]","{""interesting_strings"": [""CutsceneCameraTuning"", ""CutsceneIndex"", ""CutsceneCameraShotTuning""], ""interesting_tokens"": [""CameraShotSequenceCut"", ""CameraShotSequenceEaseInOut"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""CutsceneCameraTuning"", ""CutsceneIndex"", ""MappedCameraLensPreset""]}"
cutscenes;strings,camera\cutscenesfinal\horseface.txt,D:\Games\Red Dead Redemption\game\BACKUP BEFORE MODDING\rdr1\mods\root\camera\cutscenesfinal\horseface.txt,horseface.txt,.txt,1199,b40c952dbceffd75f6b33e9a173bcf2cf7ac17e1,cutscenes:camera;cutscenes:cinematic;cutscenes:cutscene;cutscenes:strong_path_or_extension;strings:string_extension_or_folder,camera;cinematic;cutscene,"[{""line"": 1, ""text"": ""CutsceneCameraTuning""}, {""line"": 5, ""text"": ""CutsceneIndex\t\t0""}, {""line"": 8, ""text"": ""CameraShotSequenceCut""}, {""line"": 13, ""text"": ""CameraShotSequenceIndefinite""}, {""line"": 17, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 39, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 53, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}]","[""CutsceneCameraTuning"", ""Name"", ""\""HorseFace\"""", ""LightingScheme"", ""CutsceneIndex"", ""RecenterGameCam"", ""FinalOnly"", ""CameraShotSequenceCut"", ""Duration"", ""3.000000"", ""StartingShotIdx"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""\""HorseFace_0\"""", ""PositionParentedBone"", ""InputTarget"", ""HorseGuid"", ""OffsetLocal"", ""0.091593 0.735143 -0.643571"", ""OffsetWorldSpace"", ""0.000000 0.000000 0.000000"", ""EulerOffset"", ""-0.973408 3.015903 0.154629"", ""BoneName"", ""\""head\"""", ""NoTarget"", ""NoDofTarget"", ""FocalLength"", ""35.000000"", ""CutoffDistance"", ""-1.000000"", ""FStop"", ""16.000000"", ""Smoothing"", ""0.000000"", ""FilterType"", ""\""dofcheap\"""", ""UseSoftDOF"", ""UseSoftDOFCinematic"", ""DofStrength""]","{""interesting_strings"": [""CutsceneCameraTuning"", ""CutsceneIndex"", ""CutsceneCameraShotTuning""], ""interesting_tokens"": [""CameraShotSequenceCut"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""CutsceneCameraTuning"", ""CutsceneIndex"", ""MappedCameraLensPreset""]}"
cutscenes;strings,camera\cutscenesfinal\horselowerleft.txt,D:\Games\Red Dead Redemption\game\BACKUP BEFORE MODDING\rdr1\mods\root\camera\cutscenesfinal\horselowerleft.txt,horselowerleft.txt,.txt,1247,acfdd35b2e6a0fba38685abfcf30e42f2a2a7477,cutscenes:camera;cutscenes:cinematic;cutscenes:cutscene;cutscenes:strong_path_or_extension;strings:string_extension_or_folder,camera;cinematic;cutscene,"[{""line"": 1, ""text"": ""CutsceneCameraTuning""}, {""line"": 5, ""text"": ""CutsceneIndex\t\t0""}, {""line"": 8, ""text"": ""CameraShotSequenceCut""}, {""line"": 13, ""text"": ""CameraShotSequenceIndefinite""}, {""line"": 17, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 40, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 54, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}]","[""CutsceneCameraTuning"", ""Name"", ""\""HorseLowerLeft\"""", ""LightingScheme"", ""CutsceneIndex"", ""RecenterGameCam"", ""FinalOnly"", ""CameraShotSequenceCut"", ""Duration"", ""5.000000"", ""StartingShotIdx"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""\""HorseLowerLeft_0\"""", ""PositionWorldSpace"", ""InputTarget"", ""PositionMatrix"", ""Position"", ""-1.388609 0.353232 -3.794113"", ""TargetObjectBone"", ""HorseGuid"", ""OffsetLocal"", ""-0.091189 -0.234880 -0.210417"", ""OffsetWorldSpace"", ""0.000000 0.000000 0.000000"", ""BoneName"", ""\""neck\"""", ""NoDofTarget"", ""FocalLength"", ""35.000000"", ""CutoffDistance"", ""-1.000000"", ""FStop"", ""16.000000"", ""Smoothing"", ""0.000000"", ""FilterType"", ""\""dofcheap\"""", ""UseSoftDOF"", ""UseSoftDOFCinematic""]","{""interesting_strings"": [""CutsceneCameraTuning"", ""CutsceneIndex"", ""CutsceneCameraShotTuning""], ""interesting_tokens"": [""CameraShotSequenceCut"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""CutsceneCameraTuning"", ""CutsceneIndex"", ""MappedCameraLensPreset""]}"
cutscenes;strings,camera\cutscenesfinal\horselowerright.txt,D:\Games\Red Dead Redemption\game\BACKUP BEFORE MODDING\rdr1\mods\root\camera\cutscenesfinal\horselowerright.txt,horselowerright.txt,.txt,1247,3ee4d400b9a3c9843cddf5cd465234d840e3cdd8,cutscenes:camera;cutscenes:cinematic;cutscenes:cutscene;cutscenes:strong_path_or_extension;strings:string_extension_or_folder,camera;cinematic;cutscene,"[{""line"": 1, ""text"": ""CutsceneCameraTuning""}, {""line"": 5, ""text"": ""CutsceneIndex\t\t0""}, {""line"": 8, ""text"": ""CameraShotSequenceCut""}, {""line"": 13, ""text"": ""CameraShotSequenceIndefinite""}, {""line"": 17, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 40, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 54, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}]","[""CutsceneCameraTuning"", ""Name"", ""\""HorseLowerRight\"""", ""LightingScheme"", ""CutsceneIndex"", ""RecenterGameCam"", ""FinalOnly"", ""CameraShotSequenceCut"", ""Duration"", ""5.000000"", ""StartingShotIdx"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""\""HorseLowerRight_0\"""", ""PositionWorldSpace"", ""InputTarget"", ""PositionMatrix"", ""Position"", ""1.389000 0.353232 -3.794113"", ""TargetObjectBone"", ""HorseGuid"", ""OffsetLocal"", ""0.091000 -0.234880 -0.210417"", ""OffsetWorldSpace"", ""0.000000 0.000000 0.000000"", ""BoneName"", ""\""neck\"""", ""NoDofTarget"", ""FocalLength"", ""35.000000"", ""CutoffDistance"", ""-1.000000"", ""FStop"", ""16.000000"", ""Smoothing"", ""0.000000"", ""FilterType"", ""\""dofcheap\"""", ""UseSoftDOF"", ""UseSoftDOFCinematic""]","{""interesting_strings"": [""CutsceneCameraTuning"", ""CutsceneIndex"", ""CutsceneCameraShotTuning""], ""interesting_tokens"": [""CameraShotSequenceCut"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""CutsceneCameraTuning"", ""CutsceneIndex"", ""MappedCameraLensPreset""]}"
cutscenes;strings,camera\cutscenesfinal\horselowhigh.txt,D:\Games\Red Dead Redemption\game\BACKUP BEFORE MODDING\rdr1\mods\root\camera\cutscenesfinal\horselowhigh.txt,horselowhigh.txt,.txt,2272,68b81fcfa14206f2af46792160a1c549fcdbe952,cutscenes:camera;cutscenes:cinematic;cutscenes:cutscene;cutscenes:strong_path_or_extension;strings:string_extension_or_folder,camera;cinematic;cutscene,"[{""line"": 1, ""text"": ""CutsceneCameraTuning""}, {""line"": 5, ""text"": ""CutsceneIndex\t\t0""}, {""line"": 8, ""text"": ""CameraShotSequenceCut""}, {""line"": 13, ""text"": ""CameraShotSequenceEaseInOut""}, {""line"": 19, ""text"": ""CameraShotSequenceCut""}, {""line"": 24, ""text"": ""CameraShotSequenceIndefinite""}, {""line"": 28, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 49, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 63, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 69, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 90, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 104, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}]","[""CutsceneCameraTuning"", ""Name"", ""\""horseLowHigh\"""", ""LightingScheme"", ""CutsceneIndex"", ""RecenterGameCam"", ""FinalOnly"", ""CameraShotSequenceCut"", ""Duration"", ""1.000000"", ""StartingShotIdx"", ""CameraShotSequenceEaseInOut"", ""3.000000"", ""EndingShotIdx"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""\""horseLowHigh_0\"""", ""PositionParented"", ""InputTarget"", ""HorseGuid"", ""OffsetLocal"", ""0.000000 0.127489 2.375285"", ""OffsetWorldSpace"", ""0.000000 0.000000 0.000000"", ""EulerOffset"", ""0.426283 0.000000 -0.000000"", ""NoTarget"", ""NoDofTarget"", ""FocalLength"", ""35.000000"", ""CutoffDistance"", ""-1.000000"", ""FStop"", ""16.000000"", ""Smoothing"", ""0.000000"", ""FilterType"", ""\""dofcheap\"""", ""UseSoftDOF"", ""UseSoftDOFCinematic""]","{""interesting_strings"": [""CutsceneCameraTuning"", ""CutsceneIndex"", ""CutsceneCameraShotTuning""], ""interesting_tokens"": [""CameraShotSequenceCut"", ""CameraShotSequenceEaseInOut"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""CutsceneCameraTuning"", ""CutsceneIndex"", ""MappedCameraLensPreset""]}"
cutscenes;strings,camera\cutscenesfinal\horserider.txt,D:\Games\Red Dead Redemption\game\BACKUP BEFORE MODDING\rdr1\mods\root\camera\cutscenesfinal\horserider.txt,horserider.txt,.txt,2304,8b40bab9d5c4a4f384cf336966acadac79ee3cb2,cutscenes:camera;cutscenes:cinematic;cutscenes:cutscene;cutscenes:strong_path_or_extension;strings:string_extension_or_folder,camera;cinematic;cutscene,"[{""line"": 1, ""text"": ""CutsceneCameraTuning""}, {""line"": 5, ""text"": ""CutsceneIndex\t\t0""}, {""line"": 8, ""text"": ""CameraShotSequenceCut""}, {""line"": 13, ""text"": ""CameraShotSequenceEaseInOut""}, {""line"": 19, ""text"": ""CameraShotSequenceCut""}, {""line"": 24, ""text"": ""CameraShotSequenceIndefinite""}, {""line"": 28, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 49, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 63, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}, {""line"": 69, ""text"": ""CutsceneCameraShotTuning""}, {""line"": 91, ""text"": ""UseSoftDOFCinematic\t\t0""}, {""line"": 105, ""text"": ""MappedCameraLensPreset\t\tInvalidFocalLength""}]","[""CutsceneCameraTuning"", ""Name"", ""\""HorseRider\"""", ""LightingScheme"", ""CutsceneIndex"", ""RecenterGameCam"", ""FinalOnly"", ""CameraShotSequenceCut"", ""Duration"", ""2.000000"", ""StartingShotIdx"", ""CameraShotSequenceEaseInOut"", ""EndingShotIdx"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""\""HorseRider_0\"""", ""PositionParented"", ""InputTarget"", ""MiscGuid0"", ""OffsetLocal"", ""1.461351 -0.392248 -0.965742"", ""OffsetWorldSpace"", ""0.000000 0.000000 0.000000"", ""EulerOffset"", ""0.446887 2.242903 -0.063399"", ""NoTarget"", ""NoDofTarget"", ""FocalLength"", ""35.000000"", ""CutoffDistance"", ""-1.000000"", ""FStop"", ""16.000000"", ""Smoothing"", ""0.000000"", ""FilterType"", ""\""dofcheap\"""", ""UseSoftDOF"", ""UseSoftDOFCinematic"", ""DofStrength""]","{""interesting_strings"": [""CutsceneCameraTuning"", ""CutsceneIndex"", ""CutsceneCameraShotTuning""], ""interesting_tokens"": [""CameraShotSequenceCut"", ""CameraShotSequenceEaseInOut"", ""CameraShotSequenceIndefinite"", ""CutsceneCameraShotTuning"", ""CutsceneCameraTuning"", ""CutsceneIndex"", ""MappedCameraLensPreset""]}"
