source_kind,source,relative_path,source_size,source_sha1,source_head_16,source_family,output,output_relative_path,output_written,output_size,output_sha1,output_head_16,output_family,open_status,family,normalized_from_xsc,compression,decode_error,decoded_size,decoded_sha256,conversion_status
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\fort_mercer\fortmercermp.xsc,action_areas/fort_mercer/fortmercermp.xsc,28748,297F62C610C1D1835FFA8EF1992E17145506BDF5,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 11,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\fort_mercer\fortmercermp.wsc,action_areas/fort_mercer/fortmercermp.wsc,True,28748,1AFAE8C21EF9B6CF3366E053D3919003404EB403,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\gaptooth_breach\gaptoothbreachmp.xsc,action_areas/gaptooth_breach/gaptoothbreachmp.xsc,30760,822DEE0898DE1AF36627E31528C602C2DD7D62B6,85 43 53 52 00 00 00 02 80 00 00 00 90 00 00 12,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\gaptooth_breach\gaptoothbreachmp.wsc,action_areas/gaptooth_breach/gaptoothbreachmp.wsc,True,30760,7959DC61C4D133BC2BE405A994D92E4FAD5830B3,52 53 43 85 02 00 00 00 00 00 00 80 12 00 00 90,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\genericmp_aa.xsc,action_areas/genericmp_aa.xsc,2868,8F86E8D066095D54C07BDC1E14C9D48E971EDF1D,85 43 53 52 00 00 00 02 80 00 00 00 90 00 00 02,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\genericmp_aa.wsc,action_areas/genericmp_aa.wsc,True,2868,2E54F3F6B533B2646CE7F5707F8FE318E4EBCB1D,52 53 43 85 02 00 00 00 00 00 00 80 02 00 00 90,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\nosalida\nosalidamp.xsc,action_areas/nosalida/nosalidamp.xsc,27692,12097D2F596D9DAE8CF19F3C7AC66894F7459556,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 11,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\nosalida\nosalidamp.wsc,action_areas/nosalida/nosalidamp.wsc,True,27692,5C0F656B1D104906BE2D0A2AD1A8F0492F1B474F,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\pikes_basin\pikesbasinmp.xsc,action_areas/pikes_basin/pikesbasinmp.xsc,28506,795D7170D7A0219BE8BDF72298B28F0CD88660C0,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 11,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\pikes_basin\pikesbasinmp.wsc,action_areas/pikes_basin/pikesbasinmp.wsc,True,28506,F9EFF950A79679AD59C35D3F673F9C769C4926EC,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\solomons_folly\solomonsfollymp.xsc,action_areas/solomons_folly/solomonsfollymp.xsc,26414,1BDCED02D7FBDF024C0F2D42793156525EDBAD4A,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 0F,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\solomons_folly\solomonsfollymp.wsc,action_areas/solomons_folly/solomonsfollymp.wsc,True,26414,B65C5B5D10DA13CFC58093E3A84548D017A7B002,52 53 43 85 02 00 00 00 00 00 00 80 0F 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\tesoro_azul\tesoroazulmp.xsc,action_areas/tesoro_azul/tesoroazulmp.xsc,28240,596C2741826A8E797859A78FA507EE62F9670E89,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 11,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\tesoro_azul\tesoroazulmp.wsc,action_areas/tesoro_azul/tesoroazulmp.wsc,True,28240,6D0D89010D0E366967641FCEE774B4126D14C30F,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\tumbleweed\tumbleweedmp.xsc,action_areas/tumbleweed/tumbleweedmp.xsc,28524,6F6157EB27B306B935640D79168A78A5A1B5EF68,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 11,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\tumbleweed\tumbleweedmp.wsc,action_areas/tumbleweed/tumbleweedmp.wsc,True,28524,3E5447B4E4E9C642DCD6573126E7354FA92D1086,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\twin_rocks\twinrocksmp.xsc,action_areas/twin_rocks/twinrocksmp.xsc,27412,D56C8AAC6A1A17386D2800715BDE716B99BB572B,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 11,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\twin_rocks\twinrocksmp.wsc,action_areas/twin_rocks/twinrocksmp.wsc,True,27412,9FA41DF5E5EB1197F68BB7894421B5D00468EEC0,52 53 43 85 02 00 00 00 00 00 00 80 11 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\bearwildernessaa.xsc,action_areas/wilderness/bearwildernessaa.xsc,12632,CC4257F30EFB489D48EC93781F40B33446839690,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\wilderness\bearwildernessaa.wsc,action_areas/wilderness/bearwildernessaa.wsc,True,12632,909AED10BB890289ADC92A8FB9C836A1BDFAAD54,52 53 43 85 02 00 00 00 00 00 00 80 07 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\boarwildernessaa.xsc,action_areas/wilderness/boarwildernessaa.xsc,12566,AFDF515A459E51540226B6A39597C3CE66D5A2BA,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\wilderness\boarwildernessaa.wsc,action_areas/wilderness/boarwildernessaa.wsc,True,12566,79B0D9391E5CB8C73AD6B0E055AC184451B288A6,52 53 43 85 02 00 00 00 00 00 00 80 07 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\cougarwildernessaa.xsc,action_areas/wilderness/cougarwildernessaa.xsc,12564,08736297354EC8100C97B4D154957DD6569F82FE,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\wilderness\cougarwildernessaa.wsc,action_areas/wilderness/cougarwildernessaa.wsc,True,12564,DBA46EC413FC58C5E115CF63F71854496E9D8A85,52 53 43 85 02 00 00 00 00 00 00 80 07 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\wolfwildernessaa.xsc,action_areas/wilderness/wolfwildernessaa.xsc,12556,68DAEF23AF2A634472BF48D1F553A1769ECF5913,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\action_areas\wilderness\wolfwildernessaa.wsc,action_areas/wilderness/wolfwildernessaa.wsc,True,12556,4C38B878F5AD34BC758E84A6DD1DF269DFE4F998,52 53 43 85 02 00 00 00 00 00 00 80 07 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\ctf\ctf_base_game.xsc,ctf/ctf_base_game.xsc,45446,301C5AA2919AF5BFA3C347F17A9BA78209CF6850,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 1B,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\ctf\ctf_base_game.wsc,ctf/ctf_base_game.wsc,True,45446,CB0901D8746C7ADA16E806F23F91AC591A48E3E1,52 53 43 85 02 00 00 00 00 00 00 80 1B 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
xenon_xsc,D:\Games\Red Dead Redemption\Code_RED\imports\XENON MULTIPLAYER\content\release64\multiplayer\deathmatch\deathmatch.xsc,deathmatch/deathmatch.xsc,34574,7A5909CF0F14B595C71A46971E013178418CA37F,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 15,XSC_SWAPPED_RSC85,D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\xsc_swapped_wsc_candidates\deathmatch\deathmatch.wsc,deathmatch/deathmatch.wsc,True,34574,14B7ED22B299BA55000A793D76460A6949D3C941,52 53 43 85 02 00 00 00 00 00 00 80 15 00 00 80,PC_RSC85_WSC,opened,RSC85,False,unsupported-or-key-mismatch,"AES decrypt was attempted, but the payload did not match the implemented Zstandard/zlib lanes or the simple Xbox LZX wrapper probe.",0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,wrapper_converted_decode_blocked
