term,offset,offset_hex,context_ascii,context_hex
props01x,55985,0xDAB1,"o.blk_church_int_01x.,..o.blk_doctorsOffice_int_Props01x.,..o.blk_doctorsOffice_int_01x.,..o""blk_freight",6F 13 62 6C 6B 5F 63 68 75 72 63 68 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 1F 62 6C 6B 5F 64 6F 63 74 6F 72 73 4F 66 66 69 63 65 5F 69 6E 74 5F 50 72 6F 70 73 30 31 78 00 2C 02 F8 6F 1A 62 6C 6B 5F 64 6F 63 74 6F 72 73 4F 66 66 69 63 65 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 22 62 6C 6B 5F 66 72 65 69 67 68 74
props01x,56055,0xDAF7,"orsOffice_int_01x.,..o""blk_freightstation01_int_Props01x.,..o.blk_freightstation_int_01x.,..o.blk_genera",6F 72 73 4F 66 66 69 63 65 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 22 62 6C 6B 5F 66 72 65 69 67 68 74 73 74 61 74 69 6F 6E 30 31 5F 69 6E 74 5F 50 72 6F 70 73 30 31 78 00 2C 02 F8 6F 1B 62 6C 6B 5F 66 72 65 69 67 68 74 73 74 61 74 69 6F 6E 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 1E 62 6C 6B 5F 67 65 6E 65 72 61
props01x,56122,0xDB3A,"reightstation_int_01x.,..o.blk_generalStore_int_Props01x.,..o.blk_generalStore_int_Props02x.,..o.blk_gen",72 65 69 67 68 74 73 74 61 74 69 6F 6E 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 1E 62 6C 6B 5F 67 65 6E 65 72 61 6C 53 74 6F 72 65 5F 69 6E 74 5F 50 72 6F 70 73 30 31 78 00 2C 02 F8 6F 1E 62 6C 6B 5F 67 65 6E 65 72 61 6C 53 74 6F 72 65 5F 69 6E 74 5F 50 72 6F 70 73 30 32 78 00 2C 02 F8 6F 19 62 6C 6B 5F 67 65 6E
props01x,56218,0xDB9A,".blk_generalStore_int_01x.,..o.blk_tailor01_int_Props01x.,..o.blk_tailor_int_01x.,..o.blk_trainstation_i",19 62 6C 6B 5F 67 65 6E 65 72 61 6C 53 74 6F 72 65 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 1A 62 6C 6B 5F 74 61 69 6C 6F 72 30 31 5F 69 6E 74 5F 50 72 6F 70 73 30 31 78 00 2C 02 F8 6F 13 62 6C 6B 5F 74 61 69 6C 6F 72 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 1E 62 6C 6B 5F 74 72 61 69 6E 73 74 61 74 69 6F 6E 5F 69
props01x,56277,0xDBD5,".o.blk_tailor_int_01x.,..o.blk_trainstation_int_Props01x.,..o.blk_trainstation_int_01x.,..o.blk_gunshop_",F8 6F 13 62 6C 6B 5F 74 61 69 6C 6F 72 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 1E 62 6C 6B 5F 74 72 61 69 6E 73 74 61 74 69 6F 6E 5F 69 6E 74 5F 50 72 6F 70 73 30 31 78 00 2C 02 F8 6F 19 62 6C 6B 5F 74 72 61 69 6E 73 74 61 74 69 6F 6E 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 19 62 6C 6B 5F 67 75 6E 73 68 6F 70 5F
props01x,56337,0xDC11,"o.blk_trainstation_int_01x.,..o.blk_gunshop_int_Props01x.,..o.blk_gunshop_int_01x.,..o.blk_theatre_int_s",6F 19 62 6C 6B 5F 74 72 61 69 6E 73 74 61 74 69 6F 6E 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 19 62 6C 6B 5F 67 75 6E 73 68 6F 70 5F 69 6E 74 5F 50 72 6F 70 73 30 31 78 00 2C 02 F8 6F 14 62 6C 6B 5F 67 75 6E 73 68 6F 70 5F 69 6E 74 5F 30 31 78 00 2C 02 F8 6F 1A 62 6C 6B 5F 74 68 65 61 74 72 65 5F 69 6E 74 5F 73
props01x,56787,0xDDD3,"o.blk_gunshop_int_shade_01x.,..o.blk_saloon_int_Props01x.,..o.blk_saloon_int_01x.,..o.blk_hotel01_int_Pr",6F 1A 62 6C 6B 5F 67 75 6E 73 68 6F 70 5F 69 6E 74 5F 73 68 61 64 65 5F 30 31 78 00 2C 02 F8 6F 18 62 6C 6B 5F 73 61 6C 6F 6F 6E 5F 69 6E 74 5F 50 72 6F 70 73 30 31 78 00 2C 02 F9 6F 13 62 6C 6B 5F 73 61 6C 6F 6F 6E 5F 69 6E 74 5F 30 31 78 00 2C 02 F9 6F 19 62 6C 6B 5F 68 6F 74 65 6C 30 31 5F 69 6E 74 5F 50 72
props01x,56841,0xDE09,"1x.,..o.blk_saloon_int_01x.,..o.blk_hotel01_int_Props01x.,..o.blk_hotel_int_01x.,..o.blk_hotel_int_shade",31 78 00 2C 02 F9 6F 13 62 6C 6B 5F 73 61 6C 6F 6F 6E 5F 69 6E 74 5F 30 31 78 00 2C 02 F9 6F 19 62 6C 6B 5F 68 6F 74 65 6C 30 31 5F 69 6E 74 5F 50 72 6F 70 73 30 31 78 00 2C 02 F9 6F 12 62 6C 6B 5F 68 6F 74 65 6C 5F 69 6E 74 5F 30 31 78 00 2C 02 F9 6F 18 62 6C 6B 5F 68 6F 74 65 6C 5F 69 6E 74 5F 73 68 61 64 65
props01x,56928,0xDE60,"k_hotel_int_shade_01x.,..o.blk_trainstation_int_Props01x.,..o.blk_trainstation_int_01x.,..o.mor_morningS",6B 5F 68 6F 74 65 6C 5F 69 6E 74 5F 73 68 61 64 65 5F 30 31 78 00 2C 02 F8 6F 1E 62 6C 6B 5F 74 72 61 69 6E 73 74 61 74 69 6F 6E 5F 69 6E 74 5F 50 72 6F 70 73 30 31 78 00 2C 02 F9 6F 19 62 6C 6B 5F 74 72 61 69 6E 73 74 61 74 69 6F 6E 5F 69 6E 74 5F 30 31 78 00 2C 02 F9 6F 1F 6D 6F 72 5F 6D 6F 72 6E 69 6E 67 53
props01x,56994,0xDEA2,"trainstation_int_01x.,..o.mor_morningStar01_int_Props01x.,..o.mor_morningStar_int_01x.,..o.mor_morningSt",74 72 61 69 6E 73 74 61 74 69 6F 6E 5F 69 6E 74 5F 30 31 78 00 2C 02 F9 6F 1F 6D 6F 72 5F 6D 6F 72 6E 69 6E 67 53 74 61 72 30 31 5F 69 6E 74 5F 50 72 6F 70 73 30 31 78 00 2C 02 F9 6F 18 6D 6F 72 5F 6D 6F 72 6E 69 6E 67 53 74 61 72 5F 69 6E 74 5F 30 31 78 00 2C 02 F9 6F 1E 6D 6F 72 5F 6D 6F 72 6E 69 6E 67 53 74
props01x,57086,0xDEFE,"or_morningStar_int_shade_01x.,..b.ko.rwf_barn01xprops01x.,..o.rwf_barn01xprops02x.,..o.rwf_livingRoom01p",6F 72 5F 6D 6F 72 6E 69 6E 67 53 74 61 72 5F 69 6E 74 5F 73 68 61 64 65 5F 30 31 78 00 2C 02 F8 62 12 6B 6F 14 72 77 66 5F 62 61 72 6E 30 31 78 70 72 6F 70 73 30 31 78 00 2C 02 F9 6F 14 72 77 66 5F 62 61 72 6E 30 31 78 70 72 6F 70 73 30 32 78 00 2C 02 F8 6F 19 72 77 66 5F 6C 69 76 69 6E 67 52 6F 6F 6D 30 31 70
props01x,57141,0xDF35,"x.,..o.rwf_barn01xprops02x.,..o.rwf_livingRoom01props01x.,..o.rwf_livingRoom01props02x.,..b..o.beh_silo0",78 00 2C 02 F9 6F 14 72 77 66 5F 62 61 72 6E 30 31 78 70 72 6F 70 73 30 32 78 00 2C 02 F8 6F 19 72 77 66 5F 6C 69 76 69 6E 67 52 6F 6F 6D 30 31 70 72 6F 70 73 30 31 78 00 2C 02 F9 6F 19 72 77 66 5F 6C 69 76 69 6E 67 52 6F 6F 6D 30 31 70 72 6F 70 73 30 32 78 00 2C 02 F8 62 11 FA 6F 0C 62 65 68 5F 73 69 6C 6F 30
props01x,57260,0xDFAC,"o02x.,..b..P..c.Yo.beh_house02x.,..o.beh_house02props01x.,..o.beh_house01x.,..o.beh_house01props01x.,..b",6F 30 32 78 00 2C 02 F9 62 11 D5 50 19 CE 63 00 59 6F 0D 62 65 68 5F 68 6F 75 73 65 30 32 78 00 2C 02 F9 6F 14 62 65 68 5F 68 6F 75 73 65 30 32 70 72 6F 70 73 30 31 78 00 2C 02 F9 6F 0D 62 65 68 5F 68 6F 75 73 65 30 31 78 00 2C 02 F8 6F 14 62 65 68 5F 68 6F 75 73 65 30 31 70 72 6F 70 73 30 31 78 00 2C 02 F8 62
props01x,57303,0xDFD7,"use02props01x.,..o.beh_house01x.,..o.beh_house01props01x.,..b.Vo.beh_house02x.,..o.beh_house02props01x.,",75 73 65 30 32 70 72 6F 70 73 30 31 78 00 2C 02 F9 6F 0D 62 65 68 5F 68 6F 75 73 65 30 31 78 00 2C 02 F8 6F 14 62 65 68 5F 68 6F 75 73 65 30 31 70 72 6F 70 73 30 31 78 00 2C 02 F8 62 00 56 6F 0D 62 65 68 5F 68 6F 75 73 65 30 32 78 00 2C 02 F8 6F 14 62 65 68 5F 68 6F 75 73 65 30 32 70 72 6F 70 73 30 31 78 00 2C
props01x,57349,0xE005,"01props01x.,..b.Vo.beh_house02x.,..o.beh_house02props01x.,..o.beh_house01x.,..o.beh_house01props01x.,..b",30 31 70 72 6F 70 73 30 31 78 00 2C 02 F8 62 00 56 6F 0D 62 65 68 5F 68 6F 75 73 65 30 32 78 00 2C 02 F8 6F 14 62 65 68 5F 68 6F 75 73 65 30 32 70 72 6F 70 73 30 31 78 00 2C 02 F8 6F 0D 62 65 68 5F 68 6F 75 73 65 30 31 78 00 2C 02 F9 6F 14 62 65 68 5F 68 6F 75 73 65 30 31 70 72 6F 70 73 30 31 78 00 2C 02 F9 62
props01x,57392,0xE030,"use02props01x.,..o.beh_house01x.,..o.beh_house01props01x.,..b..o.tor_militaryCamp01x.,..o.tor_militaryCa",75 73 65 30 32 70 72 6F 70 73 30 31 78 00 2C 02 F8 6F 0D 62 65 68 5F 68 6F 75 73 65 30 31 78 00 2C 02 F9 6F 14 62 65 68 5F 68 6F 75 73 65 30 31 70 72 6F 70 73 30 31 78 00 2C 02 F9 62 11 1D 6F 14 74 6F 72 5F 6D 69 6C 69 74 61 72 79 43 61 6D 70 30 31 78 00 2C 02 F8 6F 14 74 6F 72 5F 6D 69 6C 69 74 61 72 79 43 61
world,42567,0xA647,"O..6.o.thi_window02x.,..o.thi_window01x.,..b..o.world state error.,.'b..8.=.9.b.4z-....8.R/7.c....8.R",4F 99 9C 36 01 6F 0E 74 68 69 5F 77 69 6E 64 6F 77 30 32 78 00 2C 02 F9 6F 0E 74 68 69 5F 77 69 6E 64 6F 77 30 31 78 00 2C 02 F8 62 00 1A 6F 12 77 6F 72 6C 64 20 73 74 61 74 65 20 65 72 72 6F 72 00 2C 02 27 62 00 00 38 02 3D 01 39 02 62 E8 34 7A 2D 01 00 04 00 38 00 52 2F 37 06 63 00 02 8B 7F 38 00 52
world,61763,0xF143,"..c.&o.thi_window01x.,..o.thi_window02x.,..b..o.world state error!.,.'b..8.=.9.b..P..c..R..z-.....9.8",19 CE 63 00 26 6F 0E 74 68 69 5F 77 69 6E 64 6F 77 30 31 78 00 2C 02 F9 6F 0E 74 68 69 5F 77 69 6E 64 6F 77 30 32 78 00 2C 02 F8 62 00 1B 6F 13 77 6F 72 6C 64 20 73 74 61 74 65 20 65 72 72 6F 72 21 00 2C 02 27 62 00 00 38 02 3D 01 39 02 62 DE AD 50 19 CE 63 00 03 52 8E 94 7A 2D 00 00 03 00 8B 39 02 38
