term,offset,offset_hex,context_ascii,context_hex
catacombs,55818,0xDA0A,"props01x.,..o.arm_saloon01props01x.,..o.dlc_beh_catacombs01x.,..o.dlc_beh_catacombs01props01x.,..o""rsdGPS",70 72 6F 70 73 30 31 78 00 2C 02 FE 6F 15 61 72 6D 5F 73 61 6C 6F 6F 6E 30 31 70 72 6F 70 73 30 31 78 00 2C 02 FD 6F 15 64 6C 63 5F 62 65 68 5F 63 61 74 61 63 6F 6D 62 73 30 31 78 00 2C 02 FD 6F 1C 64 6C 63 5F 62 65 68 5F 63 61 74 61 63 6F 6D 62 73 30 31 70 72 6F 70 73 30 31 78 00 2C 02 FD 6F 22 72 73 64 47 50 53
catacombs,55844,0xDA24,"props01x.,..o.dlc_beh_catacombs01x.,..o.dlc_beh_catacombs01props01x.,..o""rsdGPSTRAIL_curve361rebuiltCurve",70 72 6F 70 73 30 31 78 00 2C 02 FD 6F 15 64 6C 63 5F 62 65 68 5F 63 61 74 61 63 6F 6D 62 73 30 31 78 00 2C 02 FD 6F 1C 64 6C 63 5F 62 65 68 5F 63 61 74 61 63 6F 6D 62 73 30 31 70 72 6F 70 73 30 31 78 00 2C 02 FD 6F 22 72 73 64 47 50 53 54 52 41 49 4C 5F 63 75 72 76 65 33 36 31 72 65 62 75 69 6C 74 43 75 72 76 65
dlc_beh_catacombs01x,55810,0xDA02,"saloon01props01x.,..o.arm_saloon01props01x.,..o.dlc_beh_catacombs01x.,..o.dlc_beh_catacombs01props01x.,..o""rsdGPSTRA",73 61 6C 6F 6F 6E 30 31 70 72 6F 70 73 30 31 78 00 2C 02 FE 6F 15 61 72 6D 5F 73 61 6C 6F 6F 6E 30 31 70 72 6F 70 73 30 31 78 00 2C 02 FD 6F 15 64 6C 63 5F 62 65 68 5F 63 61 74 61 63 6F 6D 62 73 30 31 78 00 2C 02 FD 6F 1C 64 6C 63 5F 62 65 68 5F 63 61 74 61 63 6F 6D 62 73 30 31 70 72 6F 70 73 30 31 78 00 2C 02 FD 6F 22 72 73 64 47 50 53 54 52 41
dlc_beh_catacombs01props01x,55836,0xDA1C,"saloon01props01x.,..o.dlc_beh_catacombs01x.,..o.dlc_beh_catacombs01props01x.,..o""rsdGPSTRAIL_curve361rebuiltCurve1.%.,E.,..",73 61 6C 6F 6F 6E 30 31 70 72 6F 70 73 30 31 78 00 2C 02 FD 6F 15 64 6C 63 5F 62 65 68 5F 63 61 74 61 63 6F 6D 62 73 30 31 78 00 2C 02 FD 6F 1C 64 6C 63 5F 62 65 68 5F 63 61 74 61 63 6F 6D 62 73 30 31 70 72 6F 70 73 30 31 78 00 2C 02 FD 6F 22 72 73 64 47 50 53 54 52 41 49 4C 5F 63 75 72 76 65 33 36 31 72 65 62 75 69 6C 74 43 75 72 76 65 31 00 25 12 2C 45 09 2C 03 CE
load,73187,0x11DE3,).c.?j...A@.S).O.<.A@..S)q7...c.#o.tut_weapon_reload.(A .......R....k...m...RV?.c.K8.m...S).c.?j...m,29 D6 63 00 3F 6A 01 D4 7F 41 40 00 53 29 C5 4F D3 3C AF 41 40 00 8D 53 29 71 37 00 AF 06 63 00 23 6F 12 74 75 74 5F 77 65 61 70 6F 6E 5F 72 65 6C 6F 61 64 00 28 41 20 00 00 8C 8B 8D 8C 8B 52 11 F2 8B 7F 6B 01 D4 7F 6D 00 80 00 52 56 3F 06 63 00 4B 38 04 6D 00 80 00 53 29 D6 63 00 3F 6A 01 D4 7F 6D
