offset,offset_hex,length,text,population_term
16663,0x4117,21,Deathmatch_HEN_layout,
16694,0x4136,13,playablespace,
16757,0x4175,11,v_clear_vol,
16795,0x419B,4,J.)B,
16800,0x41A0,5,ie)CA,
16818,0x41B2,11,CapVols_set,
16841,0x41C9,8,CapVol_1,
16904,0x4208,8,CapVol_2,
16916,0x4214,5,"_v"")B",
16967,0x4247,8,CapVol_3,
16979,0x4253,5,T0N)B,
17030,0x4286,8,CapVol_4,
17093,0x42C5,8,CapVol_0,
17105,0x42D1,5,Bf\)B,
17168,0x4310,10,SpawnVol_0,
17206,0x4336,4,=)?C,
17228,0x434C,10,SpawnVol_1,
17262,0x436E,4,)?P4,
17267,0x4373,9,)?od2)?P4,
17288,0x4388,10,SpawnVol_2,
17322,0x43AA,4,)?P4,
17327,0x43AF,9,)?od2)?P4,
17348,0x43C4,10,SpawnVol_3,
17382,0x43E6,4,)?P4,
17387,0x43EB,9,)?od2)?P4,
17408,0x4400,10,SpawnVol_4,
17442,0x4422,4,)?P4,
17447,0x4427,9,)?od2)?P4,
17468,0x443C,10,SpawnVol_5,
17502,0x445E,4,)?P4,
17507,0x4463,9,)?od2)?P4,
17528,0x4478,10,SpawnVol_6,
17567,0x449F,8,)?J>0)?/,
17588,0x44B4,10,SpawnVol_7,
17602,0x44C2,5,^sR)B,
17622,0x44D6,4,)?P4,
17627,0x44DB,9,)?od2)?P4,
17648,0x44F0,10,SpawnVol_8,
17682,0x4512,4,)?P4,
17687,0x4517,9,)?od2)?P4,
17708,0x452C,10,SpawnVol_9,
17742,0x454E,4,)?P4,
17747,0x4553,9,)?od2)?P4,
17768,0x4568,11,SpawnVol_10,
17803,0x458B,4,)?P4,
17808,0x4590,9,)?od2)?P4,
17829,0x45A5,11,SpawnVol_11,
17864,0x45C8,4,)?P4,
17869,0x45CD,9,)?od2)?P4,
17890,0x45E2,11,SpawnVol_12,
17925,0x4605,4,)?P4,
17930,0x460A,9,)?od2)?P4,
17951,0x461F,11,SpawnVol_13,
17986,0x4642,4,)?P4,
17991,0x4647,9,)?od2)?P4,
18012,0x465C,11,SpawnVol_14,
18041,0x4679,5,)ARsG,
18047,0x467F,4,)?P4,
18052,0x4684,9,)?od2)?P4,
18073,0x4699,11,SpawnVol_15,
18108,0x46BC,4,)?P4,
18113,0x46C1,9,)?od2)?P4,
18134,0x46D6,11,SpawnVol_16,
18169,0x46F9,9,)?;RM)?Wa,
18179,0x4703,6,")?;RM,",
18195,0x4713,11,SpawnVol_17,
18230,0x4736,4,)?P4,
18235,0x473B,9,)?od2)?P4,
18256,0x4750,11,SpawnVol_18,
18291,0x4773,4,)?>E,
18300,0x477C,5,u)?>E,
18317,0x478D,11,SpawnVol_19,
18352,0x47B0,4,)?P4,
18357,0x47B5,9,)?od2)?P4,
18378,0x47CA,11,SpawnVol_20,
18418,0x47F2,4,)?RL,
18439,0x4807,11,SpawnVol_21,
18454,0x4816,5,RWG)B,
18472,0x4828,4,)Ah(,
18481,0x4831,5,9)?P4,
18487,0x4837,9,)?od2)?P4,
18508,0x484C,11,SpawnVol_22,
18543,0x486F,4,)?P4,
18548,0x4874,9,)?od2)?P4,
18569,0x4889,11,SpawnVol_23,
18590,0x489E,4,N7)E,
18604,0x48AC,4,)?P4,
18609,0x48B1,9,)?od2)?P4,
18630,0x48C6,11,SpawnVol_24,
18651,0x48DB,4,Z;)E,
18665,0x48E9,4,)?6g,
18675,0x48F3,4,)?6g,
18691,0x4903,11,SpawnVol_25,
18706,0x4912,5,Wa-)B,
18731,0x492B,8,)?\Ex)??,
18752,0x4940,11,SpawnVol_26,
18781,0x495D,4,)CC&,
18791,0x4967,4,0)?G,
