path,extension,size,sha1,first_32_bytes_hex,family,decode_status,conversion_status,note,normalized_flag1,normalized_flag2
imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\boarwildernessaa.xsc,.xsc,12566,AFDF515A459E51540226B6A39597C3CE66D5A2BA,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 28 90 C8 4B A1 6D 93 CA 15 BE 46 90 1E F4 86 63,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\cougarwildernessaa.xsc,.xsc,12564,08736297354EC8100C97B4D154957DD6569F82FE,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 A8 D6 4D 29 87 70 E1 52 6C 28 AB 3F 46 81 BE 5B,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\action_areas\wilderness\wolfwildernessaa.xsc,.xsc,12556,68DAEF23AF2A634472BF48D1F553A1769ECF5913,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 15 3E 92 12 6C EA 50 98 D6 81 B6 EE A9 89 E1 D9,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\ctf\ctf_base_game.xsc,.xsc,45446,301C5AA2919AF5BFA3C347F17A9BA78209CF6850,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 1B 67 A9 0A 35 D9 EC 7E 3E DE B0 59 FB AF 08 05 23,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x8000001B
imports\XENON MULTIPLAYER\content\release64\multiplayer\deathmatch\deathmatch.xsc,.xsc,34574,7A5909CF0F14B595C71A46971E013178418CA37F,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 15 6F FF 43 FC F5 2C EB DE 4C 4D DA 1B 1C CF 08 BE,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000015
imports\XENON MULTIPLAYER\content\release64\multiplayer\deathmatch\testmatch.xsc,.xsc,7596,87BAAF6ADC052DC1768707017FE343BC3AD69930,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 05 37 3F 0D 19 F6 24 67 99 CD 50 37 EC 3A 1B 7B C7,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000005
imports\XENON MULTIPLAYER\content\release64\multiplayer\freemode\freemode.xsc,.xsc,47730,E8273C4D88372400873F17FC44FB1B4BEE8473FE,85 43 53 52 00 00 00 02 80 00 00 00 A0 00 00 1C 5C 0E 06 13 DA 74 36 14 FE C0 CC 91 72 FE F9 9B,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0xA000001C
imports\XENON MULTIPLAYER\content\release64\multiplayer\mp_help_barker.xsc,.xsc,556,26F353E2ED6A25421612EFD6A986D7899CA4027B,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 01 69 71 0B AB 9A 06 19 9D CA 4D 07 C5 64 7A 78 42,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000001
imports\XENON MULTIPLAYER\content\release64\multiplayer\mp_idle.xsc,.xsc,41412,5F91B6BEBB0BE1F29C13C8720405BFBD02B9289A,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 1B 23 79 09 E8 E3 23 20 3E 60 DE 2C D9 AB D0 21 6C,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x8000001B
imports\XENON MULTIPLAYER\content\release64\multiplayer\mp_teleport.xsc,.xsc,4924,D231DC2CAA4BEAA2F1FFEC36287977A4580390C0,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 05 DC 30 C0 39 D7 6C D0 56 DF D6 17 08 B4 A4 DF A1,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000005
imports\XENON MULTIPLAYER\content\release64\multiplayer\multiplayer_system_thread.xsc,.xsc,29428,6DD6456F9F6DE374B52F1A7CEF48471805ECB62D,85 43 53 52 00 00 00 02 80 00 00 00 90 00 00 12 0E 7B 42 89 10 1F 92 7A D4 B7 BF F9 7A 84 D8 C7,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x90000012
imports\XENON MULTIPLAYER\content\release64\multiplayer\multiplayer_update_thread.xsc,.xsc,22824,AF254ECF5FB559A5C5A1BE063DF454ED5DDB231E,85 43 53 52 00 00 00 02 80 00 00 00 90 00 00 0E F7 CB F9 86 62 22 AB 06 D9 F9 AE FA 57 79 C9 BC,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x9000000E
imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\jt_mpplayground.xsc,.xsc,43664,8DA39BF6AFE07AD5A418FDDD15534AA8ACBBBCDB,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 19 C6 5C F1 AA 0B 65 C3 5E 71 13 32 6D 03 3D DA 4A,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000019
imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\mpplayground.xsc,.xsc,30432,7B66214EE11EC9A73E11BA78AEA7942BAAEBCA0F,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 13 42 03 81 7E 04 C9 EE D5 3D AC DE CD BF DD E8 73,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000013
imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\simple_mpplayground.xsc,.xsc,41326,611C2DE86E3255E5B933CED05B1CFE3E220F801C,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 19 6E 79 60 03 08 AE 6E E5 70 6D 0E A9 59 9D DF 18,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000019
imports\XENON MULTIPLAYER\content\release64\multiplayer\playground\test001.xsc,.xsc,268,170E214980ED5B8B15AA8938468A160EF7997815,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 01 E6 A3 7F 11 EE 45 D1 36 9A 80 2C CA DE DA 8D 53,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000001
imports\XENON MULTIPLAYER\content\release64\multiplayer\pr_multiplayer.xsc,.xsc,14510,1C47BE25F28029C96D4E0384CBDE3C3C11C82FC7,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09 D3 F8 9E 04 73 D4 E1 03 E7 BE 64 E5 56 A0 4C AF,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000009
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\coop\coopbasic.xsc,.xsc,9324,DD91A3FCDCF1708EA8D945162EF4ADD2FD8264AF,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 05 9E 0F FE AC 62 34 E8 EB 39 C6 79 BD 3B 00 EF B9,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000005
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm.xsc,.xsc,12574,FAEFFE82714FF7F5BAEB3CCE94F564E9C5D6835B,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09 AE 30 EF 18 E0 7D 72 6F 32 9D 4B C3 35 10 20 DE,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000009
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_single.xsc,.xsc,12312,275426CA9C6FDDB60B086953B3EB10C3933CCC5A,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 06 07 F5 F5 89 EA 76 DC 49 D1 31 A3 70 60 FB F5,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_sym.xsc,.xsc,12246,EEDB3A84BF1FECD8399CA576E33DB09C295CEC24,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 4A EA 40 6E 01 14 6B C3 CD 2A A9 1D 39 0E 6C A6,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu.xsc,.xsc,11364,36727DCDB3C22F91DAFB126151D057B0CA2606FB,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 4F B9 75 93 D7 1B FB A5 82 35 9F 1A BD A9 F7 CA,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_single.xsc,.xsc,11380,0A76CF9D328BA2A0E36F0FC09BA2770C3349FDA5,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 10 C0 08 07 C8 0D 0A 1F F7 7B DD B8 D3 89 3D AC,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_sym.xsc,.xsc,11328,236FC9BCD7E7DA643A8BF9E13083551D8D1FD459,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 E9 A2 F1 6B 71 D8 03 EE 73 08 23 7D 96 A3 3C 14,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_dzc\ctf_dzc_sym.xsc,.xsc,11638,8BA12DA3B5FFD317BCD13E8A31D4DB0422CAEBE5,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 84 60 32 1A EB 54 6A B7 A9 C3 B8 55 AD 17 E6 60,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_hen\ctf_hen.xsc,.xsc,12280,41AF485242108E179179939142D43A74BA587627,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09 2D 5C 6D 0A 7F 08 33 51 60 14 15 76 D9 2D 7A 18,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000009
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.xsc,.xsc,13236,4CF69A6A122E94069F0CF3F84EC6EC455650ACF4,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09 7A 76 0C F9 FC 9B 4F AB AF F3 51 6C C9 24 33 A9,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000009
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.xsc,.xsc,11318,BC5E94D03F83E627BDFA266F0E76407F6A4B6EE4,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 48 7F C0 6A 23 9B A4 62 22 3B 29 CC F8 CE E0 73,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.xsc,.xsc,10708,F3325B9F7A9F191439B076C3F6C4C922A3CC5BA9,85 43 53 52 00 00 00 02 80 00 00 00 90 00 00 06 67 AA 7B 83 DB B8 E8 37 44 3B CA 5F E0 D0 CD 8B,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x90000006
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.xsc,.xsc,10650,D2446B7424193219B7489037286816970715AE26,85 43 53 52 00 00 00 02 80 00 00 00 90 00 00 06 7E DC A9 91 EF F6 29 2D 1C 90 59 0D BF BD 98 AF,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x90000006
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.xsc,.xsc,12094,196BB257C93ECFC87B6BA38A85AC5A3E630E61F7,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 79 8E 7D F8 96 D6 65 00 4F 41 7A EF DE 08 87 69,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_upr\ctf_upr.xsc,.xsc,11536,8CEF0509EDC82C3E70D4DD3E34CE6537CFA6D4B8,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 6E 26 71 72 06 EA 06 EE 9F A4 8F 85 88 A0 C3 08,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_w2\ctf_w2_single.xsc,.xsc,9144,966B5EAE70BCCEA5BCAD8E420D0876D984DF211D,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 05 1A C3 0A D6 20 BB 82 3D 53 1B C7 52 0B 78 63 B5,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000005
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_arm\deathmatch_arm.xsc,.xsc,12592,83C23C9A531845C578969E8CAF03DF2303363A19,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09 ED 3E 55 CC 27 8C 69 EE 31 F1 B4 FE CF ED 0C 2A,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000009
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_chu\deathmatch_chu.xsc,.xsc,11718,C6C913E4F15F3A2411E842E7E4110D7F9242C306,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 1B 72 07 AE 15 FD FB 77 4A A8 FA B3 2F 5D FA 20,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_hen\deathmatch_hen.xsc,.xsc,12868,1B4EB57AB28CD9B32A053A3E96A1F2ED51071E52,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09 FC 06 EF 03 24 DD 50 B5 68 04 B2 FC BD 6A F3 2F,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000009
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_lsh\deathmatch_lsh.xsc,.xsc,12918,55AF2F4DFB70935422157BCF252CE0E0ABB1987F,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 09 78 B2 D8 A9 55 55 62 23 DB 06 F1 73 17 40 4E D8,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000009
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\dm_tum\deathmatch_tum.xsc,.xsc,12548,0E9AB0D30BC3CE3FE5A10FC95624FAF1FE2CA9A1,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 07 5D C1 00 3F 76 6E C7 7F F2 E7 E3 65 74 83 7E 84,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000007
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\minigames\liarsdice_sb.xsc,.xsc,2634,FE5A7EF51CA7B98F5FEE9A26B36981D65A34E5D0,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03 57 22 08 98 14 97 5A 00 C7 E1 75 9B 88 19 98 AF,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000003
imports\XENON MULTIPLAYER\content\release64\multiplayer\regions\minigames\poker_sb.xsc,.xsc,2650,5227AD1C3B584E2B9F55EBAD42BFE0ABAF048A92,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03 E9 41 66 E9 9D C3 9A 78 E1 64 24 04 EB 4E D8 C8,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000003
imports\XENON MULTIPLAYER\content\release64\multiplayer\rotations\gametype_lobby.xsc,.xsc,35596,41F285185FE85E548C0531AD2FAA7A308542FED9,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 13 67 F6 1F BC 0C 5A 54 A2 06 5F C3 56 F1 25 45 AB,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000013
imports\XENON MULTIPLAYER\content\release64\multiplayer\sessionmap.xsc,.xsc,1080,70FF3CD1047E50199FD111D41A30562124FB3B48,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 01 47 09 F5 00 AD 52 81 27 88 65 35 56 9F 92 C7 13,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000001
imports\XENON MULTIPLAYER\content\release64\multiplayer\spectator\mp_spectator.xsc,.xsc,2492,801BCCA3A8A1F737C277FFA891D2DB29CBD3CC43,85 43 53 52 00 00 00 02 80 00 00 00 90 00 00 02 B2 A0 22 8A CD B2 28 62 4F 35 B6 01 F8 B3 5F C8,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x90000002
imports\XENON MULTIPLAYER\content\release64\multiplayer\spectator\mp_spectatormk2.xsc,.xsc,3618,C962C8EEFAECE5B841D0F08F47168D47E281AB35,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03 74 0D EA A2 53 49 02 0A 88 54 70 FB 8A FF 5D 20,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000003
imports\XENON MULTIPLAYER\content\release64\multiplayer\support\mp_actorpicker.xsc,.xsc,20286,49C3B5577C561EAD8436EC9F4B7ADAA363A5E57B,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 0D 50 4D 1C 43 3E 90 68 E7 81 65 35 FE 2D AB 16 56,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x8000000D
imports\XENON MULTIPLAYER\content\release64\multiplayer\tutorial\mp_tutorial.xsc,.xsc,2804,196860957F75EF27ED6E61C6874DF3895D639DB3,85 43 53 52 00 00 00 02 80 00 00 00 80 00 00 03 96 08 23 03 43 32 DA 0B 03 58 11 86 F5 9E 7D E0,XSC_SWAPPED_RSC85,xcompress_probe_required,still_blocked,"Wrapper is close to PC RSC85, but payload conversion requires validated XCompress/LZX decode and PC repack.",0x80000000,0x80000003
