owner_function_index,owner_function_name,score,candidate_count,control_flow_safe_count,read_only_count,purpose_tags,nearby_strings
239,Function_239,0,37,0,37,[],"[',P{8', ',F|8', ',E}+', ',D~8', ',Dw8', '>|,C', '3SaY9', 'DeathAnchorPoint', ',Bx8', '>p,B']"
24,Function_24,0,2,0,2,[],[]
240,Function_240,0,2,0,2,[],"['>p,B', 'DeathCamSwingNew']"
241,Function_241,0,2,0,2,[],"['>p,B', 'DeathCamSwingNew', ',Dsb']"
242,Function_242,0,17,0,17,[],"['>p,B', 'DeathCamSwingNew', ',Dsb']"
243,Function_243,0,30,0,30,[],"['DeathCamSwingNew', ',Dsb', ')?&ff']"
244,Function_244,0,26,0,26,[],"['/)B^', ',Yy+8', ',Fz8', ',P{8', ',F|8', '/)B,', 'deathArcFollowKiller']"
245,Function_245,0,26,0,26,[],"[',P{8', '/)B,', 'deathArcFollowKiller', '/)B^', ',Yy+8', ',Fz8', ',F|8', 'deathArcFollowKiller_pre']"
246,Function_246,0,24,0,24,[],"[',P{8', '/)B,', 'deathArcFollowKiller_pre', '/)B^', ',Yy+8', ',Fz8', ',F|8', 'deathArcTrackKiller_pst']"
247,Function_247,0,24,0,24,[],"[',Fz8', ',P{8', 'deathArcTrackKiller_pst', '/)B^', ',Yy+8', ',F|8', 'deathArcTrackKiller']"
248,Function_248,0,16,0,16,[],"[',Fz8', ',P{8', 'deathArcTrackKiller', '/)B^', '/)@`', '/)90)()?', ',F|8']"
249,Function_249,0,17,0,17,[],"[',Fz8', '/)90)()?', ',P{8', ',F|8', '/)B^', 'oL)?']"
25,Function_25,0,1,0,1,[],[]
250,Function_250,0,17,0,17,[],"[',Fz8', ',P{8', ',F|8', 'MPSuicide', ',Dsb']"
251,Function_251,0,12,0,12,[],"['MPSuicide', ',Dsb', '/)BH']"
252,Function_252,0,16,0,16,[],"['/)BH', 'z)>c7']"
253,Function_253,0,16,0,16,[],['z)>7X']
254,Function_254,0,60,1,59,[],"['>p,Cuc', 'Generic_Dbuffer128_0', 'MPSplashItem.s0', 'MPSplashItem.s1', 'R?m,', '>p,C', '>p,C[,', 'Common_Null', 'MPSplash', 'FameText', 'NotorietyMeter', 'SplashObjective']"
255,Function_255,0,16,1,15,[],"['%s - %s %s', 'stat_yd', 'MPSplashItem.s0', 'Generic_Dbuffer128_0', 'Common_Null', '2o#Tried to get title from bad slot #', '7#r@%', '7#2.', '4`= 2.']"
256,Function_256,0,1,0,1,[],"['2o#Tried to get title from bad slot #', 'Common_Null', '7#r@%', '7#2.', '4`= 2.', '= 2.', 'SaYo', 'PickupGoldener', 'Type', ',G7c']"
257,Function_257,0,4,0,4,[],"['Common_Null', '7#r@%', '7#2.', '4`= 2.', '= 2.', 'SaYo', 'PickupGoldener', 'Type', ',G7c', ',F0b']"
258,Function_258,0,19,0,19,[],"['Common_Null', '7#r@%', '7#2.', '4`= 2.', '= 2.', 'SaYo', 'PickupGoldener', 'Type', ',G7c', ',F0b']"
259,Function_259,0,1,0,1,[],"['SaYo', 'PickupGoldener', 'Type', ',G7c', ',F0b']"
26,Function_26,0,4,0,4,[],[]
260,Function_260,0,1,0,1,[],"['PickupGoldener', 'Type', ',G7c', ',F0b']"
261,Function_261,0,3,0,3,[],"['Type', ',G7c', ',F0b']"
262,Function_262,0,4,0,4,[],"[',G7c', ',F0b']"
263,Function_263,0,1,0,1,[],"[',F0b']"
264,Function_264,0,8,1,7,[],"['>,m@']"
265,Function_265,0,2,0,2,[],"['>,m@', '8Z% S']"
266,Function_266,0,2,0,2,[],"['>,m@', '8Z% S']"
267,Function_267,0,3,0,3,[],"['>,m@', '8Z% S']"
268,Function_268,0,6,0,6,[],"['>,m@', '8Z% S']"
269,Function_269,0,2,0,2,[],"['>,m@', '8Z% S']"
27,Function_27,0,7,1,6,[],[]
270,Function_270,0,1,0,1,[],"['>,m@', '8Z% S']"
271,Function_271,0,5,0,5,[],"['>,m@', '8Z% S']"
28,Function_28,0,8,0,8,[],[]
283,Function_283,0,1,0,1,[],['Enabling the Ambient World']
284,Function_284,0,2,0,2,[],[]
285,Function_285,0,3,0,3,[],['5`PqN']
286,Function_286,0,16,1,15,[],['5`PqN']
287,Function_287,0,9,2,7,[],"['5`PqN', '4`>p']"
288,Function_288,0,1,0,1,[],"['5`PqN', '4`>p']"
289,Function_289,0,3,0,3,[],"['5`PqN', '4`>p']"
29,Function_29,0,6,1,5,[],['GENMESS_MWPLAYERKILLED']
290,Function_290,0,2,0,2,[],"['5`PqN', '4`>p']"
291,Function_291,0,50,1,49,['enable'],"['5`PqN', '4`>p', 'MP_Ticker', 'Reticle', 'WeaponAmmo', 'Splash_Message', 'Splash_Objective', 'Subtitle_Enabler']"
292,Function_292,0,45,1,44,[],"['Splash_Message', 'Splash_Objective', 'Subtitle_Enabler', 'mp_list_joined_late', 'Common_Null', 'DEBUG']"
293,Function_293,0,2,0,2,[],"['DEBUG', 'WWWWWWWWWWWWWW']"
294,Function_294,0,9,2,7,[],"['DEBUG', 'WWWWWWWWWWWWWW']"
295,Function_295,0,5,0,5,[],['WWWWWWWWWWWWWW']
296,Function_296,0,2,0,2,[],['WWWWWWWWWWWWWW']
297,Function_297,0,1,0,1,[],['WWWWWWWWWWWWWW']
298,Function_298,0,52,3,49,[],"['WWWWWWWWWWWWWW', 'R.xc', '<MP_DEFEND> ', '<SPACE> ', '--:--', '<SKULL>']"
299,Function_299,0,12,0,12,[],"['R.xc', '<SKULL>', 'INVALID REGION', ',Cj7', 'v_region']"
3,Function_3,0,31,0,31,[],"['NetConf_ExitingWait', '1% R', 'FRD Cleanup', 'FRD_ScorePanel']"
30,Function_30,0,7,0,7,[],"['GENMESS_MWPLAYERKILLED', 'NARRATOR']"
300,Function_300,0,1,0,1,[],"[',Cj7', 'v_region', 'Common_Null']"
301,Function_301,0,7,0,7,[],"['v_region', ',Cj7', 'Common_Null', 'mp_plist_name']"
302,Function_302,0,29,2,27,[],"['v_region', ',Cj7', 'Common_Null', 'mp_plist_name', 'FRD_StakeHolder', 'mp_plist_region', 'mp_plist_score_alt', 'mp_plist_posse', 'mp_plist_mw']"
303,Function_303,0,12,0,12,[],"['mp_plist_score_alt', 'mp_plist_posse', 'mp_plist_mw', 'Common_Null', ',i=@j', '_title', ',i=@v,']"
308,Function_308,0,10,1,9,[],"['=02%', '7 3b', '7 r@7 ,', 'INVALID!?', '7 r@%', '7 2.', 'R87c', '%@So', ':%R,']"
309,Function_309,0,30,2,28,[],"['=02%', '7 3b', '7 r@7 ,', 'INVALID!?', '7 r@%', '7 2.', 'R87c', '%@So', ':%R,', '(+%S,', ')GCP']"
31,Function_31,0,4,0,4,[],"['GENMESS_MWPLAYERKILLED', 'NARRATOR']"
310,Function_310,0,70,1,69,[],"['%@So', ':%R,', '(+%S,', ')GCP']"
311,Function_311,0,7,0,7,[],[]
312,Function_312,0,8,1,7,[],['R87c']
313,Function_313,0,12,1,11,[],['R87c']
314,Function_314,0,10,1,9,[],"['R87c', '%@So']"
315,Function_315,0,23,0,23,[],"['R87c', '%@So']"
316,Function_316,0,2,0,2,[],['?  c']
317,Function_317,0,4,0,4,[],['?  c']
318,Function_318,0,19,2,17,[],"['?  c', '(+z-']"
319,Function_319,0,2,0,2,[],"['?  c', '(+z-', 'R87c']"
32,Function_32,0,8,0,8,[],"['GENMESS_MWPLAYERKILLED', 'NARRATOR']"
320,Function_320,0,20,3,17,[],"['?  c', '(+z-', 'R87c']"
321,Function_321,0,16,1,15,[],['R87c']
322,Function_322,0,29,1,28,[],"['t%@So', 'net_aa_hunting_ground_icon', '"";T9', 'BLIP_ACTIVE_ACTION_AREA', '%@So', ',Do7']"
326,Function_326,0,9,2,7,[],['mp_title_help']
327,Function_327,0,3,0,3,[],"[',F,C']"
328,Function_328,0,3,0,3,[],"[',F,C']"
329,Function_329,0,4,0,4,[],"[',F,C']"
33,Function_33,0,4,1,3,[],"['GENMESS_MWPLAYERKILLED', 'NARRATOR']"
330,Function_330,0,4,0,4,[],"[',F,C']"
331,Function_331,0,15,0,15,[],"[',F,C', '[oQINVALID HORSE PASSED IN TO GET_MOUNT_INDEX! GIVING AE_RIDEABLE_ANIMAL_MEX_Mule01']"
332,Function_332,0,3,0,3,[],"['[oQINVALID HORSE PASSED IN TO GET_MOUNT_INDEX! GIVING AE_RIDEABLE_ANIMAL_MEX_Mule01', 'u>, c', 'mp_challenge_help']"
333,Function_333,0,4,0,4,[],"['[oQINVALID HORSE PASSED IN TO GET_MOUNT_INDEX! GIVING AE_RIDEABLE_ANIMAL_MEX_Mule01', 'u>, c', 'mp_challenge_help', 'RTxzb']"
334,Function_334,0,20,4,16,[],"['u>, c', 'mp_challenge_help', 'RTxzb']"
335,Function_335,0,2,0,2,[],"['RTxzb', 'mp_challenge_help', 'MPReward']"
336,Function_336,0,5,0,5,[],"['mp_challenge_help', 'RTxzb', 'MPReward']"
337,Function_337,0,2,0,2,[],"['mp_challenge_help', 'RTxzb', 'MPReward']"
338,Function_338,0,41,1,40,[],"['mp_challenge_help', 'RTxzb', 'MPReward']"
339,Function_339,0,1,0,1,[],"['MPRankTexture', 'MPRewardTitle', 'MPRewardItem.s0']"
34,Function_34,0,11,0,11,[],['NARRATOR']
340,Function_340,0,2,0,2,[],"['MPRankTexture', 'MPRewardTitle', 'MPRewardItem.s0']"
341,Function_341,0,17,2,15,[],"['MPRankTexture', 'MPRewardTitle', 'MPRewardItem.s0', 'MPReward', 'MPRewardItem.s1', 'Common_Null']"
342,Function_342,0,15,2,13,[],"['MPRewardTitle', 'MPRewardItem.s0', 'MPRewardItem.s1', 'Common_Null', 'lvl_', '_icon', 'icon_prestige_award_', 'icon_prestige_', 'icon_prestige_award_4', '_color']"
343,Function_343,0,57,0,57,[],"['icon_prestige_award_4', 'icon_prestige_award_', '_color']"
344,Function_344,0,26,0,26,[],[]
345,Function_345,0,2,0,2,[],"['_des', '_DYNAMIC_XP', '_DYNAMIC_GOAL']"
346,Function_346,0,1,0,1,[],"['_des', '_DYNAMIC_XP', '_DYNAMIC_GOAL', '_DYNAMIC_TITLE']"
347,Function_347,0,1,0,1,[],"['_des', '_DYNAMIC_XP', '_DYNAMIC_GOAL', '_DYNAMIC_TITLE']"
348,Function_348,0,1,0,1,[],"['_des', '_DYNAMIC_XP', '_DYNAMIC_GOAL', '_DYNAMIC_TITLE']"
349,Function_349,0,4,0,4,[],['=4%4']
35,Function_35,0,2,0,2,[],"['NoRegen', 'NoBleedout', 'SatchelTab_Weapons', 'PM_Weapons']"
350,Function_350,0,2,0,2,[],['=4%4']
351,Function_351,0,1,0,1,[],['=4%4']
352,Function_352,0,3,1,2,[],['=4%4']
353,Function_353,0,9,3,6,[],['=4%4']
354,Function_354,0,4,1,3,[],"['=4%4', 'p4LD', 'p4L6', 'p4L4']"
355,Function_355,0,4,0,4,[],"['=4%4', 'p4LD', 'p4L6', 'p4L4']"
356,Function_356,0,3,1,2,[],"['p4LD', 'p4L6', 'p4L4']"
357,Function_357,0,5,0,5,[],"['p4L4', 'p4LD', '%#)CH', '%()Cz']"
358,Function_358,0,19,1,18,[],"['%#)CH', '%()Cz', '4o$we should have a goal at this point']"
359,Function_359,0,17,0,17,[],[]
36,Function_36,0,22,1,21,[],"['NoRegen', 'NoBleedout', 'SatchelTab_Weapons', 'PM_Weapons']"
360,Function_360,0,17,0,17,[],['ZC_KLS']
361,Function_361,0,9,0,9,[],"['ZC_KLS', 'ZC_WVS', 'ZC_TMP', 'ZC_KLC', 'UN_UNDEADTEAMPLAYER_64', 'UN_UNDEADTEAMPLAYER_128']"
362,Function_362,0,3,0,3,[],"['ZC_KLS', 'ZC_WVS', 'ZC_TMP', 'ZC_KLC', 'UN_UNDEADTEAMPLAYER_64', 'UN_UNDEADTEAMPLAYER_128', 'UN_UNDEADKILLCHAIN_64', 'UN_UNDEADKILLCHAIN_128']"
363,Function_363,0,3,0,3,[],"['ZC_TMP', 'ZC_KLC', 'UN_UNDEADTEAMPLAYER_64', 'UN_UNDEADTEAMPLAYER_128', 'UN_UNDEADKILLCHAIN_64', 'UN_UNDEADKILLCHAIN_128', 'UN_UNDEADWAVES_64', 'UN_UNDEADWAVES_128']"
364,Function_364,0,3,0,3,[],"['UN_UNDEADTEAMPLAYER_64', 'UN_UNDEADTEAMPLAYER_128', 'UN_UNDEADKILLCHAIN_64', 'UN_UNDEADKILLCHAIN_128', 'UN_UNDEADWAVES_64', 'UN_UNDEADWAVES_128']"
365,Function_365,0,22,0,22,[],"['UN_UNDEADKILLCHAIN_128', 'UN_UNDEADWAVES_64', 'UN_UNDEADWAVES_128']"
366,Function_366,0,6,0,6,[],['SC_Travel_Icon']
367,Function_367,0,1,0,1,[],"['SC_Travel_Icon', 'UN_UNDEADKILLS_64', 'UN_UNDEADKILLS_128']"
368,Function_368,0,2,0,2,[],"['SC_Travel_Icon', 'UN_UNDEADKILLS_64', 'UN_UNDEADKILLS_128']"
369,Function_369,0,2,0,2,[],"['SC_Travel_Icon', 'UN_UNDEADKILLS_64', 'UN_UNDEADKILLS_128', '%2)C', '%d)CH']"
37,Function_37,0,10,0,10,[],"['SatchelTab_Weapons', 'PM_Weapons', '=H2,']"
370,Function_370,0,3,0,3,[],"['SC_Travel_Icon', 'UN_UNDEADKILLS_64', 'UN_UNDEADKILLS_128', '%2)C', '%d)CH']"
371,Function_371,0,12,0,12,[],"['UN_UNDEADKILLS_64', 'UN_UNDEADKILLS_128', '%2)C', '%d)CH']"
372,Function_372,0,19,1,18,[],['4o$we should have a goal at this point']
373,Function_373,0,29,0,29,[],[]
374,Function_374,0,15,0,15,[],"['AD_WIN', 'AD_CPT1', 'AD_ATK1', 'AD_TKTS', 'AD_DTHS', 'AD_KLSD', 'AD_ATK2']"
375,Function_375,0,3,0,3,[],"['AD_ATK1', 'AD_TKTS', 'AD_DTHS', 'AD_KLSD', 'AD_ATK2', 'timeAttacking_64', 'timeAttacking_128', 'MP_KillStreak_Icon', 'MP_KillStreak_Icon_128', 'hardToKill_64']"
376,Function_376,0,3,0,3,[],"['AD_KLSD', 'AD_ATK2', 'timeAttacking_64', 'timeAttacking_128', 'MP_KillStreak_Icon', 'MP_KillStreak_Icon_128', 'hardToKill_64', 'hardToKill_128', 'gotLives_64']"
377,Function_377,0,3,0,3,[],"['timeAttacking_64', 'timeAttacking_128', 'MP_KillStreak_Icon', 'MP_KillStreak_Icon_128', 'hardToKill_64', 'hardToKill_128', 'gotLives_64', 'gotLives_128']"
378,Function_378,0,3,0,3,[],"['MP_KillStreak_Icon', 'MP_KillStreak_Icon_128', 'hardToKill_64', 'hardToKill_128', 'gotLives_64', 'gotLives_128', 'timeAttacking_64', 'timeAttacking_128', 'captureCheckPoints_64']"
379,Function_379,0,3,0,3,[],"['MP_KillStreak_Icon_128', 'hardToKill_64', 'hardToKill_128', 'gotLives_64', 'gotLives_128', 'timeAttacking_64', 'timeAttacking_128', 'captureCheckPoints_64', 'captureCheckPoints_128', 'matchWins_64']"
38,Function_38,0,5,0,5,[],"['=H2,']"
380,Function_380,0,3,0,3,[],"['hardToKill_128', 'gotLives_64', 'gotLives_128', 'timeAttacking_64', 'timeAttacking_128', 'captureCheckPoints_64', 'captureCheckPoints_128', 'matchWins_64', 'matchWins_128']"
381,Function_381,0,3,0,3,[],"['timeAttacking_64', 'timeAttacking_128', 'captureCheckPoints_64', 'captureCheckPoints_128', 'matchWins_64', 'matchWins_128']"
382,Function_382,0,7,0,7,[],"['captureCheckPoints_128', 'matchWins_64', 'matchWins_128']"
383,Function_383,0,19,1,18,[],['4o$we should have a goal at this point']
384,Function_384,0,25,0,25,[],[]
385,Function_385,0,13,0,13,[],"['RC_TP3', 'RC_GP', 'RC_SML', 'RC_DS1', 'RC_DS2', 'RC_KLS']"
386,Function_386,0,3,0,3,[],"['RC_GP', 'RC_SML', 'RC_DS1', 'RC_DS2', 'RC_KLS', 'MP_KillStreak_Icon', 'MP_KillStreak_Icon_128', 'dontShoot_64', 'dontShoot_128']"
387,Function_387,0,3,0,3,[],"['RC_DS2', 'RC_KLS', 'MP_KillStreak_Icon', 'MP_KillStreak_Icon_128', 'dontShoot_64', 'dontShoot_128', 'finishAll3_64', 'finishAll3_128']"
388,Function_388,0,3,0,3,[],"['MP_KillStreak_Icon', 'MP_KillStreak_Icon_128', 'dontShoot_64', 'dontShoot_128', 'finishAll3_64', 'finishAll3_128', 'grandPrixPoints_64', 'grandPrixPoints_128']"
389,Function_389,0,3,0,3,[],"['MP_KillStreak_Icon_128', 'dontShoot_64', 'dontShoot_128', 'finishAll3_64', 'finishAll3_128', 'grandPrixPoints_64', 'grandPrixPoints_128', 'grandPrixTop3_64']"
39,Function_39,0,23,0,23,[],"['=H2,']"
390,Function_390,0,3,0,3,[],"['dontShoot_128', 'dontShoot_64', 'finishAll3_64', 'finishAll3_128', 'grandPrixPoints_64', 'grandPrixPoints_128', 'grandPrixTop3_64', 'grandPrixTop3_128']"
391,Function_391,0,3,0,3,[],"['dontShoot_128', 'finishAll3_64', 'finishAll3_128', 'grandPrixPoints_64', 'grandPrixPoints_128', 'grandPrixTop3_64', 'grandPrixTop3_128']"
392,Function_392,0,8,0,8,[],"['grandPrixPoints_128', 'grandPrixTop3_64', 'grandPrixTop3_128']"
393,Function_393,0,19,1,18,[],['4o$we should have a goal at this point']
394,Function_394,0,17,0,17,[],['GB_PKR1']
395,Function_395,0,9,0,9,[],"['GB_PKR1', 'GB_PKR2', 'GB_LD1', 'GB_LD2', 'SC_LiarsDice_Icon', 'SC_Poker_Icon']"
396,Function_396,0,1,0,1,[],"['GB_PKR1', 'GB_PKR2', 'GB_LD1', 'GB_LD2', 'SC_LiarsDice_Icon', 'SC_Poker_Icon', '%2)B', '%d)C', '%2)C/', '%d)Cz']"
397,Function_397,0,1,0,1,[],"['GB_PKR1', 'GB_PKR2', 'GB_LD1', 'GB_LD2', 'SC_LiarsDice_Icon', 'SC_Poker_Icon', '%2)B', '%d)C', '%2)C/', '%d)Cz']"
398,Function_398,0,3,0,3,[],"['GB_LD1', 'GB_LD2', 'SC_LiarsDice_Icon', 'SC_Poker_Icon', '%2)B', '%d)C', '%2)C/', '%d)Cz']"
399,Function_399,0,18,1,17,[],"['%2)B', '%d)C', '%2)C/', '%d)Cz', '4o$we should have a goal at this point']"
4,Function_4,0,1,0,1,[],"['FRD Cleanup', 'FRD_ScorePanel', '?(z-', '?8~-']"
40,Function_40,0,23,2,21,[],['n)Ap']
400,Function_400,0,9,0,9,[],"['WP_ATR', 'WP_ATR2', 'challenge_01lvl2']"
401,Function_401,0,5,0,5,[],"['WP_ATR', 'WP_ATR2', 'challenge_01lvl2', 'challenge_01', 'SaYo', 'DLCFM_Weapon']"
402,Function_402,0,1,0,1,[],"['WP_ATR', 'WP_ATR2', 'challenge_01lvl2', 'challenge_01', 'SaYo', 'DLCFM_Weapon', 'DLCFM_Weapon_']"
403,Function_403,0,1,0,1,[],"['WP_ATR', 'WP_ATR2', 'challenge_01lvl2', 'challenge_01', 'SaYo', 'DLCFM_Weapon', 'DLCFM_Weapon_', 'SaY7']"
404,Function_404,0,8,0,8,[],"['WP_ATR', 'WP_ATR2', 'challenge_01lvl2', 'challenge_01', 'SaYo', 'DLCFM_Weapon', 'DLCFM_Weapon_', 'SaY7']"
405,Function_405,0,5,0,5,[],"['SaYo', 'DLCFM_Weapon', 'DLCFM_Weapon_', 'SaY7', '%2)B', '%d)C']"
406,Function_406,0,5,0,5,[],"['DLCFM_Weapon_', 'SaY7', '%2)B', '%d)C']"
407,Function_407,0,17,0,17,[],"['%2)B', '%d)C', 'WP_TOM', 'WP_TOM2']"
408,Function_408,0,9,0,9,[],"['WP_TOM', 'WP_TOM2', 'PVPTS', 'PVPRT', 'MP_Revenge_Icon', 'MP_TrickShot_Icon']"
409,Function_409,0,1,0,1,[],"['WP_TOM', 'WP_TOM2', 'PVPTS', 'PVPRT', 'MP_Revenge_Icon', 'MP_TrickShot_Icon']"
41,Function_41,0,9,0,9,[],['/)Bp']
410,Function_410,0,1,0,1,[],"['WP_TOM', 'WP_TOM2', 'PVPTS', 'PVPRT', 'MP_Revenge_Icon', 'MP_TrickShot_Icon']"
411,Function_411,0,4,0,4,[],"['WP_TOM2', 'PVPTS', 'PVPRT', 'MP_Revenge_Icon', 'MP_TrickShot_Icon', 'u>,c']"
412,Function_412,0,3,1,2,[],"['PVPTS', 'PVPRT', 'MP_Revenge_Icon', 'MP_TrickShot_Icon', 'u>,c', 'AM_SS', 'AM_MH']"
413,Function_413,0,63,0,63,[],"['u>,c', 'AM_SS', 'AM_MH', 'AM_SU', 'AM_TH', 'AM_LB', 'AM_SS2', 'AM_MH2', 'AM_SU2', 'S$fS$', 'AM_LB2', 'AM_LB3']"
414,Function_414,0,19,1,18,[],"['AM_SU', 'challenge_03', 'AM_TH', 'challenge_04', '% So', 'S""t%@So', 'AM_ER', ':(?TS ', 'challenge_01', '$:(>', '.:(>', 'AM_OBJSETER_SP']"
415,Function_415,0,5,0,5,['mission'],"['.:(>', 'AM_OBJSETER_SP', 'AmbientMissions_Layout', '3:(>']"
416,Function_416,0,6,0,6,[],"['AM_OBJSETER_SP', 'AmbientMissions_Layout', '3:(>', '_des']"
417,Function_417,0,2,0,2,[],"['AmbientMissions_Layout', '3:(>', '_des', 'O3t4']"
418,Function_418,0,6,0,6,[],"['3:(>', '_des', 'O3t4']"
419,Function_419,0,7,2,5,[],"['_des', '3:(>', 'O3t4', '^4(>']"
42,Function_42,0,2,0,2,[],"['/)Bp', 'MPSplash', 'FameText', 'NotorietyMeter']"
420,Function_420,0,2,0,2,[],"['3:(>', 'O3t4', '^4(>', 'S N<?;?O3t4', ';?O3t4']"
421,Function_421,0,3,0,3,[],"['3:(>', 'O3t4', '^4(>', 'S N<?;?O3t4', ';?O3t4']"
422,Function_422,0,2,0,2,[],"['O3t4', '^4(>', 'S N<?;?O3t4', ';?O3t4', ':(? z-']"
423,Function_423,0,2,0,2,[],"['O3t4', '^4(>', 'S N<?;?O3t4', ';?O3t4', ':(? z-', 'S""T9', 'O3t5']"
424,Function_424,0,2,0,2,[],"['^4(>', 'S N<?;?O3t4', ';?O3t4', ':(? z-', 'S""T9', 'O3t5']"
425,Function_425,0,8,2,6,[],"['S N<?;?O3t4', ';?O3t4', ':(? z-', 'S""T9', 'O3t5']"
426,Function_426,0,34,3,31,[],"[';?O3t4', ':(? z-', 'S""T9', 'O3t5', ': Returning new deed ', 'O?F6', 'O3t4', 'O3t6', ': Returning existing deed ', ',@M8']"
427,Function_427,0,5,2,3,[],"['O3t4', 'O3t6', ': Returning existing deed ', ',@M8', 'O3t5', 'AM_TM', '?TS#']"
428,Function_428,0,2,0,2,[],"[',@M8', 'O3t5', 'AM_TM', '?TS#', 'challenge_01']"
429,Function_429,0,3,0,3,[],"[',@M8', 'O3t5', 'AM_TM', '?TS#', 'challenge_01']"
43,Function_43,0,3,0,3,[],"['/)Bp', 'MPSplash', 'FameText', 'NotorietyMeter', 'SplashObjective']"
430,Function_430,0,19,1,18,[],"['O3t5', 'AM_TM', '?TS#', 'challenge_01', 'S#*b', 'AM_OBJSETTM_SP']"
431,Function_431,0,6,0,6,[],"['S#*b', 'AM_OBJSETTM_SP', 'vS#g', '_des', '3S#g']"
432,Function_432,0,2,0,2,[],"['AM_OBJSETTM_SP', 'vS#g', '_des', '3S#g', 'S N<>;>O3t4']"
433,Function_433,0,6,0,6,[],"['vS#g', '_des', '3S#g', 'S N<>;>O3t4', ';>O3t4']"
434,Function_434,0,2,0,2,[],"['_des', '3S#g', 'S N<>;>O3t4', ';>O3t4', '? z-', 'challenge_04lvl2', 'challenge_04']"
435,Function_435,0,2,0,2,[],"['_des', '3S#g', 'S N<>;>O3t4', ';>O3t4', '? z-', 'challenge_04lvl2', 'challenge_04', 'challenge_03lvl2']"
436,Function_436,0,1,0,1,[],"['S N<>;>O3t4', ';>O3t4', '? z-', 'challenge_04lvl2', 'challenge_04', 'challenge_03lvl2', 'challenge_02lvl2', 'challenge_05', 'challenge_03']"
437,Function_437,0,1,0,1,[],"['S N<>;>O3t4', ';>O3t4', '? z-', 'challenge_04lvl2', 'challenge_04', 'challenge_03lvl2', 'challenge_02lvl2', 'challenge_05', 'challenge_03', 'challenge_02']"
438,Function_438,0,1,0,1,[],"['S N<>;>O3t4', ';>O3t4', '? z-', 'challenge_04lvl2', 'challenge_04', 'challenge_03lvl2', 'challenge_02lvl2', 'challenge_05', 'challenge_03', 'challenge_02']"
439,Function_439,0,1,0,1,[],"[';>O3t4', '? z-', 'challenge_04lvl2', 'challenge_04', 'challenge_03lvl2', 'challenge_02lvl2', 'challenge_05', 'challenge_03', 'challenge_02']"
44,Function_44,0,4,0,4,[],"['/)Bp', 'MPSplash', 'FameText', 'NotorietyMeter', 'SplashObjective']"
440,Function_440,0,1,0,1,[],"[';>O3t4', '? z-', 'challenge_04lvl2', 'challenge_04', 'challenge_03lvl2', 'challenge_02lvl2', 'challenge_05', 'challenge_03', 'challenge_02', 'u>,c']"
441,Function_441,0,1,0,1,[],"['? z-', 'challenge_04lvl2', 'challenge_04', 'challenge_03lvl2', 'challenge_02lvl2', 'challenge_05', 'challenge_03', 'challenge_02', 'u>,c']"
442,Function_442,0,1,0,1,[],"['challenge_04', 'challenge_03lvl2', 'challenge_02lvl2', 'challenge_05', 'challenge_03', 'challenge_02', 'u>,c']"
443,Function_443,0,27,2,25,[],"['challenge_02lvl2', 'challenge_05', 'challenge_03', 'challenge_02', 'u>,c', 'S,l8', 'S,?8', 'S)_8', 'challenge_04', 'S&Hb']"
444,Function_444,0,17,0,17,[],"['challenge_04', 'S&Hb', 'u>, c', 'u>,R']"
445,Function_445,0,9,0,9,[],"['u>, c', 'u>,R', '_mp_des', '_des']"
446,Function_446,0,6,0,6,[],"['u>,R', '_mp_des', '_des', 'u>, c']"
447,Function_447,0,4,0,4,[],"['u>, c', '_DYNAMIC_TITLE']"
448,Function_448,0,20,1,19,[],"['u>, c', '_DYNAMIC_TITLE', 'AM_MAPHLP']"
449,Function_449,0,6,0,6,[],"['AM_MAPHLP', 'u>, c']"
45,Function_45,0,9,0,9,[],"['MPSplash', 'FameText', 'NotorietyMeter', 'SplashObjective']"
450,Function_450,0,6,0,6,[],"['AM_MAPHLP', 'u>, c']"
451,Function_451,0,13,0,13,[],"['u>, c']"
452,Function_452,0,44,5,39,[],"['u>, c', '_INTSLOT', '_FLOATSLOT', '_TIMERSLOT', '_OBJECTSLOT']"
453,Function_453,0,20,2,18,[],"['u>, c', 'AM_NO_PURGE', 'Eo@AM_PURGE_COLLECTION: attempting to disband an invalid objectset']"
454,Function_454,0,6,0,6,[],"['Eo@AM_PURGE_COLLECTION: attempting to disband an invalid objectset', 'AM_OBJSET', 'u>,c']"
455,Function_455,0,5,0,5,[],"['AM_OBJSET', 'u>,c', 'S-O9']"
456,Function_456,0,5,0,5,[],"['AM_OBJSET', 'u>,c', 'S-O9']"
457,Function_457,0,19,3,16,[],"['u>,c', 'S-O9', 'AM_OBJSET']"
458,Function_458,0,7,0,7,['mission'],"['AM_OBJSET', 'AmbientMissions_Iterator', 'NHIL']"
459,Function_459,0,1,0,1,[],"['AmbientMissions_Iterator', 'NHIL', '%2)B', '%d)C']"
46,Function_46,0,5,0,5,[],"['FameText', 'NotorietyMeter', 'SplashObjective', 'MP_Ticker', 'Reticle']"
460,Function_460,0,4,0,4,[],"['AmbientMissions_Iterator', 'NHIL', '%2)B', '%d)C']"
461,Function_461,0,199,0,199,[],"['NHIL', '%2)B', '%d)C', '%2)C/', '%d)Cz', '2S8o%', '2S8o', '&dd,', '&2d,']"
462,Function_462,0,17,0,17,[],['S&H.']
