offset,offset_hex,opcode,width,value,actor_kind,operand_hex
5,0x5,37,1,31,eActorEnum_candidate,1F
9,0x9,37,1,33,eActorEnum_candidate,21
217,0xD9,37,1,75,eActorEnum_candidate,4B
320,0x140,37,1,75,eActorEnum_candidate,4B
569,0x239,37,1,16,eActorEnum_candidate,10
812,0x32C,37,1,16,eActorEnum_candidate,10
1023,0x3FF,37,1,128,eActorEnum_candidate,80
1041,0x411,37,1,64,eActorEnum_candidate,40
1356,0x54C,37,1,16,eActorEnum_candidate,10
1374,0x55E,37,1,16,eActorEnum_candidate,10
1511,0x5E7,65,2,1000,eActorEnum_candidate,03 E8
1517,0x5ED,37,1,16,eActorEnum_candidate,10
1531,0x5FB,37,1,16,eActorEnum_candidate,10
1538,0x602,65,2,1000,eActorEnum_candidate,03 E8
1546,0x60A,37,1,16,eActorEnum_candidate,10
1569,0x621,37,1,10,eActorEnum_candidate,0A
5417,0x1529,37,1,11,eActorEnum_candidate,0B
6318,0x18AE,65,2,2048,,08 00
7105,0x1BC1,37,1,23,eActorEnum_candidate,17
7134,0x1BDE,40,4,1065353216,,3F 80 00 00
7484,0x1D3C,37,1,199,eActorEnum_candidate,C7
7504,0x1D50,37,1,199,eActorEnum_candidate,C7
7527,0x1D67,65,2,372,eActorEnum_candidate,01 74
7539,0x1D73,65,2,373,eActorEnum_candidate,01 75
7551,0x1D7F,65,2,374,eActorEnum_candidate,01 76
7563,0x1D8B,65,2,375,eActorEnum_candidate,01 77
7575,0x1D97,65,2,376,eActorEnum_candidate,01 78
7587,0x1DA3,65,2,377,eActorEnum_candidate,01 79
7599,0x1DAF,65,2,378,eActorEnum_candidate,01 7A
7611,0x1DBB,65,2,379,eActorEnum_candidate,01 7B
7623,0x1DC7,65,2,380,eActorEnum_candidate,01 7C
7635,0x1DD3,65,2,381,eActorEnum_candidate,01 7D
7643,0x1DDB,37,1,8,eActorEnum_candidate,08
7648,0x1DE0,65,2,382,eActorEnum_candidate,01 7E
7656,0x1DE8,37,1,9,eActorEnum_candidate,09
7661,0x1DED,65,2,383,eActorEnum_candidate,01 7F
7673,0x1DF9,65,2,385,eActorEnum_candidate,01 81
7681,0x1E01,37,1,10,eActorEnum_candidate,0A
7686,0x1E06,65,2,387,eActorEnum_candidate,01 83
7694,0x1E0E,37,1,11,eActorEnum_candidate,0B
7699,0x1E13,65,2,388,eActorEnum_candidate,01 84
7707,0x1E1B,37,1,12,eActorEnum_candidate,0C
7712,0x1E20,65,2,394,eActorEnum_candidate,01 8A
7724,0x1E2C,37,1,44,eActorEnum_candidate,2C
7735,0x1E37,65,2,392,eActorEnum_candidate,01 88
7747,0x1E43,65,2,391,eActorEnum_candidate,01 87
7759,0x1E4F,65,2,393,eActorEnum_candidate,01 89
7771,0x1E5B,65,2,395,eActorEnum_candidate,01 8B
7888,0x1ED0,37,1,49,eActorEnum_candidate,31
8197,0x2005,37,1,49,eActorEnum_candidate,31
8291,0x2063,37,1,49,eActorEnum_candidate,31
8597,0x2195,37,1,49,eActorEnum_candidate,31
8721,0x2211,65,2,65534,,FF FE
8902,0x22C6,37,1,17,eActorEnum_candidate,11
9198,0x23EE,37,1,39,eActorEnum_candidate,27
9257,0x2429,37,1,39,eActorEnum_candidate,27
9289,0x2449,37,1,31,eActorEnum_candidate,1F
9299,0x2453,37,1,50,eActorEnum_candidate,32
9307,0x245B,37,1,183,eActorEnum_candidate,B7
9316,0x2464,37,1,90,eActorEnum_candidate,5A
9365,0x2495,37,1,182,eActorEnum_candidate,B6
9408,0x24C0,65,2,696,eActorEnum_candidate,02 B8
10053,0x2745,40,4,1077936128,,40 40 00 00
10190,0x27CE,37,1,21,eActorEnum_candidate,15
10345,0x2869,37,1,8,eActorEnum_candidate,08
10400,0x28A0,37,1,8,eActorEnum_candidate,08
10431,0x28BF,37,1,60,eActorEnum_candidate,3C
10438,0x28C6,37,1,60,eActorEnum_candidate,3C
10445,0x28CD,37,1,60,eActorEnum_candidate,3C
10486,0x28F6,37,1,24,eActorEnum_candidate,18
10493,0x28FD,37,1,24,eActorEnum_candidate,18
10909,0x2A9D,37,1,8,eActorEnum_candidate,08
11064,0x2B38,37,1,8,eActorEnum_candidate,08
11182,0x2BAE,65,2,390,eActorEnum_candidate,01 86
11212,0x2BCC,65,2,390,eActorEnum_candidate,01 86
11451,0x2CBB,37,1,49,eActorEnum_candidate,31
11513,0x2CF9,37,1,8,eActorEnum_candidate,08
11737,0x2DD9,37,1,8,eActorEnum_candidate,08
11781,0x2E05,37,1,8,eActorEnum_candidate,08
11819,0x2E2B,37,1,8,eActorEnum_candidate,08
11833,0x2E39,37,1,49,eActorEnum_candidate,31
11904,0x2E80,37,1,8,eActorEnum_candidate,08
11928,0x2E98,37,1,8,eActorEnum_candidate,08
11955,0x2EB3,37,1,8,eActorEnum_candidate,08
11999,0x2EDF,37,1,100,eActorEnum_candidate,64
12036,0x2F04,37,1,100,eActorEnum_candidate,64
12220,0x2FBC,37,1,19,eActorEnum_candidate,13
12228,0x2FC4,37,1,17,eActorEnum_candidate,11
12237,0x2FCD,37,1,10,eActorEnum_candidate,0A
12246,0x2FD6,37,1,9,eActorEnum_candidate,09
12964,0x32A4,65,2,696,eActorEnum_candidate,02 B8
13072,0x3310,65,2,696,eActorEnum_candidate,02 B8
13170,0x3372,65,2,500,gang_actor,01 F4
13176,0x3378,65,2,586,eActorEnum_candidate,02 4A
13183,0x337F,65,2,596,fbi_actor,02 54
13629,0x353D,37,1,50,eActorEnum_candidate,32
13639,0x3547,37,1,183,eActorEnum_candidate,B7
13650,0x3552,37,1,90,eActorEnum_candidate,5A
13698,0x3582,37,1,181,eActorEnum_candidate,B5
13721,0x3599,37,1,15,eActorEnum_candidate,0F
13762,0x35C2,37,1,13,eActorEnum_candidate,0D
13773,0x35CD,37,1,10,eActorEnum_candidate,0A
13780,0x35D4,37,1,50,eActorEnum_candidate,32
13790,0x35DE,37,1,183,eActorEnum_candidate,B7
13801,0x35E9,37,1,90,eActorEnum_candidate,5A
13849,0x3619,37,1,180,eActorEnum_candidate,B4
13872,0x3630,37,1,8,eActorEnum_candidate,08
13913,0x3659,37,1,8,eActorEnum_candidate,08
13918,0x365E,37,1,50,eActorEnum_candidate,32
13926,0x3666,37,1,183,eActorEnum_candidate,B7
13935,0x366F,37,1,90,eActorEnum_candidate,5A
13981,0x369D,37,1,179,eActorEnum_candidate,B3
14060,0x36EC,37,1,8,eActorEnum_candidate,08
14085,0x3705,65,2,696,eActorEnum_candidate,02 B8
14535,0x38C7,40,4,1077936128,,40 40 00 00
14701,0x396D,37,1,145,eActorEnum_candidate,91
15440,0x3C50,37,1,48,eActorEnum_candidate,30
15453,0x3C5D,37,1,11,eActorEnum_candidate,0B
15499,0x3C8B,37,1,48,eActorEnum_candidate,30
15600,0x3CF0,65,2,275,eActorEnum_candidate,01 13
15649,0x3D21,37,1,58,eActorEnum_candidate,3A
15730,0x3D72,65,2,1024,eActorEnum_candidate,04 00
15761,0x3D91,37,1,48,eActorEnum_candidate,30
15772,0x3D9C,37,1,11,eActorEnum_candidate,0B
15798,0x3DB6,37,1,48,eActorEnum_candidate,30
15816,0x3DC8,65,2,696,eActorEnum_candidate,02 B8
17008,0x4270,37,1,48,eActorEnum_candidate,30
17135,0x42EF,37,1,48,eActorEnum_candidate,30
17159,0x4307,37,1,48,eActorEnum_candidate,30
17182,0x431E,37,1,48,eActorEnum_candidate,30
17226,0x434A,37,1,48,eActorEnum_candidate,30
17704,0x4528,37,1,20,eActorEnum_candidate,14
17867,0x45CB,65,2,532,gang_actor,02 14
17879,0x45D7,65,2,65534,,FF FE
18159,0x46EF,37,1,81,eActorEnum_candidate,51
