offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
34,0x22,99,branch_candidate,jump_false,3,63 00 1A,26,63
60,0x3C,98,branch_candidate,unconditional_jump,3,62 FF D7,-41,22
92,0x5C,99,branch_candidate,jump_false,3,63 00 53,83,178
175,0xAF,98,branch_candidate,unconditional_jump,3,62 00 07,7,185
189,0xBD,99,branch_candidate,jump_false,3,63 00 4F,79,271
199,0xC7,99,branch_candidate,jump_false,3,63 00 0C,12,214
211,0xD3,98,branch_candidate,unconditional_jump,3,62 00 0B,11,225
240,0xF0,99,branch_candidate,jump_false,3,63 00 15,21,264
249,0xF9,82,call_candidate,call2,3,52 01 28,296,548
261,0x105,98,branch_candidate,unconditional_jump,3,62 FF E2,-30,234
268,0x10C,98,branch_candidate,unconditional_jump,3,62 FF AA,-86,185
277,0x115,99,branch_candidate,jump_false,3,63 00 06,6,286
308,0x134,99,branch_candidate,jump_false,3,63 00 01,1,312
324,0x144,101,branch_candidate,jump_eq,3,65 00 01,1,328
331,0x14B,82,call_candidate,call2,3,52 44 2C,17452,17786
352,0x160,99,branch_candidate,jump_false,3,63 00 06,6,361
358,0x166,82,call_candidate,call2,3,52 06 BB,1723,2084
405,0x195,99,branch_candidate,jump_false,3,63 00 06,6,414
411,0x19B,82,call_candidate,call2,3,52 01 9F,415,829
447,0x1BF,99,branch_candidate,jump_false,3,63 00 2E,46,496
512,0x200,99,branch_candidate,jump_false,3,63 00 93,147,662
546,0x222,99,branch_candidate,jump_false,3,63 00 71,113,662
566,0x236,82,call_candidate,call2,3,52 06 AB,1707,2276
613,0x265,82,call_candidate,call2,3,52 06 12,1554,2170
616,0x268,82,call_candidate,call2,3,52 05 54,1364,1983
677,0x2A5,99,branch_candidate,jump_false,3,63 01 3F,319,999
715,0x2CB,99,branch_candidate,jump_false,3,63 00 1A,26,744
775,0x307,99,branch_candidate,jump_false,3,63 00 6A,106,884
809,0x329,82,call_candidate,call2,3,52 04 28,1064,1876
838,0x346,82,call_candidate,call2,3,52 03 E8,1000,1841
913,0x391,99,branch_candidate,jump_false,3,63 00 53,83,999
944,0x3B0,100,branch_candidate,jump_ne,3,64 00 03,3,950
947,0x3B3,98,branch_candidate,unconditional_jump,3,62 00 06,6,956
953,0x3B9,100,branch_candidate,jump_ne,3,64 00 00,0,956
1013,0x3F5,99,branch_candidate,jump_false,3,63 00 0C,12,1028
1025,0x401,82,call_candidate,call2,3,52 04 17,1047,2075
1031,0x407,99,branch_candidate,jump_false,3,63 00 0C,12,1046
1043,0x413,82,call_candidate,call2,3,52 04 17,1047,2093
1115,0x45B,98,branch_candidate,unconditional_jump,3,62 00 EE,238,1356
1151,0x47F,98,branch_candidate,unconditional_jump,3,62 00 CA,202,1356
1189,0x4A5,98,branch_candidate,unconditional_jump,3,62 00 A4,164,1356
1222,0x4C6,98,branch_candidate,unconditional_jump,3,62 00 83,131,1356
1255,0x4E7,98,branch_candidate,unconditional_jump,3,62 00 62,98,1356
1288,0x508,98,branch_candidate,unconditional_jump,3,62 00 41,65,1356
1321,0x529,98,branch_candidate,unconditional_jump,3,62 00 20,32,1356
1353,0x549,98,branch_candidate,unconditional_jump,3,62 00 00,0,1356
1371,0x55B,82,call_candidate,call2,3,52 05 E0,1504,2878
1409,0x581,82,call_candidate,call2,3,52 05 D2,1490,2902
1412,0x584,99,branch_candidate,jump_false,3,63 00 1F,31,1446
1564,0x61C,99,branch_candidate,jump_false,3,63 00 46,70,1637
1571,0x623,103,branch_candidate,jump_lt,3,67 00 06,6,1580
1577,0x629,98,branch_candidate,unconditional_jump,3,62 00 36,54,1634
1595,0x63B,105,branch_candidate,jump_gt,3,69 00 0C,12,1610
1607,0x647,98,branch_candidate,unconditional_jump,3,62 00 18,24,1634
1634,0x662,98,branch_candidate,unconditional_jump,3,62 FF B5,-75,1562
1714,0x6B2,82,call_candidate,call2,3,52 06 12,1554,3271
1717,0x6B5,82,call_candidate,call2,3,52 05 E0,1504,3224
1766,0x6E6,99,branch_candidate,jump_false,3,63 00 C1,193,1962
1798,0x706,99,branch_candidate,jump_false,3,63 00 41,65,1866
1801,0x709,82,call_candidate,call2,3,52 44 17,17431,19235
1863,0x747,98,branch_candidate,unconditional_jump,3,62 00 5D,93,1959
1894,0x766,99,branch_candidate,jump_false,3,63 00 3E,62,1959
1897,0x769,82,call_candidate,call2,3,52 44 17,17431,19331
1959,0x7A7,98,branch_candidate,unconditional_jump,3,62 14 3C,5180,7142
2001,0x7D1,99,branch_candidate,jump_false,3,63 00 C9,201,2205
2033,0x7F1,99,branch_candidate,jump_false,3,63 00 45,69,2105
2036,0x7F4,82,call_candidate,call2,3,52 44 17,17431,19470
2102,0x836,98,branch_candidate,unconditional_jump,3,62 00 61,97,2202
2133,0x855,99,branch_candidate,jump_false,3,63 00 42,66,2202
2136,0x858,82,call_candidate,call2,3,52 44 17,17431,19570
2202,0x89A,98,branch_candidate,unconditional_jump,3,62 13 49,4937,7142
2245,0x8C5,99,branch_candidate,jump_false,3,63 00 CB,203,2451
2277,0x8E5,99,branch_candidate,jump_false,3,63 00 46,70,2350
2280,0x8E8,82,call_candidate,call2,3,52 44 17,17431,19714
2347,0x92B,98,branch_candidate,unconditional_jump,3,62 00 62,98,2448
2378,0x94A,99,branch_candidate,jump_false,3,63 00 43,67,2448
2381,0x94D,82,call_candidate,call2,3,52 44 17,17431,19815
2448,0x990,98,branch_candidate,unconditional_jump,3,62 12 53,4691,7142
2489,0x9B9,99,branch_candidate,jump_false,3,63 00 C7,199,2691
2521,0x9D9,99,branch_candidate,jump_false,3,63 00 44,68,2592
2524,0x9DC,82,call_candidate,call2,3,52 44 17,17431,19958
2589,0xA1D,98,branch_candidate,unconditional_jump,3,62 00 60,96,2688
2620,0xA3C,99,branch_candidate,jump_false,3,63 00 41,65,2688
2623,0xA3F,82,call_candidate,call2,3,52 44 17,17431,20057
2688,0xA80,98,branch_candidate,unconditional_jump,3,62 11 63,4451,7142
2730,0xAAA,99,branch_candidate,jump_false,3,63 00 C9,201,2934
2762,0xACA,99,branch_candidate,jump_false,3,63 00 45,69,2834
2765,0xACD,82,call_candidate,call2,3,52 44 17,17431,20199
2831,0xB0F,98,branch_candidate,unconditional_jump,3,62 00 61,97,2931
2862,0xB2E,99,branch_candidate,jump_false,3,63 00 42,66,2931
2865,0xB31,82,call_candidate,call2,3,52 44 17,17431,20299
2931,0xB73,98,branch_candidate,unconditional_jump,3,62 10 70,4208,7142
2976,0xBA0,99,branch_candidate,jump_false,3,63 00 CF,207,3186
3008,0xBC0,99,branch_candidate,jump_false,3,63 00 48,72,3083
3011,0xBC3,82,call_candidate,call2,3,52 44 17,17431,20445
3080,0xC08,98,branch_candidate,unconditional_jump,3,62 00 64,100,3183
3111,0xC27,99,branch_candidate,jump_false,3,63 00 45,69,3183
3114,0xC2A,82,call_candidate,call2,3,52 44 17,17431,20548
3183,0xC6F,98,branch_candidate,unconditional_jump,3,62 0F 74,3956,7142
3232,0xCA0,99,branch_candidate,jump_false,3,63 00 D7,215,3450
3264,0xCC0,99,branch_candidate,jump_false,3,63 00 4C,76,3343
3267,0xCC3,82,call_candidate,call2,3,52 44 17,17431,20701
3340,0xD0C,98,branch_candidate,unconditional_jump,3,62 00 68,104,3447
3371,0xD2B,99,branch_candidate,jump_false,3,63 00 49,73,3447
3374,0xD2E,82,call_candidate,call2,3,52 44 17,17431,20808
3447,0xD77,98,branch_candidate,unconditional_jump,3,62 0E 6C,3692,7142
3491,0xDA3,99,branch_candidate,jump_false,3,63 00 D3,211,3705
3523,0xDC3,99,branch_candidate,jump_false,3,63 00 4A,74,3600
3526,0xDC6,82,call_candidate,call2,3,52 44 17,17431,20960
3597,0xE0D,98,branch_candidate,unconditional_jump,3,62 00 66,102,3702
3628,0xE2C,99,branch_candidate,jump_false,3,63 00 47,71,3702
3631,0xE2F,82,call_candidate,call2,3,52 44 17,17431,21065
3702,0xE76,98,branch_candidate,unconditional_jump,3,62 0D 6D,3437,7142
3731,0xE93,99,branch_candidate,jump_false,3,63 00 EA,234,3968
3763,0xEB3,99,branch_candidate,jump_false,3,63 00 53,83,3849
3846,0xF06,98,branch_candidate,unconditional_jump,3,62 00 74,116,3965
3877,0xF25,99,branch_candidate,jump_false,3,63 00 55,85,3965
3965,0xF7D,98,branch_candidate,unconditional_jump,3,62 0C 66,3174,7142
3995,0xF9B,99,branch_candidate,jump_false,3,63 00 F4,244,4242
4028,0xFBC,99,branch_candidate,jump_false,3,63 00 5A,90,4121
4040,0xFC8,82,call_candidate,call2,3,52 43 53,17235,21278
4118,0x1016,98,branch_candidate,unconditional_jump,3,62 00 76,118,4239
4150,0x1036,99,branch_candidate,jump_false,3,63 00 56,86,4239
4239,0x108F,98,branch_candidate,unconditional_jump,3,62 0B 54,2900,7142
4261,0x10A5,99,branch_candidate,jump_false,3,63 00 4E,78,4342
4293,0x10C5,99,branch_candidate,jump_false,3,63 00 2B,43,4339
4296,0x10C8,82,call_candidate,call2,3,52 44 17,17431,21730
4336,0x10F0,98,branch_candidate,unconditional_jump,3,62 00 00,0,4339
4339,0x10F3,98,branch_candidate,unconditional_jump,3,62 0A F0,2800,7142
4367,0x110F,99,branch_candidate,jump_false,3,63 00 57,87,4457
4399,0x112F,99,branch_candidate,jump_false,3,63 00 34,52,4454
4402,0x1132,82,call_candidate,call2,3,52 43 21,17185,21590
4454,0x1166,98,branch_candidate,unconditional_jump,3,62 0A 7D,2685,7142
4480,0x1180,99,branch_candidate,jump_false,3,63 06 A6,1702,6185
4507,0x119B,99,branch_candidate,jump_false,3,63 00 00,0,4510
4533,0x11B5,99,branch_candidate,jump_false,3,63 00 00,0,4536
4557,0x11CD,99,branch_candidate,jump_false,3,63 00 00,0,4560
4590,0x11EE,99,branch_candidate,jump_false,3,63 00 00,0,4593
4660,0x1234,99,branch_candidate,jump_false,3,63 00 3B,59,4722
4766,0x129E,99,branch_candidate,jump_false,3,63 01 2A,298,5067
4793,0x12B9,99,branch_candidate,jump_false,3,63 00 3B,59,4855
4885,0x1315,99,branch_candidate,jump_false,3,63 00 B3,179,5067
4903,0x1327,82,call_candidate,call2,3,52 42 DE,17118,22024
4907,0x132B,82,call_candidate,call2,3,52 42 AF,17071,21981
4915,0x1333,82,call_candidate,call2,3,52 42 7E,17022,21940
4929,0x1341,82,call_candidate,call2,3,52 42 30,16944,21876
4947,0x1353,82,call_candidate,call2,3,52 40 FE,16638,21588
5064,0x13C8,82,call_candidate,call2,3,52 40 97,16535,21602
5151,0x141F,99,branch_candidate,jump_false,3,63 00 3D,61,5215
5261,0x148D,99,branch_candidate,jump_false,3,63 00 5A,90,5354
5290,0x14AA,99,branch_candidate,jump_false,3,63 00 3D,61,5354
5378,0x1502,99,branch_candidate,jump_false,3,63 00 CD,205,5586
5422,0x152E,82,call_candidate,call2,3,52 3D BD,15805,21230
5426,0x1532,82,call_candidate,call2,3,52 3D 81,15745,21174
5434,0x153A,82,call_candidate,call2,3,52 3D 2C,15660,21097
5466,0x155A,99,branch_candidate,jump_false,3,63 00 43,67,5536
5474,0x1562,82,call_candidate,call2,3,52 42 7E,17022,22499
5500,0x157C,82,call_candidate,call2,3,52 40 FE,16638,22141
5533,0x159D,98,branch_candidate,unconditional_jump,3,62 00 00,0,5536
5580,0x15CC,82,call_candidate,call2,3,52 40 97,16535,22118
5583,0x15CF,98,branch_candidate,unconditional_jump,3,62 02 54,596,6182
5616,0x15F0,99,branch_candidate,jump_false,3,63 00 91,145,5764
5694,0x163E,82,call_candidate,call2,3,52 3C 40,15424,21121
5701,0x1645,99,branch_candidate,jump_false,3,63 00 28,40,5744
5725,0x165D,82,call_candidate,call2,3,52 40 FE,16638,22366
5749,0x1675,99,branch_candidate,jump_false,3,63 00 06,6,5758
5755,0x167B,98,branch_candidate,unconditional_jump,3,62 00 00,0,5758
5758,0x167E,82,call_candidate,call2,3,52 40 97,16535,22296
5761,0x1681,98,branch_candidate,unconditional_jump,3,62 01 A2,418,6182
5801,0x16A9,99,branch_candidate,jump_false,3,63 00 A4,164,5968
5855,0x16DF,82,call_candidate,call2,3,52 3C 15,15381,21239
5860,0x16E4,99,branch_candidate,jump_false,3,63 00 4C,76,5939
