term,offset,offset_hex,context_ascii,context_hex
LoadingScreen,736,0x2E0,"LS_.7.r..%.,..7.u.o.LoadingScreenTexture.7.,..o.LoadingScreenTexture.,..M...d..P."")>....Q.""M...d...,...,...,.",4C 53 5F 00 37 07 72 08 8C 25 0D 2C 05 0B 37 07 75 08 6F 15 4C 6F 61 64 69 6E 67 53 63 72 65 65 6E 54 65 78 74 75 72 65 00 37 07 2C 04 0C 6F 15 4C 6F 61 64 69 6E 67 53 63 72 65 65 6E 54 65 78 74 75 72 65 00 2C 02 0D 4D 02 0C 8C 64 00 0C 50 0D 22 29 3E 80 00 00 0E 51 0D 22 4D 02 0C 8C 64 00 1B 8B 2C 02 0E 8B 2C 02 0F 8C 2C 02
LoadingScreen,1184,0x4A0,"gMissionName.j.5.=0,..o.LoadingMissionName.,..o.LoadingScreen.,..o.LoadingSpinner.o.Common_Null.,..o.mp_tip..",67 4D 69 73 73 69 6F 6E 4E 61 6D 65 00 6A 01 35 F5 3D 30 2C 04 02 6F 13 4C 6F 61 64 69 6E 67 4D 69 73 73 69 6F 6E 4E 61 6D 65 00 2C 02 1B 6F 0E 4C 6F 61 64 69 6E 67 53 63 72 65 65 6E 00 2C 02 1B 6F 0F 4C 6F 61 64 69 6E 67 53 70 69 6E 6E 65 72 00 6F 0C 43 6F 6D 6D 6F 6E 5F 4E 75 6C 6C 00 2C 04 02 6F 07 6D 70 5F 74 69 70 00 8A
LoadingScreen,105163,0x19ACB,"7.t P..=.Q..o.LoadingTip.7.,..o.LoadingTip.,..o.LoadingScreen.,...-....8.N..~-....,..,...{-....k.5.8.R...-...",37 0C 74 20 50 18 8E 3D 01 51 18 8E 6F 0B 4C 6F 61 64 69 6E 67 54 69 70 00 37 0C 2C 04 02 6F 0B 4C 6F 61 64 69 6E 67 54 69 70 00 2C 02 1A 6F 0E 4C 6F 61 64 69 6E 67 53 63 72 65 65 6E 00 2C 02 1B 82 2D 01 00 03 00 38 00 4E 01 1E 7E 2D 00 00 02 00 2C 81 1C 2C 01 9A 1F 7B 2D 01 00 03 00 6B 01 35 E8 38 00 52 0F C3 7F 2D 02 00 04
HUD,549,0x225,"Conf_AvatarPicker.o.mp_avatarpicker_conf.,..o.XpHud.,...S..A..S...S.]o.netNoAmbientWorld.S.>.9.o.mp",43 6F 6E 66 5F 41 76 61 74 61 72 50 69 63 6B 65 72 00 6F 15 6D 70 5F 61 76 61 74 61 72 70 69 63 6B 65 72 5F 63 6F 6E 66 00 2C 04 06 6F 06 58 70 48 75 64 00 2C 02 07 8D 53 9D D9 41 08 90 53 9D A0 8B 53 9D 5D 6F 12 6E 65 74 4E 6F 41 6D 62 69 65 6E 74 57 6F 72 6C 64 00 53 9D 3E 06 39 05 6F 0F 6D 70
HUD,2123,0x84B,...R.%%.L..3L..o.Legendary_rank.o.Common_Null.o.HUD_MP_LEVEL_UP_MASTER....R..o.HUD_MP_UNLOCK_MASTER,C4 8C 8B 52 FE 25 25 08 4C 01 05 33 4C 01 05 6F 0F 4C 65 67 65 6E 64 61 72 79 5F 72 61 6E 6B 00 6F 0C 43 6F 6D 6D 6F 6E 5F 4E 75 6C 6C 00 6F 17 48 55 44 5F 4D 50 5F 4C 45 56 45 4C 5F 55 50 5F 4D 41 53 54 45 52 00 8B 8B 8B 52 FD 14 6F 15 48 55 44 5F 4D 50 5F 55 4E 4C 4F 43 4B 5F 4D 41 53 54 45 52
HUD,2154,0x86A,".o.Common_Null.o.HUD_MP_LEVEL_UP_MASTER....R..o.HUD_MP_UNLOCK_MASTER.,..%.R..:.S.-% So.c..%@,.'.c..",00 6F 0C 43 6F 6D 6D 6F 6E 5F 4E 75 6C 6C 00 6F 17 48 55 44 5F 4D 50 5F 4C 45 56 45 4C 5F 55 50 5F 4D 41 53 54 45 52 00 8B 8B 8B 52 FD 14 6F 15 48 55 44 5F 4D 50 5F 55 4E 4C 4F 43 4B 5F 4D 41 53 54 45 52 00 2C 02 2E 25 08 52 FD 02 3A FA 53 81 2D 25 20 53 6F A8 63 00 0F 25 40 2C 03 27 06 63 00 06
HUD,8107,0x1FAB,"..9.8.c.T8.(.....R...c.7o.mp_FRD_Abandoned....o.HUD_MP_OVERTIME_LOSE_MASTER.,..(.....S.$..R.a8.c.@8",03 8C 39 0C 38 0B 63 00 54 38 0C 28 09 00 00 00 8C 52 0E E6 1F 63 00 37 6F 11 6D 70 5F 46 52 44 5F 41 62 61 6E 64 6F 6E 65 64 00 99 8B 8B 6F 1C 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 4C 4F 53 45 5F 4D 41 53 54 45 52 00 2C 0A A1 28 01 00 00 00 8B 53 92 24 8F 8B 52 0E 61 38 06 63 00 40 38
HUD,8416,0x20E0,"E.8.>0:.?,b.r.R..c.%:.>.8.>0RD.8.>0A..d..8.c..o.HudSceneOnline.,..c.b.R...c.4)A ..o.mp_FRD_UpForGra",45 BE 38 00 3E 30 3A C9 3F 2C 62 03 72 8C 52 0F B4 63 03 25 3A C9 3E 0C 38 00 3E 30 52 44 14 38 00 3E 30 41 FF FE 64 00 A2 38 06 63 00 9A 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 A3 63 00 62 8D 52 0F B4 06 63 00 34 29 41 20 00 00 6F 16 6D 70 5F 46 52 44 5F 55 70 46 6F 72 47 72 61
HUD,8666,0x21DA,"TT..RB78.>08.>DRA.o.DUEL_CAMERA_CUT_MASTER.,..o.HudSceneOnline.,..c.h.R...c.3)A ..o.mp_FRD_Defendin",54 54 00 8B 52 42 37 38 00 3E 30 38 00 3E 44 52 41 8F 6F 17 44 55 45 4C 5F 43 41 4D 45 52 41 5F 43 55 54 5F 4D 41 53 54 45 52 00 2C 02 2E 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 A3 63 00 68 8F 52 0F B4 06 63 00 33 29 41 20 00 00 6F 15 6D 70 5F 46 52 44 5F 44 65 66 65 6E 64 69 6E
HUD,11241,0x2BE9,"t.8.%<.%..7.u.8.%<.%..7.u.o.FRD_Timeleft.7.,..o.HudSceneOnline.,..8..c._8.%.i.$o.HUD_TIMER_WATCH_TI",74 08 38 1B 25 3C 05 25 0A 04 37 1C 75 08 38 1B 25 3C 05 25 0A 05 37 1C 75 08 6F 0D 46 52 44 5F 54 69 6D 65 6C 65 66 74 00 37 1C 2C 04 92 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 A3 38 1A 1F 63 00 5F 38 1B 25 1E 69 00 24 6F 1C 48 55 44 5F 54 49 4D 45 52 5F 57 41 54 43 48 5F 54 49
HUD,11274,0x2C0A,"imeleft.7.,..o.HudSceneOnline.,..8..c._8.%.i.$o.HUD_TIMER_WATCH_TICK_MASTER.,..b.48.:.>..8....:.>..",69 6D 65 6C 65 66 74 00 37 1C 2C 04 92 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 A3 38 1A 1F 63 00 5F 38 1B 25 1E 69 00 24 6F 1C 48 55 44 5F 54 49 4D 45 52 5F 57 41 54 43 48 5F 54 49 43 4B 5F 4D 41 53 54 45 52 00 2C 02 2E 62 00 34 38 1B 3A C9 3E 14 0A 38 1B 8B 0A 1F 3A C9 3E 14 8B
HUD,11332,0x2C44,"WATCH_TICK_MASTER.,..b.48.:.>..8....:.>....c..o.HUD_MP_CHECKPOINT_MASTER.,..8.:.?.,..c. 8.=.R=.c..8",57 41 54 43 48 5F 54 49 43 4B 5F 4D 41 53 54 45 52 00 2C 02 2E 62 00 34 38 1B 3A C9 3E 14 0A 38 1B 8B 0A 1F 3A C9 3E 14 8B 0A 1F 63 00 1E 6F 19 48 55 44 5F 4D 50 5F 43 48 45 43 4B 50 4F 49 4E 54 5F 4D 41 53 54 45 52 00 2C 02 2E 38 1B 3A C9 3F 14 2C 01 9D 63 00 20 38 00 3D 0C 52 3D 8A 63 00 16 38
HUD,18124,0x46CC,".8.>L,.....,.T8.>LRP.c.8o.GENMESS_GAMEWON..R..o.HUD_MP_OVERTIME_WIN_MASTER.9.b.7o.GENMESS_GAMELOST.",00 38 00 3E 4C 2C 03 AF 8B 8B 8B 2C 0E 54 38 00 3E 4C 52 50 FE 63 00 38 6F 10 47 45 4E 4D 45 53 53 5F 47 41 4D 45 57 4F 4E 00 8B 52 10 C3 6F 1B 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 57 49 4E 5F 4D 41 53 54 45 52 00 39 05 62 00 37 6F 11 47 45 4E 4D 45 53 53 5F 47 41 4D 45 4C 4F 53 54 00
HUD,18181,0x4705,ERTIME_WIN_MASTER.9.b.7o.GENMESS_GAMELOST..R..o.HUD_MP_OVERTIME_LOSE_MASTER.9..o.mp_FRD_Wins.8.>LR?,45 52 54 49 4D 45 5F 57 49 4E 5F 4D 41 53 54 45 52 00 39 05 62 00 37 6F 11 47 45 4E 4D 45 53 53 5F 47 41 4D 45 4C 4F 53 54 00 8B 52 10 C3 6F 1C 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 4C 4F 53 45 5F 4D 41 53 54 45 52 00 39 05 98 6F 0C 6D 70 5F 46 52 44 5F 57 69 6E 73 00 38 00 3E 4C 52 3F
HUD,18366,0x47BE,"corer.....,.T.o.mp_FRD_NobodyWins.8.R..8.8.8..o.HUD_MP_OVERTIME_LOSE_MASTER.,..o.GENMESS_GAMEOVER..",63 6F 72 65 72 00 8B 8B 8B 8B 2C 0E 54 98 6F 12 6D 70 5F 46 52 44 5F 4E 6F 62 6F 64 79 57 69 6E 73 00 38 01 52 94 F9 38 04 38 04 38 04 8B 6F 1C 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 4C 4F 53 45 5F 4D 41 53 54 45 52 00 2C 10 A6 6F 11 47 45 4E 4D 45 53 53 5F 47 41 4D 45 4F 56 45 52 00 8B
HUD,18468,0x4824,"b..:.>,A..d.\.o.mp_FRD_NobodyWins.8.R..8.8.8..o.HUD_MP_OVERTIME_LOSE_MASTER.,..o.GENMESS_GAMEOVER..",62 01 0E 3A C9 3E 2C 41 FF FE 64 00 5C 98 6F 12 6D 70 5F 46 52 44 5F 4E 6F 62 6F 64 79 57 69 6E 73 00 38 01 52 94 F9 38 06 38 06 38 06 8B 6F 1C 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 4C 4F 53 45 5F 4D 41 53 54 45 52 00 2C 10 A6 6F 11 47 45 4E 4D 45 53 53 5F 47 41 4D 45 4F 56 45 52 00 8B
HUD,18569,0x4889,".b..:.>,,.Yc..:.>,RP.c.8o.GENMESS_GAMEWON..R..o.HUD_MP_OVERTIME_WIN_MASTER.9.b.7o.GENMESS_GAMELOST.",C3 62 00 A8 3A C9 3E 2C 2C 03 59 63 00 9E 3A C9 3E 2C 52 50 FE 63 00 38 6F 10 47 45 4E 4D 45 53 53 5F 47 41 4D 45 57 4F 4E 00 8B 52 10 C3 6F 1B 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 57 49 4E 5F 4D 41 53 54 45 52 00 39 07 62 00 37 6F 11 47 45 4E 4D 45 53 53 5F 47 41 4D 45 4C 4F 53 54 00
HUD,18626,0x48C2,"ERTIME_WIN_MASTER.9.b.7o.GENMESS_GAMELOST..R..o.HUD_MP_OVERTIME_LOSE_MASTER.9..o.mp_FRD_Wins.:.>,R?",45 52 54 49 4D 45 5F 57 49 4E 5F 4D 41 53 54 45 52 00 39 07 62 00 37 6F 11 47 45 4E 4D 45 53 53 5F 47 41 4D 45 4C 4F 53 54 00 8B 52 10 C3 6F 1C 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 4C 4F 53 45 5F 4D 41 53 54 45 52 00 39 07 98 6F 0C 6D 70 5F 46 52 44 5F 57 69 6E 73 00 3A C9 3E 2C 52 3F
HUD,40471,0x9E17,"respawn_button.........,..8.?db.5.,C....,I.c.(o.HUD_MENU_SELECT_MASTER.,..8.>d,.L%.8.0b..8.>d,.Kc..",72 65 73 70 61 77 6E 5F 62 75 74 74 6F 6E 00 8B 91 8B 8B 8B 8B 8A 8B 2C 13 FF 38 00 3F 64 62 00 35 8B 2C 43 00 91 8C 8C 2C 49 01 63 00 28 6F 17 48 55 44 5F 4D 45 4E 55 5F 53 45 4C 45 43 54 5F 4D 41 53 54 45 52 00 2C 02 2E 38 00 3E 64 2C 02 4C 25 08 38 00 30 62 00 11 38 00 3E 64 2C 03 4B 63 00 07
HUD,40728,0x9F18,"o.mp_TELEPORT.%........,..8.?hb.s.,C....,I.c.fo.HUD_MENU_SELECT_MASTER.,..8.>h,.L8.>d,.L%.S..o%$/co",6F 0C 6D 70 5F 54 45 4C 45 50 4F 52 54 00 25 1E 8F 8B 8B 8B 8B 8A 8B 2C 13 FF 38 00 3F 68 62 00 73 8B 2C 43 00 8F 8C 8C 2C 49 01 63 00 66 6F 17 48 55 44 5F 4D 45 4E 55 5F 53 45 4C 45 43 54 5F 4D 41 53 54 45 52 00 2C 02 2E 38 00 3E 68 2C 02 4C 38 00 3E 64 2C 02 4C 25 80 53 9D D9 6F 25 24 2F 63 6F
HUD,44490,0xADCA,"-....8.>.,..c..R..q/9.8.>,A..S.pc.s8.>,.S.pc.""o.HUD_MP_OVERTIME_WIN_MASTER.9.b. o.HUD_MP_OVERTIME_L",2D 01 00 04 00 38 00 3E 10 2C 03 C0 63 00 E1 52 0B B0 71 2F 39 03 38 00 3E 2C 41 01 00 53 03 70 63 00 73 38 00 3E 2C 8F 53 03 70 63 00 22 6F 1B 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 57 49 4E 5F 4D 41 53 54 45 52 00 39 03 62 00 20 6F 1C 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 4C
HUD,44524,0xADEC,"s8.>,.S.pc.""o.HUD_MP_OVERTIME_WIN_MASTER.9.b. o.HUD_MP_OVERTIME_LOSE_MASTER.9.j.2.=`R=.c..j.2.=`R=c",73 38 00 3E 2C 8F 53 03 70 63 00 22 6F 1B 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 57 49 4E 5F 4D 41 53 54 45 52 00 39 03 62 00 20 6F 1C 48 55 44 5F 4D 50 5F 4F 56 45 52 54 49 4D 45 5F 4C 4F 53 45 5F 4D 41 53 54 45 52 00 39 03 6A 01 32 F2 3D 60 52 3D 8A 63 00 1A 6A 01 32 F2 3D 60 52 3D 63
HUD,53172,0xCFB4,".8...8..c..8.R..8..d.[8.>0A .S.p.c.M8.=0A .R..o.HUD_MP_KILL_CAM.,..8.>p,Cuc..8.>p,Cvj.3.?0m...S..8.",0F 38 04 8F 0C 38 01 1F 63 00 05 38 00 52 D0 F6 38 04 90 64 01 5B 38 00 3E 30 41 20 00 53 03 70 06 63 01 4D 38 00 3D 30 41 20 00 52 0E 9C 6F 10 48 55 44 5F 4D 50 5F 4B 49 4C 4C 5F 43 41 4D 00 2C 02 2E 38 00 3E 70 2C 43 75 63 00 14 38 00 3E 70 2C 43 76 6A 01 33 19 3F 30 6D 10 00 00 53 9D D9 38 00
HUD,60730,0xED3A,"B.m...R..,B.j.,i>...8...m...R...R.. ..R.. .c.!o.HUD_TIMER_WATCH_TICK_MASTER.,..( .....R.~~-....%.j.",42 BB 6D 01 00 00 52 15 B6 2C 42 BC 6A 01 2C 69 3E 80 8B 0B 38 00 06 1F 6D 10 00 00 52 15 B6 8F 52 15 B6 20 8C 8C 52 0E E6 20 1F 63 00 21 6F 1C 48 55 44 5F 54 49 4D 45 52 5F 57 41 54 43 48 5F 54 49 43 4B 5F 4D 41 53 54 45 52 00 2C 02 2E 28 20 00 00 00 8B 8C 52 12 7E 7E 2D 01 00 03 00 25 1D 6A 01
HUD,63149,0xF6AD,"Ow.5.. c......-....8.n............Rb..%.R..c.Ao.HUD_MP_OUTRO_MASTER.R..o.XP_Legend_Now.(@......,..%",4F 77 C2 35 01 08 20 63 00 02 8C 7F 8B 7F 2D 01 00 05 00 38 00 6E 02 00 00 00 06 00 09 00 00 00 10 00 52 62 00 CA 25 08 52 FC 0A 63 00 41 6F 14 48 55 44 5F 4D 50 5F 4F 55 54 52 4F 5F 4D 41 53 54 45 52 00 52 FB E9 6F 0E 58 50 5F 4C 65 67 65 6E 64 5F 4E 6F 77 00 28 40 A0 00 00 8B 8D 8B 2C 0A A1 25
HUDScene,8416,0x20E0,"E.8.>0:.?,b.r.R..c.%:.>.8.>0RD.8.>0A..d..8.c..o.HudSceneOnline.,..c.b.R...c.4)A ..o.mp_FRD_UpForGrabsHel",45 BE 38 00 3E 30 3A C9 3F 2C 62 03 72 8C 52 0F B4 63 03 25 3A C9 3E 0C 38 00 3E 30 52 44 14 38 00 3E 30 41 FF FE 64 00 A2 38 06 63 00 9A 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 A3 63 00 62 8D 52 0F B4 06 63 00 34 29 41 20 00 00 6F 16 6D 70 5F 46 52 44 5F 55 70 46 6F 72 47 72 61 62 73 48 65 6C
HUDScene,8666,0x21DA,"TT..RB78.>08.>DRA.o.DUEL_CAMERA_CUT_MASTER.,..o.HudSceneOnline.,..c.h.R...c.3)A ..o.mp_FRD_DefendingHelp",54 54 00 8B 52 42 37 38 00 3E 30 38 00 3E 44 52 41 8F 6F 17 44 55 45 4C 5F 43 41 4D 45 52 41 5F 43 55 54 5F 4D 41 53 54 45 52 00 2C 02 2E 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 A3 63 00 68 8F 52 0F B4 06 63 00 33 29 41 20 00 00 6F 15 6D 70 5F 46 52 44 5F 44 65 66 65 6E 64 69 6E 67 48 65 6C 70
HUDScene,11241,0x2BE9,"t.8.%<.%..7.u.8.%<.%..7.u.o.FRD_Timeleft.7.,..o.HudSceneOnline.,..8..c._8.%.i.$o.HUD_TIMER_WATCH_TICK_MA",74 08 38 1B 25 3C 05 25 0A 04 37 1C 75 08 38 1B 25 3C 05 25 0A 05 37 1C 75 08 6F 0D 46 52 44 5F 54 69 6D 65 6C 65 66 74 00 37 1C 2C 04 92 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 A3 38 1A 1F 63 00 5F 38 1B 25 1E 69 00 24 6F 1C 48 55 44 5F 54 49 4D 45 52 5F 57 41 54 43 48 5F 54 49 43 4B 5F 4D 41
online,8424,0x20E8,"?,b.r.R..c.%:.>.8.>0RD.8.>0A..d..8.c..o.HudSceneOnline.,..c.b.R...c.4)A ..o.mp_FRD_UpForGrabsHelp.8.>D",3F 2C 62 03 72 8C 52 0F B4 63 03 25 3A C9 3E 0C 38 00 3E 30 52 44 14 38 00 3E 30 41 FF FE 64 00 A2 38 06 63 00 9A 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 A3 63 00 62 8D 52 0F B4 06 63 00 34 29 41 20 00 00 6F 16 6D 70 5F 46 52 44 5F 55 70 46 6F 72 47 72 61 62 73 48 65 6C 70 00 38 00 3E 44
online,8674,0x21E2,".>08.>DRA.o.DUEL_CAMERA_CUT_MASTER.,..o.HudSceneOnline.,..c.h.R...c.3)A ..o.mp_FRD_DefendingHelp.8.>DR",00 3E 30 38 00 3E 44 52 41 8F 6F 17 44 55 45 4C 5F 43 41 4D 45 52 41 5F 43 55 54 5F 4D 41 53 54 45 52 00 2C 02 2E 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 A3 63 00 68 8F 52 0F B4 06 63 00 33 29 41 20 00 00 6F 15 6D 70 5F 46 52 44 5F 44 65 66 65 6E 64 69 6E 67 48 65 6C 70 00 38 00 3E 44 52
online,11249,0x2BF1,"..7.u.8.%<.%..7.u.o.FRD_Timeleft.7.,..o.HudSceneOnline.,..8..c._8.%.i.$o.HUD_TIMER_WATCH_TICK_MASTER.,",0A 04 37 1C 75 08 38 1B 25 3C 05 25 0A 05 37 1C 75 08 6F 0D 46 52 44 5F 54 69 6D 65 6C 65 66 74 00 37 1C 2C 04 92 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 A3 38 1A 1F 63 00 5F 38 1B 25 1E 69 00 24 6F 1C 48 55 44 5F 54 49 4D 45 52 5F 57 41 54 43 48 5F 54 49 43 4B 5F 4D 41 53 54 45 52 00 2C
