offset,offset_hex,opcode,width,value,actor_kind,operand_hex
335,0x14F,37,1,30,eActorEnum_candidate,1E
417,0x1A1,65,2,1537,,06 01
427,0x1AB,37,1,39,eActorEnum_candidate,27
468,0x1D4,65,2,4096,,10 00
477,0x1DD,65,2,4096,,10 00
483,0x1E3,37,1,128,eActorEnum_candidate,80
1103,0x44F,65,2,256,eActorEnum_candidate,01 00
1142,0x476,65,2,16384,,40 00
1159,0x487,37,1,96,eActorEnum_candidate,60
1166,0x48E,37,1,96,eActorEnum_candidate,60
1192,0x4A8,37,1,16,eActorEnum_candidate,10
1271,0x4F7,37,1,54,eActorEnum_candidate,36
1280,0x500,37,1,54,eActorEnum_candidate,36
1566,0x61E,37,1,48,eActorEnum_candidate,30
1648,0x670,37,1,48,eActorEnum_candidate,30
1733,0x6C5,65,2,16384,,40 00
1745,0x6D1,37,1,64,eActorEnum_candidate,40
1784,0x6F8,65,2,599,eActorEnum_candidate,02 57
1858,0x742,37,1,96,eActorEnum_candidate,60
1865,0x749,37,1,96,eActorEnum_candidate,60
3144,0xC48,37,1,13,eActorEnum_candidate,0D
3759,0xEAF,37,1,199,eActorEnum_candidate,C7
3779,0xEC3,37,1,199,eActorEnum_candidate,C7
3802,0xEDA,65,2,372,eActorEnum_candidate,01 74
3814,0xEE6,65,2,373,eActorEnum_candidate,01 75
3826,0xEF2,65,2,374,eActorEnum_candidate,01 76
3838,0xEFE,65,2,375,eActorEnum_candidate,01 77
3850,0xF0A,65,2,376,eActorEnum_candidate,01 78
3862,0xF16,65,2,377,eActorEnum_candidate,01 79
3874,0xF22,65,2,378,eActorEnum_candidate,01 7A
3886,0xF2E,65,2,379,eActorEnum_candidate,01 7B
3898,0xF3A,65,2,380,eActorEnum_candidate,01 7C
3910,0xF46,65,2,381,eActorEnum_candidate,01 7D
3918,0xF4E,37,1,8,eActorEnum_candidate,08
3923,0xF53,65,2,382,eActorEnum_candidate,01 7E
3931,0xF5B,37,1,9,eActorEnum_candidate,09
3936,0xF60,65,2,383,eActorEnum_candidate,01 7F
3948,0xF6C,65,2,385,eActorEnum_candidate,01 81
3956,0xF74,37,1,10,eActorEnum_candidate,0A
3961,0xF79,65,2,387,eActorEnum_candidate,01 83
3969,0xF81,37,1,11,eActorEnum_candidate,0B
3974,0xF86,65,2,388,eActorEnum_candidate,01 84
3982,0xF8E,37,1,12,eActorEnum_candidate,0C
3987,0xF93,65,2,394,eActorEnum_candidate,01 8A
3999,0xF9F,37,1,44,eActorEnum_candidate,2C
4010,0xFAA,65,2,392,eActorEnum_candidate,01 88
4022,0xFB6,65,2,391,eActorEnum_candidate,01 87
4034,0xFC2,65,2,393,eActorEnum_candidate,01 89
4046,0xFCE,65,2,395,eActorEnum_candidate,01 8B
4163,0x1043,37,1,49,eActorEnum_candidate,31
4469,0x1175,37,1,49,eActorEnum_candidate,31
4561,0x11D1,37,1,49,eActorEnum_candidate,31
4864,0x1300,37,1,49,eActorEnum_candidate,31
4982,0x1376,65,2,65534,,FF FE
5148,0x141C,37,1,17,eActorEnum_candidate,11
5420,0x152C,37,1,39,eActorEnum_candidate,27
5487,0x156F,37,1,39,eActorEnum_candidate,27
5519,0x158F,37,1,31,eActorEnum_candidate,1F
5528,0x1598,37,1,50,eActorEnum_candidate,32
5536,0x15A0,37,1,183,eActorEnum_candidate,B7
5545,0x15A9,37,1,90,eActorEnum_candidate,5A
5594,0x15DA,37,1,182,eActorEnum_candidate,B6
5637,0x1605,65,2,696,eActorEnum_candidate,02 B8
6281,0x1889,40,4,1077936128,,40 40 00 00
6415,0x190F,37,1,21,eActorEnum_candidate,15
6568,0x19A8,37,1,8,eActorEnum_candidate,08
6622,0x19DE,37,1,8,eActorEnum_candidate,08
6653,0x19FD,37,1,60,eActorEnum_candidate,3C
6660,0x1A04,37,1,60,eActorEnum_candidate,3C
6667,0x1A0B,37,1,60,eActorEnum_candidate,3C
6708,0x1A34,37,1,24,eActorEnum_candidate,18
6715,0x1A3B,37,1,24,eActorEnum_candidate,18
7129,0x1BD9,37,1,8,eActorEnum_candidate,08
7283,0x1C73,37,1,8,eActorEnum_candidate,08
7401,0x1CE9,65,2,390,eActorEnum_candidate,01 86
7431,0x1D07,65,2,390,eActorEnum_candidate,01 86
7667,0x1DF3,37,1,49,eActorEnum_candidate,31
7727,0x1E2F,37,1,8,eActorEnum_candidate,08
7946,0x1F0A,37,1,8,eActorEnum_candidate,08
7990,0x1F36,37,1,8,eActorEnum_candidate,08
8028,0x1F5C,37,1,8,eActorEnum_candidate,08
8042,0x1F6A,37,1,49,eActorEnum_candidate,31
8113,0x1FB1,37,1,8,eActorEnum_candidate,08
8136,0x1FC8,37,1,8,eActorEnum_candidate,08
8161,0x1FE1,37,1,8,eActorEnum_candidate,08
8205,0x200D,37,1,100,eActorEnum_candidate,64
8241,0x2031,37,1,100,eActorEnum_candidate,64
8424,0x20E8,37,1,19,eActorEnum_candidate,13
8432,0x20F0,37,1,17,eActorEnum_candidate,11
8441,0x20F9,37,1,10,eActorEnum_candidate,0A
8450,0x2102,37,1,9,eActorEnum_candidate,09
9164,0x23CC,65,2,696,eActorEnum_candidate,02 B8
9272,0x2438,65,2,696,eActorEnum_candidate,02 B8
9370,0x249A,65,2,500,gang_actor,01 F4
9376,0x24A0,65,2,586,eActorEnum_candidate,02 4A
9383,0x24A7,65,2,596,fbi_actor,02 54
9764,0x2624,37,1,50,eActorEnum_candidate,32
9774,0x262E,37,1,183,eActorEnum_candidate,B7
9785,0x2639,37,1,90,eActorEnum_candidate,5A
9833,0x2669,37,1,181,eActorEnum_candidate,B5
9856,0x2680,37,1,15,eActorEnum_candidate,0F
9897,0x26A9,37,1,13,eActorEnum_candidate,0D
9908,0x26B4,37,1,10,eActorEnum_candidate,0A
9915,0x26BB,37,1,50,eActorEnum_candidate,32
9925,0x26C5,37,1,183,eActorEnum_candidate,B7
9936,0x26D0,37,1,90,eActorEnum_candidate,5A
9984,0x2700,37,1,180,eActorEnum_candidate,B4
10007,0x2717,37,1,8,eActorEnum_candidate,08
10048,0x2740,37,1,8,eActorEnum_candidate,08
10053,0x2745,37,1,50,eActorEnum_candidate,32
10061,0x274D,37,1,183,eActorEnum_candidate,B7
10070,0x2756,37,1,90,eActorEnum_candidate,5A
10116,0x2784,37,1,179,eActorEnum_candidate,B3
10191,0x27CF,37,1,8,eActorEnum_candidate,08
10216,0x27E8,65,2,696,eActorEnum_candidate,02 B8
10665,0x29A9,40,4,1077936128,,40 40 00 00
10921,0x2AA9,65,2,512,gang_actor,02 00
13712,0x3590,37,1,20,eActorEnum_candidate,14
14215,0x3787,65,2,487,gang_actor,01 E7
14411,0x384B,37,1,20,eActorEnum_candidate,14
14420,0x3854,37,1,10,eActorEnum_candidate,0A
14430,0x385E,37,1,33,eActorEnum_candidate,21
14451,0x3873,37,1,20,eActorEnum_candidate,14
14468,0x3884,37,1,20,eActorEnum_candidate,14
14482,0x3892,37,1,20,eActorEnum_candidate,14
14489,0x3899,37,1,20,eActorEnum_candidate,14
14500,0x38A4,37,1,20,eActorEnum_candidate,14
14509,0x38AD,37,1,20,eActorEnum_candidate,14
14518,0x38B6,37,1,20,eActorEnum_candidate,14
14543,0x38CF,37,1,33,eActorEnum_candidate,21
14562,0x38E2,37,1,20,eActorEnum_candidate,14
14579,0x38F3,37,1,20,eActorEnum_candidate,14
14586,0x38FA,37,1,20,eActorEnum_candidate,14
14595,0x3903,37,1,20,eActorEnum_candidate,14
14602,0x390A,37,1,20,eActorEnum_candidate,14
14621,0x391D,38,2,5170,,14 32
14627,0x3923,65,2,3037,,0B DD
14659,0x3943,37,1,20,eActorEnum_candidate,14
15031,0x3AB7,37,1,10,eActorEnum_candidate,0A
15150,0x3B2E,37,1,8,eActorEnum_candidate,08
15740,0x3D7C,37,1,15,eActorEnum_candidate,0F
15804,0x3DBC,37,1,13,eActorEnum_candidate,0D
15809,0x3DC1,37,1,14,eActorEnum_candidate,0E
15967,0x3E5F,37,1,15,eActorEnum_candidate,0F
16029,0x3E9D,37,1,15,eActorEnum_candidate,0F
18309,0x4785,40,4,16777216,,01 00 00 00
18319,0x478F,40,4,33554432,,02 00 00 00
18330,0x479A,40,4,67108864,,04 00 00 00
18341,0x47A5,40,4,268435456,,10 00 00 00
18377,0x47C9,65,2,1024,eActorEnum_candidate,04 00
18584,0x4898,65,2,1023,eActorEnum_candidate,03 FF
18809,0x4979,65,2,1000,eActorEnum_candidate,03 E8
18822,0x4986,37,1,32,eActorEnum_candidate,20
18827,0x498B,65,2,1000,eActorEnum_candidate,03 E8
18843,0x499B,37,1,32,eActorEnum_candidate,20
18857,0x49A9,37,1,32,eActorEnum_candidate,20
18862,0x49AE,65,2,1000,eActorEnum_candidate,03 E8
18878,0x49BE,37,1,32,eActorEnum_candidate,20
18907,0x49DB,37,1,58,eActorEnum_candidate,3A
18912,0x49E0,37,1,186,eActorEnum_candidate,BA
18925,0x49ED,37,1,10,eActorEnum_candidate,0A
19516,0x4C3C,37,1,11,eActorEnum_candidate,0B
19586,0x4C82,37,1,11,eActorEnum_candidate,0B
19672,0x4CD8,37,1,11,eActorEnum_candidate,0B
19741,0x4D1D,37,1,11,eActorEnum_candidate,0B
19980,0x4E0C,37,1,8,eActorEnum_candidate,08
19991,0x4E17,65,2,256,eActorEnum_candidate,01 00
19997,0x4E1D,37,1,8,eActorEnum_candidate,08
20009,0x4E29,37,1,9,eActorEnum_candidate,09
20030,0x4E3E,37,1,8,eActorEnum_candidate,08
20035,0x4E43,37,1,9,eActorEnum_candidate,09
20056,0x4E58,37,1,8,eActorEnum_candidate,08
20062,0x4E5E,37,1,64,eActorEnum_candidate,40
20070,0x4E66,37,1,13,eActorEnum_candidate,0D
20077,0x4E6D,37,1,13,eActorEnum_candidate,0D
20082,0x4E72,65,2,900,eActorEnum_candidate,03 84
20094,0x4E7E,65,2,837,eActorEnum_candidate,03 45
20101,0x4E85,65,2,971,eActorEnum_candidate,03 CB
20131,0x4EA3,65,2,1287,eActorEnum_candidate,05 07
20138,0x4EAA,65,2,1310,,05 1E
20207,0x4EEF,37,1,32,eActorEnum_candidate,20
20221,0x4EFD,65,2,1287,eActorEnum_candidate,05 07
20229,0x4F05,65,2,1287,eActorEnum_candidate,05 07
20240,0x4F10,65,2,837,eActorEnum_candidate,03 45
20255,0x4F1F,37,1,32,eActorEnum_candidate,20
20272,0x4F30,65,2,1000,eActorEnum_candidate,03 E8
20288,0x4F40,37,1,16,eActorEnum_candidate,10
20305,0x4F51,37,1,16,eActorEnum_candidate,10
20398,0x4FAE,37,1,47,eActorEnum_candidate,2F
20422,0x4FC6,40,4,33554432,,02 00 00 00
20490,0x500A,37,1,47,eActorEnum_candidate,2F
20868,0x5184,37,1,8,eActorEnum_candidate,08
20888,0x5198,65,2,1024,eActorEnum_candidate,04 00
20917,0x51B5,37,1,16,eActorEnum_candidate,10
20937,0x51C9,37,1,32,eActorEnum_candidate,20
20957,0x51DD,37,1,64,eActorEnum_candidate,40
20980,0x51F4,65,2,16384,,40 00
20984,0x51F8,65,2,16384,,40 00
21204,0x52D4,37,1,64,eActorEnum_candidate,40
21237,0x52F5,37,1,64,eActorEnum_candidate,40
22193,0x56B1,37,1,16,eActorEnum_candidate,10
22370,0x5762,37,1,16,eActorEnum_candidate,10
22636,0x586C,37,1,32,eActorEnum_candidate,20
22690,0x58A2,37,1,32,eActorEnum_candidate,20
22876,0x595C,37,1,12,eActorEnum_candidate,0C
23012,0x59E4,37,1,145,eActorEnum_candidate,91
23061,0x5A15,37,1,64,eActorEnum_candidate,40
23089,0x5A31,37,1,32,eActorEnum_candidate,20
23123,0x5A53,37,1,17,eActorEnum_candidate,11
23191,0x5A97,37,1,10,eActorEnum_candidate,0A
23197,0x5A9D,37,1,10,eActorEnum_candidate,0A
23241,0x5AC9,65,2,1048,eActorEnum_candidate,04 18
23259,0x5ADB,65,2,1049,eActorEnum_candidate,04 19
23267,0x5AE3,37,1,10,eActorEnum_candidate,0A
23278,0x5AEE,65,2,1050,eActorEnum_candidate,04 1A
23321,0x5B19,37,1,10,eActorEnum_candidate,0A
23330,0x5B22,38,2,13874,,36 32
23344,0x5B30,37,1,54,eActorEnum_candidate,36
23357,0x5B3D,37,1,50,eActorEnum_candidate,32
23361,0x5B41,37,1,50,eActorEnum_candidate,32
23376,0x5B50,37,1,54,eActorEnum_candidate,36
23388,0x5B5C,37,1,54,eActorEnum_candidate,36
23421,0x5B7D,37,1,54,eActorEnum_candidate,36
23432,0x5B88,37,1,54,eActorEnum_candidate,36
23464,0x5BA8,37,1,10,eActorEnum_candidate,0A
23483,0x5BBB,37,1,54,eActorEnum_candidate,36
23495,0x5BC7,37,1,54,eActorEnum_candidate,36
24090,0x5E1A,37,1,58,eActorEnum_candidate,3A
24095,0x5E1F,37,1,186,eActorEnum_candidate,BA
24108,0x5E2C,37,1,10,eActorEnum_candidate,0A
24514,0x5FC2,65,2,440,law_actor,01 B8
24610,0x6022,65,2,440,law_actor,01 B8
24706,0x6082,65,2,440,law_actor,01 B8
24802,0x60E2,65,2,440,law_actor,01 B8
25249,0x62A1,37,1,16,eActorEnum_candidate,10
25414,0x6346,65,2,1000,eActorEnum_candidate,03 E8
25420,0x634C,37,1,16,eActorEnum_candidate,10
25434,0x635A,37,1,16,eActorEnum_candidate,10
25441,0x6361,65,2,1000,eActorEnum_candidate,03 E8
25449,0x6369,37,1,16,eActorEnum_candidate,10
25698,0x6462,37,1,16,eActorEnum_candidate,10
25722,0x647A,37,1,8,eActorEnum_candidate,08
25745,0x6491,37,1,8,eActorEnum_candidate,08
25759,0x649F,37,1,16,eActorEnum_candidate,10
25894,0x6526,37,1,8,eActorEnum_candidate,08
25936,0x6550,37,1,8,eActorEnum_candidate,08
26574,0x67CE,37,1,128,eActorEnum_candidate,80
26643,0x6813,37,1,200,eActorEnum_candidate,C8
26698,0x684A,37,1,128,eActorEnum_candidate,80
26771,0x6893,37,1,67,eActorEnum_candidate,43
26905,0x6919,37,1,70,eActorEnum_candidate,46
26945,0x6941,37,1,15,eActorEnum_candidate,0F
27652,0x6C04,65,2,65534,,FF FE
27658,0x6C0A,65,2,65534,,FF FE
27665,0x6C11,65,2,65534,,FF FE
27763,0x6C73,37,1,10,eActorEnum_candidate,0A
27799,0x6C97,37,1,10,eActorEnum_candidate,0A
28377,0x6ED9,37,1,10,eActorEnum_candidate,0A
28398,0x6EEE,37,1,10,eActorEnum_candidate,0A
