offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
37,0x25,82,call_candidate,call2,3,52 CB 9F,-13409,-13369
40,0x28,82,call_candidate,call2,3,52 A4 4E,-23474,-23431
64,0x40,82,call_candidate,call2,3,52 A4 41,-23487,-23420
73,0x49,99,branch_candidate,jump_false,3,63 00 07,7,83
80,0x50,98,branch_candidate,unconditional_jump,3,62 FF ED,-19,64
83,0x53,82,call_candidate,call2,3,52 A4 41,-23487,-23401
86,0x56,99,branch_candidate,jump_false,3,63 00 07,7,96
90,0x5A,82,call_candidate,call2,3,52 A3 E8,-23576,-23483
93,0x5D,98,branch_candidate,unconditional_jump,3,62 00 00,0,96
174,0xAE,99,branch_candidate,jump_false,3,63 00 19,25,202
202,0xCA,82,call_candidate,call2,3,52 9D 80,-25216,-25011
205,0xCD,82,call_candidate,call2,3,52 86 CE,-31026,-30818
212,0xD4,82,call_candidate,call2,3,52 A4 41,-23487,-23272
216,0xD8,99,branch_candidate,jump_false,3,63 08 A4,2212,2431
228,0xE4,82,call_candidate,call2,3,52 86 05,-31227,-30996
231,0xE7,82,call_candidate,call2,3,52 85 34,-31436,-31202
234,0xEA,82,call_candidate,call2,3,52 83 89,-31863,-31626
265,0x109,98,branch_candidate,unconditional_jump,3,62 08 69,2153,2421
269,0x10D,82,call_candidate,call2,3,52 83 7A,-31878,-31606
272,0x110,99,branch_candidate,jump_false,3,63 00 03,3,278
278,0x116,98,branch_candidate,unconditional_jump,3,62 08 5F,2143,2424
307,0x133,82,call_candidate,call2,3,52 83 66,-31898,-31588
312,0x138,82,call_candidate,call2,3,52 83 1D,-31971,-31656
315,0x13B,82,call_candidate,call2,3,52 70 CA,28874,29192
318,0x13E,82,call_candidate,call2,3,52 70 66,28774,29095
321,0x141,82,call_candidate,call2,3,52 6C F0,27888,28212
340,0x154,82,call_candidate,call2,3,52 6C DF,27871,28214
344,0x158,99,branch_candidate,jump_false,3,63 00 0E,14,361
358,0x166,82,call_candidate,call2,3,52 6C CF,27855,28216
362,0x16A,82,call_candidate,call2,3,52 6C C0,27840,28205
366,0x16E,82,call_candidate,call2,3,52 6C B1,27825,28194
380,0x17C,105,branch_candidate,jump_gt,3,69 00 14,20,403
391,0x187,82,call_candidate,call2,3,52 6B FF,27647,28041
400,0x190,98,branch_candidate,unconditional_jump,3,62 FF E1,-31,372
407,0x197,82,call_candidate,call2,3,52 6B FF,27647,28057
410,0x19A,82,call_candidate,call2,3,52 6B BC,27580,27993
432,0x1B0,82,call_candidate,call2,3,52 6B 8D,27533,27968
462,0x1CE,82,call_candidate,call2,3,52 6B 7F,27519,27984
465,0x1D1,99,branch_candidate,jump_false,3,63 00 09,9,477
471,0x1D7,82,call_candidate,call2,3,52 6B 6D,27501,27975
474,0x1DA,98,branch_candidate,unconditional_jump,3,62 00 06,6,483
480,0x1E0,82,call_candidate,call2,3,52 6B 5B,27483,27966
485,0x1E5,82,call_candidate,call2,3,52 6B 4A,27466,27954
488,0x1E8,82,call_candidate,call2,3,52 6B 8D,27533,28024
495,0x1EF,82,call_candidate,call2,3,52 68 FF,26879,27377
1022,0x3FE,98,branch_candidate,unconditional_jump,3,62 00 31,49,1074
1030,0x406,82,call_candidate,call2,3,52 68 C4,26820,27853
1033,0x409,98,branch_candidate,unconditional_jump,3,62 00 26,38,1074
1041,0x411,82,call_candidate,call2,3,52 68 C4,26820,27864
1049,0x419,82,call_candidate,call2,3,52 68 C4,26820,27872
1052,0x41C,98,branch_candidate,unconditional_jump,3,62 00 13,19,1074
1060,0x424,82,call_candidate,call2,3,52 68 C4,26820,27883
1068,0x42C,82,call_candidate,call2,3,52 68 C4,26820,27891
1071,0x42F,98,branch_candidate,unconditional_jump,3,62 00 00,0,1074
1086,0x43E,102,branch_candidate,jump_le,3,66 00 03,3,1092
1089,0x441,82,call_candidate,call2,3,52 68 87,26759,27851
1095,0x447,98,branch_candidate,unconditional_jump,3,62 05 2E,1326,2424
1100,0x44C,82,call_candidate,call2,3,52 64 4E,25678,26781
1106,0x452,82,call_candidate,call2,3,52 64 32,25650,26759
1110,0x456,99,branch_candidate,jump_false,3,63 00 13,19,1132
1113,0x459,82,call_candidate,call2,3,52 63 B5,25525,26641
1116,0x45C,82,call_candidate,call2,3,52 63 7B,25467,26586
1119,0x45F,82,call_candidate,call2,3,52 62 8B,25227,26349
1126,0x466,82,call_candidate,call2,3,52 A3 E8,-23576,-22447
1132,0x46C,98,branch_candidate,unconditional_jump,3,62 05 09,1289,2424
1136,0x470,82,call_candidate,call2,3,52 83 7A,-31878,-30739
1139,0x473,99,branch_candidate,jump_false,3,63 04 F7,1271,2413
1146,0x47A,82,call_candidate,call2,3,52 62 6B,25195,26344
1156,0x484,99,branch_candidate,jump_false,3,63 01 0E,270,1429
1178,0x49A,82,call_candidate,call2,3,52 6B 8D,27533,28714
1181,0x49D,82,call_candidate,call2,3,52 61 D8,25048,26232
1194,0x4AA,104,branch_candidate,jump_ge,3,68 00 41,65,1262
1202,0x4B2,99,branch_candidate,jump_false,3,63 00 30,48,1253
1217,0x4C1,99,branch_candidate,jump_false,3,63 00 21,33,1253
1227,0x4CB,99,branch_candidate,jump_false,3,63 00 17,23,1253
1240,0x4D8,99,branch_candidate,jump_false,3,63 00 0A,10,1253
1259,0x4EB,98,branch_candidate,unconditional_jump,3,62 FF B8,-72,1190
1262,0x4EE,82,call_candidate,call2,3,52 5F 80,24448,25713
1265,0x4F1,82,call_candidate,call2,3,52 5F 5B,24411,25679
1268,0x4F4,99,branch_candidate,jump_false,3,63 00 23,35,1306
1289,0x509,82,call_candidate,call2,3,52 5A 8B,23179,24471
1300,0x514,99,branch_candidate,jump_false,3,63 00 03,3,1306
1303,0x517,82,call_candidate,call2,3,52 5A 39,23097,24403
1309,0x51D,99,branch_candidate,jump_false,3,63 00 16,22,1334
1315,0x523,82,call_candidate,call2,3,52 63 7B,25467,26785
1319,0x527,82,call_candidate,call2,3,52 5A 2C,23084,24406
1323,0x52B,82,call_candidate,call2,3,52 5A 1D,23069,24395
1327,0x52F,82,call_candidate,call2,3,52 5A 10,23056,24386
1331,0x533,82,call_candidate,call2,3,52 59 EF,23023,24357
