string_offset,string_offset_hex,string_text,string_class,reference_instruction_offset,reference_instruction_offset_hex,owner_function_index,owner_function,owner_function_offset_range
2450,0x992,treasure_hunting_1,unknown,2448,0x990,0,main,0x0..0xC77
2474,0x9AA,treasure_hunting_2,unknown,2472,0x9A8,0,main,0x0..0xC77
2498,0x9C2,treasure_hunting_3,unknown,2496,0x9C0,0,main,0x0..0xC77
2522,0x9DA,treasure_hunting_4,unknown,2520,0x9D8,0,main,0x0..0xC77
2546,0x9F2,treasure_hunting_5,unknown,2544,0x9F0,0,main,0x0..0xC77
2570,0xA0A,treasure_hunting_6,unknown,2568,0xA08,0,main,0x0..0xC77
2594,0xA22,treasure_hunting_7,unknown,2592,0xA20,0,main,0x0..0xC77
2618,0xA3A,treasure_hunting_8,unknown,2616,0xA38,0,main,0x0..0xC77
2642,0xA52,treasure_hunting_final,unknown,2640,0xA50,0,main,0x0..0xC77
2670,0xA6E,rand_idle_sit_ground_player,unknown,2668,0xA6C,0,main,0x0..0xC77
2703,0xA8F,locked_footlocker,unknown,2701,0xA8D,0,main,0x0..0xC77
2726,0xAA6,old_winch,unknown,2724,0xAA4,0,main,0x0..0xC77
2741,0xAB5,stand_open_chest,unknown,2739,0xAB3,0,main,0x0..0xC77
2763,0xACB,horseHitch,unknown,2761,0xAC9,0,main,0x0..0xC77
2779,0xADB,horseHitch2,unknown,2777,0xAD9,0,main,0x0..0xC77
2796,0xAEC,hitchingPost,unknown,2794,0xAEA,0,main,0x0..0xC77
2814,0xAFE,open_big_door,unknown,2812,0xAFC,0,main,0x0..0xC77
2833,0xB11,horse_tend_camp,unknown,2831,0xB0F,0,main,0x0..0xC77
2854,0xB26,horse_stay,unknown,2852,0xB24,0,main,0x0..0xC77
2870,0xB36,fake_horseshoe,unknown,2868,0xB34,0,main,0x0..0xC77
2890,0xB4A,get_ransom_note,unknown,2888,0xB48,0,main,0x0..0xC77
2911,0xB5F,skin_animal,event/task name,2909,0xB5D,0,main,0x0..0xC77
2928,0xB70,pickup_tnt,unknown,2926,0xB6E,0,main,0x0..0xC77
2944,0xB80,MPSplash,unknown,2942,0xB7E,0,main,0x0..0xC77
2958,0xB8E,MPSplash,unknown,2956,0xB8C,0,main,0x0..0xC77
2972,0xB9C,MPReward,unknown,2970,0xB9A,0,main,0x0..0xC77
2986,0xBAA,MPScoringDisplays,unknown,2984,0xBA8,0,main,0x0..0xC77
3009,0xBC1,HudMPNoFun,unknown,3007,0xBBF,0,main,0x0..0xC77
3025,0xBD1,RacePosition,unknown,3023,0xBCF,0,main,0x0..0xC77
3088,0xC10,multiplayerUpdateThread,unknown,3086,0xC0E,0,main,0x0..0xC77
3135,0xC3F,LS_,unknown,3133,0xC3D,0,main,0x0..0xC77
3155,0xC53,LoadingScreenTexture,unknown,3153,0xC51,0,main,0x0..0xC77
3251,0xCB3,NetEventLayout,event/task name,3249,0xCB1,3,Function_3,0xCAC..0xCE8
3282,0xCD2,NetEventLayout,event/task name,3280,0xCD0,3,Function_3,0xCAC..0xCE8
4170,0x104A,"For whatever reason, the system thinks we have more than 50 completed quests. This is bad, since the array we save them in only has 20 elements. Capping it and saving. Your save may not include all of the things you like in it.",debug/display text,4168,0x1048,12,Function_12,0x100A..0x1198
4568,0x11D8,"For whatever reason, the system thinks we have more than 20 active quests. This is bad, since the array we save them in only has 20 elements. Capping it and saving. Your save may not include all of the things you like in it.",debug/display text,4566,0x11D6,13,Function_13,0x1198..0x134C
5467,0x155B,fav_non,unknown,5465,0x1559,17,Function_17,0x1554..0x15FA
5605,0x15E5,fwep_,unknown,5603,0x15E3,17,Function_17,0x1554..0x15FA
5645,0x160D,STAT_SET_VALUE_AS_INT_NOW: Attempting to use a Stat out of bounds.,debug/display text,5643,0x160B,18,Function_18,0x15FA..0x1895
5732,0x1664,STAT_SET_VALUE_AS_INT_NOW: You cannot set value of this STAT_TYPE_LIFETIME directly: ,debug/display text,5730,0x1662,18,Function_18,0x15FA..0x1895
5836,0x16CC,"STAT_SET_VALUE_AS_INT_NOW: You cannot set value of a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!",debug/display text,5834,0x16CA,18,Function_18,0x15FA..0x1895
5974,0x1756,STAT_SET_VALUE_AS_INT_NOW: You cannot set value of this STAT_TYPE_COLLECTIBLE directly: ,debug/display text,5972,0x1754,18,Function_18,0x15FA..0x1895
6081,0x17C1,"STAT_SET_VALUE_AS_INT_NOW: You cannot set value of a STAT_TYPE_COLLECTIBLE directly, only increase and decrease operations are allowed",debug/display text,6079,0x17BF,18,Function_18,0x15FA..0x1895
6327,0x18B7,,unknown,6325,0x18B5,19,Function_19,0x1895..0x1EC2
6351,0x18CF,+,unknown,6349,0x18CD,19,Function_19,0x1895..0x1EC2
6362,0x18DA,-,unknown,6360,0x18D8,19,Function_19,0x1895..0x1EC2
6424,0x1918,$,unknown,6422,0x1916,19,Function_19,0x1895..0x1EC2
6508,0x196C,,unknown,6506,0x196A,19,Function_19,0x1895..0x1EC2
6536,0x1988, lbs,debug/display text,6534,0x1986,19,Function_19,0x1895..0x1EC2
6600,0x19C8, ton,debug/display text,6598,0x19C6,19,Function_19,0x1895..0x1EC2
6753,0x1A61, days,debug/display text,6751,0x1A5F,19,Function_19,0x1895..0x1EC2
6775,0x1A77, day,debug/display text,6773,0x1A75,19,Function_19,0x1895..0x1EC2
6807,0x1A97, ,debug/display text,6805,0x1A95,19,Function_19,0x1895..0x1EC2
6838,0x1AB6, hr,debug/display text,6836,0x1AB4,19,Function_19,0x1895..0x1EC2
6869,0x1AD5, ,debug/display text,6867,0x1AD3,19,Function_19,0x1895..0x1EC2
6900,0x1AF4, min,debug/display text,6898,0x1AF2,19,Function_19,0x1895..0x1EC2
6932,0x1B14, ,debug/display text,6930,0x1B12,19,Function_19,0x1895..0x1EC2
6963,0x1B33, sec,debug/display text,6961,0x1B31,19,Function_19,0x1895..0x1EC2
7003,0x1B5B, min,debug/display text,7001,0x1B59,19,Function_19,0x1895..0x1EC2
7042,0x1B82, ,debug/display text,7040,0x1B80,19,Function_19,0x1895..0x1EC2
7073,0x1BA1, sec,debug/display text,7071,0x1B9F,19,Function_19,0x1895..0x1EC2
7107,0x1BC3, sec,debug/display text,7105,0x1BC1,19,Function_19,0x1895..0x1EC2
7242,0x1C4A, mi,debug/display text,7240,0x1C48,19,Function_19,0x1895..0x1EC2
7262,0x1C5E, ft,debug/display text,7260,0x1C5C,19,Function_19,0x1895..0x1EC2
7358,0x1CBE, days,debug/display text,7356,0x1CBC,19,Function_19,0x1895..0x1EC2
7380,0x1CD4, day,debug/display text,7378,0x1CD2,19,Function_19,0x1895..0x1EC2
7409,0x1CF1,stat_of,unknown,7407,0x1CEF,19,Function_19,0x1895..0x1EC2
7637,0x1DD5,,unknown,7635,0x1DD3,19,Function_19,0x1895..0x1EC2
7694,0x1E0E,Common_Null,unknown,7692,0x1E0C,19,Function_19,0x1895..0x1EC2
7753,0x1E49,,unknown,7751,0x1E47,19,Function_19,0x1895..0x1EC2
7814,0x1E86,,unknown,7812,0x1E84,19,Function_19,0x1895..0x1EC2
7854,0x1EAE,,unknown,7852,0x1EAC,19,Function_19,0x1895..0x1EC2
7917,0x1EED,lvl_,unknown,7915,0x1EEB,22,Function_22,0x1EDB..0x1FD0
7936,0x1F00,_icon,unknown,7934,0x1EFE,22,Function_22,0x1EDB..0x1FD0
7959,0x1F17,icon_prestige_award_,unknown,7957,0x1F15,22,Function_22,0x1EDB..0x1FD0
8003,0x1F43,icon_prestige_,unknown,8001,0x1F41,22,Function_22,0x1EDB..0x1FD0
8051,0x1F73,icon_prestige_award_4,unknown,8049,0x1F71,22,Function_22,0x1EDB..0x1FD0
8082,0x1F92,icon_prestige_award_,unknown,8080,0x1F90,22,Function_22,0x1EDB..0x1FD0
8125,0x1FBD,_color,unknown,8123,0x1FBB,22,Function_22,0x1EDB..0x1FD0
8319,0x207F,STAT_CALCULATE_PROGRESSBAR_VALUES: STAT_INVALID,debug/display text,8317,0x207D,27,Function_27,0x2072..0x21A2
8648,0x21C8,STAT_GET_VALUE: STAT_INVALID,debug/display text,8646,0x21C6,29,Function_29,0x21B1..0x21EA
8695,0x21F7,STAT_GET_MAX_VALUE: STAT_INVALID,debug/display text,8693,0x21F5,30,Function_30,0x21EA..0x2227
8784,0x2250,STAT_CHECK_RANGES: Attempting to decrement a STAT out of its fMaxRange - ,debug/display text,8782,0x224E,31,Function_31,0x2227..0x23C1
8876,0x22AC,STAT_CHECK_RANGES: Attempting to increment a STAT out of its fMaxRange,debug/display text,8874,0x22AA,31,Function_31,0x2227..0x23C1
8986,0x231A,STAT_CHECK_RANGES: Attempting to decrement a STAT out of its fMinRange - ,debug/display text,8984,0x2318,31,Function_31,0x2227..0x23C1
9078,0x2376,STAT_CHECK_RANGES: Attempting to decrement a STAT out of its fMinRange,debug/display text,9076,0x2374,31,Function_31,0x2227..0x23C1
9172,0x23D4,STAT_UPDATE_MY_LIFETIME_STAT: Attempting to use a Stat out of bounds.,debug/display text,9170,0x23D2,32,Function_32,0x23C1..0x2605
9280,0x2440,STAT_UPDATE_MY_LIFETIME_STAT: Attempting to use a LifetimeStat out of bounds.,debug/display text,9278,0x243E,32,Function_32,0x23C1..0x2605
9475,0x2503,STAT_UPDATE_MY_LIFETIME_STAT: Attempting to increment a LifetimeStat out of its fMaxRange.,debug/display text,9473,0x2501,32,Function_32,0x23C1..0x2605
9621,0x2595,STAT_UPDATE_MY_LIFETIME_STAT: Attempting to decrement a LifetimeStat out of its fMinRange.,debug/display text,9619,0x2593,32,Function_32,0x23C1..0x2605
9740,0x260C,fav_non,unknown,9738,0x260A,33,Function_33,0x2605..0x268E
9846,0x2676,fwep_,unknown,9844,0x2674,33,Function_33,0x2605..0x268E
9877,0x2695,fav_non,unknown,9875,0x2693,34,Function_34,0x268E..0x2725
9997,0x270D,fwep_,unknown,9995,0x270B,34,Function_34,0x268E..0x2725
10028,0x272C,fav_non,unknown,10026,0x272A,35,Function_35,0x2725..0x27A4
10127,0x278F,fwep_,unknown,10125,0x278D,35,Function_35,0x2725..0x27A4
10224,0x27F0,STAT_INCREASE_NOW: Attempting to use a Stat out of bounds.,debug/display text,10222,0x27EE,37,Function_37,0x27DD..0x29E7
10303,0x283F,STAT_INCREASE_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ,debug/display text,10301,0x283D,37,Function_37,0x27DD..0x29E7
10395,0x289B,"STAT_INCREASE_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!",debug/display text,10393,0x2899,37,Function_37,0x27DD..0x29E7
10515,0x2913,STAT_INCREASE_NOW: fIncreaseValue < 0.0 - I am turning this into a positive number for you!,debug/display text,10513,0x2911,37,Function_37,0x27DD..0x29E7
10934,0x2AB6,DISABLE_HORSE_WHISTLE,likely logic anchor,10932,0x2AB4,44,Function_44,0x2A99..0x2AD2
11136,0x2B80,"Frontier Region, Hennigan's Stead",debug/display text,11134,0x2B7E,48,Function_48,0x2B05..0x3559
11172,0x2BA4,Player attempting to fall through hole north of Hennigan's in a canyon by a tree,debug/display text,11170,0x2BA2,48,Function_48,0x2B05..0x3559
11319,0x2C37,"Frontier Region, Cholla Springs",debug/display text,11317,0x2C35,48,Function_48,0x2B05..0x3559
11353,0x2C59,Player attempting to fall through world near train tracks in tunnel north of Armadillo,debug/display text,11351,0x2C57,48,Function_48,0x2B05..0x3559
11506,0x2CF2,"Frontier Region, Cholla Springs",debug/display text,11504,0x2CF0,48,Function_48,0x2B05..0x3559
11540,0x2D14,Player attempting to get into house at Venter's Place,debug/display text,11538,0x2D12,48,Function_48,0x2B05..0x3559
11667,0x2D93,"Punta Orgullo, Escalera",debug/display text,11665,0x2D91,48,Function_48,0x2B05..0x3559
11693,0x2DAD,Player attempting to get underneath the mansion,debug/display text,11691,0x2DAB,48,Function_48,0x2B05..0x3559
11828,0x2E34,"Tall Trees, Nekoti Rock",debug/display text,11826,0x2E32,48,Function_48,0x2B05..0x3559
11854,0x2E4E,Player attempting to get between wall and ledge,debug/display text,11852,0x2E4C,48,Function_48,0x2B05..0x3559
11982,0x2ECE,"Perdido, Chupa Rosa",debug/display text,11980,0x2ECC,48,Function_48,0x2B05..0x3559
12004,0x2EE4,Player attempting to get into the inn,debug/display text,12002,0x2EE2,48,Function_48,0x2B05..0x3559
12148,0x2F74,"Great Plains, Blackwater",debug/display text,12146,0x2F72,48,Function_48,0x2B05..0x3559
12175,0x2F8F,Player attempting to get into the bank,debug/display text,12173,0x2F8D,48,Function_48,0x2B05..0x3559
12275,0x2FF3,"Great Plains, Blackwater",debug/display text,12273,0x2FF1,48,Function_48,0x2B05..0x3559
12302,0x300E,Player attempting to get into the doctor's office,debug/display text,12300,0x300C,48,Function_48,0x2B05..0x3559
12447,0x309F,"Great Plains, Blackwater",debug/display text,12445,0x309D,48,Function_48,0x2B05..0x3559
12474,0x30BA,Player attempting to get into house at edge of town,debug/display text,12472,0x30B8,48,Function_48,0x2B05..0x3559
12629,0x3155,"Great Plains, Blackwater",debug/display text,12627,0x3153,48,Function_48,0x2B05..0x3559
12656,0x3170,Player attempting to get into town hall,debug/display text,12654,0x316E,48,Function_48,0x2B05..0x3559
12713,0x31A9,/content/DLC/MPFreePack/AD_Instances/AD_BEC/ad_bec,unknown,12711,0x31A7,48,Function_48,0x2B05..0x3559
12839,0x3227,"Great Plains, Beecher's Hope",debug/display text,12837,0x3225,48,Function_48,0x2B05..0x3559
12870,0x3246,Player attempting to get into John's House,debug/display text,12868,0x3244,48,Function_48,0x2B05..0x3559
13035,0x32EB,"Perdidio, Agave Viejo",debug/display text,13033,0x32E9,48,Function_48,0x2B05..0x3559
13059,0x3303,Player attempting to get into the side window of the large house,debug/display text,13057,0x3301,48,Function_48,0x2B05..0x3559
13208,0x3398,"Hennigan's Stead, Thieves' Landing",debug/display text,13206,0x3396,48,Function_48,0x2B05..0x3559
13245,0x33BD,Player attempting to get into the sailor's hostel,debug/display text,13243,0x33BB,48,Function_48,0x2B05..0x3559
13410,0x3462,"Hennigan's Stead, Thieves' Landing",debug/display text,13408,0x3460,48,Function_48,0x2B05..0x3559
13447,0x3487,Player attempting to get into the Dixie Rose,debug/display text,13445,0x3485,48,Function_48,0x2B05..0x3559
13565,0x34FD,"Hennigan's Stead, Thieves' Landing",debug/display text,13563,0x34FB,48,Function_48,0x2B05..0x3559
13602,0x3522,Player attempting to get into the Saloon back room,debug/display text,13600,0x3520,48,Function_48,0x2B05..0x3559
13719,0x3597,MUT - Bounds violation detected at ,debug/display text,13717,0x3595,49,Function_49,0x3559..0x370D
13771,0x35CB,MUT - Location : ,debug/display text,13769,0x35C9,49,Function_49,0x3559..0x370D
13802,0x35EA,MUT - Description : ,debug/display text,13800,0x35E8,49,Function_49,0x3559..0x370D
13836,0x360C,MUT - Resolution : Attempting teleport to ,debug/display text,13834,0x360A,49,Function_49,0x3559..0x370D
13904,0x3650,MUT - Bounds violation detected at ,debug/display text,13902,0x364E,49,Function_49,0x3559..0x370D
13956,0x3684,MUT - Location : ,debug/display text,13954,0x3682,49,Function_49,0x3559..0x370D
13987,0x36A3,MUT - Description : ,debug/display text,13985,0x36A1,49,Function_49,0x3559..0x370D
14021,0x36C5,"MUT - Resolution : Not in free mode, will kill the player now.",debug/display text,14019,0x36C3,49,Function_49,0x3559..0x370D
14323,0x37F3,STAT_GET_VALUE_AS_INT: STAT_INVALID,debug/display text,14321,0x37F1,57,Function_57,0x37E6..0x3827
14710,0x3976,_info,unknown,14708,0x3974,62,Function_62,0x3954..0x3A0B
14738,0x3992,_num,unknown,14736,0x3990,62,Function_62,0x3954..0x3A0B
14771,0x39B3,PVP_num2,unknown,14769,0x39B1,62,Function_62,0x3954..0x3A0B
14802,0x39D2,PVP_num3,unknown,14800,0x39D0,62,Function_62,0x3954..0x3A0B
14952,0x3A68,_,unknown,14950,0x3A66,66,Function_66,0x3A51..0x3A85
15070,0x3ADE,challenge_01_128,unknown,15068,0x3ADC,69,Function_69,0x3AAC..0x3B12
15171,0x3B43,SaveLoad,unknown,15169,0x3B41,71,Function_71,0x3B3B..0x3BC4
15182,0x3B4E,"Multiplayer Save Triggered, will be picked up by Multiplayer_update_thread soon enough",debug/display text,15180,0x3B4C,71,Function_71,0x3B3B..0x3BC4
15399,0x3C27,CanSaveNowAutoSave,unknown,15397,0x3C25,76,Function_76,0x3BFE..0x3C40
18230,0x4736,Here's what we're returning as a save spot: ,debug/display text,18228,0x4734,85,Function_85,0x3F4E..0x4775
18526,0x485E,bPlayerSleeping,unknown,18524,0x485C,89,Function_89,0x47D8..0x487C
18677,0x48F5,CQueue_X,unknown,18675,0x48F3,91,Function_91,0x48EE..0x490F
18710,0x4916,CQueue_T,unknown,18708,0x4914,92,Function_92,0x490F..0x4930
18743,0x4937,CQueue_H,unknown,18741,0x4935,93,Function_93,0x4930..0x4951
18776,0x4958,CQueue_Count,unknown,18774,0x4956,94,Function_94,0x4951..0x4966
19046,0x4A66,_des,unknown,19044,0x4A64,99,Function_99,0x4A56..0x4A76
19085,0x4A8D,_DYNAMIC_TITLE,unknown,19083,0x4A8B,100,Function_100,0x4A76..0x4AA7
19532,0x4C4C,_INTSLOT,unknown,19530,0x4C4A,102,Function_102,0x4C25..0x4D71
19602,0x4C92,_FLOATSLOT,unknown,19600,0x4C90,102,Function_102,0x4C25..0x4D71
19688,0x4CE8,_TIMERSLOT,unknown,19686,0x4CE6,102,Function_102,0x4C25..0x4D71
19757,0x4D2D,_OBJECTSLOT,unknown,19755,0x4D2B,102,Function_102,0x4C25..0x4D71
19832,0x4D78,AmbientMissions_Layout,likely logic anchor,19830,0x4D76,103,Function_103,0x4D71..0x4DBE
19871,0x4D9F,AmbientMissions_Layout,likely logic anchor,19869,0x4D9D,103,Function_103,0x4D71..0x4DBE
19909,0x4DC5,MP_Revenge_Icon_128,unknown,19907,0x4DC3,104,Function_104,0x4DBE..0x4DDA
20589,0x506D,ERROR: Trying to get value of TIMER that has not been started!,debug/display text,20587,0x506B,119,Function_119,0x5042..0x510A
20657,0x50B1,"WARNING: Trying to get value of TIMER that has not been started! Returning 0.0 
",debug/display text,20655,0x50AF,119,Function_119,0x5042..0x510A
21292,0x532C,Tried to get bit ,debug/display text,21290,0x532A,130,Function_130,0x530C..0x538D
21325,0x534D, bit from bad slot ,debug/display text,21323,0x534B,130,Function_130,0x530C..0x538D
21571,0x5443,DEAD,unknown,21569,0x5441,131,Function_131,0x538D..0x56A6
21582,0x544E,READY,unknown,21580,0x544C,131,Function_131,0x538D..0x56A6
21594,0x545A,POKER_FOLDED,unknown,21592,0x5458,131,Function_131,0x538D..0x56A6
21613,0x546D,RACE_FINISHED,unknown,21611,0x546B,131,Function_131,0x538D..0x56A6
21633,0x5481,REGION_HOST,unknown,21631,0x547F,131,Function_131,0x538D..0x56A6
21651,0x5493,ACTOR_HIDDEN,likely logic anchor,21649,0x5491,131,Function_131,0x538D..0x56A6
21670,0x54A6,VOTE_TO_START,unknown,21668,0x54A4,131,Function_131,0x538D..0x56A6
21690,0x54BA,VOTE_TO_SKIP,unknown,21688,0x54B8,131,Function_131,0x538D..0x56A6
21709,0x54CD,VOTE_TO_REPLAY,unknown,21707,0x54CB,131,Function_131,0x538D..0x56A6
21730,0x54E2,IS_IN_LOBBY,unknown,21728,0x54E0,131,Function_131,0x538D..0x56A6
21748,0x54F4,GAME_ARBITRATOR,unknown,21746,0x54F2,131,Function_131,0x538D..0x56A6
21770,0x550A,JOINED_GAME,unknown,21768,0x5508,131,Function_131,0x538D..0x56A6
21788,0x551C,SKIP_CUTSCENE,unknown,21786,0x551A,131,Function_131,0x538D..0x56A6
21808,0x5530,START_CUTSCENE,unknown,21806,0x552E,131,Function_131,0x538D..0x56A6
21829,0x5545,IS_SPECTATOR,unknown,21827,0x5543,131,Function_131,0x538D..0x56A6
21848,0x5558,DISTRICT_HOST,unknown,21846,0x5556,131,Function_131,0x538D..0x56A6
21868,0x556C,NEEDS_REVIVAL,unknown,21866,0x556A,131,Function_131,0x538D..0x56A6
21888,0x5580,MP_BIT_MPLAW_MOSTWANTED,likely logic anchor,21886,0x557E,131,Function_131,0x538D..0x56A6
21918,0x559E,HAS_VIRAL_ACHIEVEMENT,unknown,21916,0x559C,131,Function_131,0x538D..0x56A6
21946,0x55BA,COMBATMODE_CASUAL,unknown,21944,0x55B8,131,Function_131,0x538D..0x56A6
21970,0x55D2,COMBATMODE_EXPERT,unknown,21968,0x55D0,131,Function_131,0x538D..0x56A6
21994,0x55EA,IN_ACTOR_PICKER,likely logic anchor,21992,0x55E8,131,Function_131,0x538D..0x56A6
22016,0x5600,MELEE_BLOCKED,unknown,22014,0x55FE,131,Function_131,0x538D..0x56A6
22036,0x5614,BLIND_FIRE,unknown,22034,0x5612,131,Function_131,0x538D..0x56A6
22053,0x5625,FREE_MODE_DEFENSE_ACTIVE,unknown,22051,0x5623,131,Function_131,0x538D..0x56A6
22084,0x5644,PLAYER_IS_GRIEFER,unknown,22082,0x5642,131,Function_131,0x538D..0x56A6
22108,0x565C,CANNOT_AFFORD_MINIGAME,unknown,22106,0x565A,131,Function_131,0x538D..0x56A6
22137,0x5679,FREE_MODE_DEFENSE_SPOONHOLDER,unknown,22135,0x5677,131,Function_131,0x538D..0x56A6
22173,0x569D,UNKNOWN,unknown,22171,0x569B,131,Function_131,0x538D..0x56A6
22202,0x56BA,TRIED TO USE IS_SLOT_DATA_VALID WITH BAD INDEX ,debug/display text,22200,0x56B8,132,Function_132,0x56A6..0x5747
22265,0x56F9,!,debug/display text,22263,0x56F7,132,Function_132,0x56A6..0x5747
22851,0x5943,BoxKiller,unknown,22849,0x5941,140,Function_140,0x5930..0x59A1
22885,0x5965,locked_footlocker,unknown,22883,0x5963,140,Function_140,0x5930..0x59A1
23132,0x5A5C,CTFBag_,unknown,23130,0x5A5A,148,Function_148,0x5A39..0x5A8B
23704,0x5C98,_INTSLOT,unknown,23702,0x5C96,152,Function_152,0x5C88..0x5CFD
23751,0x5CC7,PVP_STORE_INT: failed to store int value in slot,debug/display text,23749,0x5CC5,152,Function_152,0x5C88..0x5CFD
23821,0x5D0D,_INTSLOT,unknown,23819,0x5D0B,153,Function_153,0x5CFD..0x5D89
23881,0x5D49,PVP_RETRIEVE_INT: failed to retrieve int value from layout,debug/display text,23879,0x5D47,153,Function_153,0x5CFD..0x5D89
23961,0x5D99,challenge_01_128,unknown,23959,0x5D97,154,Function_154,0x5D89..0x5DFF
24315,0x5EFB,_DYNAMIC_XP,unknown,24313,0x5EF9,158,Function_158,0x5EE4..0x5F12
24361,0x5F29,_DYNAMIC_GOAL,unknown,24359,0x5F27,159,Function_159,0x5F12..0x5F42
24393,0x5F49,challenge_04_128,unknown,24391,0x5F47,160,Function_160,0x5F42..0x5F5B
24539,0x5FDB,mp_MasterHunter_Rank2_Blip,unknown,24537,0x5FD9,163,Function_163,0x5F80..0x613A
24635,0x603B,mp_MasterHunter_Rank3_Blip,unknown,24633,0x6039,163,Function_163,0x5F80..0x613A
24731,0x609B,mp_MasterHunter_Rank4_Blip,unknown,24729,0x6099,163,Function_163,0x5F80..0x613A
24827,0x60FB,mp_MasterHunter_Rank5_Blip,unknown,24825,0x60F9,163,Function_163,0x5F80..0x613A
24945,0x6171,Asking about a player with an index not = 0. Multiplayer Law Enforcement not yet implemented.,likely logic anchor,24943,0x616F,165,Function_165,0x6162..0x61D8
25075,0x61F3,NETReplicationItr,unknown,25073,0x61F1,166,Function_166,0x61D8..0x625B
