offset,offset_hex,opcode,width,value,actor_kind,operand_hex
98240,0x17FC0,37,1,8,eActorEnum_candidate,08
98250,0x17FCA,37,1,8,eActorEnum_candidate,08
98280,0x17FE8,37,1,9,eActorEnum_candidate,09
98288,0x17FF0,37,1,9,eActorEnum_candidate,09
98298,0x17FFA,37,1,9,eActorEnum_candidate,09
98574,0x1810E,39,3,9024219,,89 B2 DB
98587,0x1811B,39,3,11954779,,B6 6A 5B
98677,0x18175,40,4,549845879,,20 C5 FB 77
98782,0x181DE,38,2,45613,,B2 2D
99481,0x18499,37,1,247,eActorEnum_candidate,F7
99488,0x184A0,40,4,1804979752,,6B 95 CE 28
100867,0x18A03,37,1,16,eActorEnum_candidate,10
100894,0x18A1E,37,1,128,eActorEnum_candidate,80
100981,0x18A75,37,1,42,eActorEnum_candidate,2A
101017,0x18A99,37,1,31,eActorEnum_candidate,1F
101027,0x18AA3,37,1,13,eActorEnum_candidate,0D
101036,0x18AAC,37,1,31,eActorEnum_candidate,1F
101041,0x18AB1,37,1,8,eActorEnum_candidate,08
101075,0x18AD3,65,2,4096,,10 00
101184,0x18B40,37,1,16,eActorEnum_candidate,10
101191,0x18B47,37,1,128,eActorEnum_candidate,80
101310,0x18BBE,65,2,512,gang_actor,02 00
101376,0x18C00,37,1,64,eActorEnum_candidate,40
