offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
201,0xC9,83,call_candidate,call2,3,53 9F 55,-24747,-24543
213,0xD5,83,call_candidate,call2,3,53 9E EB,-24853,-24637
241,0xF1,83,call_candidate,call2,3,53 9E 9B,-24933,-24689
246,0xF6,83,call_candidate,call2,3,53 9E 32,-25038,-24789
272,0x110,98,branch_candidate,unconditional_jump,3,62 00 53,83,358
313,0x139,98,branch_candidate,unconditional_jump,3,62 00 2A,42,358
355,0x163,98,branch_candidate,unconditional_jump,3,62 00 00,0,358
362,0x16A,100,branch_candidate,jump_ne,3,64 00 6E,110,475
369,0x171,100,branch_candidate,jump_ne,3,64 00 18,24,396
393,0x189,98,branch_candidate,unconditional_jump,3,62 00 15,21,417
472,0x1D8,98,branch_candidate,unconditional_jump,3,62 00 46,70,545
557,0x22D,83,call_candidate,call2,3,53 9D D9,-25127,-24567
563,0x233,83,call_candidate,call2,3,53 9D A0,-25184,-24618
567,0x237,83,call_candidate,call2,3,53 9D 5D,-25251,-24681
590,0x24E,83,call_candidate,call2,3,53 9D 3E,-25282,-24689
613,0x265,83,call_candidate,call2,3,53 9D 3E,-25282,-24666
616,0x268,99,branch_candidate,jump_false,3,63 00 07,7,626
623,0x26F,83,call_candidate,call2,3,53 9D D9,-25127,-24501
626,0x272,83,call_candidate,call2,3,53 9D 18,-25320,-24691
637,0x27D,104,branch_candidate,jump_ge,3,68 00 13,19,659
656,0x290,98,branch_candidate,unconditional_jump,3,62 FF E5,-27,632
659,0x293,83,call_candidate,call2,3,53 96 68,-27032,-26370
670,0x29E,99,branch_candidate,jump_false,3,63 00 07,7,680
677,0x2A5,83,call_candidate,call2,3,53 93 71,-27791,-27111
683,0x2AB,99,branch_candidate,jump_false,3,63 00 4A,74,760
764,0x2FC,100,branch_candidate,jump_ne,3,64 00 0C,12,779
783,0x30F,100,branch_candidate,jump_ne,3,64 00 1B,27,813
810,0x32A,98,branch_candidate,unconditional_jump,3,62 00 1C,28,841
845,0x34D,100,branch_candidate,jump_ne,3,64 00 04,4,852
849,0x351,83,call_candidate,call2,3,53 92 5F,-28065,-27213
875,0x36B,98,branch_candidate,unconditional_jump,3,62 00 31,49,927
883,0x373,83,call_candidate,call2,3,53 92 24,-28124,-27238
886,0x376,98,branch_candidate,unconditional_jump,3,62 00 26,38,927
894,0x37E,83,call_candidate,call2,3,53 92 24,-28124,-27227
902,0x386,83,call_candidate,call2,3,53 92 24,-28124,-27219
905,0x389,98,branch_candidate,unconditional_jump,3,62 00 13,19,927
913,0x391,83,call_candidate,call2,3,53 92 24,-28124,-27208
921,0x399,83,call_candidate,call2,3,53 92 24,-28124,-27200
924,0x39C,98,branch_candidate,unconditional_jump,3,62 00 00,0,927
1026,0x402,99,branch_candidate,jump_false,3,63 00 07,7,1036
1033,0x409,98,branch_candidate,unconditional_jump,3,62 FF 93,-109,927
1059,0x423,83,call_candidate,call2,3,53 92 15,-28139,-27077
1064,0x428,83,call_candidate,call2,3,53 92 08,-28152,-27085
1068,0x42C,99,branch_candidate,jump_false,3,63 00 1C,28,1099
1092,0x444,83,call_candidate,call2,3,53 9D D9,-25127,-24032
1096,0x448,83,call_candidate,call2,3,53 91 FD,-28163,-27064
1113,0x459,99,branch_candidate,jump_false,3,63 06 5E,1630,2746
1119,0x45F,99,branch_candidate,jump_false,3,63 00 AA,170,1292
1125,0x465,99,branch_candidate,jump_false,3,63 00 7B,123,1251
1245,0x4DD,83,call_candidate,call2,3,53 91 66,-28314,-27066
1254,0x4E6,99,branch_candidate,jump_false,3,63 00 20,32,1289
1261,0x4ED,99,branch_candidate,jump_false,3,63 00 08,8,1272
1269,0x4F5,98,branch_candidate,unconditional_jump,3,62 00 11,17,1289
1280,0x500,99,branch_candidate,jump_false,3,63 00 06,6,1289
1289,0x509,98,branch_candidate,unconditional_jump,3,62 00 0E,14,1306
1294,0x50E,99,branch_candidate,jump_false,3,63 00 09,9,1306
1306,0x51A,83,call_candidate,call2,3,53 92 08,-28152,-26843
1310,0x51E,99,branch_candidate,jump_false,3,63 00 04,4,1317
1358,0x54E,98,branch_candidate,unconditional_jump,3,62 05 62,1378,2739
1379,0x563,99,branch_candidate,jump_false,3,63 00 04,4,1386
1383,0x567,83,call_candidate,call2,3,53 91 FD,-28163,-26777
1386,0x56A,98,branch_candidate,unconditional_jump,3,62 05 46,1350,2739
1389,0x56D,83,call_candidate,call2,3,53 90 FA,-28422,-27030
1392,0x570,99,branch_candidate,jump_false,3,63 00 5E,94,1489
1395,0x573,83,call_candidate,call2,3,53 90 B1,-28495,-27097
1398,0x576,83,call_candidate,call2,3,53 90 47,-28601,-27200
1401,0x579,83,call_candidate,call2,3,53 8F 92,-28782,-27378
1421,0x58D,83,call_candidate,call2,3,53 8D C0,-29248,-27824
1433,0x599,83,call_candidate,call2,3,53 81 D7,-32297,-30861
1445,0x5A5,83,call_candidate,call2,3,53 81 6F,-32401,-30953
1448,0x5A8,83,call_candidate,call2,3,53 81 5A,-32422,-30971
1458,0x5B2,99,branch_candidate,jump_false,3,63 00 05,5,1466
1463,0x5B7,83,call_candidate,call2,3,53 81 39,-32455,-30989
1472,0x5C0,83,call_candidate,call2,3,53 81 2D,-32467,-30992
1476,0x5C4,83,call_candidate,call2,3,53 91 FD,-28163,-26684
1483,0x5CB,83,call_candidate,call2,3,53 92 24,-28124,-26638
1486,0x5CE,83,call_candidate,call2,3,53 7D FE,32254,33743
1489,0x5D1,98,branch_candidate,unconditional_jump,3,62 04 DF,1247,2739
1492,0x5D4,83,call_candidate,call2,3,53 78 08,30728,32223
1498,0x5DA,99,branch_candidate,jump_false,3,63 00 1A,26,1527
1517,0x5ED,83,call_candidate,call2,3,53 77 BB,30651,32171
1521,0x5F1,83,call_candidate,call2,3,53 91 FD,-28163,-26639
1524,0x5F4,98,branch_candidate,unconditional_jump,3,62 00 12,18,1545
1533,0x5FD,83,call_candidate,call2,3,53 76 F3,30451,31987
1542,0x606,99,branch_candidate,jump_false,3,63 00 00,0,1545
1545,0x609,98,branch_candidate,unconditional_jump,3,62 04 A7,1191,2739
1551,0x60F,99,branch_candidate,jump_false,3,63 01 23,291,1845
1555,0x613,83,call_candidate,call2,3,53 76 D8,30424,31982
1558,0x616,99,branch_candidate,jump_false,3,63 01 19,281,1842
1575,0x627,99,branch_candidate,jump_false,3,63 01 05,261,1839
1578,0x62A,83,call_candidate,call2,3,53 72 B6,29366,30947
1581,0x62D,99,branch_candidate,jump_false,3,63 00 FC,252,1836
1587,0x633,83,call_candidate,call2,3,53 70 AC,28844,30434
1594,0x63A,83,call_candidate,call2,3,53 92 24,-28124,-26527
1603,0x643,83,call_candidate,call2,3,53 81 2D,-32467,-30861
1608,0x648,83,call_candidate,call2,3,53 81 2D,-32467,-30856
1613,0x64D,83,call_candidate,call2,3,53 81 2D,-32467,-30851
1622,0x656,83,call_candidate,call2,3,53 70 9F,28831,30456
1625,0x659,99,branch_candidate,jump_false,3,63 00 12,18,1646
1634,0x662,83,call_candidate,call2,3,53 76 F3,30451,32088
1643,0x66B,99,branch_candidate,jump_false,3,63 00 00,0,1646
1652,0x674,83,call_candidate,call2,3,53 81 2D,-32467,-30812
1655,0x677,83,call_candidate,call2,3,53 6F F5,28661,30319
1662,0x67E,83,call_candidate,call2,3,53 9D D9,-25127,-23462
1665,0x681,83,call_candidate,call2,3,53 6F DE,28638,30306
1671,0x687,83,call_candidate,call2,3,53 6F CB,28619,30293
1675,0x68B,83,call_candidate,call2,3,53 6F BA,28602,30280
1691,0x69B,83,call_candidate,call2,3,53 6F A8,28584,30278
1694,0x69E,99,branch_candidate,jump_false,3,63 00 1A,26,1723
1705,0x6A9,102,branch_candidate,jump_le,3,66 00 0F,15,1723
1714,0x6B2,99,branch_candidate,jump_false,3,63 00 06,6,1723
1755,0x6DB,83,call_candidate,call2,3,53 81 2D,-32467,-30709
1758,0x6DE,83,call_candidate,call2,3,53 61 59,24921,26682
1789,0x6FD,99,branch_candidate,jump_false,3,63 00 21,33,1825
1792,0x700,83,call_candidate,call2,3,53 61 59,24921,26716
1822,0x71E,98,branch_candidate,unconditional_jump,3,62 00 07,7,1832
1833,0x729,83,call_candidate,call2,3,53 91 FD,-28163,-26327
1836,0x72C,98,branch_candidate,unconditional_jump,3,62 00 00,0,1839
1839,0x72F,98,branch_candidate,unconditional_jump,3,62 00 00,0,1842
1842,0x732,98,branch_candidate,unconditional_jump,3,62 00 0D,13,1858
1851,0x73B,83,call_candidate,call2,3,53 81 2D,-32467,-30613
1855,0x73F,83,call_candidate,call2,3,53 91 FD,-28163,-26305
1858,0x742,98,branch_candidate,unconditional_jump,3,62 03 6E,878,2739
1867,0x74B,101,branch_candidate,jump_eq,3,65 00 03,3,1873
1873,0x751,83,call_candidate,call2,3,53 60 9D,24733,26609
1885,0x75D,99,branch_candidate,jump_false,3,63 00 06,6,1894
1891,0x763,98,branch_candidate,unconditional_jump,3,62 00 0B,11,1905
1896,0x768,99,branch_candidate,jump_false,3,63 00 06,6,1905
1902,0x76E,83,call_candidate,call2,3,53 96 68,-27032,-25127
1905,0x771,83,call_candidate,call2,3,53 55 85,21893,23801
1908,0x774,83,call_candidate,call2,3,53 53 B1,21425,23336
1911,0x777,83,call_candidate,call2,3,53 50 CC,20684,22598
1915,0x77B,83,call_candidate,call2,3,53 50 8B,20619,22537
1925,0x785,99,branch_candidate,jump_false,3,63 01 23,291,2219
1928,0x788,83,call_candidate,call2,3,53 50 4C,20556,22487
1931,0x78B,83,call_candidate,call2,3,53 2D E8,11752,13686
1934,0x78E,83,call_candidate,call2,3,53 1A 86,6790,8727
1939,0x793,83,call_candidate,call2,3,53 6F A8,28584,30526
1942,0x796,99,branch_candidate,jump_false,3,63 00 1A,26,1971
1945,0x799,83,call_candidate,call2,3,53 19 F7,6647,8595
1948,0x79C,83,call_candidate,call2,3,53 19 91,6545,8496
1951,0x79F,83,call_candidate,call2,3,53 19 19,6425,8379
1957,0x7A5,83,call_candidate,call2,3,53 18 8F,6287,8247
1960,0x7A8,83,call_candidate,call2,3,53 81 5A,-32422,-30459
1973,0x7B5,83,call_candidate,call2,3,53 6F A8,28584,30560
1976,0x7B8,99,branch_candidate,jump_false,3,63 00 24,36,2015
1979,0x7BB,83,call_candidate,call2,3,53 18 2E,6190,8172
1982,0x7BE,83,call_candidate,call2,3,53 17 F8,6136,8121
