input,file_name,platform,reader_endian_requested,returncode,duration_seconds,ok,decoded_size,object_start,function_count,decompiled_chars,error,error_type,stdout,stderr,reader_endian
D:\Games\Red Dead Redemption\Code_RED\build\mp_script_conversion_probe\magicrdr_import_export_probe\exported_back_plus_freemode\content\release64\multiplayer\freemode\freemode.wsc,freemode.wsc,Switch,Auto,0,2.147,True,114688,98304,1717,30957,,,"{""ok"":true,""input"":""D:\\Games\\Red Dead Redemption\\Code_RED\\build\\mp_script_conversion_probe\\magicrdr_import_export_probe\\exported_back_plus_freemode\\content\\release64\\multiplayer\\freemode\\freemode.wsc"",""platform"":""Switch"",""reader_endian"":""Little"",""decoded_size"":114688,""object_start"":98304,""function_count"":1717,""decompiled_chars"":30957,""error"":""""}",,Little
