string_offset,string_offset_hex,string_text,string_class,reference_instruction_offset,reference_instruction_offset_hex,owner_function_index,owner_function,owner_function_offset_range
6504,0x1968,READY,unknown,6502,0x1966,71,Function_71,0x18A7..0x1BC0
6516,0x1974,POKER_FOLDED,unknown,6514,0x1972,71,Function_71,0x18A7..0x1BC0
6535,0x1987,RACE_FINISHED,unknown,6533,0x1985,71,Function_71,0x18A7..0x1BC0
6555,0x199B,REGION_HOST,unknown,6553,0x1999,71,Function_71,0x18A7..0x1BC0
6573,0x19AD,ACTOR_HIDDEN,likely logic anchor,6571,0x19AB,71,Function_71,0x18A7..0x1BC0
6592,0x19C0,VOTE_TO_START,unknown,6590,0x19BE,71,Function_71,0x18A7..0x1BC0
6612,0x19D4,VOTE_TO_SKIP,unknown,6610,0x19D2,71,Function_71,0x18A7..0x1BC0
6631,0x19E7,VOTE_TO_REPLAY,unknown,6629,0x19E5,71,Function_71,0x18A7..0x1BC0
6652,0x19FC,IS_IN_LOBBY,unknown,6650,0x19FA,71,Function_71,0x18A7..0x1BC0
6670,0x1A0E,GAME_ARBITRATOR,unknown,6668,0x1A0C,71,Function_71,0x18A7..0x1BC0
6692,0x1A24,JOINED_GAME,unknown,6690,0x1A22,71,Function_71,0x18A7..0x1BC0
6710,0x1A36,SKIP_CUTSCENE,unknown,6708,0x1A34,71,Function_71,0x18A7..0x1BC0
6730,0x1A4A,START_CUTSCENE,unknown,6728,0x1A48,71,Function_71,0x18A7..0x1BC0
6751,0x1A5F,IS_SPECTATOR,unknown,6749,0x1A5D,71,Function_71,0x18A7..0x1BC0
6770,0x1A72,DISTRICT_HOST,unknown,6768,0x1A70,71,Function_71,0x18A7..0x1BC0
6790,0x1A86,NEEDS_REVIVAL,unknown,6788,0x1A84,71,Function_71,0x18A7..0x1BC0
6810,0x1A9A,MP_BIT_MPLAW_MOSTWANTED,likely logic anchor,6808,0x1A98,71,Function_71,0x18A7..0x1BC0
6840,0x1AB8,HAS_VIRAL_ACHIEVEMENT,unknown,6838,0x1AB6,71,Function_71,0x18A7..0x1BC0
6868,0x1AD4,COMBATMODE_CASUAL,unknown,6866,0x1AD2,71,Function_71,0x18A7..0x1BC0
6892,0x1AEC,COMBATMODE_EXPERT,unknown,6890,0x1AEA,71,Function_71,0x18A7..0x1BC0
6916,0x1B04,IN_ACTOR_PICKER,likely logic anchor,6914,0x1B02,71,Function_71,0x18A7..0x1BC0
6938,0x1B1A,MELEE_BLOCKED,unknown,6936,0x1B18,71,Function_71,0x18A7..0x1BC0
6958,0x1B2E,BLIND_FIRE,unknown,6956,0x1B2C,71,Function_71,0x18A7..0x1BC0
6975,0x1B3F,FREE_MODE_DEFENSE_ACTIVE,unknown,6973,0x1B3D,71,Function_71,0x18A7..0x1BC0
7006,0x1B5E,PLAYER_IS_GRIEFER,unknown,7004,0x1B5C,71,Function_71,0x18A7..0x1BC0
7030,0x1B76,CANNOT_AFFORD_MINIGAME,unknown,7028,0x1B74,71,Function_71,0x18A7..0x1BC0
7059,0x1B93,FREE_MODE_DEFENSE_SPOONHOLDER,unknown,7057,0x1B91,71,Function_71,0x18A7..0x1BC0
7095,0x1BB7,UNKNOWN,unknown,7093,0x1BB5,71,Function_71,0x18A7..0x1BC0
7124,0x1BD4,TRIED TO USE IS_SLOT_DATA_VALID WITH BAD INDEX ,debug/display text,7122,0x1BD2,72,Function_72,0x1BC0..0x1C61
7187,0x1C13,!,debug/display text,7185,0x1C11,72,Function_72,0x1BC0..0x1C61
7448,0x1D18,net_posse_led,unknown,7446,0x1D16,80,Function_80,0x1CFE..0x1EB9
7502,0x1D4E,net_posse_left,unknown,7500,0x1D4C,80,Function_80,0x1CFE..0x1EB9
7552,0x1D80,Slot,unknown,7550,0x1D7E,80,Function_80,0x1CFE..0x1EB9
7612,0x1DBC,net_posse_joined,unknown,7610,0x1DBA,80,Function_80,0x1CFE..0x1EB9
7663,0x1DEF,net_posse_member_added,unknown,7661,0x1DED,80,Function_80,0x1CFE..0x1EB9
7769,0x1E59,Slot,unknown,7767,0x1E57,80,Function_80,0x1CFE..0x1EB9
7822,0x1E8E,net_posse_member_removed,unknown,7820,0x1E8C,80,Function_80,0x1CFE..0x1EB9
7943,0x1F07,net.posse_prompt_teleport,unknown,7941,0x1F05,82,Function_82,0x1EDA..0x1F28
8094,0x1F9E,ArmUp,unknown,8092,0x1F9C,85,Function_85,0x1F41..0x1FBE
8115,0x1FB3,ArmUp,unknown,8113,0x1FB1,85,Function_85,0x1F41..0x1FBE
8541,0x215D,generateRandomLifetimeScore,unknown,8539,0x215B,102,Function_102,0x2156..0x218C
8642,0x21C2,DISABLE_HORSE_WHISTLE,likely logic anchor,8640,0x21C0,104,Function_104,0x21A5..0x21DE
8938,0x22EA,PosseGPSPath,unknown,8936,0x22E8,110,Function_110,0x2293..0x2333
9216,0x2400,Playerlayout,unknown,9214,0x23FE,114,Function_114,0x23F9..0x2480
9351,0x2487,Playerlayout,unknown,9349,0x2485,115,Function_115,0x2480..0x2656
9482,0x250A,state,unknown,9480,0x2508,115,Function_115,0x2480..0x2656
9503,0x251F,state,unknown,9501,0x251D,115,Function_115,0x2480..0x2656
9520,0x2530,state,unknown,9518,0x252E,115,Function_115,0x2480..0x2656
9541,0x2545,state,unknown,9539,0x2543,115,Function_115,0x2480..0x2656
9593,0x2579,timer,unknown,9591,0x2577,115,Function_115,0x2480..0x2656
9615,0x258F,state,unknown,9613,0x258D,115,Function_115,0x2480..0x2656
9633,0x25A1,timer,unknown,9631,0x259F,115,Function_115,0x2480..0x2656
9665,0x25C1,state,unknown,9663,0x25BF,115,Function_115,0x2480..0x2656
9780,0x2634,Playerlayout,unknown,9778,0x2632,115,Function_115,0x2480..0x2656
10047,0x273F,duel,unknown,10045,0x273D,118,Function_118,0x2698..0x27B5
10716,0x29DC,DroppedItem,likely logic anchor,10714,0x29DA,119,Function_119,0x27B5..0x32F9
10738,0x29F2,DroppedItem,likely logic anchor,10736,0x29F0,119,Function_119,0x27B5..0x32F9
10895,0x2A8F,DroppedWeapon,likely logic anchor,10893,0x2A8D,119,Function_119,0x27B5..0x32F9
10919,0x2AA7,DroppedWeapon,likely logic anchor,10917,0x2AA5,119,Function_119,0x27B5..0x32F9
11125,0x2B75,Weapon,unknown,11123,0x2B73,119,Function_119,0x27B5..0x32F9
11191,0x2BB7,Headshot,unknown,11189,0x2BB5,119,Function_119,0x27B5..0x32F9
11241,0x2BE9,KillBonus,unknown,11239,0x2BE7,119,Function_119,0x27B5..0x32F9
11942,0x2EA6,GENMESS_GUARDIANANGEL,unknown,11940,0x2EA4,119,Function_119,0x27B5..0x32F9
11973,0x2EC5,UN_Narr2_Gangel,likely logic anchor,11971,0x2EC3,119,Function_119,0x27B5..0x32F9
12192,0x2FA0,GENMESS_EYE4EYE,unknown,12190,0x2F9E,119,Function_119,0x27B5..0x32F9
12217,0x2FB9,UN_Narr2_Posthumous,unknown,12215,0x2FB7,119,Function_119,0x27B5..0x32F9
12764,0x31DC,mp_assist,unknown,12762,0x31DA,119,Function_119,0x27B5..0x32F9
12795,0x31FB,mp_assist_npc,unknown,12793,0x31F9,119,Function_119,0x27B5..0x32F9
13096,0x3328,_,unknown,13094,0x3326,120,Function_120,0x32F9..0x3368
13132,0x334C,_,unknown,13130,0x334A,120,Function_120,0x32F9..0x3368
13173,0x3375,_count,unknown,13171,0x3373,121,Function_121,0x3368..0x338B
13311,0x33FF,Killstreak_End,unknown,13309,0x33FD,123,Function_123,0x33C6..0x342C
13339,0x341B,Killstreak,unknown,13337,0x3419,123,Function_123,0x33C6..0x342C
13388,0x344C,XpComboTimer,unknown,13386,0x344A,124,Function_124,0x342C..0x347D
13414,0x3466,XpComboTimer,unknown,13412,0x3464,124,Function_124,0x342C..0x347D
13712,0x3590,STAT_INCREASE_INT_NOW: Attempting to use a Stat out of bounds.,debug/display text,13710,0x358E,130,Function_130,0x357D..0x379D
13797,0x35E5,STAT_INCREASE_INT_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ,debug/display text,13795,0x35E3,130,Function_130,0x357D..0x379D
13893,0x3645,"STAT_INCREASE_INT_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!",debug/display text,13891,0x3643,130,Function_130,0x357D..0x379D
14018,0x36C2,STAT_INCREASE_INT_NOW: iIncreaseValue < 0 - I am turning this into a positive number for you!,debug/display text,14016,0x36C0,130,Function_130,0x357D..0x379D
14271,0x37BF,,unknown,14269,0x37BD,131,Function_131,0x379D..0x3DCA
14295,0x37D7,+,unknown,14293,0x37D5,131,Function_131,0x379D..0x3DCA
14306,0x37E2,-,unknown,14304,0x37E0,131,Function_131,0x379D..0x3DCA
14368,0x3820,$,unknown,14366,0x381E,131,Function_131,0x379D..0x3DCA
14452,0x3874,,unknown,14450,0x3872,131,Function_131,0x379D..0x3DCA
14480,0x3890, lbs,debug/display text,14478,0x388E,131,Function_131,0x379D..0x3DCA
14544,0x38D0, ton,debug/display text,14542,0x38CE,131,Function_131,0x379D..0x3DCA
14697,0x3969, days,debug/display text,14695,0x3967,131,Function_131,0x379D..0x3DCA
14719,0x397F, day,debug/display text,14717,0x397D,131,Function_131,0x379D..0x3DCA
14751,0x399F, ,debug/display text,14749,0x399D,131,Function_131,0x379D..0x3DCA
14782,0x39BE, hr,debug/display text,14780,0x39BC,131,Function_131,0x379D..0x3DCA
14813,0x39DD, ,debug/display text,14811,0x39DB,131,Function_131,0x379D..0x3DCA
14844,0x39FC, min,debug/display text,14842,0x39FA,131,Function_131,0x379D..0x3DCA
14876,0x3A1C, ,debug/display text,14874,0x3A1A,131,Function_131,0x379D..0x3DCA
14907,0x3A3B, sec,debug/display text,14905,0x3A39,131,Function_131,0x379D..0x3DCA
14947,0x3A63, min,debug/display text,14945,0x3A61,131,Function_131,0x379D..0x3DCA
14986,0x3A8A, ,debug/display text,14984,0x3A88,131,Function_131,0x379D..0x3DCA
15017,0x3AA9, sec,debug/display text,15015,0x3AA7,131,Function_131,0x379D..0x3DCA
15051,0x3ACB, sec,debug/display text,15049,0x3AC9,131,Function_131,0x379D..0x3DCA
15186,0x3B52, mi,debug/display text,15184,0x3B50,131,Function_131,0x379D..0x3DCA
15206,0x3B66, ft,debug/display text,15204,0x3B64,131,Function_131,0x379D..0x3DCA
15302,0x3BC6, days,debug/display text,15300,0x3BC4,131,Function_131,0x379D..0x3DCA
15324,0x3BDC, day,debug/display text,15322,0x3BDA,131,Function_131,0x379D..0x3DCA
15353,0x3BF9,stat_of,unknown,15351,0x3BF7,131,Function_131,0x379D..0x3DCA
15581,0x3CDD,,unknown,15579,0x3CDB,131,Function_131,0x379D..0x3DCA
15638,0x3D16,Common_Null,unknown,15636,0x3D14,131,Function_131,0x379D..0x3DCA
15697,0x3D51,,unknown,15695,0x3D4F,131,Function_131,0x379D..0x3DCA
15758,0x3D8E,,unknown,15756,0x3D8C,131,Function_131,0x379D..0x3DCA
15798,0x3DB6,,unknown,15796,0x3DB4,131,Function_131,0x379D..0x3DCA
15861,0x3DF5,lvl_,unknown,15859,0x3DF3,134,Function_134,0x3DE3..0x3ED8
15880,0x3E08,_icon,unknown,15878,0x3E06,134,Function_134,0x3DE3..0x3ED8
15903,0x3E1F,icon_prestige_award_,unknown,15901,0x3E1D,134,Function_134,0x3DE3..0x3ED8
15947,0x3E4B,icon_prestige_,unknown,15945,0x3E49,134,Function_134,0x3DE3..0x3ED8
15995,0x3E7B,icon_prestige_award_4,unknown,15993,0x3E79,134,Function_134,0x3DE3..0x3ED8
16026,0x3E9A,icon_prestige_award_,unknown,16024,0x3E98,134,Function_134,0x3DE3..0x3ED8
16069,0x3EC5,_color,unknown,16067,0x3EC3,134,Function_134,0x3DE3..0x3ED8
16238,0x3F6E,STAT_CALCULATE_PROGRESSBAR_VALUES: STAT_INVALID,debug/display text,16236,0x3F6C,138,Function_138,0x3F61..0x4091
16567,0x40B7,STAT_GET_VALUE: STAT_INVALID,debug/display text,16565,0x40B5,140,Function_140,0x40A0..0x40D9
16614,0x40E6,STAT_GET_MAX_VALUE: STAT_INVALID,debug/display text,16612,0x40E4,141,Function_141,0x40D9..0x4116
16703,0x413F,STAT_CHECK_RANGES: Attempting to decrement a STAT out of its fMaxRange - ,debug/display text,16701,0x413D,142,Function_142,0x4116..0x42B0
16795,0x419B,STAT_CHECK_RANGES: Attempting to increment a STAT out of its fMaxRange,debug/display text,16793,0x4199,142,Function_142,0x4116..0x42B0
16905,0x4209,STAT_CHECK_RANGES: Attempting to decrement a STAT out of its fMinRange - ,debug/display text,16903,0x4207,142,Function_142,0x4116..0x42B0
16997,0x4265,STAT_CHECK_RANGES: Attempting to decrement a STAT out of its fMinRange,debug/display text,16995,0x4263,142,Function_142,0x4116..0x42B0
17091,0x42C3,STAT_UPDATE_MY_LIFETIME_STAT: Attempting to use a Stat out of bounds.,debug/display text,17089,0x42C1,143,Function_143,0x42B0..0x44F4
17199,0x432F,STAT_UPDATE_MY_LIFETIME_STAT: Attempting to use a LifetimeStat out of bounds.,debug/display text,17197,0x432D,143,Function_143,0x42B0..0x44F4
17394,0x43F2,STAT_UPDATE_MY_LIFETIME_STAT: Attempting to increment a LifetimeStat out of its fMaxRange.,debug/display text,17392,0x43F0,143,Function_143,0x42B0..0x44F4
17540,0x4484,STAT_UPDATE_MY_LIFETIME_STAT: Attempting to decrement a LifetimeStat out of its fMinRange.,debug/display text,17538,0x4482,143,Function_143,0x42B0..0x44F4
18680,0x48F8,challenge_04_128,unknown,18678,0x48F6,148,Function_148,0x48C0..0x492C
18781,0x495D,SaveLoad,unknown,18779,0x495B,150,Function_150,0x4955..0x49DE
18792,0x4968,"Multiplayer Save Triggered, will be picked up by Multiplayer_update_thread soon enough",debug/display text,18790,0x4966,150,Function_150,0x4955..0x49DE
19369,0x4BA9,"For whatever reason, the system thinks we have more than 50 completed quests. This is bad, since the array we save them in only has 20 elements. Capping it and saving. Your save may not include all of the things you like in it.",debug/display text,19367,0x4BA7,154,Function_154,0x4B69..0x4CF7
19767,0x4D37,"For whatever reason, the system thinks we have more than 20 active quests. This is bad, since the array we save them in only has 20 elements. Capping it and saving. Your save may not include all of the things you like in it.",debug/display text,19765,0x4D35,155,Function_155,0x4CF7..0x4EAB
20657,0x50B1,fav_non,unknown,20655,0x50AF,158,Function_158,0x50AA..0x5150
20795,0x513B,fwep_,unknown,20793,0x5139,158,Function_158,0x50AA..0x5150
20835,0x5163,STAT_SET_VALUE_AS_INT_NOW: Attempting to use a Stat out of bounds.,debug/display text,20833,0x5161,159,Function_159,0x5150..0x53EB
20922,0x51BA,STAT_SET_VALUE_AS_INT_NOW: You cannot set value of this STAT_TYPE_LIFETIME directly: ,debug/display text,20920,0x51B8,159,Function_159,0x5150..0x53EB
21026,0x5222,"STAT_SET_VALUE_AS_INT_NOW: You cannot set value of a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!",debug/display text,21024,0x5220,159,Function_159,0x5150..0x53EB
21164,0x52AC,STAT_SET_VALUE_AS_INT_NOW: You cannot set value of this STAT_TYPE_COLLECTIBLE directly: ,debug/display text,21162,0x52AA,159,Function_159,0x5150..0x53EB
21271,0x5317,"STAT_SET_VALUE_AS_INT_NOW: You cannot set value of a STAT_TYPE_COLLECTIBLE directly, only increase and decrease operations are allowed",debug/display text,21269,0x5315,159,Function_159,0x5150..0x53EB
21496,0x53F8,STAT_GET_VALUE_AS_INT: STAT_INVALID,debug/display text,21494,0x53F6,160,Function_160,0x53EB..0x542C
21555,0x5433,fav_non,unknown,21553,0x5431,161,Function_161,0x542C..0x54B5
21661,0x549D,fwep_,unknown,21659,0x549B,161,Function_161,0x542C..0x54B5
21692,0x54BC,fav_non,unknown,21690,0x54BA,162,Function_162,0x54B5..0x554C
21812,0x5534,fwep_,unknown,21810,0x5532,162,Function_162,0x54B5..0x554C
21843,0x5553,fav_non,unknown,21841,0x5551,163,Function_163,0x554C..0x55CB
21942,0x55B6,fwep_,unknown,21940,0x55B4,163,Function_163,0x554C..0x55CB
22039,0x5617,STAT_INCREASE_NOW: Attempting to use a Stat out of bounds.,debug/display text,22037,0x5615,165,Function_165,0x5604..0x580E
22118,0x5666,STAT_INCREASE_NOW: You cannot increase this STAT_TYPE_LIFETIME directly: ,debug/display text,22116,0x5664,165,Function_165,0x5604..0x580E
22210,0x56C2,"STAT_INCREASE_NOW: You cannot increase a STAT_TYPE_LIFETIME directly, use the COLLECTION version instead!",debug/display text,22208,0x56C0,165,Function_165,0x5604..0x580E
22330,0x573A,STAT_INCREASE_NOW: fIncreaseValue < 0.0 - I am turning this into a positive number for you!,debug/display text,22328,0x5738,165,Function_165,0x5604..0x580E
22613,0x5855,CanSaveNowAutoSave,unknown,22611,0x5853,168,Function_168,0x582C..0x586E
25442,0x6362,Here's what we're returning as a save spot: ,debug/display text,25440,0x6360,177,Function_177,0x5B7C..0x63A1
25698,0x6462,bPlayerSleeping,unknown,25696,0x6460,179,Function_179,0x63DC..0x6480
25869,0x650D,CQueue_X,unknown,25867,0x650B,182,Function_182,0x6506..0x6527
25902,0x652E,CQueue_T,unknown,25900,0x652C,183,Function_183,0x6527..0x6548
25935,0x654F,CQueue_H,unknown,25933,0x654D,184,Function_184,0x6548..0x6569
25968,0x6570,CQueue_Count,unknown,25966,0x656E,185,Function_185,0x6569..0x657E
26005,0x6595,_,unknown,26003,0x6593,186,Function_186,0x657E..0x65B2
26180,0x6644,_des,unknown,26178,0x6642,188,Function_188,0x6634..0x6654
26219,0x666B,_DYNAMIC_TITLE,unknown,26217,0x6669,189,Function_189,0x6654..0x6685
26779,0x689B,_INTSLOT,unknown,26777,0x6899,194,Function_194,0x6874..0x69C0
26849,0x68E1,_FLOATSLOT,unknown,26847,0x68DF,194,Function_194,0x6874..0x69C0
26935,0x6937,_TIMERSLOT,unknown,26933,0x6935,194,Function_194,0x6874..0x69C0
27004,0x697C,_OBJECTSLOT,unknown,27002,0x697A,194,Function_194,0x6874..0x69C0
27079,0x69C7,AmbientMissions_Layout,likely logic anchor,27077,0x69C5,195,Function_195,0x69C0..0x6A0D
27118,0x69EE,AmbientMissions_Layout,likely logic anchor,27116,0x69EC,195,Function_195,0x69C0..0x6A0D
27192,0x6A38,_FLOATSLOT,unknown,27190,0x6A36,196,Function_196,0x6A0D..0x6AA7
27243,0x6A6B,PVP_STORE_FLOAT: failed to store float value in slot,debug/display text,27241,0x6A69,196,Function_196,0x6A0D..0x6AA7
27341,0x6ACD,_FLOATSLOT,unknown,27339,0x6ACB,197,Function_197,0x6AA7..0x6B4D
27403,0x6B0B,PVP_RETRIEVE_FLOAT: failed to retrieve float value from slot,debug/display text,27401,0x6B09,197,Function_197,0x6AA7..0x6B4D
27503,0x6B6F,_info,unknown,27501,0x6B6D,198,Function_198,0x6B4D..0x6C41
27537,0x6B91,_num,unknown,27535,0x6B8F,198,Function_198,0x6B4D..0x6C41
27580,0x6BBC,_num2,unknown,27578,0x6BBA,198,Function_198,0x6B4D..0x6C41
27624,0x6BE8,_num3,unknown,27622,0x6BE6,198,Function_198,0x6B4D..0x6C41
27668,0x6C14,_num4,unknown,27666,0x6C12,198,Function_198,0x6B4D..0x6C41
27777,0x6C81,challenge_04_128,unknown,27775,0x6C7F,201,Function_201,0x6C71..0x6D01
28137,0x6DE9,_DYNAMIC_XP,unknown,28135,0x6DE7,204,Function_204,0x6DD2..0x6E00
28183,0x6E17,_DYNAMIC_GOAL,unknown,28181,0x6E15,205,Function_205,0x6E00..0x6E30
28240,0x6E50,UN_UNDEADTEAMPLAYER_64,unknown,28238,0x6E4E,207,Function_207,0x6E44..0x6E86
28269,0x6E6D,UN_UNDEADTEAMPLAYER_128,unknown,28267,0x6E6B,207,Function_207,0x6E44..0x6E86
28347,0x6EBB,_INTSLOT,unknown,28345,0x6EB9,210,Function_210,0x6EAB..0x6F20
28394,0x6EEA,PVP_STORE_INT: failed to store int value in slot,debug/display text,28392,0x6EE8,210,Function_210,0x6EAB..0x6F20
28676,0x7004,ERROR: Trying to get value of TIMER that has not been started!,debug/display text,28674,0x7002,216,Function_216,0x6FD9..0x70A1
28744,0x7048,"WARNING: Trying to get value of TIMER that has not been started! Returning 0.0 
",debug/display text,28742,0x7046,216,Function_216,0x6FD9..0x70A1
29422,0x72EE,UN_UNDEADKILLCHAIN_64,unknown,29420,0x72EC,220,Function_220,0x72E2..0x7322
29450,0x730A,UN_UNDEADKILLCHAIN_128,unknown,29448,0x7308,220,Function_220,0x72E2..0x7322
30440,0x76E8,UN_UNDEADKILLS_64,unknown,30438,0x76E6,223,Function_223,0x76DC..0x7714
30464,0x7700,UN_UNDEADKILLS_128,unknown,30462,0x76FE,223,Function_223,0x76DC..0x7714
30739,0x7813,Zombie,unknown,30737,0x7811,229,Function_229,0x77F5..0x7831
30756,0x7824,Zombie,unknown,30754,0x7822,229,Function_229,0x77F5..0x7831
