offset,offset_hex,opcode,kind,semantics,instruction_size,instruction_hex,delta,target_candidate
29,0x1D,83,call_candidate,call2,3,53 02 CB,715,747
44,0x2C,83,call_candidate,call2,3,53 02 1B,539,586
87,0x57,82,call_candidate,call2,3,52 FE 91,-367,-277
90,0x5A,82,call_candidate,call2,3,52 FB 5C,-1188,-1095
93,0x5D,82,call_candidate,call2,3,52 B5 0C,-19188,-19092
112,0x70,82,call_candidate,call2,3,52 B4 BC,-19268,-19153
122,0x7A,82,call_candidate,call2,3,52 B4 AD,-19283,-19158
126,0x7E,99,branch_candidate,jump_false,3,63 01 23,291,420
129,0x81,82,call_candidate,call2,3,52 B3 88,-19576,-19444
132,0x84,82,call_candidate,call2,3,52 8F 16,-28906,-28771
135,0x87,82,call_candidate,call2,3,52 26 6B,9835,9973
150,0x96,99,branch_candidate,jump_false,3,63 00 03,3,156
153,0x99,82,call_candidate,call2,3,52 24 80,9344,9500
164,0xA4,99,branch_candidate,jump_false,3,63 00 07,7,174
171,0xAB,82,call_candidate,call2,3,52 23 F9,9209,9383
181,0xB5,82,call_candidate,call2,3,52 23 A0,9120,9304
184,0xB8,99,branch_candidate,jump_false,3,63 00 03,3,190
187,0xBB,82,call_candidate,call2,3,52 22 17,8727,8917
193,0xC1,99,branch_candidate,jump_false,3,63 00 BA,186,382
199,0xC7,99,branch_candidate,jump_false,3,63 00 06,6,208
205,0xCD,82,call_candidate,call2,3,52 21 56,8534,8742
209,0xD1,82,call_candidate,call2,3,52 21 15,8469,8681
213,0xD5,82,call_candidate,call2,3,52 21 15,8469,8685
220,0xDC,99,branch_candidate,jump_false,3,63 00 25,37,260
227,0xE3,99,branch_candidate,jump_false,3,63 00 10,16,246
237,0xED,99,branch_candidate,jump_false,3,63 00 03,3,243
243,0xF3,98,branch_candidate,unconditional_jump,3,62 00 04,4,250
254,0xFE,82,call_candidate,call2,3,52 21 06,8454,8711
257,0x101,98,branch_candidate,unconditional_jump,3,62 00 14,20,280
264,0x108,82,call_candidate,call2,3,52 20 F9,8441,8708
267,0x10B,99,branch_candidate,jump_false,3,63 00 0A,10,280
270,0x10E,82,call_candidate,call2,3,52 20 EA,8426,8699
277,0x115,82,call_candidate,call2,3,52 20 D7,8407,8687
287,0x11F,82,call_candidate,call2,3,52 23 A0,9120,9410
290,0x122,99,branch_candidate,jump_false,3,63 00 40,64,357
297,0x129,82,call_candidate,call2,3,52 20 F9,8441,8741
301,0x12D,99,branch_candidate,jump_false,3,63 00 35,53,357
318,0x13E,99,branch_candidate,jump_false,3,63 00 21,33,354
326,0x146,101,branch_candidate,jump_eq,3,65 00 19,25,354
339,0x153,99,branch_candidate,jump_false,3,63 00 0C,12,354
351,0x15F,98,branch_candidate,unconditional_jump,3,62 00 00,0,354
354,0x162,98,branch_candidate,unconditional_jump,3,62 00 00,0,357
364,0x16C,82,call_candidate,call2,3,52 23 A0,9120,9487
367,0x16F,99,branch_candidate,jump_false,3,63 00 03,3,373
370,0x172,82,call_candidate,call2,3,52 20 EA,8426,8799
373,0x175,82,call_candidate,call2,3,52 1C FE,7422,7798
376,0x178,82,call_candidate,call2,3,52 0D 86,3462,3841
379,0x17B,98,branch_candidate,unconditional_jump,3,62 00 0E,14,396
386,0x182,99,branch_candidate,jump_false,3,63 00 07,7,396
393,0x189,83,call_candidate,call2,3,53 02 1B,539,935
396,0x18C,82,call_candidate,call2,3,52 07 FF,2047,2446
