source,relative_path,source_size,source_sha1,output,output_relative_path,status,error,decoded_size,decoded_sha256,output_size,output_sha1,bridge_stdout,bridge_stderr,runtime_compatibility,lzx_magic,lzx_compressed_size,expected_unpacked_size,codec,compressed_size,output_sha256,validate_ok,runtime_note,pc_table_normalization,object_start,converted_header_words,converted_page_pointer_words,converted_native_hash_words,converted_static_words,warning,script_header_words_be,code_size,parameter_count,static_count,static_pointer,native_count,native_pointer,page_pointer_table,page_count
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\multiplayer_system_thread.xsc,multiplayer_system_thread.xsc,29428,6DD6456F9F6DE374B52F1A7CEF48471805ECB62D,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\multiplayer_system_thread.wsc,multiplayer_system_thread.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,73728,55BE5D4078EE4C6AFCB67CC14253F6F5639CA9EF3E0B0731AC69699948EFD30A,29529,7749E850C76987746BB70EC818BB039B2C6D0143,"{""status"":""ok"",""hr"":0,""input_size"":29404,""output_size"":73728,""message"":""""}",,unproven,0x0FF512F1,29404,73728,zstd-level-22-no-content-size,29513,9BA3A9F7EDA6C00EE34832920452BCD7C4D4EE7E6FEFF638A57860C5BE00BCD9,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,65536,10,5,331,522,,"['0xA8D74300', '0x50011080', '0x500110B0', '0x000102EA', '0x00000000', '0x0000020A', '0x50010030', '0x349D018A', '0x0000014B', '0x50010860']",66282,0,522,65584,331,67680,69808,5
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\multiplayer_update_thread.xsc,multiplayer_update_thread.xsc,22824,AF254ECF5FB559A5C5A1BE063DF454ED5DDB231E,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\multiplayer_update_thread.wsc,multiplayer_update_thread.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,57344,2B8D82A41B574D6B9D73669BD158C413FC2F5BC1FE9FABD3F9D8319AD9A9D4BC,22948,C28C0A26880A6F4B5C8002C75A565685CD15B793,"{""status"":""ok"",""hr"":0,""input_size"":22800,""output_size"":57344,""message"":""""}",,unproven,0x0FF512F1,22800,57344,zstd-level-22-no-content-size,22932,1257D57159657A8FE8A976DAE431DA8E0820C758F51609EC25B4E0D904319E4A,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,49152,10,4,262,138,,"['0xA8D74300', '0x5000D2E0', '0x5000D300', '0x0000CC59', '0x00000000', '0x0000008A', '0x5000D0B0', '0x349D018A', '0x00000106', '0x5000CC90']",52313,0,138,53424,262,52368,54016,4
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\playground\jt_mpplayground.xsc,playground/jt_mpplayground.xsc,43664,8DA39BF6AFE07AD5A418FDDD15534AA8ACBBBCDB,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\playground\jt_mpplayground.wsc,playground/jt_mpplayground.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,102400,2B96C7B2ACFDB96D8928EFEAA421257A841ADBACFD714C32C934DAA72618AB5C,44243,55B0B46F7A9500C85BDBE957827CB936000DEBBF,"{""status"":""ok"",""hr"":0,""input_size"":43640,""output_size"":102400,""message"":""""}",,unproven,0x0FF512F1,43640,102400,zstd-level-22-no-content-size,44227,DE22290FA90344E97FD1D5BD3E84BED3F939FB58AF4C2441D0439DA623274A0E,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,98304,10,6,659,86,,"['0xA8D74300', '0x50017D40', '0x50017D70', '0x00017BDA', '0x00000000', '0x00000056', '0x50017BE0', '0x349D018A', '0x00000293', '0x50018030']",97242,0,86,97248,659,98352,97648,6
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\playground\mpplayground.xsc,playground/mpplayground.xsc,30432,7B66214EE11EC9A73E11BA78AEA7942BAAEBCA0F,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\playground\mpplayground.wsc,playground/mpplayground.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,77824,5A0ACB9E51E5709C76572359A43214A91151D97EC71937A24BD486A139C3CBB7,30584,E926AFB4017DF5C5951DB5E48258F6BB6459531F,"{""status"":""ok"",""hr"":0,""input_size"":30408,""output_size"":77824,""message"":""""}",,unproven,0x0FF512F1,30408,77824,zstd-level-22-no-content-size,30568,06C266FACD5B1FB214157185B0DF9F45A73C6EEB9098E018B3A47BC88BF18BDF,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,73728,10,5,404,5,,"['0xA8D74300', '0x50011AD0', '0x50011B00', '0x00011479', '0x00000000', '0x00000005', '0x50011B20', '0x349D018A', '0x00000194', '0x50011480']",70777,0,5,72480,404,70784,72448,5
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\playground\simple_mpplayground.xsc,playground/simple_mpplayground.xsc,41326,611C2DE86E3255E5B933CED05B1CFE3E220F801C,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\playground\simple_mpplayground.wsc,playground/simple_mpplayground.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,102400,9F35470131345AFE895F687A4040A17ACA6CEF1E3EC86674C627E2F44445CF42,41594,CBEA473F8667EF8BB4080D50B0EF7D9D1D3518CC,"{""status"":""ok"",""hr"":0,""input_size"":41302,""output_size"":102400,""message"":""""}",,unproven,0x0FF512F1,41302,102400,zstd-level-22-no-content-size,41578,D22DD35281C5DCC33F744D7F5355930F656FD73E89AF1AD4AB2CF07006C94F54,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,98304,10,6,609,92,,"['0xA8D74300', '0x50018B30', '0x50018B60', '0x0001666E', '0x00000000', '0x0000005C', '0x500189C0', '0x349D018A', '0x00000261', '0x50018030']",91758,0,92,100800,609,98352,101216,6
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\playground\test001.xsc,playground/test001.xsc,268,170E214980ED5B8B15AA8938468A160EF7997815,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\playground\test001.wsc,playground/test001.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,4096,3785CBA5D2B970287D927D4847667AA7EC765DF3A5082FDEF2C11E2028998954,196,34F665005D1C514ABE665CD5161A0D5F2EBF1FF2,"{""status"":""ok"",""hr"":0,""input_size"":244,""output_size"":4096,""message"":""""}",,unproven,0x0FF512F1,244,4096,zstd-level-10-no-content-size,180,A89D66A0A9CE621D24766D9088D1B0B3D7A21958D33A9680686519C2086DC735,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,0,10,1,5,0,,"['0xA8D74300', '0x500000B0', '0x500000F0', '0x0000007D', '0x00000000', '0x00000000', '0x50000100', '0x349D018A', '0x00000005', '0x500000D0']",125,0,0,256,5,208,240,1
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\pr_multiplayer.xsc,pr_multiplayer.xsc,14510,1C47BE25F28029C96D4E0384CBDE3C3C11C82FC7,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\pr_multiplayer.wsc,pr_multiplayer.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,36864,A4B9F0C39878E880FDC568BF902D6DA98F7976161BB1DC3481BD5F421CDC9600,14522,E92C01B3463C12455DD18018EF565D4E0B643122,"{""status"":""ok"",""hr"":0,""input_size"":14486,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,14486,36864,zstd-level-22-no-content-size,14506,52881C38412D38AD41E83F0184C84B7910478171F890EB1131BF6CA4B5A8970E,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,32768,10,2,214,492,,"['0xA8D74300', '0x50008B40', '0x50008B60', '0x00006AEF', '0x00000000', '0x000001EC', '0x50008030', '0x349D018A', '0x000000D6', '0x500087E0']",27375,0,492,32816,214,34784,35680,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\coop\coopbasic.xsc,regions/coop/coopbasic.xsc,9324,DD91A3FCDCF1708EA8D945162EF4ADD2FD8264AF,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\coop\coopbasic.wsc,regions/coop/coopbasic.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,20480,869D9265B26057755B193B7AAB7189DF0C8958CB04CB77636F977F5D35862EB1,9340,FEACCD1D977513EA40315468110DA9CEB3F4D897,"{""status"":""ok"",""hr"":0,""input_size"":9300,""output_size"":20480,""message"":""""}",,unproven,0x0FF512F1,9300,20480,zstd-level-22-no-content-size,9324,5288F8DF941220211F9F61A79D69DD9C0A3CDD7D3FB74C3C1E32E63AB6FF31D5,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,16384,10,1,172,519,,"['0xA8D74300', '0x50003FC0', '0x50003FE0', '0x00003FBA', '0x00000000', '0x00000207', '0x50004030', '0x349D018A', '0x000000AC', '0x50004850']",16314,0,519,16432,172,18512,16352,1
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm.xsc,regions/ctf_arm/ctf_arm.xsc,12574,FAEFFE82714FF7F5BAEB3CCE94F564E9C5D6835B,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_arm\ctf_arm.wsc,regions/ctf_arm/ctf_arm.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,36864,4101561043A58FAB6BDD5CE3BA7A4D4BD6D8FE11DFB2D0F4E111AEA543B4FD60,12684,3A6F6FFE8828F13E14F719C2E8D25C28B40A82FD,"{""status"":""ok"",""hr"":0,""input_size"":12550,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,12550,36864,zstd-level-22-no-content-size,12668,AB977C3D14E0C89F82FF668B7E242811091B8E17FAB797422D26541D7A386985,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,32768,10,2,183,650,,"['0xA8D74300', '0x50008D40', '0x50008D60', '0x000060C4', '0x00000000', '0x0000028A', '0x50008030', '0x349D018A', '0x000000B7', '0x50008A60']",24772,0,650,32816,183,35424,36192,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_single.xsc,regions/ctf_arm/ctf_arm_single.xsc,12312,275426CA9C6FDDB60B086953B3EB10C3933CCC5A,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_arm\ctf_arm_single.wsc,regions/ctf_arm/ctf_arm_single.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,B83EFBFECD9C9B74167E2A7A0E484D4A44D03D111E01474B7D66A58A67AECF10,12438,23E9204BBF993E196927279BE8045931089740B4,"{""status"":""ok"",""hr"":0,""input_size"":12288,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,12288,28672,zstd-level-22-no-content-size,12422,CE2054477E56CFDA9486B7C13BDB593B6E1194AEA09D4B96403F938D09920ACC,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,192,612,,"['0xA8D74300', '0x50005DF0', '0x50005E10', '0x00005DE4', '0x00000000', '0x00000264', '0x50006030', '0x349D018A', '0x000000C0', '0x500069C0']",24036,0,612,24624,192,27072,24080,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_arm\ctf_arm_sym.xsc,regions/ctf_arm/ctf_arm_sym.xsc,12246,EEDB3A84BF1FECD8399CA576E33DB09C295CEC24,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_arm\ctf_arm_sym.wsc,regions/ctf_arm/ctf_arm_sym.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,32CD56464C1A16C3844C967ED69A2402CD13C76945BABFBC32EC2A680D0A95A4,12367,F09E8992E0B39676283208746BA5BA260E8C1EDA,"{""status"":""ok"",""hr"":0,""input_size"":12222,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,12222,28672,zstd-level-22-no-content-size,12351,6303A4372EA86E48BB40BD679883F3751EA09B65641C7C7B39BF2E0B69EA002A,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,192,612,,"['0xA8D74300', '0x50005FD0', '0x50005FF0', '0x00005CCA', '0x00000000', '0x00000264', '0x50006030', '0x349D018A', '0x000000C0', '0x50005CD0']",23754,0,612,24624,192,23760,24560,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu.xsc,regions/ctf_chu/ctf_chu.xsc,11364,36727DCDB3C22F91DAFB126151D057B0CA2606FB,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_chu\ctf_chu.wsc,regions/ctf_chu/ctf_chu.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,EC875B3FF7B5B30D6025B313A83DD24D84E825BCC79EA7559B8E34F3C6288B3D,11424,0E1C43000D703D85B7220CE916ABF1847B741253,"{""status"":""ok"",""hr"":0,""input_size"":11340,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11340,28672,zstd-level-22-no-content-size,11408,FCB8A4A7221F71624D75EEB5A8D1911063B2897775EE4CDBE23C35CDE2775908,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,183,433,,"['0xA8D74300', '0x50005E50', '0x50005E70', '0x0000549E', '0x00000000', '0x000001B1', '0x500054A0', '0x349D018A', '0x000000B7', '0x50005B70']",21662,0,433,21664,183,23408,24176,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_single.xsc,regions/ctf_chu/ctf_chu_single.xsc,11380,0A76CF9D328BA2A0E36F0FC09BA2770C3349FDA5,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_chu\ctf_chu_single.wsc,regions/ctf_chu/ctf_chu_single.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,CBFB6BF6EF78252972F1993BC5061B6B6BFC8F1746AA2DB1171974CAF800CEFD,11447,AA3B011D8156D403CB3252B44567C00A3C7E7528,"{""status"":""ok"",""hr"":0,""input_size"":11356,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11356,28672,zstd-level-22-no-content-size,11431,6B3FDD737EA4F9B55C76086E054739498A136C7F381C66C96B393506EC06E916,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,185,456,,"['0xA8D74300', '0x50005E40', '0x50005E60', '0x0000542F', '0x00000000', '0x000001C8', '0x50005430', '0x349D018A', '0x000000B9', '0x50005B50']",21551,0,456,21552,185,23376,24160,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_chu\ctf_chu_sym.xsc,regions/ctf_chu/ctf_chu_sym.xsc,11328,236FC9BCD7E7DA643A8BF9E13083551D8D1FD459,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_chu\ctf_chu_sym.wsc,regions/ctf_chu/ctf_chu_sym.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,48253363E47C60B660A26F1A7A7B5CDF0755D0B314D3AC40729DDC4C495C94C5,11399,DF404D502A0CADADFCA2FDD4C636FA6B59D73049,"{""status"":""ok"",""hr"":0,""input_size"":11304,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11304,28672,zstd-level-22-no-content-size,11383,F0336F9D080B3AF5B4546FF06DE20D20A18B6050CA5DA2630050E4232AFD4DB1,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,185,456,,"['0xA8D74300', '0x50005D40', '0x50005D60', '0x0000532B', '0x00000000', '0x000001C8', '0x50005330', '0x349D018A', '0x000000B9', '0x50005A50']",21291,0,456,21296,185,23120,23904,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_dzc\ctf_dzc_sym.xsc,regions/ctf_dzc/ctf_dzc_sym.xsc,11638,8BA12DA3B5FFD317BCD13E8A31D4DB0422CAEBE5,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_dzc\ctf_dzc_sym.wsc,regions/ctf_dzc/ctf_dzc_sym.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,322CE4D9D4C5904752B786F8EADF1DE9D18C459FD409CFBA50B1C90140BC4025,11737,48AB2B0ACAE44CDB9FFA069CCC9B534EB38E239A,"{""status"":""ok"",""hr"":0,""input_size"":11614,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11614,28672,zstd-level-22-no-content-size,11721,9F66FB3DB9B7AE42BF9D6ADBC2BA3DC430BAF2623BCEDF73BB6AB62921A8D676,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,195,391,,"['0xA8D74300', '0x50005F60', '0x50005F80', '0x00005625', '0x00000000', '0x00000187', '0x50005630', '0x349D018A', '0x000000C3', '0x50005C50']",22053,0,391,22064,195,23632,24448,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_hen\ctf_hen.xsc,regions/ctf_hen/ctf_hen.xsc,12280,41AF485242108E179179939142D43A74BA587627,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_hen\ctf_hen.wsc,regions/ctf_hen/ctf_hen.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,36864,CC99EB50753490FD8C900EF37F4AE4A2B5C062322631354668F64F48A0029161,12297,615CD138A894BB621FBD8D63C1DE0E280A8026EE,"{""status"":""ok"",""hr"":0,""input_size"":12256,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,12256,36864,zstd-level-22-no-content-size,12281,F68585C7C86F57D4E04A441D3ABC0F2B444C4C3D26B141BD226597EBAFD74276,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,32768,10,2,183,675,,"['0xA8D74300', '0x50008DA0', '0x50008DC0', '0x000063D9', '0x00000000', '0x000002A3', '0x50008030', '0x349D018A', '0x000000B7', '0x50008AC0']",25561,0,675,32816,183,35520,36288,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh.xsc,regions/ctf_lsh/ctf_lsh.xsc,13236,4CF69A6A122E94069F0CF3F84EC6EC455650ACF4,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_lsh\ctf_lsh.wsc,regions/ctf_lsh/ctf_lsh.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,36864,86882A87CFAA930C71DC7377CB80223466D48DDF06EA95708ADB2F0EEA1D43B3,13278,817F106D394F010B120C8DC5526C05C67A8935EB,"{""status"":""ok"",""hr"":0,""input_size"":13212,""output_size"":36864,""message"":""""}",,unproven,0x0FF512F1,13212,36864,zstd-level-22-no-content-size,13262,3D5CCFD1364A8C37739876008B69E5E43DBA305EE3AC1BE8BD7490F627982C0C,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,32768,10,2,180,629,,"['0xA8D74300', '0x50008CE0', '0x50008D00', '0x00006613', '0x00000000', '0x00000275', '0x50008030', '0x349D018A', '0x000000B4', '0x50008A10']",26131,0,629,32816,180,35344,36096,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_lsh\ctf_lsh_sym.xsc,regions/ctf_lsh/ctf_lsh_sym.xsc,11318,BC5E94D03F83E627BDFA266F0E76407F6A4B6EE4,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_lsh\ctf_lsh_sym.wsc,regions/ctf_lsh/ctf_lsh_sym.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,23E635F6F7E62CBEAFCB5F352D359A2F9161C525C9F91A57D54E5906119B318B,11387,27F7EE0B3B61780F3D295FCCC6968630952CACA6,"{""status"":""ok"",""hr"":0,""input_size"":11294,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11294,28672,zstd-level-21-no-content-size,11371,B6E84577193D0AA20BB6B6299A842B1BB1B39753CB404B7A5EA81145E466EDBF,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,182,490,,"['0xA8D74300', '0x50005F80', '0x50005FA0', '0x000054F0', '0x00000000', '0x000001EA', '0x500054F0', '0x349D018A', '0x000000B6', '0x50005CA0']",21744,0,490,21744,182,23712,24480,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_single.xsc,regions/ctf_tes/ctf_tes_single.xsc,10708,F3325B9F7A9F191439B076C3F6C4C922A3CC5BA9,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_tes\ctf_tes_single.wsc,regions/ctf_tes/ctf_tes_single.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,24576,A57BA8C40AB02EC8C9701B7ACDBCB3F612C87D1838CAE0EDF8E1796DD3DA6687,10769,1810B155C9C03C91F6B90CD7A39962E602270F53,"{""status"":""ok"",""hr"":0,""input_size"":10684,""output_size"":24576,""message"":""""}",,unproven,0x0FF512F1,10684,24576,zstd-level-22-no-content-size,10753,BB7DD42355B28B8C937C9AFEAA0B571C5367277A7B828745203CFC13142BCF29,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,16384,10,2,178,306,,"['0xA8D74300', '0x500056F0', '0x50005710', '0x00004F15', '0x00000000', '0x00000132', '0x50004F50', '0x349D018A', '0x000000B2', '0x50005420']",20245,0,306,20304,178,21536,22288,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tes\ctf_tes_sym.xsc,regions/ctf_tes/ctf_tes_sym.xsc,10650,D2446B7424193219B7489037286816970715AE26,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_tes\ctf_tes_sym.wsc,regions/ctf_tes/ctf_tes_sym.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,24576,55EB3FAD1A90A141AF692AF6DEF74F3ED4638A1B844787B7B669C6DF29A7014C,10717,B719C5EC2A91EE264D3F760F083DCFBFD3F4F25F,"{""status"":""ok"",""hr"":0,""input_size"":10626,""output_size"":24576,""message"":""""}",,unproven,0x0FF512F1,10626,24576,zstd-level-22-no-content-size,10701,48DB1F0C3667F19B743EFA92E35626B6368931029D4139D6904FC4ED23F3EA46,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,16384,10,2,178,306,,"['0xA8D74300', '0x500055F0', '0x50005610', '0x00004E12', '0x00000000', '0x00000132', '0x50004E50', '0x349D018A', '0x000000B2', '0x50005320']",19986,0,306,20048,178,21280,22032,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_tum\ctf_tum_single.xsc,regions/ctf_tum/ctf_tum_single.xsc,12094,196BB257C93ECFC87B6BA38A85AC5A3E630E61F7,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_tum\ctf_tum_single.wsc,regions/ctf_tum/ctf_tum_single.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,F3D7878B905A14528B8188988D6ECB9665383F8A2DE9589284AA1128546B1D7D,12209,B2DD72B7216DA7537F8B6B3C7E94ABA2D6182209,"{""status"":""ok"",""hr"":0,""input_size"":12070,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,12070,28672,zstd-level-22-no-content-size,12193,5AFC97A7674069C29EAB77E6AFDC69CD3866C5D1F2E4F3862AC77D4A312E650B,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,193,503,,"['0xA8D74300', '0x50005D60', '0x50005D80', '0x00005A46', '0x00000000', '0x000001F7', '0x50006030', '0x349D018A', '0x000000C1', '0x50005A50']",23110,0,503,24624,193,23120,23936,2
D:\Games\Red Dead Redemption\game\XENON MULTIPLAYER\content\release64\multiplayer\regions\ctf_upr\ctf_upr.xsc,regions/ctf_upr/ctf_upr.xsc,11536,8CEF0509EDC82C3E70D4DD3E34CE6537CFA6D4B8,D:\Games\Red Dead Redemption\Code_RED\build\mp_xenon_full_conversion_pass2\import_ready_wsc_from_xsc_named\regions\ctf_upr\ctf_upr.wsc,regions/ctf_upr/ctf_upr.wsc,pc_wsc_magicrdr_table_candidate_runtime_unproven,,28672,889C435DD5235F09FD96E066F31152202146E681DB07934A16595A9EB67B9112,11583,77CFB255349239164BCE14ADBE2449EB6D6DD8B3,"{""status"":""ok"",""hr"":0,""input_size"":11512,""output_size"":28672,""message"":""""}",,unproven,0x0FF512F1,11512,28672,zstd-level-22-no-content-size,11567,4DFE520B4C8B59DBF2880D2BC363AED5E9BC8903D5D3AE90CC7775E6000531FE,True,PC wrapper validates and script tables are PC/Switch-endian. Runtime compatibility is still game-unproven.,xenon-big-tables-to-pc-little,24576,10,2,192,466,,"['0xA8D74300', '0x50005FB0', '0x50005FD0', '0x0000555B', '0x00000000', '0x000001D2', '0x50005560', '0x349D018A', '0x000000C0', '0x50005CB0']",21851,0,466,21856,192,23728,24528,2
