term,offset,offset_hex,context_ascii,context_hex
multiplayer_update_thread,18841,0x4999,"ultiplayer Save Triggered, will be picked up by Multiplayer_update_thread soon enough.....,...RX.8.c...RX.b...RX.RI.~-...",75 6C 74 69 70 6C 61 79 65 72 20 53 61 76 65 20 54 72 69 67 67 65 72 65 64 2C 20 77 69 6C 6C 20 62 65 20 70 69 63 6B 65 64 20 75 70 20 62 79 20 4D 75 6C 74 69 70 6C 61 79 65 72 5F 75 70 64 61 74 65 5F 74 68 72 65 61 64 20 73 6F 6F 6E 20 65 6E 6F 75 67 68 00 8B 8B 8B 8B 2C 0E D2 8D 52 58 1D 38 00 63 00 07 8C 52 58 1D 62 00 04 8C 52 58 0E 52 49 DE 7E 2D 00 00 02
SaveLoad,18781,0x495D,"....R...c......Rc..c...RXn.%.RX,b...RIUz-.....o.SaveLoad.oWMultiplayer Save Triggered, will be picked up",00 00 02 00 52 1C F5 06 63 00 18 8C 8E 8C 8C 52 63 DC 06 63 00 0A 8C 52 58 6E 8C 25 08 52 58 2C 62 00 04 8B 52 49 55 7A 2D 01 00 03 00 8C 6F 09 53 61 76 65 4C 6F 61 64 00 6F 57 4D 75 6C 74 69 70 6C 61 79 65 72 20 53 61 76 65 20 54 72 69 67 67 65 72 65 64 2C 20 77 69 6C 6C 20 62 65 20 70 69 63 6B 65 64 20 75 70
HUDScene,39832,0x9B98,"RING COMMAND...,..~-....,..c...{b.h,.!c...{b.]o.HudSceneOnline.,.#.c...{b.@.R..m...R...A .R.. .c...{b.$.",52 49 4E 47 20 43 4F 4D 4D 41 4E 44 2E 0A 00 2C 02 C3 7E 2D 00 00 02 00 2C 01 05 63 00 05 8C 7B 62 00 68 2C 01 21 63 00 05 8C 7B 62 00 5D 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 23 06 63 00 05 8C 7B 62 00 40 8C 52 06 E7 6D 08 00 00 52 B4 AD 06 41 20 00 52 06 E7 20 1F 63 00 05 8C 7B 62 00 24 8D
HUDScene,40848,0x9F90,"...{b.Am...R..c...{b.2.R..%.R.. .R....c...{b..o.HudSceneOnline.,.#.c...{.{-....j.G.C..9.8..R...j.G.C....",00 05 8C 7B 62 00 41 6D 08 00 00 52 B4 AD 63 00 05 8C 7B 62 00 32 8F 52 9B F5 25 08 52 9B F5 20 8D 52 06 E7 06 1F 63 00 05 8C 7B 62 00 1A 6F 0F 48 75 64 53 63 65 6E 65 4F 6E 6C 69 6E 65 00 2C 03 23 06 63 00 02 8C 7B 8B 7B 2D 00 00 03 00 6A 01 47 98 43 04 F0 39 02 38 02 8C 52 AD 15 06 6A 01 47 98 43 04 FC 06 1F
