term,offset,offset_hex,context_ascii,context_hex
net.EnterOnline,1144,0x478,"plete.,...,..o.startScreenExit.,..o.select.,..o.net.EnterOnline.,...9.b..,..,....c.Jo.setupComplete.,...,..o.st",70 6C 65 74 65 00 2C 02 08 8B 2C 02 09 6F 10 73 74 61 72 74 53 63 72 65 65 6E 45 78 69 74 00 2C 02 08 6F 07 73 65 6C 65 63 74 00 2C 02 08 6F 10 6E 65 74 2E 45 6E 74 65 72 4F 6E 6C 69 6E 65 00 2C 02 08 8B 39 04 62 02 0E 2C 01 0A 2C 01 02 06 1F 63 00 4A 6F 0E 73 65 74 75 70 43 6F 6D 70 6C 65 74 65 00 2C 02 08 8B 2C 02 09 6F 10 73 74
net.EnterOnline,2487,0x9B7,"erHasSignedOut.,.'b...9.8..d..,.-9.8..e.#.l...o.net.EnterOnlineForInvite.,...9.8...7.,.)...c.68.9.o!Rebooted fo",65 72 48 61 73 53 69 67 6E 65 64 4F 75 74 00 2C 02 27 62 00 03 8B 39 02 38 02 8A 64 00 2E 2C 01 2D 39 02 38 02 8A 65 00 23 8C 6C 01 E4 FD 6F 19 6E 65 74 2E 45 6E 74 65 72 4F 6E 6C 69 6E 65 46 6F 72 49 6E 76 69 74 65 00 2C 02 08 8A 39 06 38 02 8A 08 37 06 2C 03 29 8F 08 1F 63 00 36 38 06 39 02 6F 21 52 65 62 6F 6F 74 65 64 20 66 6F
LoadingScreen,1924,0x784,"..b..o.SaveGame_DoNotInterruptMe.,.&c...,..b..o.LoadingScreen.,.'.,.#o.loadComplete.,..o.setupComplete.,...,.",02 18 62 FF F2 6F 1A 53 61 76 65 47 61 6D 65 5F 44 6F 4E 6F 74 49 6E 74 65 72 72 75 70 74 4D 65 00 2C 03 26 63 00 07 8B 2C 02 18 62 FF D7 6F 0E 4C 6F 61 64 69 6E 67 53 63 72 65 65 6E 00 2C 02 27 8B 2C 02 23 6F 0D 6C 6F 61 64 43 6F 6D 70 6C 65 74 65 00 2C 02 08 6F 0E 73 65 74 75 70 43 6F 6D 70 6C 65 74 65 00 2C 02 08 8B 2C 02
