old_id,old_name,target_id,target_name,offset,before_hex,value_hex,after_hex,new_value_hex
1195,Wagon04,1194,Car01,4953,25 09 4F B7 7C 34 01 41,04 AB,96 8B 8B 52 28 5F 2B 8C,04 AA
