offset,offset_hex,length,text,population_term,string_class
896,0x380,19,MP_BarkerPosseLeave,,unknown
924,0x39C,22,HUD_MENU_SELECT_MASTER,,unknown
955,0x3BB,22,HUD_MENU_SELECT_MASTER,,unknown
981,0x3D5,4,:E>L,,unknown
994,0x3E2,16,BarkerPosseLeave,,unknown
1022,0x3FE,16,BarkerPosseLeave,,unknown
1049,0x419,17,+:E>L:E?l:E>L:E?|,,debug/display text
1067,0x42B,5,:E?Lb,,debug/display text
1076,0x434,19,MP_BarkerPosseLeave,,unknown
1104,0x450,5,:E?L8,,debug/display text
1116,0x45C,14,HudSceneOnline,,unknown
1136,0x470,10,HudMPNoFun,,unknown
1211,0x4BB,5,":E?h,",,debug/display text
1231,0x4CF,5,:E=lR,,unknown
1238,0x4D6,10,:E?x:E>Tm ,,debug/display text
1259,0x4EB,6,:E=Tm ,,debug/display text
1314,0x522,4,:E?t,,debug/display text
1321,0x529,11,GAME INVITE,,debug/display text
1333,0x535,61,o<Received Game Invite event in PR_multi.sc for Game mode: %s,,debug/display text
1395,0x573,5,":E>t,",,unknown
1414,0x586,11,GAME INVITE,,debug/display text
1426,0x592,53,o4Received NON-LOBBY Game Invite event in PR_multi.sc,,debug/display text
1551,0x60F,15,Private Session,,debug/display text
1569,0x621,25,Received update from Host,,debug/display text
1606,0x646,5,=p> c,,debug/display text
1639,0x667,15,Private Session,,debug/display text
1657,0x679,20,Need to launch lobby,,debug/display text
1694,0x69E,15,Private Session,,debug/display text
1710,0x6AE,55,o6Can't follow private host into playlist we don't have,,debug/display text
1775,0x6EF,27,net.InviteFailed_NoPlaylist,,unknown
1820,0x71C,15,Private Session,,debug/display text
1838,0x72E,19,Need to leave lobby,,debug/display text
1954,0x7A2,4,=p2%,,debug/display text
2022,0x7E6,8,FREEROAM,,unknown
2092,0x82C,8,FREEROAM,,unknown
2154,0x86A,8,FREEROAM,,unknown
2197,0x895,5,*:E>t,,unknown
2205,0x89D,6,""":E>tR",,unknown
2216,0x8A8,5,:E>t9,,unknown
2228,0x8B4,5,:E>t9,,unknown
2251,0x8CB,4,:E>x,,unknown
2268,0x8DC,8,E:E>x:EB,,unknown
2297,0x8F9,6,t:E>xL,,unknown
2311,0x907,4,x:EC,,unknown
2316,0x90C,8,x:E?|:EC,,debug/display text
2338,0x922,4,:E>l,,unknown
2367,0x93F,13,:E>l:E?|:E>lR,,debug/display text
2394,0x95A,5,y:E>h,,unknown
2403,0x963,5,:E>h9,,unknown
2525,0x9DD,14,PR_MULTIPLAYER,,unknown
2542,0x9EE,27,Invite to FreeMode Received,,debug/display text
2588,0xA1C,14,PR_MULTIPLAYER,,unknown
2603,0xA2B,41,o(---------------Requesting Lobby Disable,,likely logic anchor
2660,0xA64,5,":E?,R",,debug/display text
2684,0xA7C,5,.:E=T,,unknown
2690,0xA82,4,RgF8,,unknown
2724,0xAA4,5,":E?,b",,debug/display text
2758,0xAC6,6,A:E=pR,,unknown
2768,0xAD0,5,4:E>p,,unknown
2777,0xAD9,5,:E>l9,,unknown
2817,0xB01,5,":E?,b",,debug/display text
2824,0xB08,4,":E>,",,unknown
2894,0xB4E,4,Rg}R,,unknown
3000,0xBB8,5,":E?,b",,debug/display text
3014,0xBC6,47,Ao-$/content/multiplayer/support/MP_ActorPicker,,likely logic anchor
3073,0xC01,5,":E?,b",,debug/display text
3090,0xC12,5,<:E>p,,unknown
3097,0xC19,4,:E>l,,unknown
3108,0xC24,5,":E?,b",,debug/display text
3116,0xC2C,5,":E?,b",,debug/display text
3131,0xC3B,5,":E?,b",,debug/display text
3142,0xC46,5,":E?,b",,debug/display text
3191,0xC77,5,:E>pR,,unknown
3243,0xCAB,5,:E>pR,,unknown
3279,0xCCF,5,:E>pR,,unknown
3288,0xCD8,5,":E?,b",,debug/display text
3310,0xCEE,5,":E?,b",,debug/display text
3332,0xD04,5,":E?,b",,debug/display text
3351,0xD17,4,=p2%,,debug/display text
3375,0xD2F,5,":E?,b",,debug/display text
3393,0xD41,5,":E?,b",,debug/display text
3439,0xD6F,4,#:EC,,unknown
3507,0xDB3,4,(q/8,,unknown
3543,0xDD7,48,o/$/content/multiplayer/rotations/gametype_lobby,,unknown
3759,0xEAF,9,*=L%$1++8,,debug/display text
3787,0xECB,4,%$1+,,debug/display text
3972,0xF84,25,Unable to set region for ,,debug/display text
4414,0x113E,7,>:E>TA ,,debug/display text
4447,0x115F,6,:E=TA ,,debug/display text
4468,0x1174,4,!<Eb,,debug/display text
4485,0x1185,6,:E=TA ,,debug/display text
4492,0x118C,5,RgFz-,,unknown
4506,0x119A,4,= 2.,,debug/display text
4588,0x11EC,4,0:EB,,unknown
4646,0x1226,4,t:EB,,unknown
4678,0x1246,4,q:EB,,unknown
4703,0x125F,4,U:EB,,unknown
4768,0x12A0,4,]:EB,,debug/display text
4810,0x12CA,4,M:EC,,unknown
4831,0x12DF,6,hostID,,unknown
4936,0x1348,5,:E>T%,,debug/display text
4948,0x1354,5,:E=T%,,debug/display text
4954,0x135A,4,RgFR,,unknown
4973,0x136D,6,T:E>T%,,debug/display text
5013,0x1395,20,net_barker_start_now,,unknown
5061,0x13C5,5,:E>T%,,debug/display text
5073,0x13D1,6,.:E=T%,,debug/display text
5085,0x13DD,30,net_barker_invite_join_waiting,,unknown
5116,0x13FC,5,:E?\b,,debug/display text
5130,0x140A,13,common_cancel,,unknown
5200,0x1450,5,:E>T%,,debug/display text
5212,0x145C,6,/:E=T%,,debug/display text
5222,0x1466,33,o net_barker_invite_join_allowing,,debug/display text
5256,0x1488,5,:E?\8,,debug/display text
5268,0x1494,6,':E>T%,,debug/display text
5282,0x14A2,5,:E=T%,,debug/display text
5308,0x14BC,5,:E>T%,,debug/display text
5320,0x14C8,5,:E=T%,,debug/display text
5326,0x14CE,4,RgFR,,unknown
5530,0x159A,50,Io0TRIED TO USE IS_SLOT_DATA_VALID WITH BAD INDEX ,,debug/display text
5705,0x1649,4,;:ED,,unknown
5722,0x165A,14,HudSceneOnline,,unknown
5800,0x16A8,22,HUD_MENU_SELECT_MASTER,,unknown
5830,0x16C6,4,+:EC,,unknown
6418,0x1912,4,{PqN,,unknown
6489,0x1959,21,DISABLE_HORSE_WHISTLE,,likely logic anchor
6522,0x197A,21,DISABLE_HORSE_WHISTLE,,likely logic anchor
6886,0x1AE6,5,G[?$%,,debug/display text
6944,0x1B20,4,RgF8,,unknown
7055,0x1B8F,9,*=L%$1++8,,debug/display text
7086,0x1BAE,4,:E=T,,unknown
7091,0x1BB3,4,RgFm,,unknown
7108,0x1BC4,5,:E?Pj,,debug/display text
7116,0x1BCC,5,"=,%@R",,debug/display text
7148,0x1BEC,5,":E>X,",,unknown
7158,0x1BF6,4,:E>X,,unknown
7166,0x1BFE,9,Rq/:E?Xz-,,debug/display text
7179,0x1C0B,5,:E=TA,,unknown
7275,0x1C6B,6,_title,,unknown
7287,0x1C77,5,t@:EB,,unknown
7305,0x1C89,9,*=L%$1++8,,debug/display text
7327,0x1C9F,4,= 2.,,debug/display text
7397,0x1CE5,4,=02%,,debug/display text
7429,0x1D05,7,:E>T% R,,debug/display text
7441,0x1D11,10,:E=T% RgFo,,debug/display text
7452,0x1D1C,10,MPEnvelope,,unknown
7509,0x1D55,4,7:EB,,unknown
7564,0x1D8C,4,=p38,,unknown
7573,0x1D95,5,=p? j,,debug/display text
7581,0x1D9D,5,=p>$=,,unknown
7591,0x1DA7,5,=p?$.,,debug/display text
7611,0x1DBB,4,% {-,,debug/display text
7621,0x1DC5,9,*=L%$1++8,,debug/display text
7708,0x1E1C,4,=p>$,,unknown
7787,0x1E6B,4,% {-,,debug/display text
7806,0x1E7E,4,/%G7,,debug/display text
7822,0x1E8E,4,type,,unknown
7837,0x1E9D,4,type,,unknown
7877,0x1EC5,12,Rg}RgqRgf:E=,,unknown
7890,0x1ED2,5,:E>|R,,unknown
7896,0x1ED8,4,`:EB,,unknown
7919,0x1EEF,8,:E?d:E=T,,debug/display text
7945,0x1F09,5,":E?P,",,debug/display text
7951,0x1F0F,4,7:EB,,unknown
7963,0x1F1B,12,"=,%@RgY:E=T%",,debug/display text
7976,0x1F28,4,RgFR,,unknown
8010,0x1F4A,4,:E?l,,debug/display text
8015,0x1F4F,5,:E?|R,,debug/display text
8123,0x1FBB,4,RjtR,,unknown
8207,0x200F,5,|R/bc,,unknown
8220,0x201C,5,:E=TA,,unknown
8240,0x2030,5,:E>0=,,unknown
8249,0x2039,8,:E?0:E>0,,debug/display text
8260,0x2044,21,",:E>4:E?8:E><:E?@:E>@",,debug/display text
8286,0x205E,4,:E?D,,debug/display text
8291,0x2063,4,:E?H,,debug/display text
8296,0x2068,4,:E?4,,debug/display text
8301,0x206D,5,:E?<8,,debug/display text
8307,0x2073,5,:E>0e,,unknown
8317,0x207D,5,":E>0,",,unknown
8326,0x2086,6,!:E>0L,,debug/display text
8340,0x2094,7,:E>0R/M,,unknown
8356,0x20A4,11,:E>0R/9:E>0,,unknown
8379,0x20BB,6,w:E>0L,,unknown
8394,0x20CA,9,{:E>0R/$c,,unknown
8404,0x20D4,6,n:E>0L,,unknown
8419,0x20E3,6,A:E>0L,,unknown
8437,0x20F5,4,>$R.,,unknown
8450,0x2102,7,_invite,,unknown
8460,0x210C,5,t@)A ,,debug/display text
8469,0x2115,6,":E>0R,",,unknown
8484,0x2124,5,Z:E>0,,unknown
8499,0x2133,7,:E>0:EB,,unknown
8520,0x2148,6,/:E>0L,,unknown
8533,0x2155,5,":E>0,",,unknown
8546,0x2162,6,"0:E>0,",,unknown
8556,0x216C,6,f:E>0L,,unknown
8571,0x217B,6,F:E>0R,,unknown
8581,0x2185,5,:E>0L,,unknown
8610,0x21A2,5,:E>09,,unknown
8625,0x21B1,4,:E>0,,unknown
8645,0x21C5,4,:E>0,,unknown
8664,0x21D8,5,:E>0L,,unknown
8681,0x21E9,5,:E>0L,,unknown
8695,0x21F7,6,":E>0R,",,unknown
8706,0x2202,6,0:E><=,,unknown
8713,0x2209,9,:E?<:E>0R,,debug/display text
8727,0x2217,8,:E>0R/$c,,unknown
8737,0x2221,13,:E>0:E?D:E>4=,,debug/display text
8751,0x222F,5,:E?4b,,debug/display text
8758,0x2236,4,:E>0,,unknown
8775,0x2247,12,":E>0R/9:E>0,",,unknown
8788,0x2254,6,"\:E>0,",,unknown
8799,0x225F,6,>:E><=,,unknown
8806,0x2266,9,":E?<:E>0,",,debug/display text
8816,0x2270,11,"\:E?`:E>0R,",,debug/display text
8831,0x227F,6,":E>0R,",,unknown
8841,0x2289,13,:E>0:E?H:E>4=,,debug/display text
8855,0x2297,5,:E?4b,,debug/display text
8862,0x229E,8,":E>0R,rb",,unknown
8872,0x22A8,11,":E>0R,b:E>0",,unknown
8966,0x2306,18,mp_follow_fail_dlc,,unknown
9036,0x234C,18,mp_follow_fail_dlc,,unknown
9090,0x2382,5,:E>TA,,unknown
9104,0x2390,4,:E>@,,unknown
9115,0x239B,5,:E=TA,,unknown
9137,0x23B1,7,:E>T% R,,debug/display text
9149,0x23BD,9,::E=T% Rh,,debug/display text
9161,0x23C9,10,MPEnvelope,,unknown
9177,0x23D9,7,net_hud,,unknown
9187,0x23E3,10,Mail.value,,unknown
9198,0x23EE,4,:E>8,,unknown
9206,0x23F6,6,a+:E>8,,unknown
9252,0x2424,8,):E>T%@R,,debug/display text
9266,0x2432,8,:E=T%@Rh,,debug/display text
9277,0x243D,10,MPEnvelope,,unknown
9293,0x244D,4,Z:EC,,unknown
9309,0x245D,8,D:E>T%@R,,debug/display text
9321,0x2469,11,5:E=T%@RgFo,,debug/display text
9333,0x2475,10,MPEnvelope,,unknown
9349,0x2485,7,net_hud,,unknown
9359,0x248F,10,Mail.value,,unknown
9386,0x24AA,14,HudSceneOnline,,unknown
9436,0x24DC,5,:E>TA,,unknown
9451,0x24EB,19,NetConf_FRDTeleport,,unknown
9479,0x2507,6,|:E=TA,,unknown
9487,0x250F,4,RgFR,,unknown
9496,0x2518,4,:E>8,,unknown
9503,0x251F,5,j:E>H,,unknown
9512,0x2528,5,:E>Ho,,unknown
9518,0x252E,18,mp_gamer_partyjoin,,unknown
9542,0x2546,5,@:E>D,,unknown
9550,0x254E,6,8:E>Do,,unknown
9557,0x2555,19,mp_gamer_joinbarker,,unknown
9582,0x256E,18,refreshcontextmenu,,unknown
9612,0x258C,17,OL_NetworkingMenu,,unknown
9635,0x25A3,11,r1_released,,unknown
9650,0x25B2,4,:E=T,,unknown
9655,0x25B7,4,RgFR,,unknown
9697,0x25E1,5,:E>TA,,unknown
9713,0x25F1,6,U:E>TA,,unknown
9727,0x25FF,4,D:EC,,unknown
9736,0x2608,6,;:E=TA,,unknown
9758,0x261E,23,mp_FRD_RunningElsewhere,,unknown
9782,0x2636,5,:E?Xb,,debug/display text
9791,0x263F,18,mp_FreeRoamDefense,,unknown
9810,0x2652,37,7!r o net_barker_invite_help_specific,,debug/display text
9848,0x2678,4,:E?X,,debug/display text
9872,0x2690,4,7)vo,,unknown
9877,0x2695,15,net_barker_dude,,unknown
9909,0x26B5,19,net_barker_gametype,,unknown
9939,0x26D3,19,net_barker_location,,unknown
9971,0x26F3,9,9 :E>X(A ,,debug/display text
9987,0x2703,4,R4yA,,unknown
10001,0x2711,16,ATTDEF_FR_DEF1ST,,unknown
10027,0x272B,20,MPCOOP_ENTERSGATEWAY,,unknown
10055,0x2747,4,:E>8,,unknown
10062,0x274E,5,i:E>T,,unknown
10074,0x275A,5,Z:E>D,,unknown
10087,0x2767,6,%:E>DL,,debug/display text
10097,0x2771,12,99:E>D9::E=T,,unknown
10130,0x2792,8,7;3897CR,,unknown
10142,0x279E,34,)o net_barker_invite_help_specific,,debug/display text
10177,0x27C1,5,:E?Xb,,debug/display text
10186,0x27CA,22,net_barker_invite_help,,unknown
10209,0x27E1,7,:E?X89j,,debug/display text
10223,0x27EF,5,89:E=,,unknown
10233,0x27F9,4,R*m&,,unknown
10239,0x27FF,4,7Cvo,,unknown
10244,0x2804,15,net_barker_dude,,unknown
10260,0x2814,4,"8:R,",,unknown
10273,0x2821,19,net_barker_gametype,,unknown
10303,0x283F,19,net_barker_location,,unknown
10334,0x285E,7,:E>X(A ,,debug/display text
10348,0x286C,4,R4yo,,unknown
10353,0x2871,20,MPCOOP_ENTERSGATEWAY,,unknown
10380,0x288C,5,(:E>H,,unknown
10388,0x2894,5, :E=T,,debug/display text
10397,0x289D,5,:E>`c,,unknown
10406,0x28A6,27,net_posse_join_request_help,,unknown
10434,0x28C2,5,:E?Xj,,debug/display text
10442,0x28CA,4,">,m@",,unknown
10457,0x28D9,23,MPCOOP_REQUESTJOINPOSSE,,unknown
10490,0x28FA,21,UN_Narr2_ReqJoinPosse,,unknown
10521,0x2919,26,net_posse_join_invite_help,,unknown
10548,0x2934,5,:E?Xj,,debug/display text
10556,0x293C,4,">,m@",,unknown
10571,0x294B,20,MPCOOP_INVIJOINPOSSE,,unknown
10601,0x2969,20,UN_Narr2_PosseInvite,,unknown
10631,0x2987,15,net_barker_dude,,unknown
10647,0x2997,6,":E>HR,",,unknown
10659,0x29A3,8,h:E>X(A ,,debug/display text
10674,0x29B2,4,R4yb,,unknown
10679,0x29B7,5,M:E>8,,unknown
10687,0x29BF,5,E:E>T,,unknown
10699,0x29CB,5,9:E=T,,unknown
10716,0x29DC,19,net_invite_multiple,,unknown
10736,0x29F0,11,:E?X:E>X)A ,,debug/display text
10754,0x2A02,4,R4y8,,unknown
10765,0x2A0D,4,\:EC,,unknown
10777,0x2A19,4,P8 c,,debug/display text
10785,0x2A21,13,mp_FRD_Invite,,unknown
10810,0x2A3A,4,;:ED,,unknown
10821,0x2A45,19,net_invite_openMenu,,unknown
10852,0x2A64,4,;:ED,,unknown
10889,0x2A89,6,>(R+tc,,unknown
10899,0x2A93,4,>(R*,,unknown
10942,0x2ABE,14,INVALID REGION,,debug/display text
11066,0x2B3A,8,v_region,,unknown
11192,0x2BB8,8,NARRATOR,,unknown
11258,0x2BFA,4,"R,Oc",,unknown
11280,0x2C10,4,"R,<c",,unknown
11309,0x2C2D,4,:E?8,,debug/display text
11314,0x2C32,4,:E?4,,debug/display text
11319,0x2C37,6,:E?0z-,,debug/display text
11393,0x2C81,5,RgF~-,,unknown
11598,0x2D4E,21,MPPlayerNameColored_0,,unknown
11623,0x2D67,21,MPPlayerNameColored_1,,unknown
11648,0x2D80,21,MPPlayerNameColored_2,,unknown
11673,0x2D99,21,MPPlayerNameColored_3,,unknown
11698,0x2DB2,21,MPPlayerNameColored_4,,unknown
11723,0x2DCB,21,MPPlayerNameColored_5,,unknown
11748,0x2DE4,21,MPPlayerNameColored_6,,unknown
11773,0x2DFD,21,MPPlayerNameColored_7,,unknown
11798,0x2E16,21,MPPlayerNameColored_8,,unknown
11823,0x2E2F,21,MPPlayerNameColored_9,,unknown
11848,0x2E48,22,MPPlayerNameColored_10,,unknown
11874,0x2E62,22,MPPlayerNameColored_11,,unknown
11900,0x2E7C,22,MPPlayerNameColored_12,,unknown
11926,0x2E96,22,MPPlayerNameColored_13,,unknown
11952,0x2EB0,22,MPPlayerNameColored_14,,unknown
11978,0x2ECA,22,MPPlayerNameColored_15,,unknown
12004,0x2EE4,14,UNHANDLED SLOT,,debug/display text
12027,0x2EFB,9,*=L%$1++8,,debug/display text
12105,0x2F49,5,RgF~-,,unknown
12137,0x2F69,13,FRD_TMSLayout,,unknown
12171,0x2F8B,10,FRD_Invite,,unknown
12195,0x2FA3,4,R0(8,,unknown
12206,0x2FAE,4,R0(8,,unknown
12215,0x2FB7,10,FRD Invite,,debug/display text
12226,0x2FC2,56,"o7RECVing invite from FreeMode from %s, %s, at barker %s",,debug/display text
12309,0x3015,10,FRD_Invite,,unknown
12379,0x305B,5,R0_~-,,unknown
12529,0x30F1,64,o?ERROR: Trying to get value of TIMER that has not been started!,,debug/display text
12596,0x3134,82,soQWARNING: Trying to get value of TIMER that has not been started! Returning 0.0 ,,debug/display text
12732,0x31BC,16,gMPScratchLayout,,unknown
12785,0x31F1,19,NetConf_FRDTeleport,,unknown
12819,0x3213,25,mp_FRD_NoClaimWhileWanted,,likely logic anchor
12855,0x3237,4,R4yb,,unknown
12910,0x326E,10,FRD Client,,debug/display text
12921,0x3279,63,"o>SEND FRD Start Request sent for %s, barker #%s for Player #%s",,debug/display text
13214,0x339E,4,>p{-,,unknown
13222,0x33A6,41,o($/content/multiplayer/mp_Help_Barker.sc,,unknown
13286,0x33E6,38,o%$/content/multiplayer/mp_Teleport.sc,,debug/display text
13349,0x3425,4,R4>8,,unknown
13371,0x343B,4,z+~-,,unknown
13406,0x345E,4,"RgF,",,unknown
13428,0x3474,4,4`?|,,debug/display text
13458,0x3492,4,^4(=,,unknown
13570,0x3502,4,miss,,unknown
13584,0x3510,4,ziss,,unknown
13601,0x3521,6,_short,,unknown
13756,0x35BC,4,RVb%,,debug/display text
13949,0x367D,4,"RV ,",,debug/display text
14001,0x36B1,4,0PqN,,unknown
14023,0x36C7,7,BARKERS,,unknown
14031,0x36CF,55,o6RE-CACHING ACTIVE BARKERS. Old Region: %s New One: %s,,debug/display text
14095,0x370F,4,"PqN,",,unknown
14109,0x371D,7,BARKERS,,unknown
14119,0x3727,28,Status changed from %s to %s,,debug/display text
14152,0x3748,4,RUv8,,unknown
14168,0x3758,7,BARKERS,,unknown
14176,0x3760,34,o!FRD Runner changed from %s to %s,,debug/display text
14234,0x379A,7,BARKERS,,unknown
14244,0x37A4,24,FRD Region from %s to %s,,debug/display text
14292,0x37D4,7,BARKERS,,unknown
14302,0x37DE,28,FRD GamerCount from %s to %s,,debug/display text
14356,0x3814,4,PqN8,,unknown
14364,0x381C,4,PqN8,,unknown
14564,0x38E4,5,>$RN=,,unknown
14623,0x391F,4,RL&c,,unknown
14639,0x392F,23,MP_FreeRoamDefense_blip,,unknown
14679,0x3957,18,MP_FreeRoamDefense,,unknown
14758,0x39A6,13,mp_helpBarker,,unknown
14830,0x39EE,4,7!38,,debug/display text
14835,0x39F3,5,%_RK/,,debug/display text
14844,0x39FC,4,9$8$,,unknown
14862,0x3A0E,5, 9$8$,,debug/display text
14886,0x3A26,5,9$8$c,,unknown
14961,0x3A71,4,"r9(,",,unknown
14967,0x3A77,4,9)&},,unknown
15030,0x3AB6,5,9-)?L,,debug/display text
15037,0x3ABD,5,9.)?L,,debug/display text
15053,0x3ACD,7,"7-7.7/,",,unknown
15066,0x3ADA,4,8-)C,,unknown
15081,0x3AE9,5,p8.)C,,unknown
15099,0x3AFB,4,8/)C,,unknown
15116,0x3B0C,4,"8+9,",,unknown
15161,0x3B39,6,9 8 )A,,debug/display text
15203,0x3B63,8,7%28(8)8,,debug/display text
15271,0x3BA7,10,barkerText,,unknown
15321,0x3BD9,4,>0RN,,unknown
15343,0x3BEF,8,7%28(8)8,,debug/display text
15411,0x3C33,10,barkerText,,unknown
15439,0x3C4F,8,7%28(8)8,,debug/display text
15507,0x3C93,10,barkerText,,unknown
15611,0x3CFB,4,z8 8,,debug/display text
15658,0x3D2A,4,"RD,c",,unknown
15718,0x3D66,6,>0RA:8,,unknown
15782,0x3DA6,12,>092827071R@,,unknown
15804,0x3DBC,4,P83n,,unknown
15862,0x3DF6,20,NetConf_BarkerLocked,,unknown
15885,0x3E0D,15,mp_FRD_TooEmpty,,unknown
15906,0x3E22,20,NetConf_BarkerLocked,,unknown
15935,0x3E3F,20,NetConf_BarkerLocked,,unknown
15958,0x3E56,17,mp_FRD_PublicOnly,,unknown
15981,0x3E6D,20,NetConf_BarkerLocked,,unknown
16010,0x3E8A,20,NetConf_BarkerLocked,,unknown
16033,0x3EA1,14,mp_FRD_TooSoon,,unknown
16053,0x3EB5,20,NetConf_BarkerLocked,,unknown
16079,0x3ECF,5,F82RN,,unknown
16090,0x3EDA,12,FRD_SellText,,unknown
16103,0x3EE7,5,74r@b,,unknown
16109,0x3EED,4,#82j,,unknown
16120,0x3EF8,4,>$R.,,unknown
16128,0x3F00,4,74vo,,unknown
16133,0x3F05,7,_unlock,,unknown
16141,0x3F0D,5,74t@o,,unknown
16147,0x3F13,20,NetConf_BarkerLocked,,unknown
16175,0x3F2F,20,NetConf_BarkerLocked,,unknown
16204,0x3F4C,19,Generic_Dbuffer10_0,,unknown
16234,0x3F6A,19,Generic_Dbuffer10_1,,unknown
16264,0x3F88,20,NetAlert_PosseTooBig,,unknown
16293,0x3FA5,19,Generic_Dbuffer10_0,,unknown
16323,0x3FC3,19,Generic_Dbuffer10_1,,unknown
16353,0x3FE1,20,NetAlert_GroupTooBig,,unknown
16505,0x4079,4,R5nc,,unknown
16636,0x40FC,9,*=L%$1++8,,debug/display text
16713,0x4149,5,>$%Hd,,debug/display text
16722,0x4152,11,mp_TELEPORT,,unknown
16763,0x417B,5,>$%Id,,debug/display text
16772,0x4184,13,mp_HelpBarker,,unknown
16827,0x41BB,27,mp_FreeRoamDefense_Disabled,,likely logic anchor
16876,0x41EC,24,mp_FreeRoamDefense_claim,,unknown
16922,0x421A,17,mp_barkerLocation,,unknown
16960,0x4240,17,mp_barkerRotation,,unknown
16980,0x4254,18,mp_FreeRoamDefense,,unknown
17017,0x4279,34,5o mp_barker_fmt_specific_disabled,,likely logic anchor
17073,0x42B1,22,mp_barker_fmt_specific,,unknown
17140,0x42F4,17,mp_barkerLocation,,unknown
17170,0x4312,34,5o mp_barker_fmt_specific_disabled,,likely logic anchor
17226,0x434A,22,mp_barker_fmt_specific,,unknown
17286,0x4386,4,R*m%,,debug/display text
17296,0x4390,17,mp_barkerLocation,,unknown
17329,0x43B1,22,mp_barker_fmt_disabled,,likely logic anchor
17373,0x43DD,13,mp_barker_fmt,,unknown
17420,0x440C,4,7!3o,,debug/display text
17425,0x4411,17,mp_barkerRotation,,unknown
17469,0x443D,4,>0RN,,unknown
17632,0x44E0,22,mp_FreeRoamDefense_tis,,unknown
17658,0x44FA,21,mp_FRD_UpForGrabs_TIS,,unknown
17681,0x4511,4,RGwc,,unknown
17689,0x4519,20,Generic_Dbuffer128_2,,unknown
17712,0x4530,8,%s<nl>%s,,debug/display text
17723,0x453B,24,mp_FreeRoamDefense_owner,,unknown
17770,0x456A,20,Generic_Dbuffer128_2,,unknown
17793,0x4581,13,%s<nl><fs6>%s,,debug/display text
17809,0x4591,24,mp_FreeRoamDefense_owner,,unknown
17853,0x45BD,20,Generic_Dbuffer128_2,,unknown
17985,0x4641,14,MPPlayerName_0,,unknown
18003,0x4653,14,MPPlayerName_1,,unknown
18021,0x4665,14,MPPlayerName_2,,unknown
18039,0x4677,14,MPPlayerName_3,,unknown
18057,0x4689,14,MPPlayerName_4,,unknown
18075,0x469B,14,MPPlayerName_5,,unknown
18093,0x46AD,14,MPPlayerName_6,,unknown
18111,0x46BF,14,MPPlayerName_7,,unknown
18129,0x46D1,14,MPPlayerName_8,,unknown
18147,0x46E3,14,MPPlayerName_9,,unknown
18165,0x46F5,15,MPPlayerName_10,,unknown
18184,0x4708,15,MPPlayerName_11,,unknown
18203,0x471B,15,MPPlayerName_12,,unknown
18222,0x472E,15,MPPlayerName_13,,unknown
18241,0x4741,15,MPPlayerName_14,,unknown
18260,0x4754,15,MPPlayerName_15,,unknown
18279,0x4767,14,UNHANDLED SLOT,,debug/display text
18520,0x4858,23,HUD_STINGER_TEXT_MASTER,,unknown
18585,0x4899,4,>$)A,,unknown
18640,0x48D0,5,>$)@I,,unknown
18754,0x4942,5,?$)<#,,debug/display text
18875,0x49BB,4,>$RJ,,unknown
18955,0x4A0B,4,)Be.,,unknown
18981,0x4A25,5,>$%Hd,,debug/display text
18990,0x4A2E,15,mp_TELEPORT_tis,,unknown
