offset,offset_hex,opcode,width,value,actor_kind,operand_hex
31,0x1F,37,1,250,eActorEnum_candidate,FA
95,0x5F,37,1,65,eActorEnum_candidate,41
184,0xB8,65,2,1000,eActorEnum_candidate,03 E8
279,0x117,37,1,11,eActorEnum_candidate,0B
514,0x202,37,1,64,eActorEnum_candidate,40
531,0x213,65,2,9102,,23 8E
576,0x240,40,4,3212836864,,BF 80 00 00
1627,0x65B,37,1,16,eActorEnum_candidate,10
1809,0x711,37,1,16,eActorEnum_candidate,10
1948,0x79C,37,1,10,eActorEnum_candidate,0A
1957,0x7A5,37,1,10,eActorEnum_candidate,0A
2048,0x800,37,1,8,eActorEnum_candidate,08
2118,0x846,37,1,8,eActorEnum_candidate,08
2178,0x882,37,1,8,eActorEnum_candidate,08
2439,0x987,65,2,65534,,FF FE
2456,0x998,65,2,65534,,FF FE
2577,0xA11,37,1,16,eActorEnum_candidate,10
2695,0xA87,65,2,65534,,FF FE
2715,0xA9B,37,1,128,eActorEnum_candidate,80
2902,0xB56,65,2,65534,,FF FE
2998,0xBB6,37,1,9,eActorEnum_candidate,09
3009,0xBC1,65,2,65534,,FF FE
3086,0xC0E,37,1,128,eActorEnum_candidate,80
3129,0xC39,37,1,8,eActorEnum_candidate,08
3286,0xCD6,37,1,10,eActorEnum_candidate,0A
3308,0xCEC,37,1,10,eActorEnum_candidate,0A
3330,0xD02,37,1,10,eActorEnum_candidate,0A
3345,0xD11,37,1,8,eActorEnum_candidate,08
3354,0xD1A,37,1,8,eActorEnum_candidate,08
3365,0xD25,37,1,8,eActorEnum_candidate,08
3373,0xD2D,37,1,10,eActorEnum_candidate,0A
3594,0xE0A,37,1,8,eActorEnum_candidate,08
3634,0xE32,37,1,8,eActorEnum_candidate,08
3689,0xE69,37,1,8,eActorEnum_candidate,08
3703,0xE77,37,1,29,eActorEnum_candidate,1D
3714,0xE82,37,1,29,eActorEnum_candidate,1D
3762,0xEB2,37,1,36,eActorEnum_candidate,24
3787,0xECB,37,1,36,eActorEnum_candidate,24
3874,0xF22,65,2,10000,,27 10
3892,0xF34,65,2,10000,,27 10
3935,0xF5F,65,2,65534,,FF FE
4020,0xFB4,37,1,145,eActorEnum_candidate,91
4280,0x10B8,37,1,8,eActorEnum_candidate,08
4319,0x10DF,65,2,65534,,FF FE
4419,0x1143,65,2,8192,,20 00
4451,0x1163,65,2,8192,,20 00
4489,0x1189,65,2,8192,,20 00
4523,0x11AB,37,1,60,eActorEnum_candidate,3C
4555,0x11CB,65,2,65533,,FF FD
4816,0x12D0,37,1,100,eActorEnum_candidate,64
4872,0x1308,37,1,61,eActorEnum_candidate,3D
4940,0x134C,37,1,16,eActorEnum_candidate,10
4952,0x1358,37,1,16,eActorEnum_candidate,10
4978,0x1372,37,1,128,eActorEnum_candidate,80
5065,0x13C9,37,1,8,eActorEnum_candidate,08
5078,0x13D6,37,1,8,eActorEnum_candidate,08
5204,0x1454,37,1,8,eActorEnum_candidate,08
5217,0x1461,37,1,8,eActorEnum_candidate,08
5273,0x1499,37,1,16,eActorEnum_candidate,10
5286,0x14A6,37,1,16,eActorEnum_candidate,10
5312,0x14C0,37,1,16,eActorEnum_candidate,10
5324,0x14CC,37,1,16,eActorEnum_candidate,10
5369,0x14F9,40,4,536870912,,20 00 00 00
5454,0x154E,40,4,268435456,,10 00 00 00
5524,0x1594,37,1,16,eActorEnum_candidate,10
5693,0x163D,65,2,65336,,FF 38
5972,0x1754,37,1,16,eActorEnum_candidate,10
6062,0x17AE,40,4,268435456,,10 00 00 00
6357,0x18D5,65,2,512,gang_actor,02 00
6476,0x194C,65,2,512,gang_actor,02 00
6572,0x19AC,37,1,60,eActorEnum_candidate,3C
6616,0x19D8,37,1,10,eActorEnum_candidate,0A
6745,0x1A59,37,1,13,eActorEnum_candidate,0D
6872,0x1AD8,37,1,16,eActorEnum_candidate,10
6890,0x1AEA,37,1,16,eActorEnum_candidate,10
6942,0x1B1E,37,1,8,eActorEnum_candidate,08
7058,0x1B92,37,1,36,eActorEnum_candidate,24
7078,0x1BA6,37,1,16,eActorEnum_candidate,10
